"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Justin Jefferson","MIN","wr","6","@DET","23.3","0","0","0","0","0","0","0","0","0","0","11.648","8.0054","100.8038","0.5936","0","0","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Amon-Ra St. Brown","DET","wr","5","MIN","23.2","0","0","0","0","0","0","0","0.1147","0.7085","0.0073","10.81","8.4824","93.9867","0.6374","0.093","0.0511","0.0316","13.8039","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Jahmyr Gibbs","DET","rb","5","MIN","20.9","0","0","0","0","0","0","0","14.548","66.8947","0.6789","6.1601","5.1184","36.0484","0.1854","0.2519","0.117","0.0414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Derrick Henry","BLT","rb","14","CLV","20.7","0","0","0","0","0","0","0","20.4267","118.1103","0.8321","1.0538","0.8996","6.4553","0.0338","0.286","0.1269","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Bijan Robinson","ATL","rb","12","CAR","20","0","0","0","0","0","0","0","17.8862","89.8355","0.6456","4.1445","3.377","23.046","0.1139","0.2783","0.1265","0.0296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Josh Jacobs","GB","rb","10","CHI","19.6","0","0","0","0","0","0","0","19.2325","88.9342","0.8323","3.1575","2.5922","18.5156","0.0699","0.2881","0.1299","0.0347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Ja'Marr Chase","CIN","wr","12","@PIT","20.9","0","0","0","0","0","0","0","0.1634","0.966","0.0025","10.1405","7.3836","84.1279","0.6641","0.0818","0.0449","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Jonathan Taylor","IND","rb","14","JAX","19.1","0","0","0","0","0","0","0","19.2949","85.3692","0.7345","3.5232","2.7888","19.4682","0.113","0.291","0.1314","0.0329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","De'Von Achane","MIA","rb","6","@NYJ","18.6","0","0","0","0","0","0","0","12.5612","54.2239","0.4354","6.0348","5.1744","36.2185","0.2677","0.2257","0.1055","0.0314","36.5341","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Alvin Kamara","NO","rb","12","@TB","17.5","0","0","0","0","0","0","0","14.3303","60.082","0.4148","6.1808","4.8295","33.0777","0.1098","0.2459","0.114","0.0261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Jayden Daniels","WAS","qb","14","@DAL","25.4","0","22.9847","31.4285","239.7366","1.5704","0.5631","3.0615","9.922","56.4784","0.6387","0","0","0","0","0","0","0.1189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Isaac Guerendo","SF","rb","9","@ARZ","16.5","0","0","0","0","0","0","0","15.5081","68.6254","0.4966","4.467","3.5558","23.0978","0.0932","0.2481","0.1134","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Lamar Jackson","BLT","qb","14","CLV","24.2","0","20.7488","29.1769","231.3739","1.7542","0.5385","2.5503","9.1798","56.2227","0.377","0","0","0","0","0","0","0.1224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Tee Higgins","CIN","wr","12","@PIT","17.5","0","0","0","0","0","0","0","0","0","0","9.0179","5.9781","72.203","0.6055","0","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Blake Corum","LA","rb","6","SEA","16","0","0","0","0","0","0","0","17.5641","77.2517","0.5627","2.8926","2.3486","16.9759","0.0694","0.2629","0.1185","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Malik Nabers","NYG","wr","11","@PHI","17.4","0","0","0","0","0","0","0","0","0","0","10.458","6.8007","72.7888","0.4084","0","0","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Breece Hall","NYJ","rb","12","MIA","15.8","0","0","0","0","0","0","0","13.3208","56.2988","0.3734","4.9845","3.9749","28.902","0.1631","0.223","0.1029","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Zach Charbonnet","SEA","rb","10","@LA","15.7","0","0","0","0","0","0","0","15.1333","64.2398","0.6015","3.8662","3.29","22.72","-0.017","0.2401","0.1096","0.0268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Tyreek Hill","MIA","wr","6","@NYJ","17.1","0","0","0","0","0","0","0","0.3388","1.8578","0.0153","8.7208","5.9916","73.8584","0.4651","0.0692","0.0377","0.0235","21.0094","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","James Conner","ARZ","rb","11","SF","15.2","0","0","0","0","0","0","0","14.3482","65.9288","0.5535","3.205","2.707","18.3955","0.087","0.2232","0.1015","0.0259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","J.K. Dobbins","LAC","rb","5","@LV","15.2","0","0","0","0","0","0","0","13.8898","60.7287","0.511","3.8011","3.1855","21.1983","0.1107","0.2222","0.1016","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Davante Adams","NYJ","wr","12","MIA","16.5","0","0","0","0","0","0","0","0","0","0","8.8239","5.8783","68.2758","0.5481","0","0","0.0228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Brock Bowers","LV","te","10","LAC","15.5","0","0","0","0","0","0","0","0","0","0","9.37","6.8907","63.5755","0.2922","0","0","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Chase Brown","CIN","rb","12","@PIT","14.6","0","0","0","0","0","0","0","13.4769","58.2263","0.4021","3.7793","3.1576","22.3544","0.1371","0.2163","0.099","0.0325","36.1233","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
