"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Jordan Mason","SF","rb","9","@MIN","22.2","0","0","0","0","0","0","0","17.393","78.9031","0.5987","5.5949","4.6276","37.1128","0.246","0.141","0.0705","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","CeeDee Lamb","DAL","wr","7","NO","19.6","0","0","0","0","0","0","0","0.7317","3.9321","0.0386","9.0658","6.459","83.4244","0.5377","0.0814","0.0407","0.0166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Tyreek Hill","MIA","wr","6","BUF","19.3","0","0","0","0","0","0","0","0.3168","1.2371","0.0175","8.8888","6.0617","86.2148","0.5567","0.0564","0.0282","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Ja'Marr Chase","CIN","wr","12","@KC","18.8","0","0","0","0","0","0","0","0.159","0.8131","0.0049","9.8483","6.7507","81.0549","0.4915","0.0896","0.0448","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Amon-Ra St. Brown","DET","wr","5","TB","18.6","0","0","0","0","0","0","0","0.1353","0.7452","0.0054","9.0265","6.7467","79.7589","0.4953","0.0475","0.0238","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","A.J. Brown","PHI","wr","5","ATL","18.5","0","0","0","0","0","0","0","0","0","0","8.8925","5.8107","85.1339","0.5354","0.0751","0.0376","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Cooper Kupp","LA","wr","6","@ARZ","18.3","0","0","0","0","0","0","0","0","0","0","9.02","6.8049","76.366","0.5243","0.0832","0.0416","0.0215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Justin Jefferson","MIN","wr","6","SF","18.2","0","0","0","0","0","0","0","0","0","0","9.3722","6.0883","85.1459","0.4368","0.0466","0.0233","0.0178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Breece Hall","NYJ","rb","12","@TEN","17","0","0","0","0","0","0","0","14.6368","66.982","0.3757","4.5507","3.6607","29.949","0.1444","0.1196","0.0598","0.0174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Bijan Robinson","ATL","rb","12","@PHI","17","0","0","0","0","0","0","0","15.6791","69.8543","0.4043","4.2081","3.4151","26.5066","0.1641","0.2417","0.1209","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
