"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","SF","rb","9","SEA","22.8","0","0","0","0","0","0","0","17.0385","84.9014","0.7273","5.3219","4.402","33.5762","0.2401","0.2779","0.1276","0.0392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Saquon Barkley","PHI","rb","5","WAS","20","0","0","0","0","0","0","0","18.5166","87.9491","0.7159","3.8771","3.1184","21.8356","0.131","0.284","0.1287","0.0394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Alvin Kamara","NO","rb","12","CLV","19","0","0","0","0","0","0","0","15.9299","64.5445","0.5462","5.7708","4.6825","35.4677","0.1297","0.2659","0.1226","0.0361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","De'Von Achane","MIA","rb","6","LV","18.1","0","0","0","0","0","0","0","12.3449","58.3292","0.4141","5.746","4.8002","33.3619","0.2512","0.2187","0.102","0.0301","31.7895","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Joe Mixon","HST","rb","14","@DAL","17.9","0","0","0","0","0","0","0","19.8163","82.8908","0.7571","2.7323","2.2518","16.26","0.0895","0.2923","0.1313","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Ja'Marr Chase","CIN","wr","12","@LAC","20.3","0","0","0","0","0","0","0","0.1552","0.8461","0.0056","10.0491","7.3197","81.3804","0.6144","0.081","0.0445","0.0259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Kyren Williams","LA","rb","6","@NE","17.1","0","0","0","0","0","0","0","17.6992","74.5624","0.7153","2.9652","2.4367","17.0763","0.1274","0.2656","0.1198","0.0304","17.4759","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Bijan Robinson","ATL","rb","12","@DEN","17.1","0","0","0","0","0","0","0","14.9553","61.249","0.4958","4.8109","4.0572","28.0267","0.1595","0.246","0.1131","0.0316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Jonathan Taylor","IND","rb","14","@NYJ","16.9","0","0","0","0","0","0","0","17.9768","80.6642","0.6218","3.2482","2.5858","16.8992","0.0563","0.271","0.1223","0.0243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Travis Kelce","KC","te","6","@BUF","18.8","0","0","0","0","0","0","0","0","0","0","9.6997","7.5195","73.1367","0.5595","0","0","0.0232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
