"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Alvin Kamara","NO","rb","12","@NYG","22","0","0","0","0","0","0","0","17.5814","80.6785","0.5698","6.3854","5.2139","38.3296","0.1351","0.294","0.1356","0.0359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Saquon Barkley","PHI","rb","5","CAR","22","0","0","0","0","0","0","0","20.0003","97.6384","0.8681","3.6742","2.9616","20.8281","0.1234","0.3024","0.1366","0.0394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Isaac Guerendo","SF","rb","9","CHI","19.2","0","0","0","0","0","0","0","15.9794","73.9906","0.4548","5.3213","4.3825","33.9126","0.1511","0.2634","0.1211","0.034","33.7088","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","De'Von Achane","MIA","rb","6","NYJ","19","0","0","0","0","0","0","0","12.9786","58.09","0.4797","5.9446","4.9926","35.2271","0.2687","0.2293","0.1069","0.0319","37.6669","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Kyren Williams","LA","rb","6","BUF","17.5","0","0","0","0","0","0","0","16.8652","78.7919","0.6768","3.0683","2.5212","17.3528","0.1258","0.2553","0.1153","0.0317","16.9671","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Bijan Robinson","ATL","rb","12","@MIN","17","0","0","0","0","0","0","0","14.4618","60.5718","0.4556","4.9461","4.1848","29.1204","0.1493","0.2407","0.1109","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Ja'Marr Chase","CIN","wr","12","@DAL","20.2","0","0","0","0","0","0","0","0.167","0.9786","0.0083","9.8126","7.0407","83.5713","0.635","0.0782","0.0429","0.0303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Josh Jacobs","GB","rb","10","@DET","16.2","0","0","0","0","0","0","0","16.1902","69.2831","0.5848","3.6288","2.9498","20.2936","0.0739","0.2508","0.1139","0.0322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Chase Brown","CIN","rb","12","@DAL","16.1","0","0","0","0","0","0","0","13.7807","63.1262","0.6111","3.6571","3.0031","21.3911","0.1275","0.2188","0.0999","0.0346","31.4809","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Amon-Ra St. Brown","DET","wr","5","GB","19.7","0","0","0","0","0","0","0","0.1242","0.8025","0.0083","9.6657","7.4226","80.4507","0.5458","0.0817","0.0449","0.0288","15.2692","0.0131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Justin Jefferson","MIN","wr","6","ATL","19.3","0","0","0","0","0","0","0","0","0","0","10.0968","6.8772","84.262","0.4757","0","0","0.0257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Jahmyr Gibbs","DET","rb","5","GB","15.2","0","0","0","0","0","0","0","10.7801","50.7524","0.5099","4.7973","3.9572","27.4107","0.0468","0.1885","0.0877","0.0289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Aaron Jones","MIN","rb","6","ATL","15.1","0","0","0","0","0","0","0","14.6444","64.3617","0.4239","3.6622","2.9729","20.8212","0.1396","0.2301","0.1048","0.0272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","James Conner","ARZ","rb","11","SEA","14.8","0","0","0","0","0","0","0","14.5345","68.5081","0.477","3.1622","2.6566","17.7707","0.0741","0.2252","0.1023","0.0234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","CeeDee Lamb","DAL","wr","7","CIN","18.6","0","0","0","0","0","0","0","0.6084","3.3824","0.0247","10.4994","7.0096","78.1825","0.3844","0.0838","0.0453","0.0195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","James Cook","BUF","rb","12","@LA","14.6","0","0","0","0","0","0","0","12.4417","55.7051","0.5193","3.5844","2.8789","21.3196","0.1365","0.1993","0.0912","0.0298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Cooper Kupp","LA","wr","6","BUF","18.3","0","0","0","0","0","0","0","0","0","0","9.7692","7.1282","74.0362","0.5025","0","0","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Puka Nacua","LA","wr","6","BUF","18.3","0","0","0","0","0","0","0","0","0","0","9.875","6.9079","81.3749","0.3949","0","0","0.027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Malik Nabers","NYG","wr","11","NO","18.3","0","0","0","0","0","0","0","0","0","0","10.8297","7.1456","80.4477","0.3711","0","0","0.0238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
