"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"82","Patrick Mahomes","KC","qb","6","@LV","19","25.1359","35.1399","261.2386","1.8195","0.6619","1.3127","5.3864","18.4288","0.0008","0","0","0","0","0.2404","0.1164","0.1011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Baker Mayfield","TB","qb","11","ATL","19","25.2171","36.4699","261.717","1.8592","0.8323","2.1838","3.7092","13.9949","0.0752","0","0","0","0","0.3219","0.1605","0.0936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Garrett Wilson","NYJ","wr","12","@NE","11.8","0","0","0","0","0","0","0.3293","1.7716","0.0058","6.7516","4.5058","50.4131","0.341","0.053","0.0288","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Raheem Mostert","MIA","rb","6","ARZ","9.9","0","0","0","0","0","0","8.7496","39.3476","0.3848","2.2611","1.8427","13.4933","0.0829","0.1382","0.063","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Chase Brown","CIN","rb","12","PHI","9.8","0","0","0","0","0","0","8.9526","39.799","0.2572","2.6899","2.2647","15.2078","0.09","0.1455","0.0667","0.02","42.6726","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Jordan Love","GB","qb","10","@JAX","18.9","24.216","34.6052","260.5886","1.8971","0.8349","1.4783","2.7974","10.1588","0.0996","0","0","0","0","0.2217","0.1104","0.0939","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Wan'Dale Robinson","NYG","wr","11","@PIT","11.7","0","0","0","0","0","0","0.6491","3.652","0.0267","7.3245","5.2868","43.8204","0.2564","0.0658","0.0353","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Trey Palmer","TB","wr","11","ATL","11.6","0","0","0","0","0","0","0.2119","1.2554","0.0083","6.7257","4.3817","50.6952","0.3343","0.0501","0.0273","0.0171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Travis Etienne Jr.","JAX","rb","12","GB","9.7","0","0","0","0","0","0","8.64","38.1273","0.2977","2.842","2.3129","15.0602","0.0564","0.1418","0.0652","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Bucky Irving","TB","rb","11","ATL","9.6","0","0","0","0","0","0","10.3823","46.2197","0.3171","1.9914","1.6446","11.8015","0.052","0.1581","0.0716","0.0197","30.2605","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Jalen Tolbert","DAL","wr","7","@SF","11.4","0","0","0","0","0","0","0","0","0","6.6518","4.2566","50.0816","0.3496","0","0","0.0165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Sterling Shepard","TB","wr","11","ATL","11.3","0","0","0","0","0","0","0","0","0","6.5002","4.3216","49.1674","0.3371","0","0","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Rhamondre Stevenson","NE","rb","14","NYJ","9.4","0","0","0","0","0","0","9.9926","42.5128","0.2951","2.3957","1.949","12.3335","0.0475","0.1562","0.071","0.0149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Zack Moss","CIN","rb","12","PHI","9.3","0","0","0","0","0","0","8.3493","36.4649","0.251","2.6191","2.1659","14.9492","0.0806","0.1363","0.0626","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Tua Tagovailoa","MIA","qb","6","ARZ","18.4","24.3609","34.3261","270.2287","1.6783","0.8607","1.6888","3.4173","10.2221","0.11","0","0","0","0","0.256","0.1273","0.103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Zach Ertz","WAS","te","14","CHI","9.1","0","0","0","0","0","0","0","0","0","5.4883","3.8766","35.4368","0.2672","0","0","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Courtland Sutton","DEN","wr","14","CAR","11","0","0","0","0","0","0","0","0","0","7.2788","4.3121","47.7108","0.3165","0","0","0.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Khalil Shakir","BUF","wr","12","@SEA","11","0","0","0","0","0","0","0","0","0","5.6169","4.3498","47.9061","0.298","0","0","0.0169","18.321","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Josh Downs","IND","wr","14","@HST","11","0","0","0","0","0","0","0","0","0","7.0567","4.7346","47.8641","0.2404","0","0","0.0169","55.5231","0.0257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Tyrone Tracy","NYG","rb","11","@PIT","9.1","0","0","0","0","0","0","10.9603","44.1623","0.2408","2.2005","1.7956","12.2858","0.049","0.1676","0.0759","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Cole Kmet","CHI","te","7","@WAS","8.9","0","0","0","0","0","0","0","0","0","5.027","3.7605","35.9102","0.2557","0","0","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Tank Bigsby","JAX","rb","12","GB","9","0","0","0","0","0","0","9.953","45.198","0.3823","1.525","1.2099","7.8245","0.0371","0.1477","0.0664","0.0162","38.8098","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Austin Ekeler","WAS","rb","14","CHI","8.8","0","0","0","0","0","0","4.8867","22.0656","0.1884","3.4533","2.8514","19.7416","0.105","0.0968","0.046","0.0152","35.6969","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Alexander Mattison","LV","rb","10","KC","8.8","0","0","0","0","0","0","8.8657","35.9935","0.2634","2.431","1.9613","12.9859","0.0677","0.141","0.0644","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Joe Burrow","CIN","qb","12","PHI","17.9","24.9991","34.3786","249.592","1.7524","0.6245","2.8871","3.5217","12.397","0.0561","0","0","0","0","0.4047","0.2034","0.0894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Ladd McConkey","LAC","wr","5","NO","10.7","0","0","0","0","0","0","0","0","0","6.4803","4.424","46.2928","0.2723","0","0","0.0166","33.3806","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Grant Calcaterra","PHI","te","5","@CIN","8.6","0","0","0","0","0","0","0","0","0","4.9232","3.7507","35.6557","0.2165","0","0","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Justice Hill","BLT","rb","14","@CLV","8.7","0","0","0","0","0","0","3.2596","17.8561","0.1027","3.9433","3.274","23.4389","0.1161","0.0794","0.0389","0.0174","35.3592","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Antonio Gibson","NE","rb","14","NYJ","8.7","0","0","0","0","0","0","9.7564","40.9132","0.2631","2.1035","1.6901","11.1518","0.0477","0.1502","0.0681","0.014","37.8446","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Pat Freiermuth","PIT","te","9","NYG","8.5","0","0","0","0","0","0","0","0","0","4.5031","3.4152","34.3653","0.2649","0","0","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Marcus Mariota","WAS","qb","14","CHI","17.7","20.8569","29.9166","207.4345","1.2022","0.7515","2.7749","8.3235","37.4788","0.2685","0","0","0","0","0.458","0.2255","0.0917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Rico Dowdle","DAL","rb","7","@SF","8.5","0","0","0","0","0","0","9.5727","39.9633","0.2365","1.9114","1.5309","11.0519","0.0832","0.146","0.0661","0.0187","33.8202","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","Geno Smith","SEA","qb","10","BUF","17.5","27.32","36.8191","262.0194","1.5423","0.787","3.0279","3.0387","13.8979","0.0453","0","0","0","0","0.4159","0.2095","0.0879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Jaleel McLaughlin","DEN","rb","14","CAR","8.4","0","0","0","0","0","0","6.0987","28.4818","0.1584","3.0378","2.6423","15.0386","0.0779","0.111","0.052","0.0122","23.039","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Kirk Cousins","ATL","qb","12","@TB","17.4","24.155","34.2656","254.5384","1.7263","0.7227","2.2144","2.7309","5.8364","0.0702","0","0","0","0","0.3092","0.1557","0.0912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Keenan Allen","CHI","wr","7","@WAS","10.1","0","0","0","0","0","0","0","0","0","6.06","4.3862","42.2687","0.2415","0","0","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Mark Andrews","BLT","te","14","@CLV","8","0","0","0","0","0","0","0","0","0","4.267","3.0161","32.1049","0.2849","0","0","0.0147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Rome Odunze","CHI","wr","7","@WAS","9.9","0","0","0","0","0","0","0","0","0","6.1633","3.7977","45.4256","0.2598","0","0","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Cedric Tillman","CLV","wr","10","BLT","9.9","0","0","0","0","0","0","0","0","0","5.9537","3.8375","44.6873","0.2582","0","0","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Ricky Pearsall","SF","wr","9","DAL","9.9","0","0","0","0","0","0","0","0","0","5.5754","3.7005","44.9992","0.2776","0","0","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Braelon Allen","NYJ","rb","12","@NE","8","0","0","0","0","0","0","8.1811","33.4771","0.245","2.0851","1.6343","12.0502","0.0657","0.1283","0.0584","0.0153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Jameis Winston","CLV","qb","10","BLT","17","23.907","34.5796","255.1221","1.5266","0.9494","2.6009","3.4958","12.8456","0.0685","0","0","0","0","0.3698","0.1854","0.0826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Kyler Murray","ARZ","qb","11","@MIA","17","21.1359","30.43","203.657","1.282","0.5863","1.7892","5.2609","27.8546","0.2504","0","0","0","0","0.2955","0.1452","0.0857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","C.J. Stroud","HST","qb","14","IND","17","23.0317","33.2433","253.5973","1.4536","0.6617","2.4435","3.3645","12.8856","0.0616","0","0","0","0","0.3486","0.1747","0.0863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Jake Bobo","SEA","wr","10","BUF","9.8","0","0","0","0","0","0","0","0","0","5.7286","4.0825","41.2438","0.2613","0","0","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Elijah Moore","CLV","wr","10","BLT","9.8","0","0","0","0","0","0","0.2012","0.9633","0.0079","5.8111","3.9009","44.1277","0.2301","0.0448","0.0244","0.0138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Tre Tucker","LV","wr","10","KC","9.8","0","0","0","0","0","0","1.0085","5.4423","0.0527","5.7398","3.4704","42.1359","0.2082","0.051","0.0266","0.0126","20.1567","0.0173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Zach Charbonnet","SEA","rb","10","BUF","7.9","0","0","0","0","0","0","5.8953","26.5059","0.1732","2.7694","2.3323","15.9144","0.0504","0.1049","0.049","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Isaiah Likely","BLT","te","14","@CLV","7.8","0","0","0","0","0","0","0","0","0","3.9433","2.8693","30.6021","0.3075","0","0","0.0135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Zamir White","LV","rb","10","KC","7.8","0","0","0","0","0","0","9.8977","38.4201","0.2137","1.8232","1.5031","9.5799","0.0372","0.1501","0.0678","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Aaron Rodgers","NYJ","qb","12","@NE","16.9","22.5075","32.2097","232.911","1.6612","0.5922","1.8054","2.9637","8.7516","0.0955","0","0","0","0","0.2636","0.1318","0.0909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Christian Kirk","JAX","wr","12","GB","9.7","0","0","0","0","0","0","0","0","0","6.0999","4.0132","41.7314","0.2424","0","0","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","Colby Parkinson","LA","te","6","MIN","7.5","0","0","0","0","0","0","0","0","0","4.2973","3.1017","30.7715","0.2089","0","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Chigoziem Okonkwo","TEN","te","5","@DET","7.5","0","0","0","0","0","0","0","0","0","4.4524","3.27","30.6689","0.1837","0","0","0.0103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Ray-Ray McCloud III","ATL","wr","12","@TB","9.5","0","0","0","0","0","0","0","0","0","5.3867","3.8766","41.9702","0.2402","0","0","0.014","18.4714","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Noah Fant","SEA","te","10","BUF","7.4","0","0","0","0","0","0","0","0","0","4.1731","3.2077","31.3356","0.1652","0","0","0.0098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Emanuel Wilson","GB","rb","10","@JAX","7.5","0","0","0","0","0","0","7.4067","31.7674","0.1607","2.1615","1.7862","12.233","0.0632","0.1194","0.0547","0.0149","35.3844","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","DeAndre Hopkins","KC","wr","6","@LV","9.3","0","0","0","0","0","0","0","0","0","5.4255","3.4914","40.9029","0.2783","0","0","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Romeo Doubs","GB","wr","10","@JAX","9.3","0","0","0","0","0","0","0","0","0","5.2444","3.3591","42.414","0.2821","0","0","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Johnny Mundt","MIN","te","6","@LA","7.2","0","0","0","0","0","0","0","0","0","4.1411","3.312","27.4265","0.1814","0","0","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Devin Singletary","NYG","rb","11","@PIT","7.3","0","0","0","0","0","0","7.6398","32.3056","0.1678","2.0748","1.7085","11.5836","0.043","0.1217","0.0556","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Demario Douglas","NE","wr","14","NYJ","9.2","0","0","0","0","0","0","0.4725","2.6999","0.0035","5.5802","3.875","39.4341","0.1819","0.0482","0.0259","0.0135","58.3251","0.0273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Jalen Coker","CAR","wr","11","@DEN","9.2","0","0","0","0","0","0","0","0","0","6.0868","3.9129","40.027","0.2089","0","0","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Matthew Stafford","LA","qb","6","MIN","16.2","24.1972","33.9063","252.9273","1.5025","0.68","2.2594","1.1081","5.6007","0.0179","0","0","0","0","0.2929","0.149","0.0948","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Gabe Davis","JAX","wr","12","GB","9","0","0","0","0","0","0","0","0","0","5.2334","3.0896","37.6112","0.347","0","0","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Joshua Palmer","LAC","wr","5","NO","8.9","0","0","0","0","0","0","0","0","0","5.2768","3.5819","39.929","0.2178","0","0","0.0135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Russell Wilson","PIT","qb","9","NYG","16","19.3429","27.2152","201.1326","1.4074","0.5308","2.7047","4.651","17.6856","0.1783","0","0","0","0","0.3989","0.199","0.0834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Caleb Williams","CHI","qb","7","@WAS","16","23.6416","33.4215","225.2888","1.2595","0.86","2.6217","4.6868","20.9256","0.1298","0","0","0","0","0.3884","0.1938","0.0848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Pierre Strong Jr.","CLV","rb","10","BLT","6.9","0","0","0","0","0","0","5.1203","19.829","0.1254","2.7808","2.1822","16.2223","0.0699","0.0928","0.0434","0.0126","40.6438","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Tyler Allgeier","ATL","rb","12","@TB","6.9","0","0","0","0","0","0","7.3634","34.0097","0.2002","1.4435","1.2113","8.582","0.042","0.1126","0.051","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Hunter Henry","NE","te","14","NYJ","6.8","0","0","0","0","0","0","0","0","0","4.2363","2.8326","27.8688","0.1981","0","0","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Jonnu Smith","MIA","te","6","ARZ","6.8","0","0","0","0","0","0","0","0","0","3.8863","2.8411","28.7717","0.1715","0","0","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Anthony Richardson","IND","qb","14","@HST","15.8","18.9542","29.2375","191.7535","0.9877","0.8027","2.1551","7.822","36.7383","0.2216","0","0","0","0","0.376","0.1837","0.0753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Taysom Hill","NO","te","12","@LAC","6.6","0","0","0","0","0","0","2.5457","13.9246","0.2497","2.2528","1.6363","14.7502","0.0999","0.0521","0.0249","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Keon Coleman","BUF","wr","12","@SEA","8.6","0","0","0","0","0","0","0","0","0","4.7233","2.9557","40.3076","0.2592","0","0","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Hayden Hurst","LAC","te","5","NO","6.5","0","0","0","0","0","0","0","0","0","3.7956","2.7662","25.5454","0.1922","0","0","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Dalton Schultz","HST","te","14","IND","6.4","0","0","0","0","0","0","0","0","0","3.7373","2.6076","26.5981","0.1907","0","0","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Jared Goff","DET","qb","5","TEN","15.6","24.3101","32.2904","236.0093","1.4207","0.6589","1.3487","2.5","6.0838","0.0733","0","0","0","0","0.2007","0.1001","0.1001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Sam Darnold","MIN","qb","6","@LA","15.6","22.7908","32.6213","236.5043","1.3634","0.8537","2.6875","3.7285","12.6882","0.0561","0","0","0","0","0.3833","0.1921","0.0764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Nick Westbrook-Ikhine","TEN","wr","5","@DET","8.4","0","0","0","0","0","0","0","0","0","5.1251","3.1566","38.1934","0.2307","0","0","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Xavier Hutchinson","HST","wr","14","IND","8.4","0","0","0","0","0","0","0","0","0","5.0745","3.4465","37.0709","0.1957","0","0","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Kimani Vidal","LAC","rb","5","NO","6.5","0","0","0","0","0","0","8.0321","35.078","0.2255","1.08","0.8625","6.1877","0.029","0.1179","0.0529","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
