"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Saquon Barkley","PHI","rb","5","DAL","22.7","0","0","0","0","0","0","0","21.1609","100.4742","1.0068","3.5341","2.7593","19.2769","0.095","0.3159","0.1423","0.0348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Jahmyr Gibbs","DET","rb","5","@SF","21.7","0","0","0","0","0","0","0","16.1769","76.1701","0.7912","5.6631","4.705","31.7155","0.1657","0.2695","0.1242","0.0407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Kyren Williams","LA","rb","6","ARZ","19.9","0","0","0","0","0","0","0","19.7796","90.2997","0.8485","2.8565","2.3553","16.8394","0.124","0.2929","0.1317","0.0349","14.4579","0.0124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Jonathan Taylor","IND","rb","14","@NYG","19","0","0","0","0","0","0","0","19.3124","92.0226","0.6401","3.3638","2.6933","18.0399","0.0821","0.2902","0.1309","0.0269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Tyjae Spears","TEN","rb","5","@JAX","19","0","0","0","0","0","0","0","18.7038","77.4063","0.643","4.5419","3.76","25.7097","0.1001","0.2935","0.1337","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Kendre Miller","NO","rb","12","LV","18.8","0","0","0","0","0","0","0","16.6265","70.4564","0.532","5.7712","4.5047","30.3505","0.1103","0.2734","0.1257","0.0286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Bijan Robinson","ATL","rb","12","@WAS","18.7","0","0","0","0","0","0","0","16.7869","79.7315","0.6041","4.307","3.5597","23.7364","0.111","0.2654","0.1211","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Ja'Marr Chase","CIN","wr","12","DEN","20.7","0","0","0","0","0","0","0","0.1582","0.7656","0.0044","10.1283","7.4177","83.066","0.6514","0.0821","0.0451","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Amon-Ra St. Brown","DET","wr","5","@SF","20.5","0","0","0","0","0","0","0","0.1276","0.8092","0.0079","9.9378","7.7504","82.7033","0.5473","0.0853","0.0469","0.0311","16.009","0.0138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","De'Von Achane","MIA","rb","6","@CLV","18","0","0","0","0","0","0","0","15.2375","69.3201","0.5646","4.6516","3.8989","25.0377","0.1595","0.2481","0.1139","0.0274","18.2066","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
