"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Jordan Mason","SF","rb","9","ARZ","21.7","0","0","0","0","0","0","0","17.5862","79.9907","0.675","5.4726","4.3863","36.0858","0.1784","0.2851","0.1307","0.0407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Ja'Marr Chase","CIN","wr","12","BLT","20.6","0","0","0","0","0","0","0","0.1503","0.836","0.0076","10.3741","7.3699","85.9238","0.5636","0.0815","0.0447","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","CeeDee Lamb","DAL","wr","7","@PIT","20.3","0","0","0","0","0","0","0","0.5569","3.1043","0.0282","10.1656","7.1599","83.7872","0.5519","0.0847","0.0459","0.0264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Nico Collins","HST","wr","14","BUF","19.9","0","0","0","0","0","0","0","0","0","0","10.1716","6.8596","87.6925","0.4818","0","0","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Alvin Kamara","NO","rb","12","@KC","16.6","0","0","0","0","0","0","0","14.5669","58.6131","0.5301","4.8236","3.9226","27.7628","0.1219","0.2393","0.11","0.0301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Breece Hall","NYJ","rb","12","@MIN","16.4","0","0","0","0","0","0","0","13.5559","55.7894","0.3822","5.1618","4.1508","30.8817","0.1916","0.2281","0.1053","0.0306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Kyren Williams","LA","rb","6","GB","16.2","0","0","0","0","0","0","0","14.9329","64.8881","0.647","3.2359","2.6482","19.2145","0.166","0.2305","0.1046","0.0288","17.3044","0.0149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Najee Harris","PIT","rb","9","DAL","15.7","0","0","0","0","0","0","0","17.5394","73.9407","0.3868","3.6552","2.9259","20.7662","0.1015","0.2688","0.1218","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Derrick Henry","BLT","rb","14","@CIN","15.5","0","0","0","0","0","0","0","16.5027","78.1548","0.6909","1.9143","1.6081","11.3382","0.0639","0.2405","0.1078","0.027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Travis Kelce","KC","te","6","NO","16.8","0","0","0","0","0","0","0","0","0","0","8.677","6.6515","67.5503","0.4943","0","0","0.0215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Bijan Robinson","ATL","rb","12","TB","15.2","0","0","0","0","0","0","0","13.3516","61.7514","0.296","4.3989","3.6237","25.2349","0.1509","0.2196","0.101","0.0242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Jayden Reed","GB","wr","10","@LA","17.7","0","0","0","0","0","0","0","0.4913","3.0347","0.0247","8.7829","5.9571","73.9199","0.527","0.0709","0.0384","0.0241","55.3784","0.0242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
