"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Alvin Kamara","NO","rb","12","LA","20.4","0","0","0","0","0","0","0","15.1659","64.3074","0.5419","6.6652","5.4385","41.2229","0.1497","0.2637","0.1226","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Christian McCaffrey","SF","rb","9","@BUF","20.1","0","0","0","0","0","0","0","14.327","69.9328","0.5771","5.4678","4.5128","33.8571","0.2315","0.2424","0.1121","0.0362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","De'Von Achane","MIA","rb","6","@GB","18.9","0","0","0","0","0","0","0","11.7716","54.0034","0.4198","6.3182","5.2737","37.3937","0.2846","0.2161","0.1014","0.0313","41.4656","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Saquon Barkley","PHI","rb","5","@BLT","18.5","0","0","0","0","0","0","0","17.5819","72.2967","0.7318","4.0856","3.2967","23.9171","0.1337","0.2733","0.1242","0.0385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Kyren Williams","LA","rb","6","@NO","18.3","0","0","0","0","0","0","0","17.9547","83.0893","0.718","3.0572","2.5166","18.102","0.1227","0.27","0.1218","0.0314","16.4706","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Bijan Robinson","ATL","rb","12","LAC","17.7","0","0","0","0","0","0","0","15.1416","67.6671","0.4961","4.7289","3.9961","27.8419","0.1514","0.2479","0.1139","0.0311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Jonathan Taylor","IND","rb","14","@NE","17.5","0","0","0","0","0","0","0","19.8152","86.1909","0.6237","3.089","2.4413","16.1264","0.0593","0.2943","0.1324","0.0264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Josh Jacobs","GB","rb","10","MIA","17.4","0","0","0","0","0","0","0","17.7178","76.9281","0.6454","3.6262","2.9503","20.1286","0.0759","0.2714","0.123","0.0345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","A.J. Brown","PHI","wr","5","@BLT","20.5","0","0","0","0","0","0","0","0","0","0","10.3027","6.9604","91.1983","0.5193","0","0","0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Ja'Marr Chase","CIN","wr","12","PIT","20.3","0","0","0","0","0","0","0","0.1633","0.9081","0.0057","10.0491","7.2231","82.9888","0.588","0.0801","0.0439","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Justin Jefferson","MIN","wr","6","ARZ","20","0","0","0","0","0","0","0","0","0","0","10.4399","7.0712","87.7635","0.4748","0","0","0.0262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Joe Mixon","HST","rb","14","@JAX","16.6","0","0","0","0","0","0","0","17.6151","70.5483","0.6549","3.1959","2.6366","19.2733","0.1167","0.2667","0.1205","0.0318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Breece Hall","NYJ","rb","12","SEA","16.6","0","0","0","0","0","0","0","13.3957","60.5252","0.3875","5.039","4.0158","30.1824","0.1677","0.2245","0.1036","0.0297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Derrick Henry","BLT","rb","14","PHI","16.3","0","0","0","0","0","0","0","15.9713","93.5516","0.7033","1.0852","0.9178","6.1846","0.0361","0.2259","0.1005","0.0249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Nico Collins","HST","wr","14","@JAX","19.5","0","0","0","0","0","0","0","0","0","0","9.4834","6.212","89.5965","0.5328","0","0","0.0273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Jahmyr Gibbs","DET","rb","5","CHI","16.2","0","0","0","0","0","0","0","12.0001","59.2441","0.5947","4.4201","3.6792","26.026","0.0533","0.202","0.0933","0.0298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Travis Kelce","KC","te","6","LV","17.7","0","0","0","0","0","0","0","0","0","0","9.099","7.0685","68.9296","0.5322","0","0","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Aaron Jones","MIN","rb","6","ARZ","15.4","0","0","0","0","0","0","0","14.598","65.1655","0.4561","3.7867","3.0741","21.9781","0.1151","0.2306","0.1051","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
