"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","injury_status","injury_details","season_year","week"
"1","Tua Tagovailoa","MIA","QB","14778","weighted",286.033344293095,16.1807079272084,1.95351808360733,0.214309512687796,0.816547674964772,0.120159305803728,8.25852512916862,2.80358474745525,0.073602630342884,0.0608366956052237,0.136930483795209,0.0408520389434431,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","13116","weighted",296.383179896665,12.0308178460831,2.20747299201503,0.172926370042552,0.79397369657116,0.150896785881703,27.6237247534054,2.68530306556908,0.168285580084547,0.0549248224950312,0.0856446688586191,0.0177892153631056,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Kirk Cousins","MIN","QB","10700","weighted",272.763320807891,23.021505569489,1.92465007045561,0.212333944329141,0.857585720995773,0.110511120292605,4.81725692813527,1.40762389464742,0.0730248943165805,0.0399611227804069,0.214965946453734,0.0883335004945102,0.13,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Matthew Stafford","LAR","QB","9431","weighted",265.669906059183,20.3410274767438,1.67116486613434,0.283236897030197,0.951803663691874,0.131911318191559,7.8004603100047,1.35770470604925,0.0745702207609206,0.0400170098784045,0.0913868013151714,0.0106735292178633,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Jared Goff","DET","QB","12611","weighted",248.189135744481,15.3053389487524,1.72534523250352,0.258136418748739,0.703503992484735,0.169293439476062,5.26194927195867,2.35892572988418,0.0837435415688117,0.0429163415735647,0.160903006106153,0.0332573974893243,0.13,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Josh Allen","BUF","QB","13589","weighted",267.161324565524,7.64011296979935,2.03998590887741,0.117263496279078,0.926496007515265,0.0676131594850903,32.875847815876,5.74267189358238,0.320380460310005,0.101795050385888,0.200704556129638,0.0616552042468675,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Joe Burrow","CIN","QB","14777","weighted",254.053875058713,11.4366839798615,1.71150305307656,0.18791703994283,0.745016439643025,0.152031833705974,9.47727571629873,6.22141169765684,0.104466885861907,0.0887016392026972,0.108519257867543,0.0520251563604282,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","C.J. Stroud","HOU","QB","16150","weighted",257.477346171912,8.98423021773499,1.54707374354157,0.277989274750015,0.480225457961484,0.276415789439594,12.944739314232,2.21888005090859,0.0898919680601221,0.0459512243471447,0.228522780648192,0.0931021370102875,0.05,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Dak Prescott","DAL","QB","12620","weighted",243.349398778769,15.3740118215684,1.36975105683419,0.253397078782725,0.879502113668389,0.1006893266371,11.9074776890559,2.43852838482814,0.10927195866604,0.0237844948424673,0.113257397839361,0.0136834452747267,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Jimmy Garoppolo","LVR","QB","11760","weighted",247.938186942226,19.1783827051903,1.58660403945514,0.276325292720524,1.04804603100047,0.164460272973542,8.3717472992015,4.45836637182368,0.0883137623297323,0.046086084471878,0.173361906998591,0.0690331977382947,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
