"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Tyreek Hill","WR","MIA",19.8,1.85,3.07,16.7,22.2,11.2,9.98,12.2,1,2,1,1,"1",NA,NA,92
"2","Kenneth Walker III","RB","SEA",15.9,1.23,0.0403,14.4,17.6,10.1,10,9.89,2,1,6,1,"1",NA,NA,48
"3","Josh Jacobs","RB","LVR",15.8,1.89,0.34,12.5,18.2,10.1,8.12,10.5,3,6,3,2,"1",NA,NA,87
"4","Christian McCaffrey","RB","SF",15.5,4.15,0.303,9.42,19.9,9.74,5.05,12.1,4,22,2,3,"1",NA,NA,99
"5","Travis Kelce","TE","KC",15.5,1.31,4.6,13.7,17.2,9.47,8.83,10,5,5,5,1,"1",NA,NA,89
"6","Austin Ekeler","RB","LAC",15.2,1.64,0.484,12.2,16.8,9.43,7.83,9.03,6,8,7,4,"2",NA,NA,77
"7","Raheem Mostert","RB","MIA",14.7,1.07,0.0836,13.3,16.1,8.95,8.97,8.41,7,4,11,5,"2",NA,NA,36
"8","Saquon Barkley","RB","NYG",14.6,1.89,0.0485,12.4,18,8.87,8.04,10.2,8,7,4,6,"2",NA,NA,86
"9","Travis Etienne","RB","JAC",14.6,1.12,0.901,13.4,16.6,8.82,9.02,8.91,9,3,8,7,"3",NA,NA,43
"10","Cooper Kupp","WR","LAR",16.8,1.87,0.845,14.1,18.8,8.15,7.41,8.84,10,11,9,2,"1",NA,NA,93
"11","Isiah Pacheco","RB","KC",13.7,1.43,0.234,11.9,15.9,7.92,7.51,8.13,11,9,12,8,"3",NA,NA,71
"12","D'Andre Swift","RB","PHI",13.5,1.5,0.0162,10.5,15,7.68,6.16,7.24,12,18,15,9,"3",NA,NA,72
"13","Alvin Kamara","RB","NO",13.4,1.29,0.0377,11.4,14.9,7.67,7.07,7.16,13,12,17,10,"3",NA,NA,57
"14","Bijan Robinson","RB","ATL",13.4,1.71,1.04,11.2,15.8,7.63,6.81,8.03,14,14,14,11,"4",NA,NA,78
"15","Jalen Hurts","QB","PHI",23.5,1.09,0.219,22,24.4,7.59,7.46,6.02,15,10,22,1,"1",NA,NA,29
"16","Patrick Mahomes","QB","KC",23.2,1.41,2.31,21.5,25.3,7.37,7,6.94,16,13,18,2,"2",NA,NA,49
"17","Stefon Diggs","WR","BUF",15.9,1.88,1.26,13.1,18.5,7.31,6.43,8.55,17,15,10,3,"2",NA,NA,94
"18","Aaron Jones","RB","GB",12.4,1.14,0.176,10.7,13.4,6.59,6.32,5.63,18,16,23,12,"4",NA,NA,45
"19","Jahmyr Gibbs","RB","DET",12.2,2.53,0.51,7.99,15.8,6.41,3.62,8.11,19,38,13,13,"5",NA,NA,99
"20","A.J. Brown","WR","PHI",14.7,0.97,0.446,12.8,15.6,6.05,6.08,5.62,20,19,24,4,"2",NA,NA,41
"21","Jonathan Taylor","RB","IND",11.7,2.08,0.386,9.32,14.9,5.9,4.95,7.18,21,23,16,14,"5",NA,NA,91
"22","Keenan Allen","WR","LAC",14.2,1.18,0.459,12.9,16.1,5.6,6.21,6.15,22,17,21,5,"3",NA,NA,56
"23","Brian Robinson","RB","WAS",11.3,1.3,0.277,8.95,12.5,5.52,4.58,4.76,23,29,30,15,"5",NA,NA,58
"24","Alexander Mattison","RB","MIN",11,1.03,0.107,9.32,12.2,5.24,4.95,4.49,24,24,33,16,"5",NA,NA,30
"25","Brandon Aiyuk","WR","SF",13.8,2,0.186,10.7,16.4,5.15,4.04,6.41,25,36,20,6,"3",NA,NA,97
"26","Rhamondre Stevenson","RB","NE",10.9,1.09,0.0336,9.23,12.2,5.13,4.85,4.46,26,25,34,17,"5",NA,NA,41
"27","James Cook","RB","BUF",10.9,1.42,0.156,8.74,13.2,5.1,4.37,5.45,27,30,27,18,"5",NA,NA,70
"28","Lamar Jackson","QB","BAL",20.9,0.967,0.0247,19.7,22.6,5.06,5.21,4.17,28,20,38,3,"2",NA,NA,20
"29","Josh Allen","QB","BUF",20.9,0.905,1.48,19.7,21.8,5.03,5.14,3.41,29,21,43,4,"3",NA,NA,14
"30","Amon-Ra St. Brown","WR","DET",13.6,1.22,0.103,11.4,14.8,4.96,4.74,4.81,30,27,29,7,"3",NA,NA,59
"31","Jerome Ford","RB","CLE",10.7,1.27,0.528,8.42,12.1,4.94,4.05,4.33,31,35,37,19,"6",NA,NA,55
"32","Mark Andrews","TE","BAL",10.9,1.5,0.372,8.37,12.6,4.87,3.5,5.42,32,39,28,2,"1",NA,NA,97
"33","Davante Adams","WR","LVR",13.5,1.62,0.489,11,15.5,4.86,4.28,5.56,33,33,26,8,"4",NA,NA,87
"34","T.J. Hockenson","TE","MIN",10.5,0.758,1.46,9.53,11.5,4.5,4.66,4.39,34,28,36,3,"2",NA,NA,49
"35","Rachaad White","RB","TB",10.2,1.33,0.599,8.57,11.5,4.42,4.2,3.8,35,34,40,20,"7",NA,NA,65
"36","Mike Evans","WR","TB",13,1.47,0.264,11,15.5,4.37,4.33,5.56,36,31,25,9,"4",NA,NA,79
"37","Jaylen Waddle","WR","MIA",12.7,1.93,0.602,11.5,16.6,4.1,4.76,6.59,37,26,19,10,"4",NA,NA,96
"38","DOnta Foreman","RB","CHI",9.59,2.23,0.589,6.14,12.3,3.82,1.77,4.6,38,66,32,21,"7",NA,NA,97
"39","Tua Tagovailoa","QB","MIA",19.4,0.619,0.326,18.4,20.1,3.55,3.83,1.66,39,37,67,5,"3",NA,NA,6
"40","Puka Nacua","WR","LAR",12.1,1.15,0.481,11,14,3.5,4.3,4.07,40,32,39,11,"5",NA,NA,55
"41","Justin Herbert","QB","LAC",19.1,1.56,0.772,17.1,20.8,3.23,2.53,2.38,42,48,56,6,"4",NA,NA,71
"42","Javonte Williams","RB","DEN",9,1.25,0.306,7,10.6,3.23,2.63,2.84,41,46,50,22,"7",NA,NA,52
"43","George Kittle","TE","SF",9.07,1.28,0.384,6.89,10.5,3.04,2.02,3.39,43,60,44,4,"3",NA,NA,86
"44","DK Metcalf","WR","SEA",11.6,1.13,0.108,9.57,13,3.02,2.87,3,44,44,47,12,"5",NA,NA,52
"45","Najee Harris","RB","PIT",8.69,1.59,0.254,6.56,10.4,2.92,2.19,2.67,45,57,53,23,"8",NA,NA,75
"46","D.J. Moore","WR","CHI",11.5,1.81,0.238,9.51,14.6,2.91,2.81,4.62,46,45,31,13,"5",NA,NA,90
"47","Jaylen Warren","RB","PIT",8.44,1.33,0.145,6.12,10,2.67,1.75,2.29,48,68,58,24,"8",NA,NA,64
"48","Christian Watson","WR","GB",11.3,2.08,0.0771,8.48,14.4,2.67,1.78,4.41,47,65,35,14,"5",NA,NA,99
"49","Sam LaPorta","TE","DET",8.68,0.648,0.474,7.77,9.33,2.66,2.9,2.19,49,43,59,5,"3",NA,NA,26
