"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","season_year","week"
"1","C.J. Stroud","HOU","QB","16150","weighted",277.16613913751,11.5497745305467,1.76777868185517,0.206178109623779,0.681529698942229,0.348241400481987,8.288311635476,0.685734330818422,0.102595606183889,0.0563369421534623,0.223100081366965,0.071391591274841,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","12620","weighted",279.630370219691,12.2303881047399,2.23950772986168,0.383996718436788,0.657522375915378,0.332779447074407,14.6538852725793,3.08122839010392,0.146151342554923,0.108995276231962,0.0866965012205045,0.0367147855045982,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Sam Howell","WAS","QB","15693","weighted",256.255899104963,16.8712576641688,1.2893165174939,0.251488443673243,1.02884458909683,0.222892163868385,18.6510699755899,2.64773301150231,0.123254678600488,0.0685656446302735,0.13449755899105,0.0394576910238222,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Josh Allen","BUF","QB","13589","weighted",264.595390561432,15.13627584015,1.85194873881204,0.229438741663671,0.952550854353133,0.0846377212679278,31.2877746135069,3.03180221759665,0.484389747762408,0.246325241253071,0.185893002441009,0.0163345332823979,0.22,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Brock Purdy","SF","QB","15698","weighted",260.844450772986,15.3776016383913,1.7673067534581,0.188298375146848,0.588376729048006,0.333094360388986,12.4539503661513,2.42188996066765,0.131912123677787,0.0700707673189934,0.142849877949552,0.0490970370537837,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Jared Goff","DET","QB","12611","weighted",257.06,11.2816977734277,1.63725386493084,0.353179037214002,0.78246541903987,0.165867395651287,4.82245728234337,1.92018367520009,0.0685475996745321,0.0473411471069976,0.112007729861676,0.0140743463825426,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Tua Tagovailoa","MIA","QB","14778","weighted",263.744572823434,7.61102826920208,1.78824654190399,0.181564583851004,0.889914564686737,0.105470371601754,6.79956061838893,1.39577386737002,0.0412205044751831,0.0508079641501843,0.205561432058584,0.0503703849975762,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Patrick Mahomes","KC","QB","13116","weighted",266.132266069976,9.22072025502574,1.81052481692433,0.354046904713584,0.829902359641985,0.146513547264124,27.8494711147274,2.18118730283718,0.109084621643613,0.0613632137649962,0.134385679414158,0.0585977194333456,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Justin Herbert","LAC","QB","14779","weighted",252.972420667209,15.7001442627998,1.68650528885273,0.262517454990732,0.824100895036615,0.15051438922713,17.8876484947111,2.54195642391093,0.143083807973963,0.078843217827432,0.0514259560618389,0.0299467959259395,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Geno Smith","SEA","QB","11150","weighted",239.95025630594,21.8605896902872,1.19311228641172,0.184543573827799,0.890683482506103,0.0946204852399585,9.86173718470301,2.18912799005735,0.0412489829129373,0.0505345586042048,0.160500406834825,0.045736693190714,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Trevor Lawrence","JAC","QB","15237","weighted",254.539987794955,7.72242675228485,1.26924735557364,0.207298898347496,0.803901545972335,0.174910243988796,21.826444263629,1.70818827831876,0.177607811228641,0.0992017514877132,0.302628152969894,0.0794846801835633,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Gardner Minshew","IND","QB","14067","weighted",235.418409275834,12.2989694779418,1.22081773799837,0.262582991657424,0.808588283157038,0.148978109709724,8.87437347436941,4.44954756351421,0.12033360455655,0.131612720057756,0.280056956875509,0.104503235950519,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Jordan Love","GB","QB","14782","weighted",240.345508543531,12.3976147849998,1.41825874694874,0.319696762077928,1.00320992676973,0.12689530439128,15.0005532953621,1.20226609550337,0.0972091131000814,0.0452823124636091,0.0437652563059398,0.0293344150308309,0.1,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Derek Carr","NO","QB","11644","weighted",235.129865744508,10.7711110816098,1.23796175752644,0.270249496594267,0.785219690805533,0.174558189583125,4.88912123677787,0.893817286054724,0.0145809601301871,0.0264091550497635,0.109074450772986,0.048424479489838,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Lamar Jackson","BAL","QB","13593","weighted",240.378759153784,9.65867075677802,1.32064686737185,0.277162472537211,0.753083807973963,0.183853235445426,47.3180716029292,2.49240326965276,0.424910496338487,0.254485981249073,0.280056956875509,0.104503235950519,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Baker Mayfield","TB","QB","13590","weighted",241.922416598861,10.2547364573196,1.3726525630594,0.314567428851829,0.852050447518307,0.116770647766011,13.1031773799837,2.17827233060705,0.0530960130187144,0.0674722631358136,0.100722131814483,0.0223336875353496,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Jalen Hurts","PHI","QB","14783","weighted",240.12809194467,9.1694116612658,1.54427990235964,0.30536672566395,0.849271765663141,0.128119219783538,38.689967453214,5.14268434028468,0.701773799837266,0.21145128421382,0.194275834011391,0.0615344927803198,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Joshua Dobbs","MIN","QB","13119","weighted",225.137162987318,23.4768185774901,1.40853452325035,0.397595917518003,0.759619539689995,0.195815058648873,27.6304368248004,3.67883865006968,0.357750117426022,0.0906379800831222,0.422416627524659,0.17072120076351,0.13,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Matthew Stafford","LAR","QB","9431","weighted",242.879267697315,3.91793336238992,1.36932058584215,0.314508367606484,0.82426362896664,0.165369082716888,5.76585842148088,1.78982950378865,0.0479170056956875,0.0471147234359886,0.0858930024410089,0.0163345332823979,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Bryce Young","CAR","QB","16148","weighted",209.739353132628,19.0441593105287,1.02487388120423,0.0673038806720388,0.831122864117168,0.124213176264409,13.506525630594,0.864129152876826,0.0738161106590724,0.0512480843103654,0.168272986167616,0.0665667792259062,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Tim Boyle","NYJ","QB","13873","weighted",198.578449959317,18.7652005324189,0.903213995117982,0.217972930550856,1.19926769731489,0.383560100180365,8.66129373474369,4.64474764044496,0.0412489829129373,0.0505345586042048,0.175242066720911,0.152300970561806,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Kyler Murray","ARI","QB","14056","weighted",222.412676973149,8.72841742876905,1.14386899918633,0.146969337249372,0.843970707892596,0.188436544737122,34.2390276647681,4.7897793167378,0.279035801464605,0.147244251537377,0.133805939788446,0.088950751723367,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Jake Browning","CIN","QB","14358","weighted",214.966237670268,7.20624914803864,1.05658525129169,0.1891534819529,0.984471582902771,0.0913114472593784,15.2034335368718,4.06243354039105,0.0706763738844528,0.056723029552912,0.118999530295914,0.0146356738224213,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Desmond Ridder","ATL","QB","15697","weighted",204.530923515053,17.0268941543602,1.04403580146461,0.177433071800534,0.646395443449959,0.346232747921478,19.0599593165175,2.89736708781835,0.182603742880391,0.0871564414753973,0.408077705451587,0.155890715230922,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Mac Jones","NE","QB","15241","weighted",200.310370219691,16.8800110091437,1.01143612693247,0.0844395289979738,0.917103336045565,0.0909642209179011,10.186346623271,2.27335337845826,0.0465459723352319,0.0569945226266441,0.0915358014646054,0.00980071996943871,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Dorian Thompson-Robinson","CLE","QB","16158","weighted",197.57516204791,11.3899183308156,0.963330201972757,0.082647366055034,1.04213715359324,0.229108907584307,21.3536214185063,1.85259524857988,0.115321747299202,0.0260346397516829,0.293623767026773,0.210663060732864,0.05,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Will Levis","TEN","QB","16149","weighted",203.709450446219,12.6973797771206,1.1308407703147,0.206037258584651,0.801479567872241,0.150726078433244,10.751348050728,3.87243440389615,0.116834194457492,0.0279825773563437,0.122874589008924,0.0393376831533954,0.05,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Aidan O'Connell","LVR","QB","16159","weighted",205.018619069986,9.18788397135112,1.03154062940348,0.0850341952420273,1.02209018318459,0.199144334666579,5.99303898543917,2.88132916035707,0.0791404415218412,0.0406757675494312,0.189220291216534,0.0742310470791018,0.05,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Kenny Pickett","PIT","QB","15692","weighted",197.924552481692,9.00799841332002,0.940349877949552,0.149027089344942,0.783490642799024,0.207478580424502,11.6158299430431,3.94714474586116,0.100362082994304,0.0778611917491223,0.0261147274206672,0.0173918032318106,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Justin Fields","CHI","QB","15238","weighted",198.503043124491,11.9037529082396,1.14311228641172,0.118095514733512,0.91760374288039,0.255711831154246,55.0138974776241,5.74409147789729,0.245618388934093,0.125225007622331,0.180860455655004,0.0770762243559716,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Russell Wilson","DEN","QB","10703","weighted",195.003242473556,10.1686437697911,1.19108218063466,0.154075241533149,0.700105777054516,0.218071248047872,23.3636737184703,2.00133218478866,0.102591537835639,0.0544185951775598,0.162518307567128,0.0799072037956343,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"QB","16441","weighted",180.787069046501,21.0434464677432,0.986528886801315,0.12581047496239,0.850103334899014,0.173295414054563,18.4414607797088,6.20428795388933,0.129201503053077,0.042487562652465,0.0942578675434476,0.00711568614524222,0.05,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Mitchell Trubisky","PIT","QB","13115","weighted",36.6562269372694,46.547079854261,0.166005535055351,0.271201401317793,0.265608856088561,0.433922242108469,1.29772140221402,2.18482171783547,0.00303505535055351,0.00565515109645116,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Sam Ehlinger","IND","QB","15250","weighted",22.9771358543417,29.7725287367647,0.108914565826331,0.128272484556279,0.0115196078431373,0.0243662673268115,1.18811274509804,1.25868126771319,0.00230392156862745,0.0048732534653623,0.0405695611577965,0.0406386250021345,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Taylor Heinicke","ATL","QB","12476","weighted",22.9687745098039,25.5833583107608,0.168697478991597,0.145885119557303,0.0759103641456583,0.0494898420219824,1.85084033613445,2.12174780802112,0.00230392156862745,0.0048732534653623,0.0405695611577965,0.0406386250021345,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Hamstring",2023,12
"36","Ryan Tannehill","TEN","QB","10697","weighted",34.6257,27.988124411221,0.148733233979136,0.0707106781186548,0.146199701937407,0.212132034355964,2.03385,0.953000651994982,0,0,0.04915,0.0501579290523675,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Davis Mills","HOU","QB","15252","weighted",35.8026825633383,36.1331565186326,0.197466467958271,0.141421356237309,0.146199701937407,0.212132034355964,1.92339791356185,1.48492424049175,0.0487332339791356,0.0707106781186548,0.0487332339791356,0.0707106781186548,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Jameis Winston","NO","QB","12140","weighted",25.4243207282913,23.2582713213983,0.191596638655462,0.194513492743071,0.146911764705882,0.16707244248303,0.327212885154062,0.507015161879014,0.00230392156862745,0.0048732534653623,0.00305322128851541,0.00456959504496884,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Tyson Bagent","CHI","QB","16384","weighted",27.4989666666667,23.5413613331146,0.1327,0.0574623372073492,0.231,0.152789221601118,3.27706666666667,2.3935890013029,0.0746607407407407,0.107947615942645,0.131,0.152789221601118,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Jimmy Garoppolo","LVR","QB","11760","weighted",38.5903201219512,16.086679271994,0.14984756097561,0.0707106781186548,0.374618902439024,0.176776695296637,0.749237804878049,0.353553390593274,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Tyler Huntley","BAL","QB","14789","weighted",19.1230112044818,19.0984365518225,0.104306722689076,0.130495807518572,0.0413305322128852,0.0524788669589936,2.80418767507003,4.60463894400664,0.0275070028011205,0.0466590150591895,0.0334453781512605,0.0436265907651609,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Bailey Zappe","NE","QB","15696","weighted",27.3746778711485,16.2588175417066,0.0802941176470588,0.0884965487432397,0.107801120448179,0.103538016215252,0.179096638655462,0.283082618696303,0.00230392156862745,0.0048732534653623,0.0405695611577965,0.0406386250021345,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Nick Mullens","MIN","QB","13968","weighted",21.1838333333333,14.0289012434981,0.0890333333333333,0.0191840294426367,0.0873333333333333,0.101859481067412,1.7183,1.11263799031583,0,0,0.0436666666666667,0.050929740533706,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Andy Dalton","CAR","QB","10313","weighted",34,NA,0.2,NA,0.1,NA,1,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Carson Wentz","LAR","QB","12610","weighted",19.5415797317437,14.4249783362056,0.1,3.92649151415701e-17,0.0487332339791356,0.0707106781186548,2.51326378539493,2.05060966544099,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Cooper Rush","DAL","QB","13124","weighted",17.5279271708683,6.9541616892611,0.0402170868347339,0.0507170866576469,0.0390266106442577,0.0503897527490501,0.346351540616247,0.698117902027152,0.0046078431372549,0.00974650693072461,0.00610644257703081,0.00913919008993768,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Marcus Mariota","PHI","QB","12141","weighted",15.4378539493294,9.05096679918781,0.148733233979136,0.0707106781186548,0.0487332339791356,0.0707106781186548,3.20566318926975,2.47487373415292,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Trevor Siemian","NYJ","QB","12381","weighted",18.1570133729569,2.66579256507328,0.0755572065378901,0.0353553390593274,0.109777117384844,0.0141421356237309,0.15111441307578,0.0707106781186547,0.00488855869242199,0.00707106781186547,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Clayton Tune","ARI","QB","16160","weighted",20,NA,0,NA,0.5,NA,7,NA,0.2,NA,0.2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
