"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.9,1.29,3.42,21.1,24.5,13.5,14.2,12.9,1,1,1,1,"1",NA,NA,50
"2","Kyren Williams","RB","LAR",19.5,1.54,1.73,18,21.9,10.1,11.1,10.3,2,2,3,2,"2",NA,NA,70
"3","CeeDee Lamb","WR","DAL",20.9,1.99,2.52,18.8,24.1,10,9.66,10.7,3,3,2,1,"1",NA,NA,87
"4","Alvin Kamara","RB","NO",17.8,1.57,1.32,15.1,19.7,8.36,8.22,8.13,4,5,5,3,"3",NA,NA,71
"5","Josh Allen","QB","BUF",24.1,1.48,1.09,22.9,26.8,7.55,7.98,8.31,5,6,4,1,"1",NA,NA,71
"6","A.J. Brown","WR","PHI",18.4,1.94,0.59,16.2,21,7.51,7.04,7.63,6,8,6,2,"1",NA,NA,85
"7","Joe Mixon","RB","CIN",16.4,0.756,0.161,15.7,17.9,7.04,8.84,6.31,7,4,10,4,"3",NA,NA,4
"8","Tyreek Hill","WR","MIA",17.8,3.21,1.09,11.4,20.3,6.92,2.23,6.9,8,65,7,3,"2",NA,NA,99
"9","Rachaad White","RB","TB",16.3,1.38,0.403,13.8,18,6.88,6.92,6.44,9,10,8,5,"4",NA,NA,56
"10","Austin Ekeler","RB","LAC",15.9,1.67,0.0846,13.2,17.8,6.47,6.3,6.22,10,15,11,6,"4",NA,NA,77
"11","Jalen Hurts","QB","PHI",23,0.977,2.84,21.5,24.1,6.46,6.65,5.64,11,12,15,2,"2",NA,NA,14
"12","Travis Kelce","TE","KC",15.2,1.62,1.63,12.4,17,6.43,5.72,6.38,12,20,9,1,"1",NA,NA,82
"13","Saquon Barkley","RB","NYG",15.8,1.42,0.0185,14,17.4,6.39,7.18,5.85,13,7,14,7,"4",NA,NA,60
"14","Jahmyr Gibbs","RB","DET",15.8,1.23,0.475,13.4,16.9,6.37,6.57,5.35,14,13,16,8,"4",NA,NA,39
"15","Bijan Robinson","RB","ATL",15.3,1.28,0.243,13.1,16.6,5.89,6.2,4.99,15,16,21,9,"4",NA,NA,47
"16","Brandon Aiyuk","WR","SF",16.7,2.03,0.0503,13.6,19.4,5.84,4.4,6.02,16,32,12,4,"2",NA,NA,89
"17","Amon-Ra St. Brown","WR","DET",16.6,1.35,0.032,15.1,18.6,5.78,5.96,5.15,17,17,18,5,"2",NA,NA,56
"18","Deebo Samuel","WR","SF",16.6,2.08,0.143,13.3,19.3,5.75,4.09,5.94,18,36,13,6,"2",NA,NA,93
"19","Derrick Henry","RB","TEN",15,0.966,0.0839,13.9,16.4,5.65,7,4.78,19,9,26,10,"5",NA,NA,17
"20","Puka Nacua","WR","LAR",16.5,1.61,0.247,13.8,18.6,5.61,4.69,5.16,20,29,17,7,"2",NA,NA,72
"21","Travis Etienne","RB","JAC",15,1.29,0.00552,12.6,16.3,5.57,5.77,4.68,21,18,27,11,"5",NA,NA,51
"22","Breece Hall","RB","NYJ",15,1.03,0.203,13.6,15.9,5.56,6.7,4.35,22,11,33,12,"5",NA,NA,23
"23","Zack Moss","RB","IND",14.8,1.25,0.188,13.4,16.6,5.36,6.57,5.05,24,14,20,13,"5",NA,NA,41
"24","Justin Jefferson","WR","MIN",16.2,1.15,0.282,14.4,17.3,5.36,5.29,3.89,23,25,37,8,"3",NA,NA,41
"25","Tony Pollard","RB","DAL",14.6,1.5,0.357,12.6,16.4,5.17,5.76,4.84,25,19,24,14,"5",NA,NA,66
"26","Cooper Kupp","WR","LAR",15.9,1.75,0.0986,13.4,18,5.08,4.27,4.63,26,33,29,9,"3",NA,NA,79
"27","Michael Pittman","WR","IND",15.8,0.713,0.309,14.7,16.6,4.98,5.52,3.18,27,21,47,10,"3",NA,NA,11
"28","Ezekiel Elliott","RB","NE",14.2,1.46,0.159,12.1,16,4.81,5.21,4.4,28,26,32,15,"5",NA,NA,63
"29","T.J. Hockenson","TE","MIN",13.6,1.19,0.409,12,15.5,4.8,5.32,4.95,29,24,22,2,"1",NA,NA,67
"30","Stefon Diggs","WR","BUF",15.5,1.61,0.261,13.7,18.2,4.67,4.53,4.84,30,30,23,11,"3",NA,NA,70
"31","Raheem Mostert","RB","MIA",14,1.93,0.275,11.1,16.4,4.66,4.21,4.83,31,35,25,16,"6",NA,NA,90
"32","Mike Evans","WR","TB",15.3,1.86,0.0148,12.5,17.9,4.41,3.35,4.54,32,50,31,12,"3",NA,NA,82
"33","Ja'Marr Chase","WR","CIN",15.3,1.09,0.08,13.6,16.9,4.4,4.43,3.45,33,31,39,13,"3",NA,NA,31
"34","George Kittle","TE","SF",13.2,1.31,0.195,10.7,14.6,4.39,4.03,3.97,34,37,36,3,"1",NA,NA,70
"35","Antonio Gibson","RB","WAS",13.8,1.78,0.455,11.1,16.2,4.38,4.23,4.56,35,34,30,17,"6",NA,NA,83
"36","DK Metcalf","WR","SEA",15.2,2.04,0.765,12.6,18.5,4.32,3.47,5.13,36,46,19,14,"4",NA,NA,90
"37","Evan Engram","TE","JAC",13,0.898,0.772,12,14.6,4.2,5.32,4.01,37,23,35,4,"2",NA,NA,48
"38","James Cook","RB","BUF",13.3,1.14,0.15,11.6,14.8,3.93,4.72,3.25,38,28,43,18,"6",NA,NA,33
"39","David Montgomery","RB","DET",13.2,1.11,0.0285,12.2,14.8,3.78,5.33,3.22,39,22,46,19,"6",NA,NA,30
"40","Javonte Williams","RB","DEN",13.1,1.88,0.377,10.7,15.3,3.75,3.82,3.67,40,39,38,20,"7",NA,NA,89
"41","Dak Prescott","QB","DAL",20.2,0.973,0.0439,18.3,21,3.62,3.39,2.52,41,48,53,3,"2",NA,NA,11
"42","Lamar Jackson","QB","BAL",20.1,1.3,0.0901,17.9,21.8,3.58,3.05,3.29,42,56,41,4,"2",NA,NA,49
"43","Davante Adams","WR","LVR",14.4,1.15,0.157,12.9,16.4,3.55,3.77,2.98,43,41,50,15,"4",NA,NA,38
"44","Brock Purdy","QB","SF",20,1.13,0.257,18.6,21.4,3.49,3.69,2.87,44,42,52,5,"2",NA,NA,26
"45","Trey McBride","TE","ARI",12.2,0.767,0.000501,11.4,13.6,3.42,4.77,2.99,45,27,49,5,"2",NA,NA,36
"46","Sam LaPorta","TE","DET",12.2,0.959,1.57,10.5,13.1,3.42,3.81,2.46,46,40,55,6,"3",NA,NA,52
"47","DeAndre Hopkins","WR","TEN",14.3,1.4,0.12,12.3,16.4,3.4,3.09,3.02,47,54,48,16,"4",NA,NA,62
"48","D'Andre Swift","RB","PHI",12.8,1.51,0.327,10.8,14.9,3.37,3.92,3.32,48,38,40,21,"7",NA,NA,67
"49","D.J. Moore","WR","CHI",14.1,0.985,5.82e-05,12.7,15.5,3.28,3.53,2.09,49,45,58,17,"4",NA,NA,25
"50","DeVonta Smith","WR","PHI",14.1,1.69,0.00943,11.4,16.7,3.28,2.26,3.28,50,64,42,18,"4",NA,NA,77
"51","Courtland Sutton","WR","DEN",14.1,1.39,0.274,12.8,16.4,3.27,3.62,2.96,51,44,51,19,"5",NA,NA,59
"52","Patrick Mahomes","QB","KC",19.8,1.36,1.64,18.2,21.7,3.23,3.37,3.24,52,49,44,6,"3",NA,NA,57
"53","Chuba Hubbard","RB","CAR",12.4,1.28,0.0327,10.1,13.7,3.04,3.2,2.12,53,51,57,22,"7",NA,NA,46
"54","Kenneth Walker III","RB","SEA",12.4,2.39,0.195,9.92,16.2,3.01,3.06,4.65,54,55,28,23,"7",NA,NA,94
"55","Chris Olave","WR","NO",13.9,0.781,0.104,12.6,14.7,2.99,3.42,1.25,55,47,70,20,"5",NA,NA,15
"56","Garrett Wilson","WR","NYJ",13.7,0.977,0.0585,12,14.9,2.89,2.85,1.47,56,58,66,21,"5",NA,NA,24
"57","Jaylen Waddle","WR","MIA",13.7,1.3,0.197,12.2,15.6,2.83,2.99,2.2,57,57,56,22,"5",NA,NA,54
"58","Devon Achane","RB","MIA",12.2,3.09,0.173,6.57,15.6,2.82,-0.285,4.04,58,114,34,24,"7",NA,NA,99
"59","Jerome Ford","RB","CLE",12,1.13,0.0182,10,13.4,2.64,3.18,1.78,59,52,61,25,"7",NA,NA,31
"60","Rashee Rice","WR","KC",13.5,1.3,0.485,11.5,15.2,2.63,2.36,1.75,60,63,62,23,"5",NA,NA,52
"61","Ty Chandler","RB","MIN",12,0.988,0.794,10.5,13,2.62,3.63,1.41,61,43,68,26,"8",NA,NA,20
"62","Zay Flowers","WR","BAL",13,1.11,0.482,11.5,14.1,2.15,2.37,0.701,62,61,84,24,"6",NA,NA,32
"63","David Njoku","TE","CLE",10.7,1.1,0.221,9.03,12.1,1.85,2.36,1.48,63,62,65,7,"4",NA,NA,61
"64","Jaylen Warren","RB","PIT",11.2,0.743,0.0778,10,12.3,1.83,3.16,0.696,64,53,85,27,"8",NA,NA,3
"65","Najee Harris","RB","PIT",11.1,1.37,0.0378,8.98,12.5,1.75,2.12,0.91,65,67,80,28,"8",NA,NA,54
"66","Aaron Jones","RB","GB",11.1,1.61,0.0822,8.59,13.4,1.71,1.74,1.86,66,69,60,29,"8",NA,NA,73
"67","Nico Collins","WR","HOU",12.5,2.23,0.222,10.4,14.7,1.67,1.26,1.32,67,74,69,25,"6",NA,NA,94
"68","James Conner","RB","ARI",11,1.8,0.798,8.57,13.2,1.63,1.71,1.57,68,70,64,30,"9",NA,NA,84
"69","Jake Ferguson","TE","DAL",10.4,1.51,0.479,8.79,13.1,1.63,2.13,2.49,69,66,54,8,"4",NA,NA,79
"70","Jordan Love","QB","GB",18.1,1.1,0.0219,16.2,19,1.59,1.31,0.523,70,73,90,7,"3",NA,NA,20
"71","Justin Fields","QB","CHI",18.1,1.29,0.193,16.4,19.7,1.57,1.49,1.15,71,72,71,8,"3",NA,NA,46
"72","Amari Cooper","WR","CLE",12.3,0.671,0.0246,11.6,13.4,1.44,2.41,0,72,60,103,26,"6",NA,NA,8
"73","Jayden Reed","WR","GB",12.3,1.23,0.139,10.4,13.7,1.42,1.22,0.295,73,77,95,27,"6",NA,NA,51
"74","Matthew Stafford","QB","LAR",17.9,1.45,0.35,15.9,19.5,1.38,1.04,1.01,74,83,76,9,"3",NA,NA,66
"75","Calvin Ridley","WR","JAC",12.1,1.13,0.0663,10.8,14,1.28,1.67,0.57,75,71,89,28,"6",NA,NA,35
"76","Tyler Lockett","WR","SEA",12.1,1.14,0.589,10.4,13.6,1.21,1.23,0.2,76,76,98,29,"7",NA,NA,37
"77","Dalton Kincaid","TE","BUF",9.95,0.59,0.339,9.14,10.6,1.15,2.47,0,77,59,103,9,"5",NA,NA,21
"78","Sam Howell","QB","WAS",17.6,1.43,0.576,15.4,19.5,1.03,0.556,0.967,78,91,79,10,"4",NA,NA,63
"79","Brandon Aubrey","K","DAL",9.6,0.895,0.446,8.53,10.7,0.937,1.05,1.13,79,81,73,1,"1",NA,NA,32
"80","Devin Singletary","RB","HOU",10.2,2.16,0.00798,6.64,12.3,0.835,-0.213,0.715,80,111,83,31,"9",NA,NA,91
"81","Clyde Edwards-Helaire","RB","KC",10.2,1.83,0.0661,7.27,12.6,0.827,0.414,1.03,81,95,75,32,"9",NA,NA,86
"82","Cole Kmet","TE","CHI",9.61,1.46,0.0513,7.84,12.2,0.811,1.17,1.58,82,79,63,10,"5",NA,NA,73
"83","Zamir White","RB","LVR",10.2,2.45,0.522,7.4,13.5,0.761,0.547,1.96,83,92,59,33,"9",NA,NA,96
"84","Dallas Goedert","TE","PHI",9.56,0.556,0.362,8.53,10.2,0.76,1.86,-0.345,84,68,117,11,"5",NA,NA,15
"85","Adam Thielen","WR","CAR",11.5,1.59,0.0609,8.82,13.8,0.625,-0.346,0.373,85,117,94,30,"7",NA,NA,69
"86","Dolphins","DST","MIA",7.02,1.13,0.458,6.18,9.03,0.623,1.12,1,86,80,77,1,"1",NA,NA,94
