"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",23.4,1.41,4.13,21.6,25.6,15,16.1,13.9,1,1,1,1,"1",NA,NA,62
"2","Tyreek Hill","WR","MIA",23.6,1.76,1.8,21.6,25.7,13,12.5,12.8,2,2,2,1,"1",NA,NA,79
"3","CeeDee Lamb","WR","DAL",21.8,1.95,2.66,19.4,24.7,11.2,10.3,11.8,3,4,3,2,"2",NA,NA,87
"4","Alvin Kamara","RB","NO",19.3,1.27,2.66,17.9,21.7,10.8,12.4,10,4,3,4,2,"2",NA,NA,54
"5","Keenan Allen","WR","LAC",19.2,0.971,1.71,17.5,20.1,8.51,8.43,7.22,5,9,8,3,"3",NA,NA,25
"6","Kyren Williams","RB","LAR",16.6,1.73,0.107,14.7,19.5,8.17,9.16,7.89,6,5,6,3,"2",NA,NA,76
"7","Joe Mixon","RB","CIN",16.5,1.15,0.347,14.5,17.7,8.07,9.01,6.09,7,7,13,4,"2",NA,NA,42
"8","Austin Ekeler","RB","LAC",16.1,1.02,0.507,14.3,16.8,7.72,8.8,5.14,8,8,26,5,"3",NA,NA,28
"9","Travis Kelce","TE","KC",15.6,1.57,2.81,12.5,17.1,7.24,6.12,7.15,9,23,9,1,"1",NA,NA,94
"10","Rachaad White","RB","TB",15.6,1.28,0.00188,13.1,16.6,7.21,7.61,4.94,10,13,27,6,"3",NA,NA,55
"11","Zack Moss","RB","IND",15.6,1.1,0.171,14.6,17.7,7.21,9.06,6.05,11,6,15,7,"3",NA,NA,35
"12","Tony Pollard","RB","DAL",15.5,2.19,0.00314,12.4,19,7.04,6.88,7.33,12,16,7,8,"3",NA,NA,90
"13","Bijan Robinson","RB","ATL",15.5,1.17,0.162,13.9,17.1,7.04,8.42,5.41,13,10,24,9,"3",NA,NA,49
"14","Travis Etienne","RB","JAC",15.3,1.45,0.0298,13.3,17.4,6.87,7.8,5.72,14,12,19,10,"3",NA,NA,66
"15","Saquon Barkley","RB","NYG",15.3,1.38,0.231,13.7,17.4,6.84,8.24,5.7,15,11,20,11,"3",NA,NA,59
"16","A.J. Brown","WR","PHI",17.5,2.55,0.19,14.8,22.2,6.8,5.76,9.38,16,26,5,4,"3",NA,NA,94
"17","Jahmyr Gibbs","RB","DET",15,2.13,0.195,11.7,17.8,6.61,6.16,6.17,17,22,12,12,"4",NA,NA,87
"18","Amon-Ra St. Brown","WR","DET",17.3,0.956,0.461,15.7,18,6.61,6.61,5.19,18,18,25,5,"3",NA,NA,24
"19","Jalen Hurts","QB","PHI",22.8,1.38,0.0673,20.9,24.8,6.52,6.55,6.07,19,19,14,1,"1",NA,NA,53
"20","Josh Allen","QB","BUF",22.7,1.33,0.644,21.1,24.6,6.46,6.75,5.87,20,17,16,2,"1",NA,NA,47
"21","Josh Jacobs","RB","LVR",14.8,1.2,0.466,12.6,16.1,6.42,7.15,4.41,21,15,32,13,"4",NA,NA,52
"22","Ja'Marr Chase","WR","CIN",16.8,1.53,0.293,14.3,18.5,6.14,5.22,5.69,22,31,21,6,"4",NA,NA,62
"23","Breece Hall","RB","NYJ",14.4,1.16,0.0465,12.9,16,5.95,7.36,4.37,23,14,34,14,"4",NA,NA,44
"24","Devon Achane","RB","MIA",14.3,2.18,0.896,11.6,17.2,5.91,6.08,5.52,24,24,22,15,"5",NA,NA,89
"25","Mike Evans","WR","TB",16.5,2.15,0.233,13,19.1,5.85,3.95,6.27,25,42,11,7,"4",NA,NA,89
"26","Dak Prescott","QB","DAL",22.1,1.72,1.22,19.5,24.5,5.81,5.17,5.74,26,32,18,3,"2",NA,NA,65
"27","Michael Pittman","WR","IND",16.3,0.651,0.12,15.4,17.1,5.62,6.37,4.26,27,20,35,8,"4",NA,NA,7
"28","Justin Jefferson","WR","MIN",16.2,1.71,0.173,13.7,18.3,5.5,4.63,5.41,28,37,23,9,"4",NA,NA,73
"29","Stefon Diggs","WR","BUF",16,1.93,0.503,13.6,19.5,5.33,4.57,6.65,29,38,10,10,"5",NA,NA,85
"30","Raheem Mostert","RB","MIA",13.4,1.82,0.376,11,16.2,5.01,5.5,4.51,30,28,30,16,"5",NA,NA,80
"31","Nico Collins","WR","HOU",15.5,2.18,0.132,13,18.7,4.82,3.9,5.83,31,43,17,11,"5",NA,NA,90
"32","Brandon Aiyuk","WR","SF",15.3,1.67,0.11,12.8,17.6,4.69,3.77,4.75,32,45,28,12,"5",NA,NA,70
"33","Derrick Henry","RB","TEN",13.1,1.39,0.192,11.9,15.7,4.63,6.36,4.09,33,21,36,17,"6",NA,NA,61
"34","Patrick Mahomes","QB","KC",20.8,1.14,1.13,19.2,22.5,4.6,4.8,3.78,34,34,41,4,"3",NA,NA,21
"35","Deebo Samuel","WR","SF",15.2,1.7,0.557,12.3,16.9,4.58,3.2,4.07,35,55,37,13,"5",NA,NA,72
"36","Javonte Williams","RB","DEN",12.9,1.43,0.24,11,14.6,4.44,5.47,2.96,36,29,50,18,"6",NA,NA,65
"37","George Kittle","TE","SF",12.8,1.42,0.189,10.3,14.5,4.43,3.84,4.55,37,44,29,2,"1",NA,NA,88
"38","Sam LaPorta","TE","DET",12.6,1.08,0.128,10.6,13.7,4.24,4.18,3.75,38,39,43,3,"1",NA,NA,52
"39","Ezekiel Elliott","RB","NE",12.6,1.55,0.00322,9.68,13.7,4.2,4.18,2.02,39,40,63,19,"6",NA,NA,69
"40","David Montgomery","RB","DET",12.6,1.03,0.0545,11.5,14.1,4.2,6.01,2.46,40,25,56,20,"6",NA,NA,30
"41","James Cook","RB","BUF",12.6,1.09,0.262,11.2,14.3,4.14,5.72,2.64,41,27,53,21,"6",NA,NA,34
"42","T.J. Hockenson","TE","MIN",12.5,1.49,1.29,9.94,14.4,4.11,3.52,4.4,42,52,33,4,"2",NA,NA,91
"43","Chris Olave","WR","NO",14.7,1.12,0.00388,12.6,16,4.02,3.55,3.16,43,51,47,14,"5",NA,NA,42
"44","D.J. Moore","WR","CHI",14.7,1.21,0.0154,12.8,16.6,4.02,3.75,3.76,44,46,42,15,"5",NA,NA,48
"45","Jaylen Waddle","WR","MIA",14.7,1.89,0.0281,11.9,16.7,4,2.86,3.81,45,59,40,16,"5",NA,NA,83
"46","Davante Adams","WR","LVR",14.6,1.07,0.398,13.7,16.7,3.98,4.66,3.89,46,36,39,17,"6",NA,NA,34
"47","Jerome Ford","RB","CLE",12.3,1.01,0.119,10.4,13.3,3.88,4.88,1.63,47,33,68,22,"6",NA,NA,25
"48","D'Andre Swift","RB","PHI",12.2,1.13,0.139,10.3,13.5,3.76,4.78,1.84,48,35,65,23,"6",NA,NA,39
"49","Chuba Hubbard","RB","CAR",12,0.699,1.19,10.9,12.9,3.62,5.39,1.29,49,30,71,24,"7",NA,NA,11
"50","Puka Nacua","WR","LAR",14.2,1.25,0.248,12,15.3,3.58,2.97,2.46,50,58,57,18,"6",NA,NA,51
"51","Brock Purdy","QB","SF",19.7,1.33,0.046,18,21.1,3.46,3.67,2.39,51,47,58,5,"3",NA,NA,50
"52","Justin Herbert","QB","LAC",19.7,1.63,0.192,17,21.3,3.42,2.63,2.6,52,61,54,6,"3",NA,NA,62
"53","DK Metcalf","WR","SEA",14,0.871,0.127,12.7,14.9,3.33,3.61,2.03,53,50,62,19,"6",NA,NA,20
"54","Lamar Jackson","QB","BAL",19.5,1.25,0.0535,17.4,20.9,3.22,2.99,2.23,54,57,60,7,"3",NA,NA,41
"55","Courtland Sutton","WR","DEN",13.9,1.65,0.264,12.1,16.4,3.2,3.03,3.53,55,56,44,20,"6",NA,NA,69
"56","Tua Tagovailoa","QB","MIA",19.4,1.18,0.719,18,21.4,3.17,3.61,2.71,56,49,52,8,"4",NA,NA,26
"57","DeVonta Smith","WR","PHI",13.6,1.76,0.717,11.5,16.9,2.94,2.44,4.05,57,65,38,21,"7",NA,NA,77
"58","Evan Engram","TE","JAC",11.2,1.11,0.65,10,13.1,2.82,3.63,3.12,58,48,48,5,"2",NA,NA,58
"59","Justin Fields","QB","CHI",18.7,1.47,1.05,16.9,21.2,2.45,2.55,2.48,59,63,55,9,"5",NA,NA,56
"60","AJ Dillon","RB","GB",10.9,2.07,0.0565,6.66,12.3,2.43,1.16,0.696,60,80,81,25,"8",NA,NA,85
"61","Jaylen Warren","RB","PIT",10.8,0.861,0.0838,9.63,11.7,2.37,4.14,0.0362,61,41,101,26,"8",NA,NA,17
"62","Alexander Mattison","RB","MIN",10.7,1.18,0.283,8.98,12,2.29,3.48,0.367,62,53,91,27,"8",NA,NA,51
"63","DeAndre Hopkins","WR","TEN",12.9,1.1,0.134,11.6,14.5,2.22,2.56,1.65,63,62,67,22,"7",NA,NA,37
"64","Cole Kmet","TE","CHI",10.5,1.29,0.0247,8.31,12.2,2.17,1.9,2.22,64,74,61,6,"2",NA,NA,79
