"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",19.5,1.91,5.7,17.5,22.4,12.5,11.6,13.1,1,1,1,1,"1",NA,NA,94
"2","Alvin Kamara","RB","NO",18.6,2.18,0.945,15,21.3,11.2,9.3,12.9,3,6,3,1,"1",NA,NA,99
"3","Tyreek Hill","WR","MIA",22.2,2.43,1.12,19.5,25.9,11.2,10.4,13,2,2,2,1,"1",NA,NA,99
"4","Austin Ekeler","RB","LAC",17.7,1.5,0.379,15.2,19.2,10.3,9.55,10.8,4,5,6,2,"1",NA,NA,64
"5","Ja'Marr Chase","WR","CIN",21,2.04,0.704,19.1,24.5,10.1,10.1,11.6,5,3,5,2,"1",NA,NA,93
"6","Saquon Barkley","RB","NYG",17.3,1.54,0.986,15.3,19.1,9.88,9.67,10.6,6,4,7,3,"2",NA,NA,67
"7","Stefon Diggs","WR","BUF",20.3,2.87,1.29,17.4,25.4,9.42,8.43,12.6,7,9,4,3,"2",NA,NA,99
"8","Breece Hall","RB","NYJ",16.3,1.55,0.71,14.2,18.6,8.89,8.55,10.1,8,7,8,4,"2",NA,NA,68
"9","Jonathan Taylor","RB","IND",15.6,1.76,0.0383,13.4,18.4,8.18,7.77,9.92,9,12,9,5,"2",NA,NA,86
"10","Josh Jacobs","RB","LVR",15.6,1.04,0.449,14.2,16.7,8.14,8.53,8.19,10,8,13,6,"3",NA,NA,28
"11","A.J. Brown","WR","PHI",19.1,1.76,0.334,17.1,21.9,8.12,8.05,9.04,11,11,11,4,"3",NA,NA,86
"12","CeeDee Lamb","WR","DAL",18.7,1.44,1.71,17.1,20.7,7.79,8.11,7.87,12,10,16,5,"4",NA,NA,69
"13","Bijan Robinson","RB","ATL",15.1,1.66,0.248,13.2,17.9,7.69,7.51,9.41,13,14,10,7,"3",NA,NA,75
"14","Tony Pollard","RB","DAL",14.9,1.2,0.154,12.9,16.5,7.45,7.19,8.02,14,17,14,8,"3",NA,NA,48
"15","Raheem Mostert","RB","MIA",14.7,1.83,0.267,12.2,17.3,7.29,6.56,8.79,15,19,12,9,"4",NA,NA,90
"16","D'Andre Swift","RB","PHI",14.5,1.66,0.241,11.2,15.5,7.02,5.55,6.98,16,25,19,10,"4",NA,NA,77
"17","Derrick Henry","RB","TEN",14.2,0.902,0.323,12.7,15.5,6.78,7.03,6.99,17,18,18,11,"4",NA,NA,22
"18","Mark Andrews","TE","BAL",13.8,1.79,1.6,10.6,15.5,6.77,4.61,6.16,18,34,21,2,"2",NA,NA,91
"19","Jalen Hurts","QB","PHI",22.3,1,0.00785,21.1,23.4,6.53,7.25,5.12,19,16,30,1,"1",NA,NA,18
"20","Patrick Mahomes","QB","KC",22.3,0.602,0.158,21.5,23.1,6.53,7.7,4.87,20,13,35,2,"1",NA,NA,3
"21","Joe Mixon","RB","CIN",13.9,1.74,0.333,11.3,16.1,6.46,5.64,7.63,21,23,17,12,"4",NA,NA,83
"22","Josh Allen","QB","BUF",22.2,0.676,1.26,21.2,22.9,6.37,7.36,4.63,22,15,36,3,"2",NA,NA,6
"23","Kenneth Walker III","RB","SEA",13.6,1.82,0.11,11.2,16.4,6.13,5.48,7.91,23,26,15,13,"4",NA,NA,88
"24","Keenan Allen","WR","LAC",17,1.11,0.369,15.3,18,6.08,6.3,5.12,24,20,31,6,"4",NA,NA,31
"25","Rachaad White","RB","TB",13.5,1.43,0.0635,11.4,14.5,6.02,5.72,6.04,25,22,23,14,"5",NA,NA,61
"26","Isiah Pacheco","RB","KC",13.4,1.34,0.293,10.7,14.5,5.95,5.04,5.99,26,30,24,15,"5",NA,NA,54
"27","Cooper Kupp","WR","LAR",16.6,1.16,0.401,15.1,18.2,5.71,6.09,5.38,27,21,28,7,"5",NA,NA,39
"28","Aaron Jones","RB","GB",13.1,1.26,0.153,11.3,14.5,5.66,5.62,6.05,28,24,22,16,"5",NA,NA,49
"29","Rhamondre Stevenson","RB","NE",12.9,1.18,0.768,10.9,14.2,5.51,5.19,5.76,29,29,25,17,"6",NA,NA,45
"30","Adam Thielen","WR","CAR",16.2,0.923,0.753,14.4,17.1,5.31,5.4,4.21,30,27,40,8,"6",NA,NA,18
"31","T.J. Hockenson","TE","MIN",12.2,0.86,1.7,11,13.2,5.17,5.02,3.94,31,31,42,3,"3",NA,NA,26
"32","Lamar Jackson","QB","BAL",20.9,1.37,1.85,19.2,22.8,5.11,5.4,4.55,32,28,38,4,"3",NA,NA,44
"33","James Cook","RB","BUF",12.2,1.3,0.196,10,13.8,4.74,4.36,5.29,33,36,29,18,"6",NA,NA,52
"34","Garrett Wilson","WR","NYJ",15.5,1.55,0.577,13.7,18.4,4.56,4.7,5.52,34,33,27,9,"6",NA,NA,75
"35","Jerome Ford","RB","CLE",12,1.77,0.522,9.34,14.8,4.55,3.65,6.28,35,42,20,19,"6",NA,NA,87
"36","Gus Edwards","RB","BAL",11.5,1.55,0.0428,9.53,14,4.02,3.84,5.55,36,39,26,20,"6",NA,NA,70
"37","Chuba Hubbard","RB","CAR",11.4,1.75,0.388,8.63,13.6,3.98,2.95,5.08,37,53,32,21,"7",NA,NA,84
"38","Jaylen Waddle","WR","MIA",14.9,1.25,0.347,13.8,17.3,3.98,4.78,4.4,38,32,39,10,"6",NA,NA,54
"39","Puka Nacua","WR","LAR",14.6,1.28,0.0315,13.5,16.8,3.63,4.44,3.91,39,35,43,11,"6",NA,NA,55
"40","Davante Adams","WR","LVR",14.5,2.02,0.326,12,17.5,3.6,2.96,4.61,40,52,37,12,"7",NA,NA,92
"41","Devin Singletary","RB","HOU",11,1.72,0.284,9.04,13.5,3.59,3.35,5.05,41,47,33,22,"7",NA,NA,81
"42","Dallas Goedert","TE","PHI",10.5,0.644,0.0722,10,11.8,3.46,4.06,2.46,42,38,60,4,"3",NA,NA,9
"43","Dalton Kincaid","TE","BUF",10.5,1.27,0.805,8.81,12,3.39,2.86,2.66,43,55,57,5,"4",NA,NA,65
"44","Darrell Henderson","RB","LAR",10.7,1.55,0.249,8.46,12.2,3.31,2.77,3.76,44,59,44,23,"7",NA,NA,72
"45","Michael Pittman","WR","IND",14.2,1.05,0.076,12.8,15.8,3.28,3.79,2.93,45,40,55,13,"7",NA,NA,27
"46","Joe Burrow","QB","CIN",19,1.6,0.353,17.4,21.6,3.26,3.55,3.34,46,44,51,5,"3",NA,NA,71
"47","DeAndre Hopkins","WR","TEN",14.1,1.43,0.144,13.2,17,3.2,4.15,4.17,47,37,41,14,"7",NA,NA,66
"48","Brian Robinson","RB","WAS",10.5,1.34,0.0242,8.14,12.1,3.06,2.45,3.59,48,61,47,24,"7",NA,NA,55
"49","Terry McLaurin","WR","WAS",14,0.66,0.0301,12.8,14.6,3.06,3.78,1.77,49,41,71,15,"7",NA,NA,3
"50","Najee Harris","RB","PIT",10.5,1.3,0.199,8.39,12.2,3.04,2.71,3.71,50,60,45,25,"7",NA,NA,51
"51","Nico Collins","WR","HOU",14,1.28,0.241,12.3,16.2,3.03,3.29,3.3,51,48,52,16,"7",NA,NA,56
"52","Tua Tagovailoa","QB","MIA",18.7,0.877,0.028,17.4,19.8,2.91,3.57,1.52,52,43,77,6,"3",NA,NA,9
"53","Justin Herbert","QB","LAC",18.7,1.44,0.669,16.6,20.3,2.88,2.81,2.07,53,57,65,7,"4",NA,NA,53
"54","Zack Moss","RB","IND",10.3,1.68,0.0476,8.49,13.5,2.84,2.8,5.04,54,58,34,26,"8",NA,NA,78
"55","Alexander Mattison","RB","MIN",10.2,1.19,0.00328,8.53,12.1,2.79,2.84,3.59,55,56,46,27,"8",NA,NA,46
"56","Jaylen Warren","RB","PIT",10.2,1.1,0.523,8.71,12,2.79,3.02,3.57,56,51,48,28,"8",NA,NA,36
"57","Mike Evans","WR","TB",13.7,1.55,0.023,12.1,16.3,2.79,3.11,3.45,57,50,50,17,"7",NA,NA,76
"58","Chris Olave","WR","NO",13.7,1.02,0.102,12.5,14.7,2.76,3.5,1.84,58,46,68,18,"7",NA,NA,25
"59","Amari Cooper","WR","CLE",13.6,1.41,0.0391,10.9,15,2.66,1.9,2.19,59,69,61,19,"7",NA,NA,65
