"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","injury_status","injury_details","season_year","week"
"11","Josh Allen","BUF","QB","13589","weighted",253.21669650122,8.7789498723474,1.91504882017901,0.177025652686637,0.966838893409276,0.153573898120915,37.0864890154597,4.61581268382471,0.253710333604557,0.117309536048244,0.260500406834825,0.045736693190714,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Geno Smith","SEA","QB","11150","weighted",244.63067534581,18.1717926274196,1.81540683482506,0.161972914510282,0.61053295362083,0.344959101692864,16.2777339300244,3.13432438216296,0.0857485760781123,0.0638066481712133,0.171786004882018,0.0326690665647957,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Sam Howell","WAS","QB","15693","weighted",224.045569568755,25.3964386440244,1.14941822620016,0.14400436246223,0.773071602929211,0.39204441433168,14.5690032546786,3.19008460165837,0.109792514239219,0.101495696069005,0.185120016273393,0.105944458114064,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Derek Carr","NO","QB","11644","weighted",247.518307567128,11.1058704649287,1.17041903986981,0.191814754590705,0.8473311635476,0.131767914258797,6.44972335231896,2.4059128764568,0.019906427990236,0.0368124517372962,0.0985923515052888,0.0618113429649767,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Gardner Minshew","IND","QB","14067","weighted",213.917831570382,35.3911364613475,1.0690032546786,0.169703308350578,0.886411716842962,0.155273255118355,12.6029495524817,6.19738956048019,0.0783360455655004,0.0823056188620955,0.157790886899919,0.0393832852281791,0.15,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Trevor Lawrence","JAC","QB","15237","weighted",246.677595606184,10.4675514115095,1.75119202603743,0.249311711944334,0.815480065093572,0.160307288649624,21.4692554922701,0.971628204347785,0.165252237591538,0.0809759849279139,0.31463588283157,0.0810443428153549,0.19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","C.J. Stroud","HOU","QB","16150","weighted",240.051741253051,11.0770857691526,1.1286737184703,0.164375509324475,0.897489829129373,0.184339298813848,11.2599389747762,2.98724198971121,0.0739015459723352,0.0498077477201498,0.253362489829129,0.118837495056886,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Russell Wilson","DEN","QB","10703","weighted",230.234849471115,17.2956798968906,1.28420260374288,0.255664877001878,0.744674532139951,0.180837521561304,18.9138730675346,2.60170487607686,0.113275020341741,0.0647735217347927,0.134385679414158,0.0585977194333456,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Deshaun Watson","CLE","QB","13113","weighted",231.206578519121,12.4623513170574,1.25791700569569,0.267928937672403,0.822644426362897,0.148478438448334,26.536476810415,5.71762113965907,0.177607811228641,0.0992017514877132,0.24910292921074,0.0957883615744571,0.19,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Mac Jones","NE","QB","15241","weighted",224.74809194467,23.927399040592,1.12554515866558,0.169403613872149,0.888104149715216,0.120727673295954,12.3246501220504,2.63026251006525,0.0504190398698129,0.065196913772886,0.0915358014646054,0.00980071996943871,0.13,3.00059589753424e-17,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Lamar Jackson","BAL","QB","13593","weighted",223.303034987795,11.4078814385432,1.70345809601302,0.256620245565247,0.821163547599674,0.149472421957387,51.4500610252238,5.80217832403824,0.26379983726607,0.13700408167002,0.197788852725793,0.0593894904360549,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Jalen Hurts","PHI","QB","14783","weighted",230.146151342555,4.95568091309673,1.29847030105777,0.24910149196788,0.559113100081367,0.310450388579427,45.9979007323027,5.43153267733148,0.652855980471928,0.202510372512665,0.16896460537022,0.0359359732212753,0.25,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Andy Dalton","CAR","QB","10313","weighted",216.150422733678,24.2495650611118,1.0736402066698,0.127228247842669,0.803212775951151,0.114428089454893,8.21669798027243,1.43698621271524,0.0598919680601221,0.0483230097852506,0.140007045561296,0.0831541470342724,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Brock Purdy","SF","QB","15698","weighted",228.839165988609,3.9529940297118,1.73190398698129,0.24178833779063,0.512990235964199,0.333580128306591,10.1488608624898,2.63688356202086,0.145992676973149,0.0751396249183127,0.1865032546786,0.0710691118976141,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Daniel Jones","NYG","QB","14059","weighted",213.257087062653,15.9347462168251,1.02054922701383,0.169269450971444,0.786647681041497,0.159869335570711,39.4408462164361,5.07609391426105,0.231171684296176,0.111913125395853,0.164125305126119,0.036457420485197,0.16,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Jordan Love","GB","QB","14782","weighted",208.41993083808,19.2230399552392,1.52413344182262,0.317713753958266,0.818010577705452,0.175571322137504,13.2442107404394,1.6451143485681,0.0766069975589911,0.0513643797342561,0.103543531326282,0.0197888597047043,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Ryan Tannehill","TEN","QB","10697","weighted",205.390130187144,22.8047975625172,1.01231895850285,0.110068356641219,0.981814483319772,0.227285128573169,11.473083807974,2.26048070901063,0.114560618388934,0.0868992162025338,0.116847030105777,0.0403656202621201,0.06,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Kenny Pickett","PIT","QB","15692","weighted",220.858169243287,6.75681683183202,1.21889747762408,0.365364201877972,0.845150528885272,0.120291744075199,13.2793572009764,4.72906234562808,0.148584214808788,0.0735873047259065,0.0542473555736371,0.0293513692042012,0.12,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Justin Fields","CHI","QB","15238","weighted",188.456106590724,18.583621122475,1.06847436940602,0.0772419489069579,0.953055329536208,0.274453348649187,52.9272945484133,5.28377589687223,0.34473555736371,0.17848273380316,0.223822213181448,0.0882064797249484,0.08,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Joshua Dobbs","ARI","QB","13119","weighted",199.423026851098,14.8744112093834,0.959764035801464,0.146715082280259,0.894654190398698,0.178717649047472,16.5692473555736,3.03791616001251,0.113218063466233,0.0618002478526767,0.307497965825875,0.146684614143747,0.11,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Desmond Ridder","ATL","QB","15697","weighted",200.2177908869,13.4673089372071,1.13228641171684,0.133065728288305,0.407929210740439,0.293481776204306,15.8792514239219,3.11723177172681,0.143287225386493,0.0728070389309945,0.166143205858421,0.0392028798777549,0.07,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Zach Wilson","NYJ","QB","15239","weighted",200.410314701738,9.60767831933407,0.982940347581024,0.140122754109654,0.907867543447628,0.13601085594187,15.3322076092062,1.61570440464255,0.106763738844528,0.0656011051045914,0.0429720526068577,0.0314311482723151,0.09,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Jake Browning","CIN","QB","14358","weighted",84.0803865073788,46.5084585686826,0.442466619817287,0.310751070621788,0.419915671117358,0.198250502383043,3.22061138439916,2.89479792543404,0.0204638088545327,0.0323775953718533,0.0633801827125791,0.0367128234106329,0.04,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Tyler Huntley","BAL","QB","14789","weighted",35.830700280112,47.7768645147828,0.120595238095238,0.0502970374168063,0.0436344537815126,0.0549220626994691,5.62203781512605,7.25415875381112,0.0298109243697479,0.0464163978363935,0.0972829131652661,0.132741416148284,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Davis Mills","HOU","QB","15252","weighted",47.7043219076006,55.5785930012626,0.294932935916542,0.282842712474619,0.197466467958271,0.141421356237309,2.4107302533532,2.1920310216783,0.0487332339791356,0.0707106781186548,0.0487332339791356,0.0707106781186548,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Mitchell Trubisky","PIT","QB","13115","weighted",47.3454545454545,56.0735677480932,0.246199701937407,0.212132034355964,0.292399403874814,0.424264068711928,1.53859910581222,0.636396103067893,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Taylor Heinicke","ATL","QB","12476","weighted",23.5609666666667,17.9356918013532,0.148733233979136,0.0707106781186548,0.0487332339791356,0.0707106781186548,1.70886666666667,0.250822050061738,0,0,0.0436666666666667,0.050929740533706,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Sam Ehlinger","IND","QB","15250","weighted",37,NA,0.2,NA,0,NA,4,NA,0,NA,0.1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Marcus Mariota","PHI","QB","12141","weighted",15.6571078431373,12.6130631234228,0.12975432211101,0.0561970467865946,0.02975432211101,0.0561970467865946,2.38637955182073,2.37007015906288,0.0249630894024276,0.0475097249989103,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Jameis Winston","NO","QB","12140","weighted",21.54217585693,17.1826947828331,0.148733233979136,0.0707106781186548,0.0974664679582712,0.14142135623731,1.53859910581222,0.636396103067893,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Nick Mullens","MIN","QB","13968","weighted",21.3618479880775,13.2936074863071,0.1,3.92649151415701e-17,0.0974664679582712,0.14142135623731,0.948733233979136,0.0707106781186547,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Teddy Bridgewater","DET","QB","11640","weighted",15.8645868347339,8.88265543142933,0.111379551820728,0.0605397153653217,0.0642296918767507,0.0933680349711693,0.62077731092437,0.495451496822035,0.00230392156862745,0.0048732534653623,0,0,0.02,4.01523218645835e-18,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Sam Darnold","SF","QB","13592","weighted",13.8270073989755,5.24964021874876,0.0794047619047619,0.0502970374168063,0.0390266106442577,0.0503897527490501,0.805819009675583,0.548144410239258,0.0165155378486056,0.0257790147046052,0.00294963005122368,0.0039931866437755,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Mike White","MIA","QB","13598","weighted",16.8220566318927,7.14177848998413,0.0512667660208644,0.0707106781186548,0.0487332339791356,0.0707106781186548,0.846199701937407,0.212132034355964,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Clayton Tune","ARI","QB","16160","weighted",14.9858191790517,3.69722099230436,0.0212453874538745,0.0395860576751581,0.145341328413284,0.0510043621244599,1.20370665251238,1.17952086698737,0.0114828358761665,0.0148505102407235,0.00411417787213966,0.0040614561177481,0.04,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Dorian Thompson-Robinson","CLE","QB","16158","weighted",9.88003048780488,13.930003589375,0.0300914634146341,0.0424264068711929,0.0501524390243903,0.0707106781186548,0.115350609756098,0.162634559672906,0.010030487804878,0.014142135623731,0.00501524390243902,0.00707106781186548,0.04,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Bailey Zappe","NE","QB","15696","weighted",19.01,NA,0.05,NA,0.09,NA,0.09,NA,0,NA,0,NA,0.03,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Easton Stick","LAC","QB","14069","weighted",9.61274907749078,8.41632264845595,0.0667988929889299,0.0542402802635586,0.024280442804428,0.0452412087716093,0.0667988929889299,0.0542402802635586,0.00607011070110701,0.0113103021929023,0.00435116851168512,0.00488988176539365,0.03,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
