"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.2,1.53,2.15,20.4,25.1,13.5,13.7,13.1,1,1,1,1,"1",NA,NA,47
"2","Tony Pollard","RB","DAL",20.1,1.38,3.2,17.8,21.8,11.4,11.1,9.77,2,3,5,2,"2",NA,NA,41
"3","Justin Jefferson","WR","MIN",22.8,1.83,0.3,20.7,25.2,11.3,11.2,11.9,3,2,2,1,"1",NA,NA,75
"4","Tyreek Hill","WR","MIA",22.5,1.93,3.88,19.9,24.4,11,10.5,11.1,4,4,3,2,"2",NA,NA,80
"5","Travis Kelce","TE","KC",18.6,2.56,4.08,14.4,20.8,10,7.79,10.8,5,8,4,1,"1",NA,NA,99
"6","Joe Mixon","RB","CIN",16.9,1.84,0.149,14.8,20.1,8.19,8.05,8.11,6,5,7,3,"2",NA,NA,71
"7","Bijan Robinson","RB","ATL",16.8,2.9,0.333,12.2,20.6,8.04,5.52,8.63,7,20,6,4,"2",NA,NA,94
"8","Derrick Henry","RB","TEN",16.4,1.12,0.115,14.4,17.3,7.71,7.68,5.31,8,9,23,5,"3",NA,NA,10
"9","Josh Jacobs","RB","LVR",16.3,1.28,0.118,14.7,18.3,7.59,7.97,6.29,9,6,19,6,"3",NA,NA,29
"10","Patrick Mahomes","QB","KC",24.9,1.61,2.24,23.4,27.6,7.48,7.19,7.57,10,11,10,1,"1",NA,NA,76
"11","Travis Etienne","RB","JAC",16.2,1.74,0.126,14,18.9,7.48,7.28,6.93,11,10,15,7,"3",NA,NA,64
"12","Jahmyr Gibbs","RB","DET",16.1,2.65,0.288,12.1,19.3,7.35,5.44,7.31,12,22,14,8,"3",NA,NA,90
"13","Keenan Allen","WR","LAC",18.6,2.51,0.167,13.7,20.9,7.1,4.29,7.61,13,32,8,3,"2",NA,NA,94
"14","Kyren Williams","RB","LAR",15.8,2.25,0.701,12.9,18.7,7.06,6.21,6.67,14,14,16,9,"4",NA,NA,87
"15","Davante Adams","WR","LVR",18.4,1.37,0.301,17.4,20.8,6.93,7.94,7.55,15,7,11,4,"2",NA,NA,46
"16","CeeDee Lamb","WR","DAL",18.1,2.57,0.186,13.8,20.9,6.63,4.33,7.59,16,31,9,5,"2",NA,NA,97
"17","Ja'Marr Chase","WR","CIN",17.9,2.04,0.618,14.9,20.7,6.45,5.47,7.39,17,21,13,6,"3",NA,NA,87
"18","Rhamondre Stevenson","RB","NE",15.1,1.59,0.473,12.4,16.8,6.36,5.72,4.8,18,18,26,10,"4",NA,NA,51
"19","Mark Andrews","TE","BAL",14.5,1.21,0.918,13.3,16.6,5.94,6.64,6.61,19,12,17,2,"2",NA,NA,59
"20","Kenneth Walker III","RB","SEA",14.6,1.34,0.342,12.7,16.9,5.89,5.97,4.88,20,16,24,11,"4",NA,NA,34
"21","Amon-Ra St. Brown","WR","DET",17.3,2.48,0.23,13.2,20.8,5.83,3.77,7.54,21,43,12,7,"3",NA,NA,93
"22","Calvin Ridley","WR","JAC",17.1,1.18,0.0459,15.7,18.9,5.6,6.28,5.65,22,13,22,8,"3",NA,NA,27
"23","Joshua Kelley","RB","LAC",14.3,1.75,0.09,12,16.8,5.55,5.3,4.84,24,23,25,12,"4",NA,NA,67
"24","Stefon Diggs","WR","BUF",17.1,1.9,0.953,14.4,19.7,5.55,4.98,6.4,23,24,18,9,"4",NA,NA,79
"25","Alexander Mattison","RB","MIN",14.2,1.34,0.303,12.9,16.5,5.46,6.19,4.51,25,15,31,13,"5",NA,NA,36
"26","Jalen Hurts","QB","PHI",22.7,1.24,0.576,21,24.1,5.24,4.83,4.12,26,26,32,2,"1",NA,NA,53
"27","James Conner","RB","ARI",13.9,1.32,0.0472,11.4,15.2,5.15,4.68,3.18,27,28,40,14,"5",NA,NA,31
"28","Raheem Mostert","RB","MIA",13.8,1.74,0.214,10.9,16,5.11,4.18,4.04,28,36,34,15,"5",NA,NA,66
"29","T.J. Hockenson","TE","MIN",13.6,0.861,2,12.2,14.5,5.02,5.53,4.54,29,19,30,3,"3",NA,NA,26
"30","Miles Sanders","RB","CAR",13.6,0.725,0.192,12.6,14.6,4.89,5.9,2.59,30,17,50,16,"5",NA,NA,3
"31","Rachaad White","RB","TB",13.4,1.33,0.461,10.7,14.1,4.7,3.99,2.13,31,38,60,17,"5",NA,NA,33
"32","Josh Allen","QB","BUF",22.1,0.995,0.478,20.7,23,4.66,4.51,3.05,32,30,42,3,"1",NA,NA,18
"33","Deebo Samuel","WR","SF",16.1,1.96,0.00666,13.7,19.1,4.6,4.25,5.78,33,34,21,10,"4",NA,NA,83
"34","Puka Nacua","WR","LAR",16.1,2.09,0.472,13.4,19.2,4.59,3.98,5.92,34,39,20,11,"4",NA,NA,89
"35","Isiah Pacheco","RB","KC",12.9,1.64,0.146,11.4,16.1,4.24,4.71,4.07,35,27,33,18,"5",NA,NA,56
"36","Lamar Jackson","QB","BAL",21.6,1.06,0.876,20.5,23.2,4.18,4.27,3.16,36,33,41,4,"2",NA,NA,24
"37","Chris Olave","WR","NO",15.6,1.34,0.0396,14.3,18,4.12,4.88,4.7,37,25,28,12,"4",NA,NA,39
"38","James Cook","RB","BUF",12.8,1.36,0.226,11.3,14.7,4.09,4.59,2.67,38,29,48,19,"6",NA,NA,37
"39","A.J. Brown","WR","PHI",15.6,2.02,0.519,12.6,18,4.08,3.13,4.75,39,47,27,13,"4",NA,NA,85
"40","Zack Moss","RB","IND",12.6,1.27,0.184,10.6,14.2,3.87,3.92,2.22,40,40,56,20,"6",NA,NA,27
"41","Brian Robinson","RB","WAS",12.4,1.09,0.144,10.5,13.5,3.68,3.78,1.51,41,42,74,21,"6",NA,NA,6
"42","Tee Higgins","WR","CIN",15.1,1.14,0.124,13.6,17.2,3.56,4.19,3.86,42,35,36,14,"4",NA,NA,20
"43","Javonte Williams","RB","DEN",12.2,1.19,0.162,10.8,14.1,3.54,4.11,2.11,43,37,61,22,"6",NA,NA,19
"44","DK Metcalf","WR","SEA",14.9,2.54,0.102,11.6,17.9,3.44,2.1,4.63,44,63,29,15,"5",NA,NA,96
"45","D'Andre Swift","RB","PHI",12.1,2.68,0.147,7.98,15.6,3.38,1.27,3.62,45,75,37,23,"6",NA,NA,91
"46","Mike Evans","WR","TB",14.8,1.49,0.389,12.4,16.6,3.34,2.96,3.34,46,50,38,16,"5",NA,NA,51
"47","Justin Herbert","QB","LAC",20.8,1.15,0.332,19.5,22.4,3.31,3.3,2.44,47,46,54,5,"3",NA,NA,29
"48","Breece Hall","RB","NYJ",11.9,1.8,0.201,9.07,14.1,3.23,2.37,2.16,48,60,58,24,"6",NA,NA,70
"49","Najee Harris","RB","PIT",11.7,1.71,0.228,9.59,14.5,3.03,2.89,2.47,49,51,52,25,"6",NA,NA,60
"50","George Kittle","TE","SF",11.6,1.26,0.668,9.37,13.3,3.02,2.72,3.3,50,53,39,4,"3",NA,NA,68
"51","Kirk Cousins","QB","MIN",20.4,0.747,1.17,19.3,21.3,2.97,3.13,1.35,51,48,78,6,"4",NA,NA,1
"52","DeVonta Smith","WR","PHI",14.4,1.6,0.131,12.3,17.3,2.95,2.85,4,52,52,35,17,"5",NA,NA,59
"53","Mike Williams","WR","LAC",14.3,1.54,0.00882,11.7,16,2.82,2.26,2.71,53,61,47,18,"5",NA,NA,54
"54","Michael Pittman","WR","IND",14.3,0.808,0.578,12.8,15.2,2.81,3.32,1.86,54,45,64,19,"5",NA,NA,7
"55","Jerome Ford","RB","CLE",11.5,1.9,0.232,9.4,14.6,2.8,2.7,2.65,55,54,49,26,"7",NA,NA,74
"56","M.J. Stewart","DB","HOU",8.74,0.00707,0.614,8.74,8.75,2.7,3.11,1.18,56,49,80,1,"1",NA,NA,2
"57","AJ Dillon","RB","GB",11.3,2.2,0.355,8.29,14.1,2.57,1.59,2.14,57,72,59,27,"7",NA,NA,86
"58","Darren Waller","TE","NYG",10.9,0.879,0.197,9.99,12.5,2.36,3.33,2.46,58,44,53,5,"4",NA,NA,29
"59","George Pickens","WR","PIT",13.7,1.46,0.271,11.9,15.8,2.23,2.42,2.48,59,59,51,20,"6",NA,NA,48
"60","Dameon Pierce","RB","HOU",10.9,1.16,0.0579,8.95,12.1,2.21,2.25,0.145,60,62,117,28,"7",NA,NA,14
"61","Gus Edwards","RB","BAL",10.9,1.63,0.245,8.78,13.5,2.16,2.08,1.55,62,64,72,29,"7",NA,NA,54
"62","Evan Engram","TE","JAC",10.7,1.22,1.36,8.36,11.8,2.16,1.71,1.75,61,71,66,6,"5",NA,NA,62
"63","K'Von Wallace","DB","ARI",8.13,0,1.17,8.13,8.13,2.08,2.5,0.559,63,57,99,2,"2",NA,NA,1
"64","Henry To'oTo'o","LB","HOU",8.78,0.0424,0.688,8.75,8.81,2.05,3.8,-0.921,64,41,221,1,"1",NA,NA,2
"65","Tyler Lockett","WR","SEA",13.5,1.75,0.0969,10.8,16.1,1.96,1.37,2.81,65,74,45,21,"6",NA,NA,70
"66","Jaylen Warren","RB","PIT",10.6,1.11,0.477,9.34,12,1.91,2.64,-0.0197,66,56,131,30,"8",NA,NA,7
"67","Garrett Wilson","WR","NYJ",13.4,1.68,0.113,11.2,15.4,1.86,1.79,2.1,67,70,62,22,"6",NA,NA,65
"68","Trevor Lawrence","QB","JAC",19.3,1.18,0.0234,17.3,20.6,1.81,1.07,0.572,68,77,96,7,"4",NA,NA,38
"69","Tua Tagovailoa","QB","MIA",19.2,1.31,0.671,16.9,20.2,1.78,0.671,0.222,69,94,113,8,"4",NA,NA,59
"70","Amari Cooper","WR","CLE",13.2,1.08,0.0425,11.4,14.3,1.75,1.98,1.05,70,66,82,23,"6",NA,NA,15
"71","Nico Collins","WR","HOU",13.2,1.81,0.0423,10.5,15.5,1.71,1.02,2.21,71,81,57,24,"6",NA,NA,73
"72","Christian Kirk","WR","JAC",13.2,1.61,0.134,10.5,14.8,1.66,1.05,1.51,72,79,73,25,"6",NA,NA,61
"73","T.J. Watt","DL","PIT",5.98,0.778,0.79,5.51,6.58,1.59,1.8,1.28,73,68,79,1,"1",NA,NA,45
"74","Chris Godwin","WR","TB",13,0.742,0.098,12.1,14,1.53,2.68,0.687,74,55,93,26,"6",NA,NA,3
"75","Tyler Allgeier","RB","ATL",10.1,2.17,0.524,7.49,13.8,1.43,0.783,1.79,75,90,65,31,"8",NA,NA,83
"76","Zay Flowers","WR","BAL",12.9,1.85,0.177,10,15.6,1.43,0.567,2.3,76,100,55,27,"6",NA,NA,76
"77","Foyesade Oluokun","LB","JAC",8.1,3.06,0.468,5.35,11.1,1.36,0.401,1.38,77,107,77,2,"1",NA,NA,87
"78","Jerry Jeudy","WR","DEN",12.8,2.02,0.201,9.87,15.4,1.25,0.42,2.08,78,105,63,28,"6",NA,NA,86
"79","Dak Prescott","QB","DAL",18.6,1.37,0.159,16.8,20.9,1.11,0.665,0.896,79,95,86,9,"4",NA,NA,62
"80","DeAndre Hopkins","WR","TEN",12.6,0.923,0.0485,11.3,13.7,1.05,1.83,0.446,80,67,108,29,"6",NA,NA,11
"81","Terry McLaurin","WR","WAS",12.5,1.33,0.367,11.4,15,1.01,1.99,1.7,81,65,68,30,"7",NA,NA,38
"82","Chiefs","DST","KC",7.56,1.29,0.836,6.18,9.72,0.995,1.07,0.03,82,78,129,1,"1",NA,NA,94
"83","Geno Smith","QB","SEA",18.4,1.03,0.166,17,19.9,0.954,0.839,-0.076,83,86,137,10,"4",NA,NA,21
"84","Derwin James","DB","LAC",6.96,2.22,0.28,5.04,9.25,0.916,-0.592,1.68,84,187,69,3,"2",NA,NA,97
"85","Aaron Jones","RB","GB",9.62,4.75,0.1,1.78,14.9,0.91,-4.93,2.92,85,672,43,32,"8",NA,NA,99
"86","Roquan Smith","LB","BAL",7.63,3.16,0.224,5.16,11.1,0.89,0.204,1.42,86,118,76,3,"1",NA,NA,91
"87","Khalil Herbert","RB","CHI",9.52,1.86,0.355,6.7,12.1,0.81,0,0.123,87,130,122,33,"8",NA,NA,73
"88","Dallas Goedert","TE","PHI",9.36,0.722,0.0533,8.44,10.4,0.802,1.79,0.419,88,69,109,7,"5",NA,NA,12
"89","Micah Parsons","DL","DAL",5.19,0.141,0.182,5.1,5.3,0.801,1.39,0,89,73,130,2,"1",NA,NA,1
"90","Jared Goff","QB","DET",18.2,1.15,0.0846,16.7,19.6,0.789,0.49,-0.353,90,103,157,11,"5",NA,NA,32
"91","Sam LaPorta","TE","DET",9.3,1.37,0.259,6.9,10.8,0.749,0.249,0.81,91,116,88,8,"5",NA,NA,76
"92","Justin Fields","QB","CHI",18.2,1.56,0.704,16.4,20.9,0.704,0.185,0.885,92,119,87,12,"5",NA,NA,74
"93","Nicholas Morrow","LB","PHI",7.4,0.0424,0.05,7.37,7.43,0.665,2.42,-2.3,93,58,354,4,"1",NA,NA,1
"94","Jakobi Meyers","WR","LVR",12.1,1.62,0.0604,9.68,14.4,0.638,0.229,1.06,94,117,81,31,"7",NA,NA,62
"95","Antoine Winfield","DB","TB",6.68,1.34,0.0106,5.44,7.92,0.636,-0.193,0.35,95,154,111,4,"2",NA,NA,62
"96","Cameron Dicker","K","LAC",9.5,1.41,0.0238,6.96,10.7,0.627,-0.235,0.457,96,157,106,1,"1",NA,NA,77
"97","Johnathan Ford","DB","GB",6.67,0.0212,0.124,6.66,6.69,0.626,1.03,-0.882,97,80,215,5,"2",NA,NA,14
"98","Danielle Hunter","DL","MIN",5,1.36,0.0375,3.78,6.33,0.619,0.0675,1.04,98,128,83,3,"1",NA,NA,75
"99","Zaire Franklin","LB","IND",7.35,2.87,0.0312,5.04,10.5,0.615,0.0937,0.771,99,127,90,5,"1",NA,NA,77
"100","Greg Joseph","K","MIN",9.47,2.05,0.0124,7.52,13,0.604,0.323,2.77,100,113,46,2,"1",NA,NA,94
"101","Harrison Butker","K","KC",9.46,2.46,0.0487,6.07,13,0.591,-1.12,2.82,101,253,44,3,"1",NA,NA,99
"102","Logan Wilson","LB","CIN",7.32,1.96,0.367,5.63,9.36,0.584,0.682,-0.371,102,93,161,6,"1",NA,NA,13
"103","Jeffery Simmons","DL","TEN",4.97,1.38,0.321,4.03,5.92,0.582,0.318,0.627,103,114,95,4,"1",NA,NA,76
"104","Tutu Atwell","WR","LAR",12.1,1.12,0.206,10.2,13.4,0.577,0.791,0.143,104,89,118,32,"7",NA,NA,18
"105","Jason Sanders","K","MIA",9.41,0.914,0.313,7.9,10.4,0.543,0.709,0.142,105,91,119,4,"1",NA,NA,16
"106","Elijah Hicks","DB","CHI",6.55,0.0141,0.395,6.54,6.56,0.501,0.91,-1.01,106,84,226,6,"3",NA,NA,9
"107","Tyler Higbee","TE","LAR",9.04,0.915,0.211,7.59,10.1,0.489,0.943,0.139,107,83,120,9,"6",NA,NA,35
"108","Matt Breida","RB","NYG",9.16,1.77,0.455,7.53,12.2,0.455,0.824,0.19,108,87,114,34,"9",NA,NA,69
"109","D.J. Moore","WR","CHI",11.9,1.21,0.0413,10.5,14,0.372,1.02,0.678,109,82,94,33,"7",NA,NA,30
"110","Marquise Brown","WR","ARI",11.8,1.35,0.03,10.1,14.3,0.331,0.685,1.02,110,92,84,34,"7",NA,NA,42
"111","Michael Thomas","WR","NO",11.8,1.17,0.301,9.85,13,0.301,0.401,-0.306,111,106,153,35,"7",NA,NA,25
