"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.9,1.35,4.11,21.1,24.6,15.1,15.5,13.7,1,1,1,1,"1",NA,NA,61
"2","Tyreek Hill","WR","MIA",21.6,1.06,0.00938,20.4,22.8,11.1,11.2,10.4,2,2,4,1,"1",NA,NA,34
"3","Justin Jefferson","WR","MIN",21.6,1.78,1.66,19,24,11.1,9.84,11.5,3,5,2,2,"2",NA,NA,87
"4","Bijan Robinson","RB","ATL",18.8,2.41,1.23,15.3,21.7,11,9.66,10.9,4,6,3,2,"2",NA,NA,92
"5","Josh Jacobs","RB","LVR",17.6,1.33,0.661,15.5,19,9.72,9.89,8.12,5,4,9,3,"2",NA,NA,58
"6","Travis Kelce","TE","KC",18.4,2.15,4.48,15.6,20.5,9.58,8.07,10.3,6,14,5,1,"1",NA,NA,99
"7","Davante Adams","WR","LVR",19.9,1.53,0.319,18.2,22.2,9.41,9.04,9.81,7,10,6,3,"2",NA,NA,76
"8","Stefon Diggs","WR","BUF",19.6,1.18,0.283,18.2,21.3,9.09,9.09,8.82,8,9,8,4,"3",NA,NA,44
"9","Tony Pollard","RB","DAL",16.9,1.12,0.583,15.8,18.5,9.06,10.1,7.66,9,3,13,4,"3",NA,NA,41
"10","Ja'Marr Chase","WR","CIN",19.3,1.64,1.2,17.7,21.8,8.81,8.52,9.42,10,13,7,5,"4",NA,NA,79
"11","Alvin Kamara","RB","NO",16.4,0.65,0.0283,15.1,16.8,8.48,9.47,5.91,11,7,19,5,"3",NA,NA,11
"12","Derrick Henry","RB","TEN",16.3,1.42,0.166,15.1,18.8,8.45,9.43,7.92,12,8,11,6,"3",NA,NA,65
"13","Joe Mixon","RB","CIN",16.2,1.3,0.199,14.6,18.3,8.28,8.98,7.4,13,11,14,7,"3",NA,NA,55
"14","Kyren Williams","RB","LAR",16,1.64,0.611,14.4,18.6,8.08,8.76,7.77,14,12,12,8,"4",NA,NA,76
"15","A.J. Brown","WR","PHI",18.1,1.75,1.12,16.2,20.4,7.6,7.03,7.96,15,24,10,6,"5",NA,NA,83
"16","David Montgomery","RB","DET",15.4,2,0.333,12.8,17.7,7.47,7.11,6.88,16,23,15,9,"4",NA,NA,87
"17","D'Andre Swift","RB","PHI",15,0.867,0.109,13.6,15.7,7.14,7.91,4.85,17,15,28,10,"4",NA,NA,18
"18","Raheem Mostert","RB","MIA",14.9,0.901,0.129,13.5,15.9,7.03,7.81,5,18,17,25,11,"4",NA,NA,20
"19","Devon Achane","RB","MIA",14.8,1.97,0.0531,12.3,17.2,6.9,6.68,6.4,19,25,16,12,"4",NA,NA,86
"20","Aaron Jones","RB","GB",14.7,1.07,0.0946,13.5,16.6,6.85,7.89,5.75,20,16,21,13,"5",NA,NA,32
"21","Travis Etienne","RB","JAC",14.6,0.979,0.126,13,15.8,6.75,7.31,4.93,21,21,27,14,"5",NA,NA,25
"22","James Conner","RB","ARI",14.5,0.913,0.296,13.1,15.6,6.63,7.46,4.73,22,19,29,15,"5",NA,NA,23
"23","CeeDee Lamb","WR","DAL",17,0.953,0.863,15.6,18.4,6.48,6.45,5.96,23,26,18,7,"5",NA,NA,26
"24","Brian Robinson","RB","WAS",14.2,0.7,0.597,13.4,15.1,6.33,7.75,4.2,24,18,33,16,"6",NA,NA,13
"25","Patrick Mahomes","QB","KC",23.9,0.428,0.649,23.3,24.5,6.22,7.43,5,25,20,26,1,"1",NA,NA,1
"26","James Cook","RB","BUF",13.6,1.56,0.0143,11.5,15.3,5.74,5.8,4.46,26,32,31,17,"6",NA,NA,72
"27","Rhamondre Stevenson","RB","NE",13.6,0.605,0.337,12.9,14.6,5.72,7.27,3.75,27,22,39,18,"6",NA,NA,8
"28","Cooper Kupp","WR","LAR",16.1,2.08,0.13,14.2,18.8,5.62,5.05,6.36,28,36,17,8,"5",NA,NA,97
"29","Josh Allen","QB","BUF",23.2,1.25,0.907,21.9,25.3,5.57,5.98,5.85,29,29,20,2,"2",NA,NA,41
"30","Puka Nacua","WR","LAR",16,1.52,1.15,13.9,18.1,5.49,4.77,5.68,30,37,23,9,"6",NA,NA,74
"31","Isiah Pacheco","RB","KC",13.3,1.09,0.236,11.9,14.9,5.38,6.22,4.04,31,28,36,19,"6",NA,NA,37
"32","Breece Hall","RB","NYJ",13,1.18,0.0035,10.9,13.8,5.15,5.21,2.97,32,35,45,20,"6",NA,NA,46
"33","Jonathan Taylor","RB","IND",13,1.95,0.462,10.2,14.9,5.15,4.58,4.01,33,38,37,21,"7",NA,NA,85
"34","Mark Andrews","TE","BAL",13.9,1.75,0.802,11.6,15.9,5.1,4.11,5.69,34,44,22,2,"1",NA,NA,94
"35","Alexander Mattison","RB","MIN",12.6,0.811,0.304,11.5,13.8,4.68,5.88,2.96,35,30,47,22,"7",NA,NA,15
"36","Jalen Hurts","QB","PHI",22.3,1.08,1.75,21.1,23.6,4.67,5.23,4.15,36,34,34,3,"3",NA,NA,34
"37","Dameon Pierce","RB","HOU",12.3,0.503,0.25,11.5,12.8,4.38,5.8,1.93,37,31,61,23,"7",NA,NA,4
"38","Brandon Aiyuk","WR","SF",14.8,1.79,0.00705,12.9,17.8,4.34,3.79,5.36,38,48,24,10,"6",NA,NA,90
"39","T.J. Edwards","LB","CHI",11.1,0.00707,1,11.1,11.1,4.34,6.24,1,39,27,79,1,"1",NA,NA,1
"40","Deebo Samuel","WR","SF",14.8,1.24,0.116,12.8,16.4,4.33,3.65,3.96,40,52,38,11,"7",NA,NA,53
"41","T.J. Hockenson","TE","MIN",13.1,0.818,1.96,11.6,13.7,4.3,4.13,3.49,41,42,40,3,"2",NA,NA,44
"42","Nico Collins","WR","HOU",14.7,1.1,0.0965,12.9,15.9,4.22,3.76,3.44,42,49,41,12,"7",NA,NA,40
"43","Miles Sanders","RB","CAR",12,1.25,0.56,9.98,13,4.13,4.32,2.14,43,40,56,24,"8",NA,NA,51
"44","Chris Olave","WR","NO",14.6,1.21,0.0499,13.2,16.5,4.12,4.04,4.08,44,45,35,13,"7",NA,NA,46
"45","Jaylen Waddle","WR","MIA",14.6,1.28,0.103,13.7,16.9,4.07,4.56,4.47,45,39,30,14,"7",NA,NA,59
"46","DeVonta Smith","WR","PHI",14.5,0.987,0.162,12.9,15.5,3.97,3.73,3.12,46,50,43,15,"7",NA,NA,27
"47","Amon-Ra St. Brown","WR","DET",14.3,NA,0.0562,NA,NA,3.81,NA,NA,47,NA,NA,16,"7",NA,NA,NA
"48","Terry McLaurin","WR","WAS",14.2,1.07,0.133,13.1,15.6,3.75,4.01,3.14,48,46,42,17,"7",NA,NA,36
"49","Garrett Wilson","WR","NYJ",14.1,0.569,0.0953,13.4,14.8,3.62,4.26,2.41,49,41,50,18,"7",NA,NA,1
"50","Khalil Herbert","RB","CHI",11.4,1.66,0.358,8.71,13.4,3.57,3.05,2.52,50,56,49,25,"8",NA,NA,79
"51","Christian Kirk","WR","JAC",14,1.98,0.174,11.5,16.8,3.52,2.33,4.41,51,62,32,19,"7",NA,NA,96
"52","DeAndre Hopkins","WR","TEN",13.8,1.32,0.0185,11.8,15.4,3.35,2.69,3.01,52,58,44,20,"7",NA,NA,63
