"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Amari Cooper","WR","CLE",49.5,1.01e-14,27.1,49.5,49.5,38.4,41.4,34.1,1,1,1,1,"1",NA,NA,4
"2","Christian McCaffrey","RB","SF",24.1,1.68,3.55,21.4,26.4,13.6,14.6,13.3,2,2,5,1,"1",NA,NA,44
"3","CeeDee Lamb","WR","DAL",22.4,2.24,0.0839,19.6,25.2,11.3,11.5,9.8,3,4,13,2,"1",NA,NA,46
"4","Tyreek Hill","WR","MIA",22.3,1.53,3.42,20.2,24.7,11.2,12.1,9.24,4,3,15,3,"2",NA,NA,28
"5","Breece Hall","RB","NYJ",20.5,10.8,1.17,15.3,42.4,10,8.51,29.3,5,7,2,2,"1",NA,NA,99
"6","Kyren Williams","RB","LAR",19.4,1.85,1.07,17.1,21.8,8.87,10.3,8.67,6,5,18,3,"2",NA,NA,50
"7","Rachaad White","RB","TB",18.3,1.44,1.07,16.9,20.9,7.79,10.1,7.81,7,6,24,4,"3",NA,NA,31
"8","Amon-Ra St. Brown","WR","DET",18.9,4.5,0.21,15.7,27.8,7.75,7.66,12.3,8,8,6,4,"2",NA,NA,87
"9","Justin Jefferson","WR","MIN",18.7,3.6,0.207,14.6,25.4,7.54,6.53,9.98,9,17,12,5,"2",NA,NA,77
"10","Puka Nacua","WR","LAR",18.5,6.57,0.0182,13.3,31.5,7.33,5.24,16.1,10,31,4,6,"2",NA,NA,97
"11","Mike Evans","WR","TB",18.4,4.23,0.645,15,26.6,7.32,6.92,11.2,11,12,8,7,"2",NA,NA,86
"12","Jalen Hurts","QB","PHI",24,1.62,0.82,21.6,25.6,7.1,6.69,4.58,12,14,40,1,"1",NA,NA,41
"13","Jahmyr Gibbs","RB","DET",17.2,4.14,1.14,12.2,24.7,6.72,5.36,11.6,13,30,7,5,"4",NA,NA,96
"14","A.J. Brown","WR","PHI",17.8,2.28,0.842,14.1,20.7,6.67,5.98,5.25,14,23,34,8,"3",NA,NA,51
"15","Josh Allen","QB","BUF",23.2,1.63,2.09,21,25.9,6.29,6.12,4.88,15,19,36,2,"2",NA,NA,44
"16","Brandon Aiyuk","WR","SF",17,2.72,0.548,13.2,21.2,5.83,5.1,5.74,16,32,30,9,"3",NA,NA,62
"17","Ezekiel Elliott","RB","NE",16.1,2.78,0.0351,13.4,21.4,5.58,6.62,8.25,17,15,21,6,"4",NA,NA,81
