"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.2,1.32,2.12,19.1,22.9,13.5,13,12.9,1,1,1,1,"1",NA,NA,55
"2","Austin Ekeler","RB","LAC",19,1.09,1.25,18,21,11.4,12,11,2,2,3,2,"2",NA,NA,39
"3","Ja'Marr Chase","WR","CIN",20.4,2.06,0.229,18,23.1,10.3,9.27,11,3,4,4,1,"1",NA,NA,90
"4","Travis Etienne","RB","JAC",17.8,1.08,0.383,16.3,19.1,10.1,10.3,9.11,4,3,8,3,"2",NA,NA,38
"5","Stefon Diggs","WR","BUF",20.1,2.11,0.75,17.4,23.3,10,8.66,11.2,5,5,2,2,"1",NA,NA,94
"6","Alvin Kamara","RB","NO",17.4,1.54,1.46,14.6,19.3,9.73,8.53,9.36,6,7,7,4,"3",NA,NA,77
"7","CeeDee Lamb","WR","DAL",19.4,2.05,1.12,16,21.9,9.29,7.32,9.85,7,14,6,3,"2",NA,NA,89
"8","Josh Allen","QB","BUF",24.9,1.87,4.84,22.5,28,8.7,7.87,9.96,8,12,5,1,"1",NA,NA,83
"9","Saquon Barkley","RB","NYG",15.9,1.47,0.0347,13.7,17.5,8.27,7.67,7.57,9,13,14,5,"3",NA,NA,71
"10","Breece Hall","RB","NYJ",15.9,1.07,0.15,13.9,16.8,8.23,7.9,6.86,10,11,16,6,"4",NA,NA,33
"11","Amon-Ra St. Brown","WR","DET",18.3,0.931,0.0574,17.4,19.7,8.17,8.64,7.65,11,6,12,4,"2",NA,NA,21
"12","Keenan Allen","WR","LAC",18.2,1.17,2.69,16.9,20.3,8.11,8.21,8.22,12,9,10,5,"3",NA,NA,41
"13","Jonathan Taylor","RB","IND",15.7,1.46,0.166,14,18.4,8.08,8.02,8.48,13,10,9,7,"4",NA,NA,70
"14","Tony Pollard","RB","DAL",15.6,1.64,0.186,13.2,17.8,7.92,7.21,7.79,14,15,11,8,"4",NA,NA,87
"15","Derrick Henry","RB","TEN",15.4,1.28,0.0502,14.3,17.6,7.73,8.24,7.64,15,8,13,9,"4",NA,NA,51
"16","Joe Mixon","RB","CIN",15.3,1.74,0.0962,12.4,17.5,7.68,6.41,7.57,16,18,15,10,"4",NA,NA,91
"17","Josh Jacobs","RB","LVR",15.2,1.56,0.168,13,16.6,7.58,6.98,6.62,17,16,17,11,"4",NA,NA,78
"18","Rachaad White","RB","TB",15.1,1.58,0.89,12.7,16.3,7.42,6.69,6.32,18,17,19,12,"5",NA,NA,81
"19","Rhamondre Stevenson","RB","NE",14.2,1.42,0.132,12.1,16,6.53,6.1,6.03,19,20,21,13,"5",NA,NA,64
"20","Aaron Jones","RB","GB",14.1,1.07,0.396,12.2,15.3,6.39,6.14,5.33,20,19,26,14,"5",NA,NA,35
"21","Kenneth Walker III","RB","SEA",13.7,1.71,0.102,11.7,16.6,6,5.69,6.6,21,21,18,15,"6",NA,NA,88
"22","Bijan Robinson","RB","ATL",13.6,1.3,0.723,11.7,15.6,5.9,5.68,5.64,22,22,24,16,"6",NA,NA,54
"23","Adam Thielen","WR","CAR",15.5,1.04,0.617,13.7,16.8,5.42,5,4.75,23,26,30,6,"3",NA,NA,32
"24","David Montgomery","RB","DET",12.8,1.4,0.209,11.2,15.1,5.17,5.18,5.18,24,24,28,17,"6",NA,NA,59
"25","Alexander Mattison","RB","MIN",12.6,1.19,0.0763,11.1,14.2,4.96,5.11,4.29,25,25,36,18,"7",NA,NA,48
"26","James Cook","RB","BUF",12.6,1.1,0.295,11.5,14.4,4.89,5.42,4.43,26,23,35,19,"7",NA,NA,41
"27","Mark Andrews","TE","BAL",13.5,1.86,0.855,10.4,15.5,4.85,3.02,5.72,27,44,23,1,"1",NA,NA,94
"28","DeAndre Hopkins","WR","TEN",14.9,1.58,0.182,12.4,17.3,4.81,3.71,5.19,28,36,27,7,"3",NA,NA,68
"29","Brandon Aiyuk","WR","SF",14.7,1.27,0.162,13.3,16.8,4.63,4.57,4.69,29,28,31,8,"3",NA,NA,46
"30","Javonte Williams","RB","DEN",12.3,1.24,0.163,11,14.1,4.59,4.92,4.18,30,27,38,20,"7",NA,NA,49
"31","Michael Pittman","WR","IND",14.6,0.948,0.0262,13,15.7,4.46,4.25,3.58,31,30,48,9,"3",NA,NA,24
"32","DK Metcalf","WR","SEA",14.5,1.83,0.227,12.8,17.7,4.44,4.12,5.62,32,31,25,10,"4",NA,NA,80
"33","Jahmyr Gibbs","RB","DET",12.1,2.79,0.116,8.17,15.8,4.43,2.14,5.85,33,60,22,21,"7",NA,NA,99
"34","DOnta Foreman","RB","CHI",12,1.58,0.0786,10.1,14.6,4.31,4.06,4.61,34,34,32,22,"7",NA,NA,83
"35","Jerome Ford","RB","CLE",11.9,1.42,0.0816,10.1,13.8,4.24,4.07,3.88,35,33,42,23,"7",NA,NA,62
"36","Mike Evans","WR","TB",14.3,1.77,0.176,11.5,16.3,4.21,2.78,4.27,36,50,37,11,"4",NA,NA,77
"37","James Conner","RB","ARI",11.8,0.825,0.561,10.5,12.5,4.15,4.49,2.56,37,29,63,24,"8",NA,NA,23
"38","Garrett Wilson","WR","NYJ",14.1,1.36,0.233,11.9,15.7,4.03,3.15,3.63,38,43,46,12,"4",NA,NA,49
"39","Sam LaPorta","TE","DET",12.6,1.04,0.0517,10.8,13.7,3.99,3.48,3.86,39,38,43,2,"1",NA,NA,56
"40","T.J. Hockenson","TE","MIN",12.6,1.29,0.205,10.6,14.3,3.94,3.27,4.45,40,42,34,3,"1",NA,NA,71
"41","Lamar Jackson","QB","BAL",20.1,1.29,0.253,18.8,22.2,3.86,4.12,4.13,41,32,39,2,"1",NA,NA,46
"42","Christian Kirk","WR","JAC",13.9,1.64,0.0982,11.1,15.9,3.8,2.41,3.79,42,58,45,13,"4",NA,NA,72
"43","Dalton Schultz","TE","HOU",12.4,2.14,0.254,9.92,16.1,3.74,2.56,6.3,43,54,20,4,"1",NA,NA,97
"44","Nathaniel Dell","WR","HOU",13.8,1.7,0.117,11.5,16,3.7,2.78,3.89,44,49,41,14,"4",NA,NA,76
"45","Joe Burrow","QB","CIN",19.8,1.35,0.1,18.3,21.6,3.6,3.61,3.49,45,37,49,3,"1",NA,NA,51
"46","Najee Harris","RB","PIT",11.3,0.765,0.205,9.8,12.1,3.59,3.77,2.11,46,35,71,25,"8",NA,NA,19
"47","Deebo Samuel","WR","SF",13.7,1.12,0.278,12,15.3,3.58,3.31,3.22,47,40,54,15,"4",NA,NA,37
"48","Justin Herbert","QB","LAC",19.7,1.46,0.378,17.3,21.5,3.5,2.68,3.42,48,52,50,4,"1",NA,NA,60
"49","Dalton Kincaid","TE","BUF",12.1,1.34,0.453,9.91,13.4,3.48,2.54,3.61,49,55,47,5,"2",NA,NA,76
"50","Brian Robinson","RB","WAS",11.1,1.78,0.17,7.65,12.9,3.39,1.62,2.89,50,68,57,26,"8",NA,NA,93
"51","Chris Olave","WR","NO",13.4,0.908,0.0564,12,14.5,3.31,3.31,2.38,51,39,65,16,"5",NA,NA,20
"52","Davante Adams","WR","LVR",13.4,1.95,0.0426,11.5,16.6,3.25,2.81,4.52,52,48,33,17,"5",NA,NA,85
"53","Chuba Hubbard","RB","CAR",10.9,1.35,0.526,8.62,12.5,3.22,2.59,2.52,53,53,64,27,"9",NA,NA,57
"54","D.J. Moore","WR","CHI",13.3,1.56,0.111,10.3,14.8,3.21,1.63,2.74,54,67,59,18,"5",NA,NA,65
"55","Dak Prescott","QB","DAL",19.4,1.25,1.1,17.4,20.7,3.12,2.77,2.66,55,51,60,5,"2",NA,NA,40
"56","Marquise Brown","WR","ARI",13.2,1.15,0.108,11.5,14.3,3.1,2.82,2.21,56,47,69,19,"5",NA,NA,38
"57","Evan Engram","TE","JAC",11.7,1.02,0.0331,10.4,13.2,3.03,3.01,3.35,57,45,51,6,"2",NA,NA,47
"58","George Kittle","TE","SF",11.6,1.38,1.48,9.33,13.1,3,1.96,3.32,58,65,52,7,"3",NA,NA,82
"59","Tyler Lockett","WR","SEA",13.1,1.56,0.00222,11.2,15.9,2.99,2.49,3.82,59,56,44,20,"5",NA,NA,63
"60","Amari Cooper","WR","CLE",13.1,1.64,0.0967,11.2,15.4,2.99,2.48,3.32,60,57,53,21,"5",NA,NA,70
"61","Chris Godwin","WR","TB",13,1.15,0.0343,11.1,14.7,2.89,2.33,2.58,61,59,62,22,"5",NA,NA,39
"62","Diontae Johnson","WR","PIT",13,1.52,0.163,10.8,15,2.86,2.04,2.92,62,61,56,23,"5",NA,NA,62
"63","Gus Edwards","RB","BAL",10.4,2.15,0.132,8.04,14,2.69,2.01,4.03,64,63,40,28,"9",NA,NA,97
"64","Terry McLaurin","WR","WAS",12.8,0.528,0.119,12,13.5,2.69,3.28,1.44,63,41,80,24,"5",NA,NA,3
"65","Jordan Addison","WR","MIN",12.7,2.48,0.264,10.2,17.2,2.57,1.53,5.13,65,69,29,25,"5",NA,NA,99
"66","Devin Singletary","RB","HOU",10.2,1.54,0.104,8.02,11.8,2.56,1.99,1.85,66,64,75,29,"9",NA,NA,75
"67","Jaylen Warren","RB","PIT",10.1,0.743,1.71,8.89,10.9,2.46,2.86,0.92,67,46,86,30,"10",NA,NA,17
"68","Calvin Ridley","WR","JAC",12.4,1.46,0.337,10.1,14,2.31,1.43,1.97,68,70,74,26,"6",NA,NA,54
"69","C.J. Stroud","QB","HOU",18.2,1.43,0.335,16.6,20.2,2.02,1.94,2.12,69,66,70,6,"2",NA,NA,57
"70","Drake London","WR","ATL",12.1,0.892,0.561,10.7,13,1.97,2.02,0.952,70,62,85,27,"6",NA,NA,18
"71","Brock Purdy","QB","SF",17.9,2.08,0.21,14.9,20.4,1.69,0.188,2.3,71,93,67,7,"3",NA,NA,86
"72","Cole Kmet","TE","CHI",10.2,1.49,0.494,8.18,12.2,1.52,0.813,2.37,72,79,66,8,"4",NA,NA,85
"73","Geno Smith","QB","SEA",17.7,1.42,0.0505,15.1,18.8,1.48,0.386,0.75,73,89,87,8,"3",NA,NA,54
"74","Jared Goff","QB","DET",17.7,2.1,0.465,14.8,19.6,1.43,0.13,1.5,74,98,77,9,"3",NA,NA,91
"75","Gabriel Davis","WR","BUF",11.5,1.89,0.0288,9.45,14.9,1.41,0.735,2.86,75,80,58,28,"6",NA,NA,83
"76","George Pickens","WR","PIT",11.5,0.775,0.0239,10.1,12.3,1.38,1.34,0.221,76,71,98,29,"6",NA,NA,15
"77","Jakobi Meyers","WR","LVR",11.5,1.51,0.0595,9.94,14.1,1.36,1.22,1.99,77,72,73,30,"6",NA,NA,59
"78","Courtland Sutton","WR","DEN",11.4,1.22,0.356,9.39,12.7,1.3,0.678,0.658,78,82,89,31,"7",NA,NA,44
"79","Jake Ferguson","TE","DAL",9.68,1.36,0.175,7.98,11.8,1.03,0.618,2.03,80,85,72,9,"4",NA,NA,79
"80","Cowboys","DST","DAL",7.36,1.7,0.216,5.33,9.79,1.03,0.166,1.46,79,95,78,1,"1",NA,NA,99
"81","Sam Howell","QB","WAS",17.2,1.3,0.0908,15.8,19.5,0.961,1.15,1.45,81,73,79,10,"3",NA,NA,49
"82","Tyler Boyd","WR","CIN",11.1,0.684,0.0194,9.75,11.8,0.944,1.03,-0.246,82,74,110,32,"7",NA,NA,10
"83","Zay Flowers","WR","BAL",11,1.17,0.231,9.62,12.3,0.925,0.901,0.212,83,78,99,33,"7",NA,NA,42
"84","Kyler Murray","QB","ARI",17.1,2.26,0.113,14.2,20.7,0.87,-0.463,2.61,84,112,61,11,"3",NA,NA,97
"85","Trey McBride","TE","ARI",9.5,0.746,0.294,8.35,10.3,0.851,0.989,0.447,85,75,94,10,"4",NA,NA,18
"86","Brandon McManus","K","JAC",9.37,2.05,0.196,7.53,12.6,0.843,0.024,2.99,86,102,55,1,"1",NA,NA,96
"87","Seahawks","DST","SEA",7.15,0.865,0.818,6.07,8.33,0.818,0.913,0,87,77,103,2,"2",NA,NA,67
"88","Trevor Lawrence","QB","JAC",17,1.73,0.757,15.3,20.3,0.757,0.67,2.21,88,83,68,12,"4",NA,NA,74
"89","Tyler Allgeier","RB","ATL",8.41,1.08,0.105,6.95,9.98,0.745,0.919,0.0202,89,76,102,31,"10",NA,NA,36
"90","Jerry Jeudy","WR","DEN",10.8,1.51,0.508,8.72,13,0.694,0,0.962,90,103,84,34,"7",NA,NA,61
"91","Evan McPherson","K","CIN",9.18,0.814,0.189,8.16,10.2,0.647,0.649,0.502,91,84,93,2,"1",NA,NA,22
"92","Antonio Gibson","RB","WAS",8.3,1.42,0.168,6.74,10.5,0.641,0.711,0.548,92,81,91,32,"11",NA,NA,65
"93","Kyle Pitts","TE","ATL",9.21,0.764,0.312,7.75,9.82,0.557,0.381,0,93,91,103,11,"5",NA,NA,24
"94","Zack Moss","RB","IND",8.14,1.74,0.441,6.27,11.1,0.472,0.24,1.17,94,92,81,33,"11",NA,NA,90
"95","Jason Myers","K","SEA",8.99,1.18,0.0176,7.51,10.7,0.458,0,1.04,95,103,83,3,"1",NA,NA,67
"96","Brandon Aubrey","K","DAL",8.97,1.05,0.187,7.67,10.2,0.44,0.157,0.507,96,96,92,4,"1",NA,NA,44
"97","Tyler Bass","K","BUF",8.78,0.753,0.153,7.68,9.56,0.254,0.169,-0.0935,97,94,107,5,"1",NA,NA,11
"98","David Njoku","TE","CLE",8.9,0.764,0.246,7.75,9.73,0.246,0.384,-0.0866,98,90,106,12,"5",NA,NA,21
"99","Demario Douglas","WR","NE",10.3,0.974,0.186,9.31,12.1,0.186,0.594,0,99,86,103,35,"7",NA,NA,28
"100","Matt Ammendola","K","HOU",8.63,0.907,0.0463,7.56,9.16,0.1,0.0517,-0.5,100,100,116,6,"1",NA,NA,26
"101","Chase McLaughlin","K","TB",8.58,0.648,0.054,7.61,9.22,0.054,0.102,-0.437,101,99,114,7,"1",NA,NA,4
