"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.7,1.46,2.89,19.1,23.2,12,12.9,11.1,1,1,3,1,"1",NA,NA,56
"2","Tyreek Hill","WR","MIA",21.6,2.25,1.07,19.6,25.3,10.4,10.6,12.7,2,3,1,1,"1",NA,NA,93
"3","CeeDee Lamb","WR","DAL",20.5,2.02,2.48,18.3,23.8,9.35,9.28,11.2,3,5,2,2,"2",NA,NA,89
"4","Kyren Williams","RB","LAR",18.8,1.33,1.39,17.4,21.3,9.13,11.3,9.23,4,2,4,2,"2",NA,NA,44
"5","Josh Allen","QB","BUF",24.6,0.546,1.08,24.1,25.6,7.94,9.04,6.94,5,6,7,1,"1",NA,NA,1
"6","Alvin Kamara","RB","NO",17.4,1.34,0.602,15.5,19.2,7.74,9.3,7.12,6,4,6,3,"2",NA,NA,47
"7","James Cook","RB","BUF",16.8,1.16,0.0166,15.1,18.6,7.14,8.99,6.49,7,7,8,4,"2",NA,NA,27
"8","Rachaad White","RB","TB",16.8,1.57,0.712,13.6,17.8,7.12,7.45,5.65,8,11,16,5,"3",NA,NA,64
"9","Jalen Hurts","QB","PHI",23.5,1.11,3,22,24.6,6.87,6.92,5.98,9,15,12,2,"2",NA,NA,29
"10","A.J. Brown","WR","PHI",18,1.74,0.67,15.9,20,6.87,6.92,7.46,10,14,5,3,"3",NA,NA,80
"11","Breece Hall","RB","NYJ",16.1,0.852,0.378,14.8,17.1,6.41,8.68,4.99,11,8,22,6,"3",NA,NA,14
"12","Amon-Ra St. Brown","WR","DET",17.3,1.11,0.137,15.1,18.3,6.2,6.16,5.81,12,21,14,4,"3",NA,NA,45
"13","Justin Jefferson","WR","MIN",17.2,0.938,0.326,16,18.9,6.06,7.07,6.37,13,13,9,5,"3",NA,NA,32
"14","Joe Mixon","RB","CIN",15.7,1.2,0.232,14,17.7,6.03,7.84,5.59,14,9,18,7,"3",NA,NA,36
"15","Travis Etienne","RB","JAC",15.5,1.16,0.556,13.6,17,5.8,7.47,4.9,15,10,25,8,"4",NA,NA,29
"16","Mike Evans","WR","TB",16.9,1.28,0.54,15.2,18.5,5.73,6.25,6.01,16,19,11,6,"3",NA,NA,55
"17","Travis Kelce","TE","KC",14.9,1.34,1.3,12.4,16.2,5.7,4.93,5.25,17,31,21,1,"1",NA,NA,73
"18","Jahmyr Gibbs","RB","DET",14.9,1.8,0.0851,11.7,16.7,5.24,5.51,4.62,18,27,26,9,"4",NA,NA,80
"19","D.J. Moore","WR","CHI",16.3,1.34,0.441,14.9,18.6,5.19,5.91,6.05,19,22,10,7,"4",NA,NA,59
"20","Isiah Pacheco","RB","KC",14.8,1.33,0.0207,12.8,17,5.16,6.65,4.94,20,16,24,10,"4",NA,NA,46
"21","Austin Ekeler","RB","LAC",14.8,1.21,0.0346,12.6,16.2,5.14,6.45,4.09,21,18,33,11,"4",NA,NA,37
"22","Derrick Henry","RB","TEN",14.8,1.83,0.184,12.6,17.7,5.1,6.47,5.61,22,17,17,12,"4",NA,NA,81
"23","Raheem Mostert","RB","MIA",14.6,1.6,0.0145,12.4,17,4.92,6.2,4.94,23,20,23,13,"4",NA,NA,66
"24","Saquon Barkley","RB","NYG",14.6,1.08,0.143,13.3,16,4.91,7.09,3.93,24,12,38,14,"4",NA,NA,24
"25","Bijan Robinson","RB","ATL",14.4,1.42,0.765,11.8,16,4.76,5.6,3.86,25,26,39,15,"5",NA,NA,53
"26","Deebo Samuel","WR","SF",15.9,1.76,0.0331,13.9,18.3,4.75,4.94,5.8,26,29,15,8,"4",NA,NA,82
"27","Stefon Diggs","WR","BUF",15.9,1.66,0.503,13.4,17.9,4.72,4.44,5.37,27,37,19,9,"4",NA,NA,72
"28","Trey McBride","TE","ARI",13.6,1.31,0.438,11.6,15.6,4.4,4.1,4.59,28,42,27,2,"1",NA,NA,70
"29","Michael Pittman","WR","IND",15.4,0.757,0.299,14.4,16.6,4.22,5.39,4.11,29,28,32,10,"5",NA,NA,14
"30","Tony Pollard","RB","DAL",13.7,1.72,0.0178,11.8,16.4,4,5.65,4.28,30,24,29,16,"5",NA,NA,77
"31","Josh Jacobs","RB","LVR",13.7,1.4,0.192,11.8,15.5,3.98,5.63,3.37,31,25,44,17,"5",NA,NA,50
"32","T.J. Hockenson","TE","MIN",13.2,0.592,0.0868,12.3,13.9,3.96,4.83,2.95,32,33,51,3,"1",NA,NA,24
"33","Rashee Rice","WR","KC",15.1,1.18,0.21,13.1,16.5,3.92,4.16,4,33,39,37,11,"5",NA,NA,46
"34","Sam LaPorta","TE","DET",13.1,1.21,0.0623,10.7,14.2,3.88,3.25,3.27,34,49,47,4,"1",NA,NA,58
"35","Patrick Mahomes","QB","KC",20.5,0.965,0.762,19.2,22.1,3.87,4.14,3.44,35,40,43,3,"3",NA,NA,9
"36","Evan Engram","TE","JAC",13.1,1.25,0.704,11.5,15,3.81,4.03,4.07,36,45,34,5,"2",NA,NA,67
"37","Ezekiel Elliott","RB","NE",13.5,2.52,0.379,8.5,15.8,3.79,2.34,3.71,37,67,41,18,"5",NA,NA,93
"38","Cooper Kupp","WR","LAR",14.9,1.69,0.0778,11.9,16.5,3.71,2.95,4.01,38,56,36,12,"5",NA,NA,76
"39","DK Metcalf","WR","SEA",14.8,1.54,0.0982,13.6,17.9,3.63,4.63,5.32,39,34,20,13,"5",NA,NA,68
"40","Jaylen Waddle","WR","MIA",14.7,2.08,0.122,12.2,18.4,3.53,3.18,5.89,40,51,13,14,"5",NA,NA,90
"41","Kenneth Walker III","RB","SEA",13.1,1.47,0.16,12,16,3.41,5.81,3.86,41,23,40,19,"5",NA,NA,57
"42","Puka Nacua","WR","LAR",14.6,1.31,0.0995,12,15.5,3.41,3.04,2.95,42,52,52,15,"5",NA,NA,56
"43","Brandon Aiyuk","WR","SF",14.5,0.869,0.107,13.1,15.6,3.31,4.12,3.05,43,41,50,16,"5",NA,NA,25
"44","Chuba Hubbard","RB","CAR",12.9,0.997,0.172,11,13.9,3.25,4.83,1.8,44,32,68,20,"6",NA,NA,20
"45","Chris Olave","WR","NO",14.3,0.661,0.175,13.6,15.3,3.2,4.57,2.73,45,36,54,17,"6",NA,NA,8
"46","George Kittle","TE","SF",12.3,1.23,0.431,10.3,13.7,3.11,2.88,2.7,46,58,55,6,"3",NA,NA,64
"47","Lamar Jackson","QB","BAL",19.8,1.38,0.0923,18,21.9,3.1,2.92,3.25,47,57,48,4,"3",NA,NA,51
"48","David Montgomery","RB","DET",12.8,1.63,0.0297,11.1,15.5,3.08,4.93,3.36,48,30,45,21,"6",NA,NA,69
"49","Jonathan Taylor","RB","IND",12.7,5.58,0.0991,2.01,16.4,3.05,-4.15,4.32,49,242,28,22,"6",NA,NA,99
"50","Davante Adams","WR","LVR",14.2,1.73,0.0306,11.9,16.8,3.03,2.87,4.27,50,59,30,18,"6",NA,NA,79
"51","Dak Prescott","QB","DAL",19.7,1.22,0.136,17.3,20.6,3.01,2.22,1.99,51,69,61,5,"3",NA,NA,46
"52","Garrett Wilson","WR","NYJ",14.1,1.19,0.477,12.6,15.5,3,3.58,2.93,52,46,53,19,"6",NA,NA,48
"53","Ty Chandler","RB","MIN",12.6,1.28,0.0409,10.8,14.4,2.95,4.61,2.25,53,35,57,23,"6",NA,NA,39
"54","Devon Achane","RB","MIA",12.6,2.08,0.292,10.5,16.1,2.91,4.35,4.02,54,38,35,24,"6",NA,NA,86
"55","Justin Fields","QB","CHI",19.5,1.77,0.331,17.3,22,2.88,2.26,3.35,55,68,46,6,"3",NA,NA,69
"56","David Njoku","TE","CLE",11.9,0.845,1.03,10.5,12.8,2.68,3.04,1.86,56,53,66,7,"4",NA,NA,36
"57","D'Andre Swift","RB","PHI",12.3,1.69,0.0876,9.73,14.3,2.62,3.56,2.16,57,47,60,25,"6",NA,NA,73
"58","Brock Purdy","QB","SF",19.2,1.2,1.61,16.9,20.2,2.55,1.86,1.54,58,75,73,7,"4",NA,NA,40
"59","Aaron Jones","RB","GB",12.2,1.32,0.15,10.2,13.9,2.53,4.05,1.82,59,44,67,26,"6",NA,NA,41
"60","Tee Higgins","WR","CIN",13.7,1.67,0.0784,11.9,16.7,2.52,2.96,4.14,60,55,31,20,"6",NA,NA,73
"61","DeAndre Hopkins","WR","TEN",13.6,0.704,0.0715,12.5,14.5,2.44,3.5,1.93,61,48,64,21,"6",NA,NA,11
"62","Devin Singletary","RB","HOU",12.1,2.29,0.322,8.74,14.1,2.38,2.57,1.98,62,62,62,27,"6",NA,NA,89
"63","DeVonta Smith","WR","PHI",13.5,1.55,0.523,10.7,15.2,2.37,1.69,2.7,63,77,56,22,"7",NA,NA,69
"64","Rhamondre Stevenson","RB","NE",11.7,3.23,0.143,7.28,14.1,2.06,1.12,1.96,64,79,63,28,"7",NA,NA,97
"65","Jaylen Warren","RB","PIT",11.6,1.05,0.0146,10.2,12.7,1.91,4.08,0.578,65,43,89,29,"7",NA,NA,23
"66","James Conner","RB","ARI",11.6,1.62,0.00569,9.16,13.3,1.9,3,1.24,66,54,79,30,"7",NA,NA,67
"67","Javonte Williams","RB","DEN",11.6,1.64,0.0275,8.96,13.1,1.89,2.8,0.977,67,60,83,31,"7",NA,NA,71
"68","Jerome Ford","RB","CLE",11.5,1.19,1.17,9.4,13,1.87,3.24,0.856,68,50,85,32,"8",NA,NA,31
"69","Amari Cooper","WR","CLE",13,1.07,0.148,11.2,14,1.85,2.19,1.5,69,70,74,23,"7",NA,NA,41
"70","Chris Godwin","WR","TB",12.8,0.923,0.00972,11.4,14,1.7,2.47,1.42,70,63,76,24,"7",NA,NA,31
"71","Calvin Ridley","WR","JAC",12.8,1.21,0.159,11.4,14.8,1.69,2.46,2.22,71,66,58,25,"7",NA,NA,51
"72","Jake Ferguson","TE","DAL",10.9,0.921,0.0658,9.94,12.1,1.64,2.46,1.19,72,64,80,8,"4",NA,NA,48
"73","Cole Kmet","TE","CHI",10.8,1.42,0.748,8.36,12.4,1.58,0.892,1.41,73,83,77,9,"5",NA,NA,85
"74","Nico Collins","WR","HOU",12.7,1.09,0.386,10.8,13.7,1.53,1.87,1.14,74,74,81,26,"7",NA,NA,42
"75","Eagles","DST","PHI",7.12,1.6,0.701,5.13,9.41,1.21,0.0773,1.91,75,98,65,1,"1",NA,NA,99
"76","Courtland Sutton","WR","DEN",12.3,1.97,0.525,9.05,14.3,1.14,0.0713,1.74,76,100,69,27,"8",NA,NA,87
"77","Baker Mayfield","QB","TB",17.6,1.74,0.00893,15.1,20.3,0.937,0,1.64,77,103,71,8,"4",NA,NA,63
"78","Jared Goff","QB","DET",17.6,0.875,0.0825,16.1,18.6,0.928,1.06,-0.0315,78,80,105,9,"4",NA,NA,3
"79","Jake Elliott","K","PHI",9.56,0.941,0.138,8.35,10.4,0.917,1.01,0.767,79,81,87,1,"1",NA,NA,39
"80","Jordan Love","QB","GB",17.5,0.955,0.293,15.8,18.6,0.846,0.705,0,80,87,103,10,"4",NA,NA,6
"81","Isaiah Likely","TE","BAL",10.1,1.77,0.487,7.29,12.5,0.829,-0.176,1.55,81,115,72,10,"5",NA,NA,97
"82","Brandon Aubrey","K","DAL",9.42,2.25,0.43,7.46,13.2,0.779,0.124,3.58,82,96,42,2,"1",NA,NA,99
"83","Najee Harris","RB","PIT",10.4,1.18,0.545,8.79,12.1,0.697,2.63,0,83,61,103,33,"8",NA,NA,30
"84","Adam Thielen","WR","CAR",11.8,0.531,0.0245,11.1,12.5,0.618,2.1,0.0158,84,72,102,28,"8",NA,NA,1
"85","Jordan Addison","WR","MIN",11.7,1.68,0.0172,9.9,14.7,0.594,0.924,2.2,85,82,59,29,"8",NA,NA,75
"86","Tyler Lockett","WR","SEA",11.7,0.654,0.0293,10.6,12.4,0.576,1.62,-0.114,86,78,110,30,"8",NA,NA,6
"87","Tua Tagovailoa","QB","MIA",17.2,1.5,0.509,15.2,19,0.552,0.127,0.392,87,94,90,11,"4",NA,NA,54
"88","Zay Flowers","WR","BAL",11.7,0.575,0.0271,11,12.5,0.547,2.05,0,88,73,103,31,"8",NA,NA,3
"89","Drake London","WR","ATL",11.7,1.79,0.143,8.92,13.8,0.52,-0.0574,1.25,89,107,78,32,"8",NA,NA,83
"90","Jets","DST","NYJ",6.42,1.05,0.512,5.23,8.15,0.512,0.179,0.645,90,92,88,2,"2",NA,NA,87
"91","Josh Palmer","WR","LAC",11.5,2.32,0.12,8.88,15.7,0.377,-0.101,3.21,91,108,49,33,"8",NA,NA,94
"92","Tyler Bass","K","BUF",8.99,0.786,0.0897,8.12,9.93,0.349,0.788,0.277,92,86,92,3,"1",NA,NA,10
"93","Dalton Kincaid","TE","BUF",9.58,1.34,0.222,7.55,10.8,0.342,0.074,-0.121,93,99,111,11,"6",NA,NA,79
"94","Harrison Butker","K","KC",8.9,0.992,0.154,7.71,9.92,0.259,0.37,0.272,94,90,93,4,"1",NA,NA,45
"95","Diontae Johnson","WR","PIT",11.4,1.42,0.0157,9.54,13.6,0.257,0.556,1.03,95,88,82,34,"8",NA,NA,62
"96","Terry McLaurin","WR","WAS",11.4,0.718,0.241,10.8,12.8,0.241,1.84,0.226,96,76,95,35,"8",NA,NA,13
"97","Gus Edwards","RB","BAL",9.83,1.71,0.152,8.31,12.9,0.152,2.15,0.81,97,71,86,34,"8",NA,NA,76
"98","Darren Waller","TE","NYG",9.36,1.59,0.12,6.54,11,0.12,-0.936,0,98,151,103,12,"6",NA,NA,88
"99","Greg Zuerlein","K","NYJ",8.74,0.969,0.0612,7.11,9.75,0.105,-0.228,0.097,99,117,99,5,"1",NA,NA,42
"100","Jake Moody","K","SF",8.68,0.769,0.034,7.33,9.44,0.0442,-0.00874,-0.215,100,104,113,6,"1",NA,NA,6
"101","Kyler Murray","QB","ARI",16.7,0.993,0.0439,15,18.1,0.0439,-0.137,-0.559,101,112,124,12,"4",NA,NA,14
"102","Matt Gay","K","IND",8.65,0.827,0.0102,7.51,9.64,0.0102,0.178,-0.0126,102,93,104,7,"1",NA,NA,19
"103","Jake Browning","QB","CIN",16.6,0.988,0.237,15.2,17.8,0,0.126,-0.858,103,95,136,13,"5",NA,NA,11
"104","Antonio Gibson","RB","WAS",9.68,1.99,0.128,6.04,11.4,0,-0.121,-0.712,103,109,128,35,"8",NA,NA,84
"105","Jakobi Meyers","WR","LVR",11.1,2.12,0.0864,8.5,14,0,-0.479,1.48,103,128,75,36,"9",NA,NA,92
"106","Dallas Goedert","TE","PHI",9.24,0.724,0.1,8.34,10.2,0,0.87,-0.732,103,84,130,13,"6",NA,NA,30
"107","Seahawks","DST","SEA",5.91,0.867,0.197,5.05,7.06,0,0,-0.444,103,103,120,3,"3",NA,NA,71
"108","Younghoe Koo","K","ATL",8.64,0.736,0.0265,7.82,9.56,0,0.48,-0.0958,103,89,109,8,"1",NA,NA,3
"109","Mike Badgley","K","DET",8.61,0.883,0.266,7.34,9.76,-0.0265,0.00427,0.107,104,102,98,9,"2",NA,NA,26
"110","Jayden Reed","WR","GB",11.1,2.83,0.502,6.02,14.2,-0.0864,-2.96,1.7,105,214,70,37,"9",NA,NA,99
"111","Kyle Pitts","TE","ATL",9.14,1.34,1,7.47,11.2,-0.1,0,0.204,106,103,96,14,"7",NA,NA,76
"112","Tyjae Spears","RB","TEN",9.55,0.775,0.0111,8.62,10.5,-0.128,2.46,-1.57,107,65,159,36,"8",NA,NA,11
"113","Brian Robinson","RB","WAS",9.54,2.22,1.76,6.16,12.1,-0.139,0,-0.0507,108,103,106,37,"9",NA,NA,87
"114","Packers","DST","GB",5.71,0.974,0.123,4.14,6.63,-0.197,-0.913,-0.883,109,146,137,4,"4",NA,NA,81
"115","Nick Mullens","QB","MIN",16.4,1.64,0.121,14.4,18.8,-0.237,-0.734,0.172,110,137,97,14,"5",NA,NA,60
"116","Jason Myers","K","SEA",8.35,0.885,0.0171,7.18,9.44,-0.292,-0.161,-0.213,111,114,112,10,"2",NA,NA,29
"117","Justin Tucker","K","BAL",8.33,1.06,0.0395,6.86,9.37,-0.309,-0.481,-0.279,112,129,115,11,"2",NA,NA,58
"118","49ers","DST","SF",5.59,0.574,0.0151,4.92,6.44,-0.32,-0.128,-1.07,113,110,142,5,"4",NA,NA,39
"119","Bills","DST","BUF",5.58,0.566,0.0526,4.74,6.18,-0.335,-0.308,-1.33,114,120,151,6,"4",NA,NA,35
"120","Kaimi Fairbairn","K","HOU",8.29,0.923,0.0251,7.05,9.17,-0.349,-0.29,-0.481,115,119,122,12,"2",NA,NA,32
"121","Matthew Stafford","QB","LAR",16.3,1.03,0.411,15.1,17.9,-0.359,0.0449,-0.758,116,101,131,15,"5",NA,NA,20
"122","Chase McLaughlin","K","TB",8.26,1.09,0.0512,7.02,9.37,-0.374,-0.315,-0.287,117,121,116,13,"2",NA,NA,61
"123","Chiefs","DST","KC",5.52,0.71,0.0651,4.92,6.78,-0.388,-0.131,-0.73,118,111,129,7,"5",NA,NA,61
"124","Dustin Hopkins","K","CLE",8.21,2.2,0.0337,4.26,9.94,-0.425,-3.07,0.292,119,219,91,14,"2",NA,NA,97
"125","Colts","DST","IND",5.46,1.21,0.0279,4.15,7.45,-0.453,-0.903,-0.0575,120,144,107,8,"6",NA,NA,94
"126","Blake Grupe","K","NO",8.18,0.822,0.0983,7.34,9.11,-0.459,0,-0.539,121,103,123,15,"2",NA,NA,16
"127","Buccaneers","DST","TB",5.43,0.69,0.00841,4.47,6.39,-0.481,-0.582,-1.12,122,132,143,9,"6",NA,NA,48
"128","Browns","DST","CLE",5.42,0.895,0.0225,4.13,6.71,-0.489,-0.918,-0.801,123,147,133,10,"6",NA,NA,74
"129","Steelers","DST","PIT",5.4,0.735,0.0282,4.71,6.46,-0.512,-0.336,-1.05,124,123,141,11,"7",NA,NA,68
"130","Bears","DST","CHI",5.37,1.01,0.00768,4.09,6.82,-0.54,-0.962,-0.691,125,154,127,12,"7",NA,NA,84
"131","Broncos","DST","DEN",5.36,0.718,0.115,4.19,6.17,-0.548,-0.854,-1.34,126,142,152,13,"8",NA,NA,65
"132","Evan McPherson","K","CIN",8.08,1.06,0.12,6.76,9.65,-0.557,-0.58,0,127,131,103,16,"2",NA,NA,55
"133","Curtis Samuel","WR","WAS",10.6,0.66,0.543,9.81,11.4,-0.588,0.829,-1.15,128,85,144,38,"10",NA,NA,7
"134","Commanders","DST","WAS",5.25,1.31,0.00368,4.11,7.51,-0.663,-0.935,0,129,150,103,14,"9",NA,NA,97
"135","Texans","DST","HOU",5.24,1.15,0.0526,4.09,7.23,-0.666,-0.96,-0.278,130,153,114,15,"9",NA,NA,90
"136","Wil Lutz","K","DEN",7.96,0.996,0.0945,6.54,9.26,-0.677,-0.795,-0.395,131,141,119,17,"2",NA,NA,48
"137","Cardinals","DST","ARI",5.19,0.942,0.14,3.82,6.59,-0.719,-1.23,-0.923,132,165,138,16,"10",NA,NA,77
"138","Russell Wilson","QB","DEN",15.9,1.76,0.226,13.3,18.7,-0.77,-1.82,0.0613,133,184,100,16,"5",NA,NA,66
