"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",20.9,1.41,2.35,19.1,23.2,12.4,12.6,12.7,1,1,1,1,"1",NA,NA,49
"2","Travis Kelce","TE","KC",20.2,1.39,5.18,18.7,21.9,12.1,11.8,12.1,2,2,2,1,"1",NA,NA,88
"3","Tyreek Hill","WR","MIA",22.2,2.07,1.81,19.5,24.1,10.4,9.75,10.6,3,4,4,1,"1",NA,NA,94
"4","Austin Ekeler","RB","LAC",18.6,1.5,0.656,16.3,20.7,10,9.84,10.3,4,3,6,2,"1",NA,NA,61
"5","Tony Pollard","RB","DAL",17.9,1.72,0.124,15.6,20.8,9.35,9.11,10.4,5,6,5,3,"1",NA,NA,79
"6","Alvin Kamara","RB","NO",17.8,1.84,0.988,15.7,19.9,9.23,9.23,9.45,6,5,10,4,"2",NA,NA,87
"7","Ja'Marr Chase","WR","CIN",20.4,2.59,0.152,17.9,24.5,8.63,8.2,11.1,7,12,3,2,"1",NA,NA,99
"8","Stefon Diggs","WR","BUF",20.3,1.7,0.965,18.6,22.9,8.48,8.83,9.48,8,7,9,3,"1",NA,NA,80
"9","Travis Etienne","RB","JAC",16.8,1.45,0.248,14.8,19.3,8.24,8.3,8.84,9,10,12,5,"2",NA,NA,54
"10","Jahmyr Gibbs","RB","DET",16.6,3.1,0.5,11,19.9,7.99,4.45,9.51,10,35,8,6,"3",NA,NA,99
"11","Keenan Allen","WR","LAC",19.3,1.25,0.296,18,21.3,7.51,8.22,7.82,11,11,15,4,"2",NA,NA,38
"12","Isiah Pacheco","RB","KC",16.1,1.49,0.00822,14.8,19,7.49,8.31,8.56,12,9,13,7,"3",NA,NA,58
"13","Jonathan Taylor","RB","IND",16.1,2.5,0.251,13.6,20.6,7.48,7.11,10.2,13,20,7,8,"3",NA,NA,96
"14","Saquon Barkley","RB","NYG",15.8,1.58,0.335,13.7,17.8,7.23,7.17,7.39,14,17,16,9,"3",NA,NA,66
"15","A.J. Brown","WR","PHI",19,1.75,0.744,17.8,22.4,7.22,8.08,8.95,15,13,11,5,"2",NA,NA,83
"16","Mark Andrews","TE","BAL",15,2.63,1.31,10.9,18.1,6.91,4.01,8.32,16,38,14,2,"2",NA,NA,99
"17","Josh Jacobs","RB","LVR",15.5,1.42,0.0272,13.6,17.4,6.9,7.05,6.97,17,21,19,10,"3",NA,NA,51
"18","Breece Hall","RB","NYJ",15.4,1.04,0.1,13.8,16.4,6.87,7.32,5.94,18,15,25,11,"3",NA,NA,23
"19","Raheem Mostert","RB","MIA",15.3,1.76,0.192,12.4,17.3,6.77,5.93,6.88,19,25,20,12,"4",NA,NA,80
"20","D'Andre Swift","RB","PHI",15.2,1.53,0.0114,13.7,17.5,6.58,7.19,7.09,20,16,18,13,"4",NA,NA,62
"21","Lamar Jackson","QB","BAL",23.3,1.62,0.0191,21.2,25.2,6.57,7.12,6.24,21,19,24,1,"1",NA,NA,66
"22","Kenneth Walker III","RB","SEA",15.1,1.26,0.197,14,17.1,6.56,7.53,6.71,22,14,21,14,"4",NA,NA,39
"23","Patrick Mahomes","QB","KC",23.3,0.786,0.515,22.6,24.5,6.55,8.45,5.49,23,8,27,2,"1",NA,NA,11
"24","Amon-Ra St. Brown","WR","DET",18.3,1.52,0.219,15.3,19.7,6.48,5.56,6.25,24,27,23,6,"2",NA,NA,65
"25","Bijan Robinson","RB","ATL",14.9,1.66,1.43,12.8,17.6,6.37,6.29,7.17,25,23,17,15,"5",NA,NA,69
"26","Cooper Kupp","WR","LAR",18.1,1.25,1.54,16.5,20.1,6.26,6.73,6.69,26,22,22,7,"3",NA,NA,37
"27","Jalen Hurts","QB","PHI",22.7,0.945,0.714,21.3,23.7,6.04,7.17,4.66,27,18,33,3,"2",NA,NA,23
"28","T.J. Hockenson","TE","MIN",13.7,1.06,2.69,12.1,14.9,5.6,5.18,5.09,28,28,29,3,"3",NA,NA,56
"29","Josh Allen","QB","BUF",22,1.35,1.21,20.1,24.1,5.33,5.96,5.08,29,24,30,4,"3",NA,NA,49
"30","Derrick Henry","RB","TEN",13.5,1.55,0.261,11.1,15.9,4.94,4.57,5.49,30,32,28,16,"5",NA,NA,65
"31","Davante Adams","WR","LVR",16.5,0.799,0.489,15.4,17.9,4.72,5.62,4.42,31,26,34,8,"3",NA,NA,13
"32","James Cook","RB","BUF",13.3,1.47,0.466,10.3,14.3,4.68,3.79,3.85,32,41,39,17,"6",NA,NA,55
"33","CeeDee Lamb","WR","DAL",16,1.59,0.0278,13.8,18.3,4.23,4.02,4.86,33,37,32,9,"3",NA,NA,72
"34","Joe Mixon","RB","CIN",12.8,1.67,0.0354,10.4,15.4,4.21,3.86,4.92,34,40,31,18,"6",NA,NA,72
"35","Puka Nacua","WR","LAR",16,1.99,0.0317,13.2,19.1,4.2,3.45,5.67,35,43,26,10,"3",NA,NA,93
"36","Aaron Jones","RB","GB",12.8,1.67,0.0343,11,14.8,4.18,4.45,4.38,36,34,35,19,"6",NA,NA,70
"37","Adam Thielen","WR","CAR",16,0.92,0.681,14.5,17,4.17,4.76,3.54,37,30,44,11,"4",NA,NA,24
"38","Rhamondre Stevenson","RB","NE",12.7,1.22,0.146,11,14.6,4.14,4.49,4.21,38,33,36,20,"6",NA,NA,34
"39","Justin Herbert","QB","LAC",20.8,1.67,1.69,18.7,23.1,4.11,4.59,4.08,39,31,37,5,"4",NA,NA,71
"40","Rachaad White","RB","TB",12.6,0.895,1.22,11.3,13.7,3.99,4.8,3.25,40,29,45,21,"7",NA,NA,15
"41","Brandon Aiyuk","WR","SF",15.3,1.4,0.0249,13.3,17,3.49,3.52,3.58,41,42,42,12,"4",NA,NA,54
"42","D.J. Moore","WR","CHI",15.3,1.42,0.462,13.7,17.5,3.46,3.91,4.03,42,39,38,13,"4",NA,NA,56
"43","Mike Evans","WR","TB",14.8,1.23,0.304,13,16.2,3,3.27,2.73,43,45,50,14,"4",NA,NA,35
"44","Sam LaPorta","TE","DET",11,0.969,0.183,9.83,12.6,2.9,2.92,2.77,44,48,49,4,"3",NA,NA,50
"45","Alexander Mattison","RB","MIN",11.4,1.69,0.281,9.63,14.1,2.77,3.13,3.64,45,47,41,22,"7",NA,NA,75
"46","George Kittle","TE","SF",10.8,1.19,0.206,9.28,12.4,2.72,2.37,2.63,46,58,51,5,"4",NA,NA,74
"47","Christian Kirk","WR","JAC",14.5,1.54,0.0419,12.4,16.6,2.7,2.7,3.21,47,52,46,15,"4",NA,NA,66
"48","Jordan Addison","WR","MIN",14.5,1.48,0.122,12.1,16.5,2.66,2.35,3.05,48,59,48,16,"4",NA,NA,62
"49","Jaylen Waddle","WR","MIA",14.3,1.21,0.244,12.4,15.8,2.53,2.7,2.42,49,51,55,17,"5",NA,NA,31
"50","Evan Engram","TE","JAC",10.6,0.703,0.041,9.82,11.7,2.51,2.91,1.93,50,49,62,6,"4",NA,NA,15
"51","Darrell Henderson","RB","LAR",11.1,2.06,0.0935,8.06,14.3,2.49,1.55,3.84,51,69,40,23,"7",NA,NA,92
"52","Darren Waller","TE","NYG",10.6,0.96,0.217,9.39,12.2,2.47,2.48,2.39,52,57,57,7,"4",NA,NA,44
"53","Tua Tagovailoa","QB","MIA",19.1,0.549,1.44,18.4,19.7,2.42,4.24,0.673,53,36,87,6,"5",NA,NA,1
"54","DOnta Foreman","RB","CHI",11,1.81,0.0571,7.96,12.8,2.4,1.45,2.38,54,72,58,24,"7",NA,NA,83
"55","Javonte Williams","RB","DEN",10.9,0.858,0.182,9.89,11.9,2.34,3.38,1.48,55,44,73,25,"7",NA,NA,14
"56","Zay Flowers","WR","BAL",14.1,1.33,0.128,12.3,15.9,2.29,2.6,2.45,56,55,53,18,"5",NA,NA,52
"57","Dallas Goedert","TE","PHI",10.4,0.871,0.213,9.57,12,2.25,2.66,2.23,57,54,59,8,"4",NA,NA,38
