"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22,1.09,4,20.4,23.3,14.7,15.3,14.2,1,1,1,1,"1",NA,NA,43
"2","Tyreek Hill","WR","MIA",23.3,1.44,2.62,21.9,25.3,12.9,13.6,12.8,2,2,2,1,"1",NA,NA,65
"3","Alvin Kamara","RB","NO",18,1.61,0.144,14.8,19.2,10.7,9.73,10.1,3,5,5,2,"1",NA,NA,81
"4","Austin Ekeler","RB","LAC",17.9,1.44,1.16,16,19.9,10.6,10.9,10.9,4,3,3,3,"2",NA,NA,69
"5","CeeDee Lamb","WR","DAL",20.7,1.88,1.58,17.5,22.8,10.3,9.27,10.3,5,8,4,2,"2",NA,NA,90
"6","Travis Etienne","RB","JAC",16.7,1.3,0.353,15.6,19.1,9.41,10.5,10.1,6,4,6,4,"2",NA,NA,56
"7","Kyren Williams","RB","LAR",16.4,1.24,0.26,14.7,18.3,9.06,9.63,9.24,7,6,8,5,"2",NA,NA,53
"8","Jahmyr Gibbs","RB","DET",16.1,1.71,0.143,13,17.8,8.8,7.9,8.74,8,14,10,6,"2",NA,NA,84
"9","Travis Kelce","TE","KC",15.9,1.22,3.36,13.9,17.7,8.73,7.81,8.99,9,15,9,1,"1",NA,NA,73
"10","Keenan Allen","WR","LAC",19.1,1.43,1.11,17.2,21.1,8.7,9.02,8.66,10,9,11,3,"3",NA,NA,63
"11","Rachaad White","RB","TB",16,1.6,0.346,12.7,17,8.66,7.66,7.94,11,18,16,7,"3",NA,NA,79
"12","Breece Hall","RB","NYJ",15.6,1.08,0.175,14.6,17.6,8.31,9.48,8.6,12,7,12,8,"3",NA,NA,41
"13","Tony Pollard","RB","DAL",15.5,1.32,0.311,13.9,17.2,8.14,8.84,8.13,13,10,13,9,"3",NA,NA,60
"14","Zack Moss","RB","IND",15.1,1.15,0.442,13.6,17.1,7.83,8.52,8.08,14,12,14,10,"4",NA,NA,50
"15","Amon-Ra St. Brown","WR","DET",18,0.939,0.199,16.8,19.3,7.6,8.57,6.8,15,11,20,4,"3",NA,NA,18
"16","A.J. Brown","WR","PHI",17.8,1.66,1.56,16.1,20.4,7.4,7.91,7.98,16,13,15,5,"4",NA,NA,80
"17","Rhamondre Stevenson","RB","NE",14.7,1.4,0.0961,12.7,16.8,7.38,7.67,7.75,17,16,17,11,"4",NA,NA,64
"18","Derrick Henry","RB","TEN",14.6,1.95,0.0264,11.3,16.7,7.29,6.21,7.62,18,22,18,12,"4",NA,NA,90
"19","Isiah Pacheco","RB","KC",14.6,2.45,0.211,10.5,18.3,7.26,5.46,9.28,19,30,7,13,"4",NA,NA,97
"20","Bijan Robinson","RB","ATL",14.4,0.927,0.848,12.7,15.5,7.05,7.66,6.41,20,17,21,14,"5",NA,NA,30
"21","Joe Mixon","RB","CIN",13.5,1.13,0.0136,11.8,14.8,6.2,6.71,5.74,21,20,29,15,"5",NA,NA,46
"22","D'Andre Swift","RB","PHI",13.5,1.45,0.247,11.2,15.3,6.19,6.12,6.26,22,23,24,16,"5",NA,NA,71
"23","Jalen Hurts","QB","PHI",21.9,1.21,1.25,20.2,23.2,5.98,5.81,5.07,23,25,38,1,"1",NA,NA,34
"24","Raheem Mostert","RB","MIA",13.3,3.02,0.00785,7.99,16.4,5.94,2.92,7.4,24,62,19,17,"5",NA,NA,99
"25","Brian Robinson","RB","WAS",13.3,1.82,0.252,10.3,15.4,5.93,5.26,6.37,25,33,22,18,"5",NA,NA,89
"26","Mike Evans","WR","TB",16.2,1.55,0.905,14.2,18,5.84,6.01,5.59,26,24,32,6,"5",NA,NA,73
"27","David Montgomery","RB","DET",13,1.05,0.213,12,14.6,5.68,6.94,5.56,27,19,33,19,"5",NA,NA,39
"28","Javonte Williams","RB","DEN",12.8,1.8,0.138,10.5,15.2,5.47,5.48,6.21,28,29,25,20,"6",NA,NA,87
"29","George Kittle","TE","SF",12.5,1.11,0.828,11.3,14.2,5.37,5.23,5.46,29,35,34,2,"2",NA,NA,64
"30","Jaylen Warren","RB","PIT",12.7,1.4,0.148,10.9,14.8,5.33,5.8,5.77,30,26,28,21,"6",NA,NA,66
"31","Najee Harris","RB","PIT",12.5,1.54,0.42,10.4,14.9,5.18,5.32,5.85,31,32,26,22,"6",NA,NA,76
"32","Brandon Aiyuk","WR","SF",15.3,1.8,0.0135,13.4,18.1,4.93,5.2,5.69,32,36,30,7,"5",NA,NA,86
"33","Michael Pittman","WR","IND",15.3,0.395,0.137,14.8,15.9,4.92,6.6,3.42,33,21,51,8,"5",NA,NA,1
"34","Nathaniel Dell","WR","HOU",15.2,1.09,0.191,13.4,16.7,4.78,5.18,4.25,34,37,42,9,"6",NA,NA,30
"35","Jerome Ford","RB","CLE",12.1,0.698,0.299,10.9,13,4.76,5.79,3.92,35,27,46,23,"6",NA,NA,13
"36","Patrick Mahomes","QB","KC",20.6,0.635,0.294,19.8,21.3,4.73,5.36,3.21,36,31,54,2,"1",NA,NA,1
"37","Ja'Marr Chase","WR","CIN",15,1.95,0.17,13.2,18.8,4.59,5.02,6.31,37,38,23,10,"6",NA,NA,92
"38","Trey McBride","TE","ARI",11.7,1.26,0.278,10.1,13.8,4.55,4.05,5.08,38,46,37,3,"2",NA,NA,85
"39","Devin Singletary","RB","HOU",11.8,1.98,0.0376,8.98,14.2,4.46,3.91,5.17,39,47,36,24,"6",NA,NA,91
"40","Dak Prescott","QB","DAL",20.4,0.834,0.361,19.3,21.5,4.44,4.87,3.42,40,40,52,3,"1",NA,NA,9
"41","AJ Dillon","RB","GB",11.7,1.26,0.321,9.96,13.4,4.43,4.89,4.34,41,39,41,25,"7",NA,NA,54
"42","Jaylen Waddle","WR","MIA",14.8,1.48,0.0943,12.7,17.2,4.42,4.44,4.78,42,44,39,11,"6",NA,NA,70
"43","Nico Collins","WR","HOU",14.7,1.58,0.872,13.5,17.9,4.33,5.23,5.43,43,34,35,12,"7",NA,NA,75
"44","Sam LaPorta","TE","DET",11.4,0.883,0.437,10.2,12.9,4.27,4.13,4.13,44,45,45,4,"2",NA,NA,45
"45","Zach Charbonnet","RB","SEA",11.4,0.744,0.542,10.7,12.2,4.11,5.59,3.15,45,28,56,26,"7",NA,NA,16
"46","Tua Tagovailoa","QB","MIA",20,0.696,0.304,19.1,20.7,4.08,4.71,2.65,46,41,61,4,"1",NA,NA,3
"47","David Njoku","TE","CLE",11,1.22,0.073,9,12.5,3.83,2.94,3.76,47,60,47,5,"3",NA,NA,76
"48","C.J. Stroud","QB","HOU",19.7,1.33,0.229,17.8,21.1,3.77,3.41,3.02,48,52,57,5,"2",NA,NA,47
"49","Evan Engram","TE","JAC",10.9,0.355,1.69,10.5,11.4,3.76,4.44,2.66,49,43,60,6,"4",NA,NA,6
"50","Chuba Hubbard","RB","CAR",10.9,0.812,0.111,9.61,11.8,3.56,4.54,2.8,50,42,59,27,"7",NA,NA,19
