player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jermaine Eluemunor,11914,T,NYG,1,100.0,1,21,62.4,76.0,56.7,1,0,43,100.0,100.0,98.8,1,1,0,79,0,0,0,79,50,50,0,79,29,0
Andrew Thomas,59701,T,NYG,1,100.0,0,21,73.8,70.0,73.2,1,0,43,100.0,100.0,94.2,1,3,2,79,0,0,79,79,50,50,0,0,29,0
Jon Runyan,36661,G,NYG,1,100.0,0,21,55.8,55.4,54.9,0,2,43,100.0,100.0,97.7,0,2,0,79,0,79,0,79,50,50,0,0,29,0
John Michael Schmitz Jr.,55238,C,NYG,1,100.0,0,21,53.8,39.9,57.5,1,3,43,100.0,100.0,95.3,0,4,0,79,79,0,0,79,50,50,0,0,29,0
Greg Van Roten,7746,G,NYG,1,100.0,0,21,73.1,65.9,71.9,0,1,43,100.0,100.0,98.8,0,1,0,79,0,0,0,79,50,50,79,0,29,0
Connor Williams,46216,C,SEA,1,100.0,0,29,64.0,70.3,67.5,0,0,52,100.0,100.0,100.0,2,0,0,78,78,0,0,78,58,58,0,0,20,0
Joe Alt,147481,T,LAC,1,100.0,0,27,58.4,72.1,46.2,0,1,38,100.0,100.0,98.7,0,1,0,78,0,0,0,78,41,41,0,78,37,0
Stone Forsythe,41795,T,SEA,1,100.0,0,29,53.5,49.9,54.3,1,9,52,100.0,100.0,90.4,0,10,0,78,0,0,0,78,58,58,0,78,20,0
Zion Johnson,99681,G,LAC,1,100.0,0,27,71.2,62.0,70.6,1,2,38,100.0,100.0,96.1,0,3,0,78,0,78,0,78,41,41,0,0,37,0
Bradley Bozeman,27934,C,LAC,1,100.0,0,27,60.2,61.9,58.7,0,2,38,100.0,100.0,97.4,0,2,0,78,78,0,0,78,41,41,0,0,37,0
