player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ryan Neuzil,41123,C,ATL,1,100.0,0,2,58.4,63.7,54.2,1,2,62,100.0,100.0,97.6,1,3,0,87,87,0,0,87,68,68,0,0,19,0
Chris Lindstrom,46692,G,ATL,1,100.0,0,2,80.8,77.9,79.3,0,3,62,100.0,100.0,97.6,1,3,0,87,0,0,0,87,68,68,87,0,19,0
Matthew Bergeron,99658,G,ATL,1,100.0,0,2,52.1,65.7,49.9,1,3,62,100.0,100.0,96.8,1,4,0,87,0,87,0,87,68,68,0,0,19,0
Jake Matthews,8641,T,ATL,1,100.0,1,2,59.2,73.4,48.0,1,3,62,100.0,100.0,93.5,1,6,2,87,0,0,87,87,68,68,0,0,19,0
Kaleb McGary,46912,T,ATL,1,100.0,0,2,54.8,42.1,67.7,2,0,62,100.0,100.0,95.2,0,4,2,87,0,0,0,87,68,68,0,87,19,0
Creed Humphrey,59996,C,KC,1,100.0,0,16,81.8,80.0,79.8,0,1,44,100.0,100.0,98.9,1,1,0,84,84,0,0,84,47,47,0,0,37,0
Trey Smith,62960,G,KC,1,100.0,0,16,70.0,61.3,69.0,1,1,44,100.0,100.0,97.7,1,2,0,84,0,0,0,84,47,47,84,0,37,0
Joe Thuney,10712,G,KC,1,100.0,0,16,86.6,89.4,80.1,0,1,44,100.0,100.0,98.9,0,1,0,84,0,84,0,84,47,47,0,0,37,0
Jawaan Taylor,41665,T,KC,1,100.0,0,16,51.5,50.0,56.8,1,2,44,100.0,100.0,96.6,2,3,0,84,0,0,0,84,47,47,0,84,37,0
Wanya Morris,98247,T,KC,1,100.0,0,16,62.7,59.4,61.3,1,2,40,100.0,100.0,93.7,0,4,1,80,0,0,80,80,43,43,0,0,37,0
Robert Jones,100786,G,MIA,1,100.0,0,17,79.1,86.9,72.5,0,0,36,100.0,100.0,100.0,0,0,0,79,0,78,0,79,39,39,0,0,40,0
Liam Eichenberg,41851,G,MIA,1,100.0,0,17,40.6,33.4,49.4,1,1,36,100.0,100.0,94.4,1,3,1,79,0,0,0,79,39,39,78,0,40,0
Austin Jackson,60816,T,MIA,1,100.0,0,17,76.5,79.7,72.1,0,1,36,100.0,100.0,98.6,0,1,0,79,0,0,0,79,39,39,0,78,40,0
Alaric Jackson,40972,T,LA,1,100.0,0,26,83.1,85.7,76.9,0,1,48,100.0,100.0,99.0,0,1,0,78,0,0,78,78,49,49,0,0,29,0
Patrick Mekari,46219,T,BLT,1,100.0,0,3,64.9,82.5,55.7,0,1,47,100.0,100.0,98.9,0,1,0,78,0,78,0,78,48,48,0,0,30,0
Daniel Faalele,81734,G,BLT,1,100.0,0,3,64.7,64.5,62.2,1,1,47,100.0,100.0,97.9,1,2,0,78,0,0,0,78,48,48,78,0,30,0
Terron Armstead,7856,T,MIA,1,100.0,0,17,88.2,85.6,86.3,0,1,36,100.0,100.0,98.6,0,1,0,78,0,0,78,78,39,39,0,0,39,0
Rob Havenstein,9490,T,LA,1,100.0,0,26,51.4,35.2,62.8,0,1,48,100.0,100.0,94.8,0,3,2,78,0,0,0,78,49,49,0,78,29,0
Tyler Linderbaum,82291,C,BLT,1,100.0,0,3,75.6,81.7,72.1,0,0,47,100.0,100.0,100.0,0,0,0,78,78,0,0,78,48,48,0,0,30,0
Beaux Limmer,99067,C,LA,1,100.0,0,26,68.5,54.8,71.0,1,0,48,100.0,100.0,99.0,0,1,0,78,78,0,0,78,49,49,0,0,29,0
Aaron Brewer,46014,C,MIA,1,100.0,0,17,71.1,64.9,70.7,0,0,36,100.0,100.0,100.0,1,0,0,78,78,0,0,78,39,39,0,0,39,0
Kevin Dotson,46735,G,LA,1,100.0,0,26,60.9,69.6,62.5,1,0,48,100.0,100.0,99.0,1,1,0,78,0,0,0,78,49,49,78,0,29,0
Logan Bruss,60251,G,LA,1,100.0,0,26,42.1,0.0,67.1,2,4,48,100.0,100.0,91.7,0,7,1,78,0,78,0,78,49,49,0,0,29,0
Cooper Beebe,99434,C,DAL,1,100.0,0,9,62.9,41.0,68.3,1,1,45,100.0,100.0,97.8,0,2,0,76,76,0,0,76,46,46,0,0,30,0
Tyler Smith,98385,G,DAL,1,100.0,1,9,64.9,54.2,75.7,1,1,45,100.0,100.0,95.6,2,3,1,76,0,23,53,76,46,46,0,0,30,0
Ronnie Stanley,10640,T,BLT,1,100.0,0,3,77.1,81.9,68.7,0,3,45,100.0,100.0,96.7,0,3,0,76,0,0,75,76,46,46,0,0,30,1
Terence Steele,39461,T,DAL,1,100.0,0,9,66.1,55.2,78.9,1,1,45,100.0,100.0,95.6,1,3,1,76,0,0,0,76,46,46,0,76,30,0
Darnell Wright,98480,T,CHI,1,100.0,1,6,71.1,73.0,67.4,0,0,35,100.0,100.0,97.1,1,1,1,74,0,0,0,74,39,39,0,74,35,0
Brian O'Neill,46854,T,MIN,1,100.0,0,18,90.9,80.4,95.1,0,1,37,100.0,100.0,98.6,1,1,0,73,0,0,0,73,43,43,0,73,30,0
Christian Darrisaw,77373,T,MIN,1,100.0,0,18,70.8,71.4,66.8,0,1,37,100.0,100.0,98.6,1,1,0,73,0,0,73,73,43,43,0,0,30,0
Blake Brandel,46282,G,MIN,1,100.0,0,18,54.0,60.6,57.7,0,2,37,100.0,100.0,97.3,1,2,0,73,0,73,0,73,43,43,0,0,30,0
Garrett Bradbury,46013,C,MIN,1,100.0,0,18,60.2,68.6,63.1,0,0,37,100.0,100.0,97.3,1,1,1,73,73,0,0,73,43,43,0,0,30,0
Ed Ingram,59819,G,MIN,1,100.0,0,18,36.0,19.8,51.1,1,3,37,100.0,100.0,91.9,1,5,1,73,0,0,0,73,43,43,73,0,30,0
Jermaine Eluemunor,11914,T,NYG,1,100.0,0,21,76.7,84.2,68.7,0,0,40,100.0,100.0,100.0,0,0,0,72,0,0,0,72,40,40,0,72,32,0
Tyron Smith,6161,T,NYJ,1,100.0,0,22,68.0,81.2,46.6,1,0,57,100.0,100.0,99.1,0,1,0,72,0,0,72,72,58,58,0,0,14,0
Jon Runyan,36661,G,NYG,1,100.0,0,21,58.7,67.7,54.6,0,0,40,100.0,100.0,100.0,0,0,0,72,0,72,0,72,40,40,0,0,32,0
Andrew Thomas,59701,T,NYG,1,100.0,0,21,70.4,74.1,64.3,0,2,40,100.0,100.0,95.0,0,3,1,72,0,0,71,72,40,40,0,0,32,1
John Michael Schmitz Jr.,55238,C,NYG,1,100.0,0,21,57.7,53.9,57.8,0,1,40,100.0,100.0,98.7,0,1,0,72,72,0,0,72,40,40,0,0,32,0
Joe Tippmann,101568,C,NYJ,1,100.0,0,22,66.0,57.9,70.3,0,2,57,100.0,100.0,98.2,0,2,0,72,72,0,0,72,58,58,0,0,14,0
Greg Van Roten,7746,G,NYG,1,100.0,0,21,82.2,35.8,91.0,1,2,40,100.0,100.0,96.2,0,3,0,72,0,0,0,72,40,40,72,0,32,0
Alijah Vera-Tucker,57107,G,NYJ,1,100.0,0,22,79.3,66.6,86.3,1,0,57,100.0,100.0,97.4,0,2,1,72,0,0,0,72,58,58,72,0,14,0
Olumuyiwa Fashanu,129777,T,NYJ,1,100.0,0,22,57.6,52.2,61.2,1,3,57,100.0,100.0,96.5,0,4,0,72,0,0,0,72,58,58,0,72,14,0
John Simpson,41715,G,NYJ,1,100.0,0,22,70.9,82.2,61.2,1,0,57,100.0,100.0,99.1,0,1,0,72,0,72,0,72,58,58,0,0,14,0
Zack Martin,8651,G,DAL,1,100.0,0,9,82.6,69.5,81.7,0,1,43,100.0,100.0,98.8,0,1,0,72,0,0,0,72,44,44,72,0,28,0
Coleman Shelton,39316,C,CHI,1,100.0,0,6,72.2,83.7,67.7,0,0,35,100.0,100.0,100.0,0,0,0,71,71,0,0,71,39,39,0,0,32,0
Braxton Jones,60092,T,CHI,1,100.0,0,6,73.5,83.4,64.6,0,0,35,100.0,100.0,100.0,0,0,0,71,0,0,71,71,39,39,0,0,32,0
Roger Rosengarten,131912,T,BLT,1,100.0,0,3,54.3,66.3,41.7,0,4,43,100.0,100.0,95.3,0,4,0,71,0,0,0,71,44,44,0,71,27,0
Andre James,47058,C,LV,1,100.0,0,23,52.2,49.0,52.1,0,1,42,100.0,100.0,96.4,0,2,1,70,70,0,0,70,46,46,0,0,24,0
Braden Smith,46794,T,IND,1,100.0,1,14,53.4,61.6,50.4,0,2,50,100.0,100.0,92.0,1,5,3,70,0,0,0,70,51,51,0,70,19,0
Kolton Miller,47013,T,LV,1,100.0,1,23,80.8,79.3,78.0,1,1,42,100.0,100.0,97.6,1,2,0,70,0,0,70,70,46,46,0,0,24,0
Bernhard Raimann,77948,T,IND,1,100.0,0,14,79.1,85.6,68.5,0,0,50,100.0,100.0,100.0,0,0,0,70,0,0,70,70,51,51,0,0,19,0
Dylan Parham,60953,G,LV,1,100.0,0,23,53.2,77.3,41.3,0,1,42,100.0,100.0,98.8,0,1,0,70,0,0,0,70,46,46,70,0,24,0
Jackson Powers-Johnson,146550,G,LV,1,100.0,0,23,53.7,39.7,66.9,0,4,42,100.0,100.0,95.2,1,4,0,70,0,70,0,70,46,46,0,0,24,0
Quenton Nelson,12954,G,IND,1,100.0,0,14,86.0,79.8,91.0,1,1,50,100.0,100.0,98.0,1,2,0,70,0,70,0,70,51,51,0,0,19,0
Tanor Bortolini,129915,C,IND,1,100.0,0,14,71.3,81.7,66.3,0,0,50,100.0,100.0,100.0,0,0,0,70,70,0,0,70,51,51,0,0,19,0
DJ Glaze,129511,T,LV,1,100.0,0,23,49.4,55.0,50.4,0,2,42,100.0,100.0,95.2,2,3,1,70,0,0,0,70,46,46,0,70,24,0
Matt Pryor,46647,G,CHI,1,100.0,2,6,60.5,87.5,68.6,0,0,35,100.0,100.0,100.0,3,0,0,70,0,0,0,70,38,38,70,0,32,0
Blake Fisher,147479,T,HST,1,100.0,0,13,46.1,33.3,53.2,3,1,42,100.0,100.0,92.9,0,5,1,68,0,0,0,68,42,42,0,68,26,0
Laremy Tunsil,10647,T,HST,1,100.0,0,13,62.9,70.2,54.5,1,1,42,100.0,100.0,97.6,0,2,0,68,0,0,68,68,42,42,0,0,26,0
Juice Scruggs,81800,C,HST,1,100.0,0,13,68.4,79.7,63.7,1,0,42,100.0,100.0,98.8,0,1,0,68,68,0,0,68,42,42,0,0,26,0
Shaq Mason,9564,G,HST,1,100.0,0,13,65.9,71.7,61.2,1,1,42,100.0,100.0,97.6,1,2,0,68,0,0,0,68,42,42,68,0,26,0
Kenyon Green,99052,G,HST,1,100.0,1,13,59.0,80.0,57.2,0,2,42,100.0,100.0,97.6,1,2,0,68,0,68,0,68,42,42,0,0,26,0
Alex Cappa,66578,G,CIN,1,100.0,0,7,51.8,54.4,49.4,1,0,43,100.0,100.0,96.5,0,2,1,67,0,0,0,67,44,44,67,0,23,0
Orlando Brown Jr.,46227,T,CIN,1,100.0,0,7,55.4,83.5,46.0,0,0,43,100.0,100.0,100.0,2,0,0,67,0,0,67,67,44,44,0,0,23,0
Cordell Volson,30614,G,CIN,1,100.0,0,7,56.2,60.3,53.0,1,1,43,100.0,100.0,97.7,0,2,0,67,0,67,0,67,44,44,0,0,23,0
Ted Karras,10855,C,CIN,1,100.0,0,7,62.6,59.1,62.8,1,1,43,100.0,100.0,97.7,0,2,0,67,67,0,0,67,44,44,0,0,23,0
Tyler Biadasz,41178,C,WAS,1,100.0,0,32,71.5,84.5,66.6,0,0,36,100.0,100.0,100.0,0,0,0,66,66,0,0,66,37,37,0,0,29,0
Sam Cosmi,60114,G,WAS,1,100.0,0,32,70.5,58.5,70.5,0,1,36,100.0,100.0,95.8,0,2,1,66,0,0,0,66,37,37,66,0,29,0
