player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Cooper Beebe,99434,C,DAL,1,100.0,0,9,67.1,82.8,57.5,0,1,61,100.0,100.0,99.2,0,1,0,83,83,0,0,83,66,66,0,0,17,0
Terence Steele,39461,T,DAL,1,100.0,0,9,63.9,57.7,69.1,1,1,61,100.0,100.0,95.1,0,4,2,83,0,0,0,83,66,66,0,83,17,0
Ted Karras,10855,C,CIN,1,100.0,1,7,53.8,72.1,51.0,0,3,56,100.0,100.0,97.3,1,3,0,82,82,0,0,82,60,60,0,0,22,0
Amarius Mims,146719,T,CIN,1,100.0,0,7,66.2,64.8,64.3,2,3,56,100.0,100.0,93.7,0,6,1,82,0,0,0,82,60,60,0,82,22,0
Cody Ford,39805,T,CIN,1,100.0,0,7,63.9,63.0,60.4,2,4,56,100.0,100.0,94.6,0,6,0,82,0,0,82,82,60,60,0,0,22,0
Alex Cappa,66578,G,CIN,1,100.0,0,7,64.5,59.6,64.5,0,2,56,100.0,100.0,98.2,0,2,0,82,0,0,0,82,60,60,82,0,22,0
Cordell Volson,30614,G,CIN,1,100.0,0,7,57.1,46.8,61.1,2,3,56,100.0,100.0,93.7,1,6,1,82,0,82,0,82,60,60,0,0,22,0
Graham Glasgow,10729,G,DET,1,100.0,0,11,68.5,82.9,62.1,0,0,37,100.0,100.0,100.0,0,0,0,79,0,79,0,79,38,38,0,0,41,0
Penei Sewell,81788,T,DET,1,100.0,0,11,68.8,66.5,67.3,0,2,37,100.0,100.0,97.3,0,2,0,79,0,0,0,79,38,38,0,79,41,0
Dan Moore Jr.,60120,T,PIT,1,100.0,0,25,54.5,58.4,49.8,0,1,41,100.0,100.0,93.9,0,3,2,77,0,0,77,77,42,42,0,0,35,0
Zach Frazier,123419,C,PIT,1,100.0,0,25,71.0,73.6,68.8,0,0,41,100.0,100.0,100.0,0,0,0,77,77,0,0,77,42,42,0,0,35,0
Mason McCormick,78326,G,PIT,1,100.0,0,25,73.1,73.6,69.2,0,2,41,100.0,100.0,97.6,0,2,0,77,0,0,0,77,42,42,77,0,35,0
Broderick Jones,124025,T,PIT,1,100.0,1,25,53.1,58.6,61.8,1,2,41,100.0,100.0,93.9,3,4,1,77,0,0,0,77,42,42,0,75,35,2
Ben Brown,59869,C,NE,1,100.0,0,19,55.9,53.2,62.2,0,1,46,100.0,100.0,96.7,1,2,1,76,76,0,0,76,48,48,0,0,28,0
Demontrey Jacobs,56619,T,NE,1,100.0,0,19,45.1,43.9,43.7,0,5,46,100.0,100.0,92.4,0,6,1,76,0,0,0,76,48,48,0,76,28,0
Mike Onwenu,27357,G,NE,1,100.0,0,19,66.6,53.5,69.0,0,2,46,100.0,100.0,97.8,1,2,0,76,0,0,0,76,48,48,76,0,28,0
Isaac Seumalo,10713,G,PIT,1,100.0,0,25,78.9,78.0,80.8,0,0,41,100.0,100.0,100.0,1,0,0,75,0,75,0,75,42,42,0,0,33,0
Vederian Lowe,59741,T,NE,1,98.7,1,19,55.8,45.4,54.6,0,3,45,97.8,97.9,96.7,2,3,0,75,0,0,76,76,47,48,0,0,28,0
Connor McGovern,41714,C,BUF,1,100.0,0,4,72.0,81.6,67.5,0,1,45,100.0,100.0,98.9,0,1,0,73,73,0,0,73,47,47,0,0,26,0
Cam Robinson,11789,T,MIN,1,100.0,0,18,57.6,82.6,36.9,0,1,37,100.0,100.0,95.9,0,2,1,73,0,0,73,73,41,41,0,0,32,0
O'Cyrus Torrence,102821,G,BUF,1,100.0,0,4,55.1,69.9,47.6,0,4,45,100.0,100.0,95.6,0,4,0,73,0,0,0,73,47,47,73,0,26,0
Ryan Van Demark,55113,T,BUF,1,100.0,0,4,59.4,53.3,61.9,0,2,45,100.0,100.0,97.8,0,2,0,73,0,0,1,73,47,47,0,72,26,0
Jack Conklin,10642,T,CLV,1,100.0,0,8,62.7,70.1,60.5,0,4,50,100.0,100.0,94.0,1,5,1,73,0,0,0,73,54,54,0,73,19,0
Garrett Bradbury,46013,C,MIN,1,100.0,0,18,66.7,53.2,69.0,0,1,37,100.0,100.0,98.6,0,1,0,73,73,0,0,73,41,41,0,0,32,0
Dalton Risner,47008,G,MIN,1,100.0,0,18,50.0,55.3,47.9,0,2,37,100.0,100.0,97.3,0,2,0,73,0,0,0,73,41,41,73,0,32,0
