player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tyler Linderbaum,82291,C,BLT,1,100.0,0,3,73.8,73.8,80.9,0,1,51,100.0,100.0,99.0,1,1,0,80,80,0,0,80,57,57,0,0,23,0
Andrew Vorhees,60818,G,BLT,1,100.0,0,3,58.3,68.4,51.0,0,2,51,100.0,100.0,98.0,0,2,0,80,0,80,0,80,57,57,0,0,23,0
Ronnie Stanley,10640,T,BLT,1,100.0,1,3,67.5,83.3,72.9,0,2,51,100.0,100.0,98.0,3,2,0,80,0,0,79,80,57,57,0,0,23,1
Daniel Faalele,81734,G,BLT,1,100.0,0,3,60.6,66.8,55.0,0,2,51,100.0,100.0,98.0,0,2,0,80,0,0,0,80,57,57,80,0,23,0
Tytus Howard,25472,T,HST,1,100.0,0,13,66.5,62.2,66.2,0,2,38,100.0,100.0,94.7,0,3,1,79,0,0,0,79,40,40,0,79,39,0
Shaq Mason,9564,G,HST,1,100.0,0,13,63.7,62.9,61.5,1,0,38,100.0,100.0,96.1,0,2,1,79,0,0,0,79,40,40,79,0,39,0
Juice Scruggs,81800,C,HST,1,100.0,0,13,69.2,71.6,72.2,0,0,38,100.0,100.0,97.4,1,1,1,79,79,0,0,79,40,40,0,0,39,0
Kenyon Green,99052,G,HST,1,100.0,0,13,61.2,79.0,60.7,0,0,38,100.0,100.0,100.0,1,0,0,79,0,79,0,79,40,40,0,0,39,0
Laremy Tunsil,10647,T,HST,1,100.0,0,13,65.0,47.1,76.9,0,0,38,100.0,100.0,94.7,2,2,2,79,0,0,79,79,40,40,0,0,39,0
Kevin Dotson,46735,G,LA,1,100.0,0,26,62.6,56.8,62.9,0,1,51,100.0,100.0,99.0,0,1,0,78,0,0,0,78,53,53,78,0,25,0
Warren McClendon Jr.,99081,T,LA,1,100.0,0,26,33.6,33.8,47.4,3,2,51,100.0,100.0,95.1,2,5,0,78,0,0,0,78,53,53,0,78,25,0
Jonah Jackson,37070,G,LA,1,100.0,0,26,61.9,47.5,66.5,1,2,51,100.0,100.0,97.1,0,3,0,78,37,41,0,78,53,53,0,0,25,0
