player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Cam Robinson,11789,T,MIN,1,100.0,1,18,60.8,71.7,71.5,0,6,42,100.0,100.0,92.9,3,6,0,84,0,0,84,84,44,44,0,0,40,0
Garrett Bradbury,46013,C,MIN,1,100.0,0,18,66.8,71.1,64.3,0,1,42,100.0,100.0,98.8,0,1,0,84,84,0,0,84,44,44,0,0,40,0
Blake Brandel,46282,G,MIN,1,100.0,0,18,57.3,85.3,47.5,0,2,42,100.0,100.0,97.6,0,2,0,84,0,84,0,84,44,44,0,0,40,0
Ed Ingram,59819,G,MIN,1,100.0,0,18,65.7,65.6,63.0,1,2,42,100.0,100.0,96.4,0,3,0,84,0,0,0,84,44,44,84,0,40,0
Brian O'Neill,46854,T,MIN,1,100.0,0,18,75.0,80.5,75.0,0,0,42,100.0,100.0,100.0,1,0,0,84,0,0,0,84,44,44,0,84,40,0
Cody Ford,39805,T,CIN,1,100.0,0,7,56.5,58.2,48.5,3,5,60,100.0,100.0,93.3,0,8,0,82,0,0,82,82,66,66,0,0,16,0
Ted Karras,10855,C,CIN,1,100.0,0,7,60.4,72.2,51.9,1,1,60,100.0,100.0,98.3,1,2,0,82,82,0,0,82,66,66,0,0,16,0
Alex Cappa,66578,G,CIN,1,100.0,0,7,46.1,37.6,49.4,0,7,60,100.0,100.0,94.2,0,7,0,82,0,0,0,82,66,66,82,0,16,0
Amarius Mims,146719,T,CIN,1,100.0,0,7,62.0,61.6,58.5,1,5,60,100.0,100.0,95.0,0,6,0,82,0,0,0,82,66,66,0,82,16,0
Cordell Volson,30614,G,CIN,1,100.0,0,7,55.1,41.7,62.5,1,5,60,100.0,100.0,93.3,0,7,1,82,0,82,0,82,66,66,0,0,16,0
Jake Matthews,8641,T,ATL,1,100.0,0,2,72.9,81.1,63.3,1,1,41,100.0,100.0,95.1,0,3,1,78,0,0,78,78,44,44,0,0,34,0
Zach Frazier,123419,C,PIT,1,100.0,0,25,55.2,69.1,57.0,0,0,33,100.0,100.0,100.0,1,0,0,78,78,0,0,78,36,36,0,0,42,0
Matthew Bergeron,99658,G,ATL,1,100.0,0,2,58.3,54.3,64.7,2,1,41,100.0,100.0,96.3,1,3,0,78,0,78,0,78,44,44,0,0,34,0
Kaleb McGary,46912,T,ATL,1,100.0,0,2,71.9,74.9,73.4,0,1,41,100.0,100.0,98.8,1,1,0,78,0,0,0,78,44,44,0,78,34,0
