player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Stone Forsythe,41795,T,SEA,1,100.0,0,29,28.4,22.3,36.5,1,10,62,100.0,100.0,89.5,0,12,1,90,0,0,0,90,73,73,0,89,17,1
Charles Cross,98401,T,SEA,1,100.0,1,29,65.4,59.5,69.2,1,9,62,100.0,100.0,91.9,1,10,0,90,0,0,90,90,73,73,0,0,17,0
Laken Tomlinson,9461,G,SEA,1,100.0,0,29,67.9,65.3,66.8,0,2,62,100.0,100.0,98.4,0,2,0,90,0,90,0,90,73,73,0,0,17,0
Connor Williams,46216,C,SEA,1,100.0,0,29,62.7,67.7,58.6,0,1,62,100.0,100.0,99.2,0,1,0,90,90,0,0,90,73,73,0,0,17,0
Cody Mauch,66637,G,TB,1,100.0,0,30,64.3,67.3,60.3,0,1,51,100.0,100.0,99.0,0,1,0,77,0,0,0,77,53,53,77,0,24,0
Justin Skule,38951,T,TB,1,100.0,0,30,71.4,61.5,77.2,0,2,51,100.0,100.0,98.0,0,2,0,77,0,0,3,77,53,53,0,74,24,0
Ben Bredeson,27305,G,TB,1,100.0,0,30,51.6,52.4,50.4,0,3,51,100.0,100.0,97.1,1,3,0,77,0,77,0,77,53,53,0,0,24,0
Graham Barton,122367,C,TB,1,100.0,0,30,66.2,67.2,70.8,0,2,51,100.0,100.0,98.0,1,2,0,77,77,0,0,77,53,53,0,0,24,0
Sean Rhyan,72009,G,GB,1,100.0,0,12,66.0,77.9,55.8,1,1,56,100.0,100.0,98.2,0,2,0,76,0,0,0,76,58,58,76,0,18,0
Zach Tom,55443,T,GB,1,100.0,0,12,89.0,79.7,92.7,1,1,56,100.0,100.0,98.2,0,2,0,76,0,0,0,76,58,58,0,76,18,0
Elgton Jenkins,46298,G,GB,1,100.0,0,12,55.3,81.0,46.6,0,1,56,100.0,100.0,99.1,1,1,0,76,0,76,0,76,58,58,0,0,18,0
Rasheed Walker,81798,T,GB,1,100.0,0,12,74.0,81.6,58.9,0,4,56,100.0,100.0,96.4,0,4,0,76,0,0,76,76,58,58,0,0,18,0
Josh Myers,59992,C,GB,1,100.0,0,12,63.8,72.7,58.2,2,2,56,100.0,100.0,96.4,0,4,0,76,76,0,0,76,58,58,0,0,18,0
Shaq Mason,9564,G,HST,1,100.0,0,13,68.9,81.6,67.9,0,1,46,100.0,100.0,98.9,2,1,0,75,0,0,0,75,51,51,75,0,24,0
Tytus Howard,25472,T,HST,1,100.0,0,13,64.0,66.5,58.4,1,2,46,100.0,100.0,96.7,0,3,0,75,0,0,0,75,51,51,0,75,24,0
Juice Scruggs,81800,C,HST,1,100.0,0,13,62.5,76.9,56.2,0,2,46,100.0,100.0,97.8,0,2,0,75,75,0,0,75,51,51,0,0,24,0
John Simpson,41715,G,NYJ,1,100.0,0,22,46.8,58.3,57.2,0,2,51,100.0,100.0,98.0,2,2,0,74,0,74,0,74,54,54,0,0,20,0
Alijah Vera-Tucker,57107,G,NYJ,1,100.0,0,22,66.2,80.3,56.5,1,0,51,100.0,100.0,99.0,0,1,0,74,0,0,0,74,54,54,74,0,20,0
Tyron Smith,6161,T,NYJ,1,100.0,1,22,68.3,73.7,68.8,0,1,51,100.0,100.0,97.1,2,2,1,74,0,0,74,74,54,54,0,0,20,0
Trevor Penning,59963,T,NO,1,100.0,0,20,54.5,62.4,47.7,0,0,39,100.0,100.0,100.0,1,0,0,74,0,0,0,74,42,42,0,74,32,0
Taliese Fuaga,131732,T,NO,1,100.0,0,20,68.7,72.2,79.4,2,0,39,100.0,100.0,97.4,2,2,0,74,0,0,74,74,42,42,0,0,32,0
Olumuyiwa Fashanu,129777,T,NYJ,1,100.0,0,22,39.4,32.0,43.1,1,4,51,100.0,100.0,95.1,1,5,0,74,0,0,0,74,54,54,0,74,20,0
Shane Lemieux,28149,C,NO,1,100.0,0,20,52.4,31.5,57.3,0,3,39,100.0,100.0,96.2,0,3,0,74,74,0,0,74,42,42,0,0,32,0
Tristan Wirfs,64818,T,TB,1,100.0,0,30,71.6,83.1,56.2,0,0,51,100.0,100.0,100.0,0,0,0,74,0,0,74,74,53,53,0,0,21,0
Lucas Patrick,11435,G,NO,1,100.0,0,20,58.1,48.8,59.8,0,1,39,100.0,100.0,98.7,0,1,0,74,0,74,0,74,42,42,0,0,32,0
Joe Tippmann,101568,C,NYJ,1,100.0,0,22,43.0,34.5,44.3,0,1,51,100.0,100.0,97.1,0,2,1,74,74,0,0,74,54,54,0,0,20,0
Landon Young,41761,G,NO,1,100.0,0,20,58.2,14.8,71.0,0,4,39,100.0,100.0,94.9,0,4,0,74,0,0,0,74,42,42,74,0,32,0
Kenyon Green,99052,G,HST,1,100.0,0,13,40.9,56.4,35.6,0,5,44,100.0,100.0,92.0,3,6,1,73,0,73,0,73,49,49,0,0,24,0
Tyler Biadasz,41178,C,WAS,1,100.0,0,32,77.1,61.6,78.4,0,0,36,100.0,100.0,100.0,0,0,0,71,71,0,0,71,39,39,0,0,32,0
Sam Cosmi,60114,G,WAS,1,100.0,0,32,45.1,68.1,40.1,0,1,36,100.0,100.0,98.6,1,1,0,71,0,0,0,71,39,39,71,0,32,0
Andrew Wylie,12333,T,WAS,1,100.0,0,32,61.4,84.4,44.3,0,0,36,100.0,100.0,100.0,0,0,0,71,0,0,0,71,39,39,0,71,32,0
Ikem Ekwonu,98286,T,CAR,1,100.0,0,5,66.3,71.2,67.7,0,1,42,100.0,100.0,98.8,1,1,0,70,0,0,70,70,43,43,0,0,27,0
Taylor Moton,11819,T,CAR,1,100.0,0,5,67.6,78.3,56.5,0,1,42,100.0,100.0,98.8,0,1,0,70,0,0,0,70,43,43,0,70,27,0
Chandler Zavala,144009,G,CAR,1,100.0,0,5,63.4,78.1,56.1,0,1,42,100.0,100.0,98.8,0,1,0,70,0,70,0,70,43,43,0,0,27,0
Mason McCormick,78326,G,PIT,1,100.0,0,25,54.2,67.8,56.0,0,1,41,100.0,100.0,98.8,1,1,0,70,0,70,0,70,44,44,0,0,26,0
