player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jedrick Wills Jr.,58467,T,CLV,1,100.0,2,8,57.9,59.3,61.2,2,1,57,100.0,100.0,93.9,4,5,2,84,0,0,84,84,62,62,0,0,22,0
Ethan Pocic,11813,C,CLV,1,100.0,0,8,67.0,80.3,60.0,0,0,57,100.0,100.0,100.0,0,0,0,84,84,0,0,84,62,62,0,0,22,0
Michael Dunn,39676,G,CLV,1,100.0,0,8,44.1,39.7,53.1,1,2,57,100.0,100.0,97.4,1,3,0,84,0,0,0,84,62,62,84,0,22,0
Joel Bitonio,8670,G,CLV,1,100.0,0,8,66.1,71.6,68.7,0,1,57,100.0,100.0,99.1,2,1,0,84,0,84,0,84,62,62,0,0,22,0
Tristan Wirfs,64818,T,TB,1,100.0,0,30,74.1,91.1,60.9,0,0,52,100.0,100.0,100.0,1,0,0,82,0,0,82,82,56,56,0,0,26,0
Cody Mauch,66637,G,TB,1,100.0,0,30,78.7,85.3,71.5,0,2,52,100.0,100.0,98.1,0,2,0,82,0,0,0,82,56,56,82,0,26,0
Ben Bredeson,27305,G,TB,1,100.0,0,30,74.6,54.0,80.4,0,4,52,100.0,100.0,96.2,0,4,0,82,0,82,0,82,56,56,0,0,26,0
Luke Goedeke,77548,T,TB,1,100.0,0,30,64.7,74.2,69.0,0,2,52,100.0,100.0,96.2,2,3,1,82,0,0,0,82,56,56,0,82,26,0
Graham Barton,122367,C,TB,1,100.0,0,30,75.2,62.7,83.2,0,3,52,100.0,100.0,97.1,1,3,0,82,82,0,0,82,56,56,0,0,26,0
Jordan Meredith,60235,G,LV,1,100.0,0,23,85.1,85.8,79.6,0,0,46,100.0,100.0,100.0,0,0,0,79,0,0,0,79,48,48,79,0,31,0
Kolton Miller,47013,T,LV,1,100.0,0,23,66.0,76.5,54.2,1,2,46,100.0,100.0,96.7,0,3,0,79,0,0,79,79,48,48,0,0,31,0
Andre James,47058,C,LV,1,100.0,0,23,56.5,51.2,57.2,1,2,46,100.0,100.0,96.7,1,3,0,79,79,0,0,79,48,48,0,0,31,0
DJ Glaze,129511,T,LV,1,100.0,0,23,77.1,66.1,90.1,2,0,46,100.0,100.0,97.8,2,2,0,79,0,0,0,79,48,48,0,79,31,0
Jackson Powers-Johnson,146550,G,LV,1,100.0,0,23,69.3,44.0,81.1,0,5,46,100.0,100.0,94.6,2,5,0,79,0,79,0,79,48,48,0,0,31,0
JC Latham,146596,T,TEN,1,100.0,0,31,57.3,71.6,50.9,1,1,43,100.0,100.0,93.0,1,4,2,73,0,0,72,73,47,47,0,0,26,1
Kaleb McGary,46912,T,ATL,1,100.0,0,2,52.6,50.9,51.5,2,3,39,100.0,100.0,93.6,0,5,0,73,0,0,0,73,41,41,0,73,32,0
