player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Mike Caliendo,41446,G,KC,1,100.0,0,16,40.2,41.0,41.2,0,3,46,100.0,100.0,96.7,0,3,0,74,0,74,0,74,50,50,0,0,24,0
Lane Johnson,7786,T,PHI,1,100.0,0,24,65.0,81.4,50.8,0,2,37,100.0,100.0,97.3,0,2,0,74,0,0,0,74,40,40,0,74,34,0
Dylan Parham,60953,G,LV,1,100.0,0,23,71.1,68.7,76.6,0,1,41,100.0,100.0,93.9,1,3,2,74,0,0,0,74,47,47,74,0,27,0
Creed Humphrey,59996,C,KC,1,100.0,0,16,77.5,81.1,75.1,0,0,46,100.0,100.0,100.0,0,0,0,74,74,0,0,74,50,50,0,0,24,0
Andre James,47058,C,LV,1,100.0,0,23,56.6,54.5,56.1,0,2,41,100.0,100.0,97.6,0,2,0,74,74,0,0,74,47,47,0,0,27,0
Jordan Mailata,66916,T,PHI,1,100.0,0,24,92.2,85.1,91.9,0,0,37,100.0,100.0,100.0,0,0,0,74,0,0,74,74,40,40,0,0,34,0
Cam Jurgens,84014,C,PHI,1,100.0,0,24,46.5,32.2,50.3,1,2,37,100.0,100.0,95.9,0,3,0,74,74,0,0,74,40,40,0,0,34,0
Landon Dickerson,41712,G,PHI,1,100.0,0,24,72.3,64.9,71.0,1,1,37,100.0,100.0,94.6,0,3,1,74,0,74,0,74,40,40,0,0,34,0
Joe Thuney,10712,G,KC,1,100.0,0,16,68.3,63.5,69.3,1,3,46,100.0,100.0,95.7,0,4,0,74,0,0,74,74,50,50,0,0,24,0
Kolton Miller,47013,T,LV,1,100.0,0,23,78.8,79.8,83.1,0,1,41,100.0,100.0,98.8,2,1,0,74,0,0,74,74,47,47,0,0,27,0
Trey Smith,62960,G,KC,1,100.0,1,16,67.9,79.9,59.7,0,1,46,100.0,100.0,98.9,2,1,0,74,0,0,0,74,50,50,74,0,24,0
Mekhi Becton,59818,G,PHI,1,100.0,0,24,68.1,81.5,61.1,0,1,37,100.0,100.0,98.6,0,1,0,74,0,0,0,74,40,40,74,0,34,0
DJ Glaze,129511,T,LV,1,100.0,0,23,78.0,70.6,81.9,1,3,41,100.0,100.0,95.1,0,4,0,74,0,0,0,74,47,47,0,74,27,0
Layden Robinson,99057,G,NE,1,100.0,0,19,53.2,48.5,54.2,1,0,43,100.0,100.0,98.8,0,1,0,73,0,73,0,73,48,48,0,0,25,0
Vederian Lowe,59741,T,NE,1,100.0,0,19,61.7,73.5,46.9,0,1,43,100.0,100.0,98.8,0,1,0,73,0,0,73,73,48,48,0,0,25,0
Ben Brown,59869,C,NE,1,100.0,0,19,79.8,81.1,78.2,0,1,43,100.0,100.0,98.8,0,1,0,73,73,0,0,73,48,48,0,0,25,0
Mike Onwenu,27357,G,NE,1,100.0,0,19,61.8,75.6,54.1,0,0,43,100.0,100.0,97.7,0,1,1,73,0,0,0,73,48,48,73,0,25,0
Jackson Powers-Johnson,146550,C,LV,1,100.0,0,23,71.2,77.9,65.4,0,2,40,100.0,100.0,97.5,0,2,0,73,0,73,0,73,46,46,0,0,27,0
Demontrey Jacobs,56619,T,NE,1,100.0,0,19,28.0,25.5,42.2,2,3,43,100.0,100.0,94.2,2,5,0,73,0,0,0,73,48,48,0,73,25,0
Cody Mauch,66637,G,TB,1,100.0,0,30,66.9,83.9,54.9,0,1,50,100.0,100.0,99.0,0,1,0,72,0,0,0,72,52,52,72,0,20,0
Luke Goedeke,77548,T,TB,1,100.0,0,30,65.9,57.1,80.2,0,3,50,100.0,100.0,95.0,1,4,1,72,0,0,0,72,52,52,0,72,20,0
Graham Barton,122367,C,TB,1,100.0,0,30,70.6,68.6,70.9,0,2,50,100.0,100.0,98.0,0,2,0,72,72,0,0,72,52,52,0,0,20,0
Ben Bredeson,27305,G,TB,1,100.0,0,30,61.0,78.8,58.1,0,2,50,100.0,100.0,98.0,1,2,0,72,0,72,0,72,52,52,0,0,20,0
