"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","406","4","41","52","7","26","0.45","77","2.03","77.8","7","Terrel Bernard","73","224","535","12","0.22","77","1","64"
"Kyle Pitts","78","246","466","2","14","58","27","18","0.3","62","1.43","68.1","14","Payton Wilson","76","238","","","","","",""
"Mark Andrews","77","247","278","2","11","80","9","22","0.49","75","1.96","80","2","Nick Bolton","71","237","231","13","0.21","74","0.85","68.9"
"Dalton Kincaid","75","240","460","1","20","61","18","20","0.33","81","1.46","67.3","-2","Mack Wilson Sr.","73","246","100","8","0.12","88","0.45","79"
"Tommy Tremble","76","250","250","7","49","37","14","12","0.24","77","0.78","55.9","-63","Tyrann Mathieu","69","190","611","6","0.1","60","0.41","83.2"
"Gerald Everett","75","250","326","7","49","36","12","21","0.34","73","1.26","65.6","-31","Ernest Jones","74","230","435","11","0.16","77","0.73","81.3"
"Mike Gesicki","78","245","339","1","10","71","19","13","0.19","67","0.72","55.7","5","Ja'Whaun Bentley","74","250","437","10","0.18","84","0.89","65.7"
"David Njoku","76","246","520","10","55","35","10","23","0.39","68","1.7","68.4","-6","Damone Clark","75","240","338","10","0.15","82","0.56","62.8"
"Jake Ferguson","77","244","522","5","44","44","10","18","0.34","74","1.46","71.9","4","Grant Delpit","75","208","374","8","0.12","81","0.5","70.7"
"Greg Dulcich","76","245","20","9","36","59","5","20","0.28","75","1.25","66.9","-26","Tyrel Dodson","72","237","255","12","0.2","83","0.78","89.8"
"Sam LaPorta","75","245","506","9","45","27","27","23","0.46","73","1.76","76.7","53","Christian Rozeboom","74","230","313","16","0.27","88","1.09","46.4"
"Luke Musgrave","78","253","275","8","50","41","8","16","0.27","76","1.28","64.2","5","Zack Baun","75","225","51","16","0.48","88","1.06","78.1"
"Dalton Schultz","77","244","433","8","52","33","11","19","0.35","70","1.47","72.8","14","E.J. Speed","75","227","377","15","0.19","72","0.77","63.5"
"Kylen Granson","74","242","290","5","47","41","11","16","0.25","64","1.27","57.1","-15","Azeez Al-Shaair","74","228","570","10","0.15","77","0.68","64.5"
"Evan Engram","75","240","617","3","25","55","19","23","0.38","81","1.56","72","8","David Long Jr.","71","227","394","12","0.22","78","1.11","69.1"
"Travis Kelce","77","250","513","4","28","49","22","23","0.43","79","1.92","78.7","24","Trenton Simpson","74","238","7","29","0.3","100","0.14","80.2"
"Colby Parkinson","79","251","224","15","40","33","13","14","0.28","81","1.1","58.9","11","Alex Anzalone","75","238","547","14","0.2","76","0.93","68.2"
"Hayden Hurst","76","245","224","2","37","45","18","13","0.19","60","0.82","44","-7","Divine Deablo","75","223","418","14","0.24","76","1","61"
"Brock Bowers","76","240","","","","","","","","","","","-3","Denzel Perryman","71","240","277","14","0.28","74","1.35","59.9"
"Jonnu Smith","75","248","375","10","31","53","14","18","0.34","72","1.55","59.1","3","Foyesade Oluokun","74","230","602","14","0.24","81","0.92","75"
"Johnny Mundt","76","233","115","7","63","27","10","20","0.35","74","1.5","69.2","8","Dane Belton","73","205","162","9","0.2","87","0.87","50.5"
"Hunter Henry","77","258","370","6","43","49","8","17","0.32","68","1.13","69.2","9","Logan Wilson","74","245","582","13","0.27","81","1.2","62.6"
"Juwan Johnson","76","231","309","8","27","57","15","19","0.32","64","1.19","58.9","-2","Josey Jewell","74","236","386","11","0.2","85","0.91","66.8"
"Theo Johnson","78","264","","","","","","","","","","","-29","Ivan Pace Jr.","70","231","311","12","0.16","86","0.59","78.5"
"Tyler Conklin","75","254","473","7","34","57","9","18","0.26","73","1.31","65.9","-12","De'Vondre Campbell","75","232","284","11","0.26","80","1.07","65.2"
"Dallas Goedert","77","256","437","4","36","51","12","19","0.31","73","1.35","73.3","21","Quay Walker","76","241","418","13","0.26","85","1.19","59.2"
"Pat Freiermuth","77","258","276","5","44","49","8","16","0.27","73","1.12","65.6","0","Troy Andersen","76","235","66","15","0.22","80","0.97","51.4"
"Noah Fant","76","249","320","9","44","38","11","13","0.23","76","1.29","62.9","20","Cody Barton","74","237","429","12","0.22","82","0.81","53.9"
"George Kittle","76","250","460","7","62","29","8","19","0.44","73","2.22","87.5","15","C.J. Mosley","74","231","570","12","0.2","80","1","81.4"
"Cade Otton","77","247","568","9","38","44","16","12","0.21","70","0.8","52.1","-26","Bobby Wagner","72","241","582","10","0.19","82","0.88","81.5"
"Chigoziem Okonkwo","75","238","403","9","27","57","10","18","0.28","73","1.31","61.5","-7","Tremaine Edmunds","77","250","523","13","0.29","83","1.17","56.7"
"Zach Ertz","77","250","186","1","31","56","13","23","0.28","64","1.01","50.8","-42","K.J. Britt","72","235","72","8","0.12","83","0.56","78.2"
