"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","111","3","46","46","7","26","0.34","69","1.58","73.2","14","Quay Walker","76","241","173","10","0.16","72","0.83","49.2"
"Kyle Pitts","78","246","154","6","41","39","20","14","0.26","68","1.26","58.2","-9","Claudin Cherelus","74","230","25","4","","","","67.1"
"Isaiah Likely","76","241","110","4","36","53","11","19","0.47","76","1.64","79.9","11","Bobby Wagner","72","241","144","11","0.22","81","0.88","81.7"
"Dalton Kincaid","75","240","106","5","26","60","11","22","0.35","65","1.57","71","-5","Quincy Williams","71","225","148","20","0.3","86","1.3","80"
"Tommy Tremble","76","250","85","9","54","33","12","11","0.15","78","0.69","44.7","-24","JD Bertrand","73","233","24","33","0.49","88","2","50.4"
"Cole Kmet","78","260","129","10","43","46","6","19","0.38","88","1.7","74","33","Antonio Johnson","74","195","206","9","0.18","68","0.91","40.5"
"Erick All","77","250","54","17","55","22","12","26","0.43","100","1.7","62.2","12","Isaiah Simmons","76","238","37","16","0.18","50","1","67.8"
"David Njoku","76","246","41","2","52","26","21","15","0.26","83","1.41","59.4","-2","Zack Baun","75","225","118","18","0.21","67","0.93","60.3"
"Jake Ferguson","77","244","124","4","28","60","9","24","0.36","73","1.85","64.2","23","Alex Anzalone","75","238","120","17","0.32","86","1.22","65.4"
"Adam Trautman","77","253","49","31","62","25","13","6","0.11","67","0.65","59.8","-28","Denzel Perryman","71","240","67","13","0.23","100","0.94","56.8"
"Sam LaPorta","75","245","108","8","49","23","25","12","0.25","92","1.36","65.2","24","DeMarvion Overshown","75","220","109","20","0.4","91","1.66","62.2"
"Tucker Kraft","77","259","127","7","56","30","12","16","0.44","80","1.72","61.4","43","Kyzir White","74","234","137","15","0.3","85","1.75","41.2"
"Dalton Schultz","77","244","170","13","57","27","10","14","0.15","61","0.68","53.7","3","Jaylinn Hawkins","73","208","110","5","0.09","67","0.49","62.5"
"Mo Alie-Cox","77","267","48","27","89","11","","12","0.31","50","1.23","73.5","-26","Ernest Jones","74","230","90","9","0.21","100","1.21","60.6"
"Evan Engram","75","240","19","10","43","38","14","21","0.08","25","0.26","53.8","-9","T.J. Edwards","73","242","145","15","0.3","91","1.19","62.1"
"Hayden Hurst","76","245","75","","28","52","20","13","0.16","60","0.79","39.8","-31","P.J. Locke","70","202","181","8","0.18","71","0.56","65.8"
"Brock Bowers","76","240","138","5","26","57","15","25","0.47","80","2.27","82.7","5","Payton Wilson","76","238","75","12","0.18","78","0.83","67.4"
"Hunter Henry","77","258","138","5","34","59","4","17","0.25","70","1.3","59.4","-27","Azeez Al-Shaair","74","228","148","10","0.23","73","1.12","73"
"Juwan Johnson","76","231","82","13","64","28","9","12","0.27","90","0.85","60.2","22","K.J. Britt","72","235","131","8","0.14","90","0.71","41.4"
"Theo Johnson","78","264","143","17","46","44","9","8","0.12","67","0.59","46.3","-57","Logan Wilson","74","245","154","7","0.15","100","0.44","78.8"
"Tyler Conklin","75","254","184","5","41","49","10","14","0.19","68","0.98","60.9","14","Terrel Bernard","73","224","77","12","0.14","67","0.66","53"
"Dallas Goedert","77","256","127","1","40","45","14","21","0.43","89","2.37","69.1","8","Grant Delpit","75","208","150","8","0.1","75","0.41","62.8"
"Pat Freiermuth","77","258","130","2","35","41","23","17","0.38","91","1.38","64.6","16","Tommy Eichenberg","74","239","24","21","0.68","100","2.21","32.4"
"Noah Fant","76","249","148","7","30","55","13","12","0.19","78","0.91","57.9","31","De'Vondre Campbell","75","232","141","17","0.34","88","1.45","48.6"
"George Kittle","76","250","120","12","53","32","14","24","0.53","79","1.88","77.6","39","Tyrel Dodson","72","237","165","10","0.13","69","0.66","70.3"
"Cade Otton","77","247","156","12","53","28","19","15","0.2","74","0.95","56.3","-1","Demario Davis","74","248","146","10","0.15","79","0.75","65.5"
"Chigoziem Okonkwo","75","238","77","4","34","46","16","13","0.25","80","0.66","46.8","-17","E.J. Speed","75","227","170","16","0.26","85","1.29","52.2"
"Zach Ertz","77","250","140","3","31","53","14","17","0.24","71","1.14","52.1","-16","Trenton Simpson","74","238","107","17","0.32","83","1.21","61.8"
