"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Pat Freiermuth","77","258","227","5","34","45","21","14","0.33","91","1.24","65.9","7","Trenton Simpson","74","238","273","11","0.23","86","0.95","65.8"
"AJ Barner","78","251","112","9","42","46","11","15","0.3","82","1.18","65.1","3","De'Vondre Campbell","75","232","282","15","0.27","86","1.18","53.7"
"George Kittle","76","250","233","14","58","29","11","22","0.61","83","2.4","90","62","Tyrice Knight","74","235","49","22","0.43","91","2.27","55.7"
"Chigoziem Okonkwo","75","238","200","4","42","37","18","14","0.22","78","0.86","48.1","-20","Ivan Pace Jr.","70","231","125","15","0.39","89","1.55","59.4"
"Zach Ertz","77","250","276","3","31","55","13","18","0.29","73","1.38","57.3","-36","Zack Baun","75","225","261","14","0.18","78","0.64","85.8"
"Kyle Pitts","78","246","281","6","37","40","23","17","0.36","72","1.73","64.1","-17","Brandon Jones","73","191","352","7","0.07","70","0.27","84.9"
"Mark Andrews","77","247","214","7","21","58","21","17","0.45","83","1.67","78.4","21","Payton Wilson","76","238","135","13","0.21","89","0.89","66"
"Dalton Kincaid","75","240","223","3","29","58","12","25","0.37","62","1.6","74.9","16","Nick Bolton","71","237","256","12","0.26","90","1","64.1"
"Cole Kmet","78","260","250","9","38","49","9","14","0.31","85","1.26","68.6","13","Isaiah McDuffie","73","227","190","17","0.33","79","1.28","56.8"
"Mike Gesicki","78","245","222","1","10","66","24","20","0.38","76","1.73","71.5","25","Denzel Perryman","71","240","140","11","0.2","100","0.91","61.9"
"David Njoku","76","246","185","3","54","31","14","21","0.36","77","1.38","64.3","14","Demario Davis","74","248","307","9","0.15","82","0.78","61.8"
"Jake Ferguson","77","244","263","3","29","58","10","21","0.3","78","1.36","55.9","5","Henry To'oTo'o","73","228","213","13","0.28","85","0.87","58.9"
"Lucas Krull","78","260","105","2","40","38","19","12","0.19","77","0.91","56.6","-49","Nate Landman","75","235","175","10","0.26","94","0.93","78.8"
"Sam LaPorta","75","245","205","9","53","23","20","15","0.39","83","1.79","71.7","14","Foyesade Oluokun","74","230","177","10","0.14","88","0.5","77.1"
"Tucker Kraft","77","259","255","6","54","32","13","14","0.37","80","1.47","62.4","20","T.J. Edwards","73","242","267","12","0.23","88","0.94","64.4"
"Dalton Schultz","77","244","311","12","57","29","10","15","0.19","60","1","61.5","5","Eric Kendricks","72","232","209","9","0.18","61","1.03","63.5"
"Mo Alie-Cox","77","267","97","30","81","19","","12","0.24","58","1.03","67.4","-21","Quincy Williams","71","225","301","16","0.27","83","1.2","67"
"Evan Engram","75","240","149","5","39","41","19","28","0.42","74","1.77","73.4","-23","Brian Branch","72","203","262","13","0.15","60","0.71","90.9"
"Travis Kelce","77","250","318","4","32","39","28","24","0.38","79","1.57","72.9","52","Terrel Bernard","73","224","197","14","0.22","71","0.93","60"
"Colby Parkinson","79","251","219","10","73","18","9","16","0.2","66","0.98","62.6","11","Jaylinn Hawkins","73","208","210","6","0.11","67","0.4","61.4"
"Will Dissly","76","265","152","11","60","24","14","27","0.4","80","1.79","67.7","-1","Logan Wilson","74","245","317","10","0.19","87","0.69","73.5"
"Brock Bowers","76","240","275","5","22","57","19","25","0.46","81","2.11","86.7","34","Anthony Walker Jr.","73","235","119","11","0.2","92","0.95","46.7"
"Jonnu Smith","75","248","190","7","19","54","23","23","0.39","77","1.83","72.5","32","Divine Deablo","75","223","141","16","0.37","91","1.45","48.9"
"T.J. Hockenson","77","248","54","4","50","36","14","24","0.39","85","1.83","82.9","1","Jack Gibbens","75","242","115","10","0.13","82","0.54","84"
"Hunter Henry","77","258","301","6","37","55","6","17","0.3","77","1.42","69.7","3","Christian Rozeboom","74","230","194","19","0.36","78","1.52","52.8"
"Juwan Johnson","76","231","207","8","47","38","15","14","0.25","79","1.19","65.4","11","Grant Delpit","75","208","248","9","0.13","77","0.57","64.5"
"Tyler Conklin","75","254","317","6","41","48","11","12","0.2","74","0.77","58","18","E.J. Speed","75","227","301","17","0.28","82","1.28","53"
"Dallas Goedert","77","256","150","1","41","45","13","21","0.43","84","2.17","64.9","-13","Bobby Wagner","72","241","264","9","0.16","70","0.73","83.3"
