"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Mike Gesicki","78","245","339","3","10","67","23","18","0.32","77","1.51","67.5","29","Justin Strnad","75","235","340","16","0.28","80","1.3","56.4"
"David Njoku","76","246","379","3","57","30","13","24","0.38","71","1.33","64","-3","Anthony Walker Jr.","73","235","278","12","0.22","84","1.05","46.3"
"Jake Ferguson","77","244","341","4","31","58","10","21","0.29","74","1.36","58.1","-27","Zack Baun","75","225","461","14","0.2","79","0.76","90.2"
"Lucas Krull","78","260","183","3","41","38","19","11","0.18","86","0.81","55.7","-22","Germaine Pratt","75","250","491","15","0.28","81","1.29","58.1"
"Sam LaPorta","75","245","390","9","51","27","19","16","0.37","75","1.54","72","22","Dee Winters","71","227","110","17","0.18","74","0.54","73.2"
"Tucker Kraft","77","259","383","6","56","29","14","14","0.39","80","1.61","67.9","14","Blake Cashman","73","237","380","12","0.19","77","0.94","71.7"
"Dalton Schultz","77","244","463","11","58","26","12","16","0.23","63","1.04","60.8","8","Malik Harrison","75","259","111","13","0.41","86","1.9","53.8"
"Mo Alie-Cox","77","267","128","31","82","17","1","15","0.26","63","1.15","67","-23","Isaiah Simmons","76","238","96","14","0.23","62","0.88","52.7"
"Brenton Strange","76","247","228","13","39","46","13","21","0.36","73","1.54","65.7","-3","Otis Reese IV","75","214","31","16","0.22","60","1.26","63"
"Travis Kelce","77","250","543","5","34","41","24","22","0.32","74","1.36","69.2","23","Payton Wilson","76","238","241","12","0.16","79","0.62","81.8"
"Tyler Higbee","78","255","6","","67","33","","17","1.35","100","1.83","68","4","Kyzir White","74","234","419","12","0.25","90","1.29","50.7"
"Stone Smartt","76","226","89","2","48","36","14","20","0.37","78","2.08","75.6","30","Kyle Dugger","74","222","322","13","0.28","78","1.04","47.7"
"Brock Bowers","76","240","526","5","26","56","17","25","0.44","77","2.03","85.8","13","Demario Davis","74","248","490","8","0.12","74","0.59","73.4"
"Jonnu Smith","75","248","392","5","25","48","23","24","0.49","82","2.05","79.4","37","Grant Delpit","75","208","436","9","0.15","77","0.71","65.9"
"T.J. Hockenson","77","248","225","3","55","29","16","20","0.32","76","1.68","75.5","3","Edgerrin Cooper","75","230","180","17","0.22","67","1.11","83"
"Hunter Henry","77","258","465","5","39","53","6","19","0.31","75","1.45","71.5","-11","Daiyan Henley","74","225","485","16","0.25","77","1.12","70.8"
"Juwan Johnson","76","231","339","6","43","39","17","14","0.28","81","1.19","65","6","Divine Deablo","75","223","262","14","0.27","81","1.13","54.5"
"Daniel Bellinger","77","253","146","8","40","45","12","8","0.16","100","0.79","60.5","-9","Grant Stuard","71","230","92","20","0.23","72","0.85","66.9"
"Tyler Conklin","75","254","458","5","42","48","10","12","0.2","73","0.82","55.7","10","Terrel Bernard","73","224","368","15","0.29","71","1.18","52"
"Grant Calcaterra","76","240","261","8","43","47","8","9","0.2","91","0.97","54.5","3","Nick Vigil","74","239","58","5","0.05","67","0.12","58.1"
"Pat Freiermuth","77","258","384","4","31","51","17","15","0.36","89","1.32","68.7","14","Nick Bolton","71","237","446","11","0.21","84","0.89","64.1"
"Noah Fant","76","249","342","6","30","53","14","15","0.23","75","1.15","62.2","10","T.J. Edwards","73","242","443","14","0.3","89","1.49","63.5"
"George Kittle","76","250","375","12","57","31","10","22","0.57","84","2.58","91.4","47","Ifeatu Melifonwu","75","210","34","3","","","","68.5"
"Payne Durham","78","253","103","19","65","28","7","8","0.13","88","0.61","52.6","-14","Jacoby Windmon","74","250","24","21","0.32","60","1.96","52.7"
"Chigoziem Okonkwo","75","238","347","5","40","40","18","18","0.3","77","1.26","59.9","-14","Foyesade Oluokun","74","230","343","11","0.21","85","0.95","66.2"
"Trey McBride","75","246","451","2","39","53","8","25","0.42","82","2.12","84.2","18","Omar Speights","73","235","137","16","0.26","86","1.21","63.7"
"Kyle Pitts","78","246","398","5","37","41","22","16","0.28","65","1.36","58.7","-43","Bobby Wagner","72","241","413","8","0.13","71","0.61","86.1"
"Mark Andrews","77","247","317","7","18","63","19","19","0.5","83","1.74","81.6","22","Henry To'oTo'o","73","228","380","13","0.28","86","1.09","65.1"
"Dalton Kincaid","75","240","259","3","26","60","13","27","0.37","61","1.64","76.5","17","Quincy Williams","71","225","457","15","0.26","81","1.16","64.7"
"Ja'Tavion Sanders","76","243","273","8","33","51","15","14","0.24","78","1.11","52.2","-31","J.J. Russell","73","225","108","12","0.34","85","1.27","69.9"
"Cole Kmet","78","260","461","13","33","55","10","11","0.25","85","1.02","62","1","Ernest Jones","74","230","414","12","0.23","84","1.08","58.9"
"Zach Ertz","77","250","429","2","32","55","12","17","0.31","73","1.25","62.2","-7","Kaden Elliss","75","238","434","12","0.25","85","1","72.5"
