"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","145","2","41","53","6","26","0.38","76","1.87","76.8","9","Denzel Perryman","71","240","79","15","0.27","100","1.15","57.4"
"Kyle Pitts","78","246","179","7","41","35","24","15","0.28","67","1.47","60.5","0","Tyrel Dodson","72","237","194","9","0.13","72","0.66","67.2"
"Isaiah Likely","76","241","128","4","32","56","11","20","0.44","72","1.62","78.9","56","K.J. Britt","72","235","175","9","0.15","80","0.81","39.7"
"Dalton Kincaid","75","240","130","4","29","59","10","23","0.37","70","1.67","72.8","9","Ernest Jones","74","230","121","9","0.19","91","1.05","62.4"
"Ja'Tavion Sanders","76","243","121","10","42","46","12","15","0.18","72","0.74","41.7","-58","Bobby Wagner","72","241","172","10","0.2","78","0.87","82.6"
"Mike Gesicki","78","245","115","2","10","65","24","18","0.3","81","1.55","62.2","12","D'Anthony Bell","73","211","31","6","0.19","100","1.29","59.5"
"David Njoku","76","246","61","5","47","31","20","21","0.31","77","1.46","69.3","-8","Logan Wilson","74","245","191","9","0.19","100","0.69","75.5"
"Lucas Krull","78","260","41","","54","27","17","10","0.11","75","0.39","49","-44","Demario Davis","74","248","180","9","0.15","81","0.74","59.3"
"Sam LaPorta","75","245","127","9","49","24","23","11","0.31","93","1.57","64.4","24","Ivan Pace Jr.","70","231","44","16","0.45","86","1.77","60.5"
"Tucker Kraft","77","259","156","8","56","28","14","15","0.38","75","1.48","58.2","0","Azeez Al-Shaair","74","228","169","10","0.2","65","0.98","75.3"
"Dalton Schultz","77","244","199","13","58","27","9","16","0.16","58","0.72","55.6","17","Isaiah McDuffie","73","227","152","19","0.38","79","1.47","51.6"
"Mo Alie-Cox","77","267","61","27","86","14","","16","0.38","70","1.64","76.9","0","David Long Jr.","71","227","86","16","0.38","93","1.63","45.9"
"Evan Engram","75","240","51","4","38","42","19","27","0.43","79","2.1","64.2","3","Kyle Dugger","74","222","148","10","0.21","73","0.97","61.5"
"Travis Kelce","77","250","161","4","30","40","28","20","0.29","75","1.42","70.8","53","De'Vondre Campbell","75","232","190","15","0.29","89","1.31","49.6"
"Colby Parkinson","79","251","155","9","72","21","8","20","0.23","61","1.06","66.5","10","Divine Deablo","75","223","62","6","0.13","100","0.61","66.6"
"Hayden Hurst","76","245","81","","28","52","20","12","0.15","60","0.73","38.2","-17","Kyzir White","74","234","148","14","0.3","86","1.75","37.9"
"Brock Bowers","76","240","172","4","23","60","16","27","0.47","80","2.23","85.2","34","Christian Rozeboom","74","230","99","21","0.5","90","1.89","48.4"
"Jonnu Smith","75","248","93","10","13","57","24","22","0.3","70","1.51","58.3","20","E.J. Speed","75","227","193","17","0.26","84","1.23","50.4"
"Johnny Mundt","76","233","106","5","42","36","22","11","0.21","75","0.71","50.8","-35","Alex Anzalone","75","238","153","18","0.3","81","1.15","64.2"
"Hunter Henry","77","258","168","5","33","58","5","16","0.28","70","1.32","62.2","-2","Antonio Johnson","74","195","238","8","0.16","70","0.8","46.3"
"Juwan Johnson","76","231","118","10","62","29","9","11","0.25","92","1","65.7","-27","Brandon Jones","73","191","201","6","0.07","67","0.28","89.9"
"Theo Johnson","78","264","179","16","47","42","9","9","0.13","69","0.64","46.5","-27","C.J. Gardner-Johnson","72","208","177","8","0.23","73","0.67","50.9"
"Tyler Conklin","75","254","209","5","39","52","10","13","0.18","70","0.91","58.3","-2","Payton Wilson","76","238","93","14","0.2","85","0.85","68.5"
"Dallas Goedert","77","256","129","1","40","45","14","22","0.42","86","2.33","68.8","9","Isaiah Simmons","76","238","46","13","0.15","50","0.8","68.2"
"Pat Freiermuth","77","258","154","5","35","41","23","16","0.35","88","1.27","64.6","-29","Quincy Williams","71","225","175","18","0.33","87","1.41","76.1"
"Noah Fant","76","249","191","6","28","53","16","13","0.21","83","1.04","61.3","22","Kaden Elliss","75","238","184","12","0.25","87","1.12","57.3"
"George Kittle","76","250","145","13","55","31","13","24","0.6","80","1.95","80.5","38","Nick Bolton","71","237","154","10","0.2","81","0.79","72.4"
"Cade Otton","77","247","192","11","51","28","21","15","0.22","66","0.85","54.8","0","Trenton Simpson","74","238","127","14","0.27","83","1.02","63.6"
"Chigoziem Okonkwo","75","238","97","3","38","42","17","13","0.24","85","0.66","49.9","-16","Terrel Bernard","73","224","113","12","0.16","62","0.88","51.8"
"Zach Ertz","77","250","173","4","30","54","14","16","0.25","75","1.32","54.6","-17","Claudin Cherelus","74","230","48","8","0.1","75","0.42","66.6"
