"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","413","2","39","53","8","26","0.44","82","2.27","85.4","25","Josey Jewell","74","236","330","13","0.26","79","1.19","58.4"
"Kyle Pitts","78","246","379","5","36","42","22","16","0.29","66","1.41","59.7","15","Isaiah Simmons","76","238","96","14","0.23","62","0.88","52.6"
"Mark Andrews","77","247","300","7","19","63","18","18","0.48","85","1.71","80.9","1","Elandon Roberts","73","238","130","13","0.23","71","1.34","77.2"
"Dalton Kincaid","75","240","245","3","27","60","12","25","0.37","61","1.67","76.7","39","Kyle Dugger","74","222","288","12","0.28","77","1.05","47.1"
"Ja'Tavion Sanders","76","243","252","9","34","52","14","15","0.26","78","1.2","53.5","-7","Kyzir White","74","234","394","12","0.26","90","1.32","50.8"
"Cole Kmet","78","260","425","12","33","55","10","12","0.25","84","1.09","63.8","-21","Brian Branch","72","203","423","13","0.16","58","0.73","81.3"
"Mike Gesicki","78","245","325","3","9","67","24","18","0.33","76","1.53","68.2","24","Grant Delpit","75","208","403","9","0.16","76","0.74","64.4"
"David Njoku","76","246","355","3","56","30","14","23","0.37","70","1.24","62.5","21","Germaine Pratt","75","250","453","15","0.29","79","1.34","59.2"
"Jake Ferguson","77","244","320","3","31","58","9","20","0.28","75","1.32","57.9","-3","J.J. Russell","73","225","85","12","0.36","90","1.14","68.1"
"Adam Trautman","77","253","154","34","70","17","12","11","0.26","65","1.16","59.7","-28","Daiyan Henley","74","225","446","16","0.25","76","1.15","69.5"
"Sam LaPorta","75","245","362","10","50","27","20","16","0.36","75","1.54","72.6","37","T.J. Edwards","73","242","414","14","0.3","88","1.48","62.6"
"Tucker Kraft","77","259","366","6","56","30","14","14","0.38","80","1.52","66.7","11","Demario Davis","74","248","467","8","0.12","74","0.62","73.1"
"Dalton Schultz","77","244","427","11","58","26","11","16","0.22","63","1.02","60","0","Nick Bolton","71","237","413","12","0.22","83","0.9","63.9"
"Kylen Granson","74","242","192","4","42","45","11","11","0.13","45","0.73","55.4","-61","Luke Gifford","75","243","49","14","0.41","100","1.49","73.5"
"Brenton Strange","76","247","213","13","39","46","12","21","0.37","76","1.54","67.7","9","Divine Deablo","75","223","239","14","0.29","85","1.19","52.2"
"Travis Kelce","77","250","505","4","34","39","25","23","0.33","74","1.4","71.3","41","Henry To'oTo'o","73","228","340","12","0.27","83","1.02","63.7"
"Colby Parkinson","79","251","274","10","72","19","9","16","0.23","64","1.05","63.2","-18","Quincy Williams","71","225","442","15","0.25","80","1.15","65.4"
"Stone Smartt","76","226","64","2","49","37","12","22","0.4","79","2.31","73.9","11","Justin Strnad","75","235","311","16","0.27","78","1.18","62.7"
"Brock Bowers","76","240","487","5","25","56","18","24","0.43","76","1.99","84.3","24","Foyesade Oluokun","74","230","306","11","0.22","88","1","67.2"
"Jonnu Smith","75","248","367","6","24","49","23","24","0.49","80","2.02","78.1","10","Dre Greenlaw","72","230","15","13","0.21","100","0.8","88.1"
"T.J. Hockenson","77","248","197","2","55","30","15","21","0.34","78","1.78","76.1","25","Ernest Jones","74","230","379","12","0.22","87","1.13","61.2"
"Hunter Henry","77","258","436","5","39","54","5","19","0.3","77","1.46","70.2","9","Terrel Bernard","73","224","334","15","0.3","71","1.22","50.5"
"Juwan Johnson","76","231","310","7","44","39","17","15","0.3","80","1.21","65.2","2","Isaiah McDuffie","73","227","321","19","0.39","84","1.6","57.1"
"Daniel Bellinger","77","253","119","9","40","45","11","9","0.19","100","0.93","60.6","-15","Kaden Elliss","75","238","416","13","0.26","85","1.05","69.3"
"Tyler Conklin","75","254","418","5","42","48","10","12","0.19","73","0.76","54.8","6","Christian Rozeboom","74","230","324","16","0.34","79","1.5","59.1"
"Grant Calcaterra","76","240","229","8","43","48","8","10","0.23","91","1.11","55.6","-21","Bobby Wagner","72","241","384","8","0.14","73","0.65","82.6"
"Pat Freiermuth","77","258","354","5","33","49","18","15","0.37","89","1.39","69.1","22","Malik Harrison","75","259","94","13","0.37","83","1.98","61.8"
"Noah Fant","76","249","306","6","28","54","15","15","0.23","78","1.12","61.7","0","Blake Cashman","73","237","349","11","0.17","75","0.81","73.5"
"George Kittle","76","250","334","12","57","31","10","22","0.58","82","2.58","91.2","68","Anthony Walker Jr.","73","235","236","11","0.21","81","0.88","51.4"
"Cade Otton","77","247","463","10","50","33","17","18","0.31","70","1.3","63.4","3","Eric Kendricks","72","232","390","9","0.17","68","0.82","72.5"
"Chigoziem Okonkwo","75","238","317","6","43","37","18","16","0.27","73","1.12","56","-11","E.J. Speed","75","227","428","16","0.29","86","1.31","54.1"
"Zach Ertz","77","250","393","2","31","55","12","19","0.33","74","1.34","63","-31","Zack Baun","75","225","424","14","0.19","79","0.78","90"
