"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","250","2","42","51","7","24","0.42","80","2.21","82","10","Tyrice Knight","74","235","72","18","0.34","92","1.71","63.7"
"Mark Andrews","77","247","235","7","21","58","21","17","0.43","82","1.61","78.3","23","Denzel Perryman","71","240","152","12","0.2","94","0.88","64"
"Ja'Tavion Sanders","76","243","201","9","39","49","12","16","0.29","81","1.26","54","-48","Nick Bolton","71","237","293","12","0.24","89","0.94","65.5"
"Cole Kmet","78","260","284","10","39","48","9","13","0.3","86","1.26","68.1","6","Ivan Pace Jr.","70","231","141","16","0.36","82","1.49","61.9"
"David Njoku","76","246","231","3","52","34","14","21","0.37","81","1.45","64.5","-8","Elandon Roberts","73","238","95","14","0.25","77","1.43","80.9"
"Jake Ferguson","77","244","267","3","30","58","10","21","0.3","78","1.38","57","-20","Bobby Wagner","72","241","296","8","0.15","71","0.69","82.9"
"Lucas Krull","78","260","114","3","41","38","18","11","0.17","77","0.84","55.4","-19","Divine Deablo","75","223","160","16","0.37","92","1.48","47.8"
"Brock Wright","77","250","97","28","75","10","10","12","0.29","83","0.65","55.1","-8","E.J. Speed","75","227","327","16","0.26","82","1.17","53.6"
"Tucker Kraft","77","259","273","6","55","32","12","13","0.35","78","1.38","61.6","26","De'Vondre Campbell","75","232","320","14","0.25","87","1.05","56.2"
"Dalton Schultz","77","244","341","12","56","29","10","16","0.2","62","1.01","61.7","3","Jerome Baker","74","225","175","15","0.23","74","1.18","64.1"
"Kylen Granson","74","242","141","5","45","45","9","9","0.12","54","0.67","54.2","-77","Brian Branch","72","203","290","13","0.14","59","0.65","90.5"
"Travis Kelce","77","250","344","4","32","39","28","23","0.36","78","1.47","71.3","52","Josey Jewell","74","236","199","13","0.25","76","1.24","62.8"
"Davis Allen","78","245","92","10","75","14","11","12","0.11","55","0.42","45.7","-30","Zack Baun","75","225","297","15","0.2","76","0.84","86.5"
"Will Dissly","76","265","176","11","57","26","15","26","0.44","80","2","70.4","16","Trenton Simpson","74","238","299","11","0.23","88","0.97","60.7"
"Brock Bowers","76","240","317","5","23","56","19","27","0.5","81","2.23","88.3","17","Justin Strnad","75","235","176","19","0.28","79","1.26","67.8"
"Jonnu Smith","75","248","225","6","18","53","24","22","0.45","78","1.99","74.2","23","Kyle Dugger","74","222","192","9","0.18","76","0.83","58"
"T.J. Hockenson","77","248","75","3","45","39","16","21","0.32","81","1.49","73.7","11","T.J. Edwards","73","242","285","13","0.26","86","1.04","65"
"Hunter Henry","77","258","343","5","38","54","5","18","0.29","75","1.43","71.2","2","Anthony Walker Jr.","73","235","164","11","0.18","83","0.86","53.6"
"Theo Johnson","78","264","306","14","44","46","8","10","0.17","66","0.78","51.6","-16","K.J. Britt","72","235","271","11","0.2","76","0.93","45.6"
"Dallas Goedert","77","256","179","1","44","44","11","20","0.42","86","2.16","63.7","18","Christian Rozeboom","74","230","219","18","0.35","79","1.53","55.8"
"Pat Freiermuth","77","258","255","4","32","48","19","13","0.31","91","1.16","64.8","8","Grant Delpit","75","208","276","10","0.14","79","0.65","62.4"
"Noah Fant","76","249","229","7","27","53","16","14","0.24","87","1.24","62.8","28","Kyzir White","74","234","284","12","0.23","86","1.29","51.5"
"George Kittle","76","250","233","14","58","29","11","22","0.61","83","2.4","90","61","Isaiah McDuffie","73","227","199","17","0.32","79","1.25","57"
"Cade Otton","77","247","346","10","50","32","18","19","0.34","73","1.32","63","4","Isaiah Simmons","76","238","70","10","0.1","43","0.53","70.6"
"Chigoziem Okonkwo","75","238","220","7","44","36","17","14","0.22","74","0.87","47.3","-23","Henry To'oTo'o","73","228","229","14","0.28","84","0.91","56.8"
"Zach Ertz","77","250","310","3","31","56","13","19","0.32","74","1.38","62.5","-6","Eric Kendricks","72","232","244","8","0.17","60","0.95","64.8"
