"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Sam LaPorta","75","245","168","10","53","22","22","12","0.35","95","1.62","67.5","32","Isaiah McDuffie","73","227","187","18","0.33","79","1.3","53.8"
"Tucker Kraft","77","259","216","6","55","32","13","14","0.41","80","1.58","61.4","-9","Brian Branch","72","203","216","13","0.15","61","0.76","90.7"
"Dalton Schultz","77","244","253","11","58","27","9","15","0.18","59","0.88","56.9","-15","Quincy Williams","71","225","234","15","0.26","86","1.1","76.7"
"Mo Alie-Cox","77","267","81","28","83","17","","15","0.28","58","1.23","72.1","-18","Ivan Pace Jr.","70","231","93","16","0.44","93","1.57","58.3"
"Evan Engram","75","240","95","7","38","40","21","25","0.46","83","1.87","73.9","15","Nakobe Dean","71","231","206","13","0.28","81","1.49","55.6"
"Travis Kelce","77","250","229","4","30","40","28","21","0.34","78","1.46","70.1","70","K.J. Britt","72","235","229","10","0.21","83","0.99","39.6"
"Colby Parkinson","79","251","193","10","72","18","9","18","0.23","66","1.11","66.2","5","Tyrel Dodson","72","237","262","10","0.14","76","0.7","67"
"Will Dissly","76","265","113","12","63","21","16","28","0.44","81","2.06","71.3","10","Grant Delpit","75","208","217","9","0.12","74","0.57","62.6"
"Brock Bowers","76","240","242","4","22","57","20","26","0.46","81","2.21","88.4","3","Logan Wilson","74","245","257","9","0.16","91","0.59","78"
"Jonnu Smith","75","248","146","9","19","53","24","23","0.39","76","1.75","68.9","31","Baylon Spector","72","233","142","14","0.22","75","1.11","44.1"
"T.J. Hockenson","77","248","","","","","","","","","","","10","E.J. Speed","75","227","229","16","0.26","84","1.26","51.3"
"Hunter Henry","77","258","231","6","36","56","5","18","0.32","76","1.55","69.2","-20","Jack Gibbens","75","242","44","9","0.19","100","0.95","70.4"
"Juwan Johnson","76","231","166","10","53","37","10","14","0.26","78","1.11","66.1","20","Josey Jewell","74","236","131","15","0.32","84","1.53","57.1"
"Theo Johnson","78","264","248","15","44","46","9","8","0.12","70","0.6","47.6","-56","Bobby Wagner","72","241","211","10","0.18","68","0.81","82.8"
"Tyler Conklin","75","254","265","6","43","47","10","13","0.23","76","0.91","61.9","4","Henry To'oTo'o","73","228","152","12","0.26","89","0.77","65.2"
"Grant Calcaterra","76","240","106","8","46","45","7","12","0.29","92","1.75","58.5","-2","Darnell Savage","71","198","163","10","0.17","69","0.69","46.5"
"Noah Fant","76","249","229","7","27","53","16","14","0.24","87","1.24","62.8","39","Christian Rozeboom","74","230","142","20","0.42","83","1.67","44.8"
"Cade Otton","77","247","281","11","51","29","19","18","0.31","72","1.22","63","8","Nick Bolton","71","237","204","12","0.24","88","0.98","70.5"
"Chigoziem Okonkwo","75","238","153","4","41","37","19","14","0.23","77","0.79","49.5","-24","Kyle Dugger","74","222","167","10","0.2","75","0.9","63.7"
"Zach Ertz","77","250","230","3","29","55","14","19","0.32","73","1.5","59.6","-19","Isaiah Simmons","76","238","55","11","0.12","50","0.67","72.2"
"Trey McBride","75","246","208","2","41","53","6","25","0.42","81","2.14","80.6","8","T.J. Edwards","73","242","219","14","0.25","90","1.02","59.4"
"Kyle Pitts","78","246","232","6","39","40","21","18","0.38","71","1.81","65.2","10","Eric Kendricks","72","232","163","9","0.19","57","1.01","63.9"
"Isaiah Likely","76","241","175","4","32","58","10","18","0.39","75","1.55","74.6","-1","Brandon Jones","73","191","283","7","0.08","70","0.28","89.1"
"Dalton Kincaid","75","240","181","3","28","59","11","24","0.39","65","1.66","76.7","41","David Long Jr.","71","227","130","18","0.4","96","1.89","36.5"
"Tommy Tremble","76","250","106","7","53","34","11","11","0.15","75","0.68","46.2","-39","Demario Davis","74","248","245","10","0.17","84","0.88","61.3"
"Cole Kmet","78","260","177","10","43","44","8","17","0.43","90","1.71","75.7","43","Kyzir White","74","234","222","14","0.27","87","1.53","45"
"Mike Gesicki","78","245","152","1","11","65","23","20","0.33","83","1.66","67.2","22","Divine Deablo","75","223","106","16","0.32","94","1.67","57.5"
"David Njoku","76","246","142","4","56","30","13","23","0.42","78","1.59","71.4","14","Daiyan Henley","74","225","205","18","0.3","76","1.35","65.1"
"Jake Ferguson","77","244","195","3","29","58","10","21","0.29","76","1.36","57.9","20","Kaden Elliss","75","238","252","12","0.25","90","0.97","62.9"
"Adam Trautman","77","253","81","31","65","22","13","11","0.29","67","1.44","67.7","-26","Trenton Simpson","74","238","185","11","0.25","86","0.83","64.2"
