"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","230","2","40","53","6","24","0.4","80","2.09","79.7","-4","Quincy Williams","71","225","278","15","0.25","81","1.04","72.6"
"Kyle Pitts","78","246","251","6","37","42","21","17","0.36","71","1.71","64","12","Demario Davis","74","248","270","10","0.17","82","0.89","61.2"
"Mark Andrews","77","247","180","8","21","57","21","16","0.43","83","1.61","78.2","10","Logan Wilson","74","245","285","9","0.16","88","0.62","78.1"
"Dalton Kincaid","75","240","213","3","29","59","11","24","0.36","63","1.56","73.8","26","E.J. Speed","75","227","264","16","0.29","86","1.27","53.1"
"Ja'Tavion Sanders","76","243","176","10","39","51","10","17","0.28","80","1.39","53.6","-39","Isaiah Simmons","76","238","60","10","0.11","50","0.62","71.3"
"Cole Kmet","78","260","217","9","41","46","8","14","0.35","90","1.4","70.1","16","Jaylinn Hawkins","73","208","178","6","0.12","70","0.48","58.3"
"Mike Gesicki","78","245","177","1","11","65","23","20","0.44","83","1.99","73.9","23","Trenton Simpson","74","238","223","11","0.23","83","0.84","66.3"
"Jake Ferguson","77","244","238","4","28","60","10","21","0.3","76","1.4","58.7","-3","Zack Baun","75","225","236","14","0.18","76","0.68","80.9"
"Adam Trautman","77","253","101","29","66","20","13","10","0.25","70","1.2","63.6","-25","Nick Bolton","71","237","230","13","0.25","90","1.08","64.3"
"Sam LaPorta","75","245","186","9","53","23","20","13","0.34","92","1.61","70.4","19","Henry To'oTo'o","73","228","183","12","0.24","86","0.72","68.1"
"Dalton Schultz","77","244","287","11","56","29","10","15","0.18","59","0.85","57.5","-30","Brian Branch","72","203","225","12","0.15","61","0.73","90.2"
"Mo Alie-Cox","77","267","88","30","81","19","","14","0.26","58","1.14","70.3","-5","Terrel Bernard","73","224","167","14","0.22","74","0.81","55.2"
"Evan Engram","75","240","126","6","40","40","19","27","0.42","74","1.77","73.4","16","Ivan Pace Jr.","70","231","114","16","0.4","89","1.5","57.4"
"Travis Kelce","77","250","275","4","29","40","29","24","0.37","80","1.58","70.9","18","Brandon Jones","73","191","304","7","0.07","70","0.26","87.5"
"Colby Parkinson","79","251","212","10","72","18","10","17","0.21","66","1.01","63.3","9","Jordyn Brooks","73","245","210","15","0.31","75","1.34","62.7"
"Will Dissly","76","265","136","12","60","23","15","26","0.38","80","1.78","65.9","-8","Jack Gibbens","75","242","94","9","0.12","75","0.53","79.5"
"Jonnu Smith","75","248","171","8","19","53","24","23","0.39","77","1.77","70.6","34","Christian Rozeboom","74","230","178","18","0.38","84","1.6","47.4"
"T.J. Hockenson","77","248","24","8","54","35","12","17","0.24","75","1.12","71.7","-6","Foyesade Oluokun","74","230","135","7","0.09","90","0.27","80.6"
"Hunter Henry","77","258","276","5","37","55","5","18","0.31","78","1.5","70.7","-7","T.J. Edwards","73","242","242","13","0.25","91","1.04","58.2"
"Juwan Johnson","76","231","191","9","49","38","12","13","0.25","80","1.18","65.4","-2","Nate Landman","75","235","157","10","0.26","94","0.86","78"
"Theo Johnson","78","264","270","15","44","45","8","10","0.16","65","0.74","49.6","-27","Josey Jewell","74","236","162","13","0.28","81","1.36","55.9"
"Tyler Conklin","75","254","292","6","43","47","9","12","0.21","75","0.81","59.2","26","Kyzir White","74","234","257","13","0.26","88","1.42","49.6"
"Grant Calcaterra","76","240","137","7","41","48","10","13","0.28","94","1.58","59.2","-21","Eric Kendricks","72","232","182","9","0.2","62","1.12","64"
"Pat Freiermuth","77","258","204","4","34","43","22","14","0.32","90","1.29","66","-13","Bobby Wagner","72","241","236","10","0.18","70","0.82","84.6"
"George Kittle","76","250","202","13","58","29","12","24","0.63","82","2.49","88.5","74","K.J. Britt","72","235","252","11","0.21","79","1","42.6"
"Cade Otton","77","247","315","11","50","32","18","19","0.35","73","1.34","63.1","30","De'Vondre Campbell","75","232","251","14","0.27","91","1.18","52.1"
"Chigoziem Okonkwo","75","238","183","4","42","36","19","14","0.23","77","0.87","46.6","-28","Denzel Perryman","71","240","125","11","0.2","100","0.9","63.3"
"Zach Ertz","77","250","245","3","30","55","14","18","0.3","73","1.43","58.9","-14","Payton Wilson","76","238","128","14","0.22","89","0.94","64.8"
