"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","377","2","40","52","7","26","0.44","81","2.26","87","33","Kyle Dugger","74","222","254","11","0.27","75","0.96","48.3"
"Kyle Pitts","78","246","363","5","36","42","22","16","0.29","63","1.4","59.4","16","Divine Deablo","75","223","228","14","0.29","84","1.23","49.8"
"Mark Andrews","77","247","277","6","19","61","19","18","0.48","84","1.77","81.5","24","Isaiah Simmons","76","238","83","13","0.14","55","0.73","67.2"
"Dalton Kincaid","75","240","223","3","29","58","12","25","0.36","62","1.6","74.9","-2","Brian Branch","72","203","387","12","0.15","56","0.69","83"
"Ja'Tavion Sanders","76","243","235","9","35","52","13","15","0.28","81","1.29","55","-27","Eric Kendricks","72","232","355","9","0.17","65","0.83","69.9"
"Cole Kmet","78","260","395","12","34","54","9","13","0.26","84","1.13","63.8","-7","Blake Cashman","73","237","334","11","0.16","74","0.79","73.5"
"Mike Gesicki","78","245","306","3","9","67","23","18","0.33","76","1.5","68.4","17","Otis Reese IV","75","214","26","12","0.15","67","0.92","70.9"
"David Njoku","76","246","355","3","56","30","14","23","0.36","70","1.24","62.5","14","Nick Bolton","71","237","380","12","0.23","85","0.92","63.4"
"Jake Ferguson","77","244","295","3","31","58","9","21","0.29","75","1.36","57.8","11","Josey Jewell","74","236","302","12","0.26","81","1.22","60.8"
"Adam Trautman","77","253","145","34","68","18","13","10","0.21","60","1.09","58.8","-11","E.J. Speed","75","227","396","17","0.29","85","1.35","53.1"
"Sam LaPorta","75","245","304","10","51","25","20","15","0.36","77","1.46","69.7","34","Terrel Bernard","73","224","275","15","0.24","69","0.91","56.3"
"Tucker Kraft","77","259","341","6","56","31","12","14","0.39","80","1.53","65.2","24","Ernest Jones","74","230","355","12","0.21","86","1.08","62.6"
"Dalton Schultz","77","244","398","12","59","26","11","16","0.22","64","1.07","61.8","12","Anthony Walker Jr.","73","235","206","12","0.19","83","0.93","52.6"
"Kylen Granson","74","242","177","5","44","46","10","10","0.09","39","0.53","52.4","-54","Justin Strnad","75","235","274","18","0.27","77","1.18","61.7"
"Evan Engram","75","240","242","4","40","39","20","26","0.37","76","1.51","72.5","-9","Quincy Williams","71","225","403","15","0.24","80","1.11","68.1"
"Travis Kelce","77","250","466","4","32","40","27","23","0.34","75","1.46","71.6","43","Grant Delpit","75","208","363","9","0.17","82","0.78","64.2"
"Colby Parkinson","79","251","257","11","72","19","9","16","0.23","68","1.04","64.2","-10","De'Vondre Campbell","75","232","375","14","0.24","87","1.03","58.5"
"Stone Smartt","76","226","38","3","44","41","13","21","0.39","75","2.58","84.2","3","Antonio Grier","73","230","","","","","",""
"Brock Bowers","76","240","441","6","26","56","17","26","0.46","77","2.12","86.2","24","Kaden Elliss","75","238","381","13","0.27","84","1.1","65.5"
"Jonnu Smith","75","248","336","6","23","51","23","23","0.48","80","2.06","77.6","35","Henry To'oTo'o","73","228","299","13","0.3","82","1.1","59.5"
"T.J. Hockenson","77","248","163","2","56","30","14","20","0.34","82","1.83","76.1","23","T.J. Edwards","73","242","374","14","0.3","88","1.5","62.6"
"Hunter Henry","77","258","412","5","39","53","5","19","0.3","75","1.48","69.8","9","Kyzir White","74","234","367","12","0.25","89","1.24","52.4"
"Juwan Johnson","76","231","281","7","46","37","17","15","0.31","81","1.29","68.5","0","Bobby Wagner","72","241","352","8","0.13","70","0.61","82.2"
"Daniel Bellinger","77","253","94","7","37","50","9","9","0.16","100","0.81","59.2","2","Trenton Simpson","74","238","321","10","0.22","88","0.96","56"
"Tyler Conklin","75","254","418","5","42","48","10","12","0.19","73","0.76","54.8","-3","Foyesade Oluokun","74","230","272","11","0.22","87","1.01","71.1"
"Grant Calcaterra","76","240","192","9","43","47","8","11","0.26","91","1.21","56.2","-21","Elandon Roberts","73","238","118","13","0.22","73","1.29","78.1"
"Pat Freiermuth","77","258","332","5","33","49","18","14","0.36","92","1.42","69.6","-12","Zack Baun","75","225","399","13","0.17","77","0.71","90.3"
"Noah Fant","76","249","278","6","28","53","15","14","0.23","85","1.18","62.6","20","Isaiah McDuffie","73","227","304","20","0.41","83","1.67","56"
"George Kittle","76","250","301","13","58","30","10","22","0.61","85","2.66","90.8","61","Christian Rozeboom","74","230","298","17","0.36","80","1.6","56.4"
"Cade Otton","77","247","437","10","51","33","17","19","0.32","70","1.32","62.1","-3","Daiyan Henley","74","225","419","16","0.25","76","1.14","74"
"Chigoziem Okonkwo","75","238","296","6","43","37","18","14","0.24","71","1","52.7","-22","Germaine Pratt","75","250","418","14","0.26","78","1.22","63.9"
"Zach Ertz","77","250","379","2","31","55","12","19","0.33","73","1.32","61.8","-10","Demario Davis","74","248","425","8","0.12","72","0.63","71.7"
