"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","84","2","44","49","7","24","0.31","70","1.45","71.2","-35","Fred Warner","75","230","100","9","0.08","44","0.39","95.7"
"Kyle Pitts","78","246","100","7","41","39","20","14","0.25","57","1.06","53.9","7","K.J. Britt","72","235","74","9","0.17","86","0.88","46.6"
"Isaiah Likely","76","241","76","5","38","50","12","24","0.47","72","2.2","85.8","18","Logan Wilson","74","245","115","8","0.13","100","0.55","81.2"
"Dalton Kincaid","75","240","78","5","28","57","11","22","0.41","76","1.69","76.6","14","Azeez Al-Shaair","74","228","117","9","0.22","73","0.96","70.8"
"Tommy Tremble","76","250","76","10","52","35","12","9","0.15","86","0.68","48.7","-31","T.J. Edwards","73","242","116","16","0.35","95","1.41","59.2"
"Cole Kmet","78","260","101","11","40","46","7","20","0.4","90","1.6","71.8","16","Claudin Cherelus","74","230","2","","","","","59.8"
"Mike Gesicki","78","245","77","3","14","59","27","25","0.39","79","1.91","61.8","1","Trenton Simpson","74","238","89","15","0.23","85","1.08","60.6"
"David Njoku","76","246","20","","70","15","15","25","0.42","80","2.2","59.4","-15","Bobby Wagner","72","241","116","10","0.17","75","0.91","81.1"
"Jake Ferguson","77","244","85","6","27","58","11","27","0.38","70","1.87","63.3","23","Payton Wilson","76","238","50","10","0.15","80","0.66","67.5"
"Greg Dulcich","76","245","87","7","36","45","19","11","0.09","50","0.32","38.4","-24","Luke Masterson","73","220","48","17","0.2","62","1","54.5"
"Tucker Kraft","77","259","104","6","56","29","14","13","0.3","86","1.25","56.6","25","Christian Rozeboom","74","230","84","21","0.46","94","1.89","47.4"
"Dalton Schultz","77","244","135","12","61","25","8","12","0.13","62","0.61","52.6","21","Terrel Bernard","73","224","38","13","0.18","80","0.71","38.4"
"Mo Alie-Cox","77","267","33","27","91","9","","6","0.1","50","0.67","65.1","-24","Antonio Johnson","74","195","159","7","0.12","64","0.79","44"
"Evan Engram","75","240","19","10","43","38","14","21","0.08","25","0.26","53.8","0","E.J. Speed","75","227","137","15","0.25","85","1.28","56.2"
"Travis Kelce","77","250","123","5","29","43","26","18","0.25","68","1.28","64","10","Tyrann Mathieu","69","190","123","6","0.14","86","0.93","82.6"
"Colby Parkinson","79","251","119","11","73","17","10","15","0.2","67","0.95","64.7","25","Quay Walker","76","241","134","10","0.15","71","0.78","47.7"
"Brock Bowers","76","240","105","3","28","58","13","22","0.4","87","2.06","78.6","3","P.J. Locke","70","202","140","8","0.14","82","0.31","69.2"
"Jonnu Smith","75","248","74","7","10","58","26","18","0.23","69","1.05","49.6","-22","Kyle Dugger","74","222","118","13","0.27","73","1.21","61.2"
"Johnny Mundt","76","233","85","4","42","36","22","12","0.2","70","0.52","47.1","-61","Quincy Williams","71","225","115","23","0.33","85","1.36","85.2"
"Hunter Henry","77","258","106","5","34","60","3","18","0.27","74","1.4","66.2","9","Anthony Walker Jr.","73","235","18","","","","","44.9"
"Juwan Johnson","76","231","56","14","65","29","6","9","0.25","80","0.7","61.4","-2","Nick Bolton","71","237","126","10","0.21","77","0.87","63.8"
"Theo Johnson","78","264","111","20","46","45","9","6","0.06","43","0.33","42.7","-19","Tyrice Knight","74","235","48","23","0.44","91","2.31","54"
"Tyler Conklin","75","254","140","3","38","51","11","12","0.17","65","0.9","57.6","10","Ivan Pace Jr.","70","231","39","15","0.47","83","1.87","55.7"
"Pat Freiermuth","77","258","106","2","32","44","23","18","0.36","89","1.47","64.6","-21","DeMarvion Overshown","75","220","82","18","0.32","93","1.48","65.1"
"Noah Fant","76","249","112","7","28","55","15","13","0.2","73","0.99","59.2","18","Isaiah Simmons","76","238","37","16","0.18","50","1","54.3"
"George Kittle","76","250","86","10","52","33","12","20","0.5","88","1.87","76.7","76","Kyzir White","74","234","102","16","0.31","81","1.85","37"
"Cade Otton","77","247","133","10","53","30","16","14","0.18","74","0.78","51.9","-3","Kaden Elliss","75","238","125","12","0.27","87","1.22","54.2"
"Zach Ertz","77","250","113","4","34","49","15","14","0.27","94","1.33","60.4","-17","Grant Delpit","75","208","123","10","0.12","75","0.5","61.8"
