"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","337","2","42","51","7","26","0.45","83","2.32","86.9","15","Ernest Jones","74","230","318","11","0.19","85","0.94","64.5"
"Kyle Pitts","78","246","334","5","36","40","24","16","0.31","67","1.48","62.8","-9","Blake Cashman","73","237","319","11","0.14","71","0.69","76.9"
"Dawson Knox","76","254","209","8","47","37","14","11","0.22","70","1.14","57.2","-13","Christian Rozeboom","74","230","269","17","0.34","81","1.53","57"
"Tommy Tremble","76","250","177","9","47","38","12","11","0.17","75","0.87","51.6","-76","Zack Baun","75","225","368","14","0.18","76","0.74","89.6"
"Cole Kmet","78","260","366","12","34","54","9","14","0.29","84","1.22","66","11","De'Vondre Campbell","75","232","355","14","0.24","86","1.06","56.1"
"Mike Gesicki","78","245","289","2","9","66","24","18","0.33","75","1.51","68.7","18","Eric Kendricks","72","232","316","8","0.14","60","0.78","70.4"
"David Njoku","76","246","316","3","56","30","13","22","0.36","72","1.26","61.7","-8","Elandon Roberts","73","238","106","13","0.25","79","1.43","76.2"
"Luke Schoonmaker","77","250","141","9","45","45","9","21","0.34","76","1.42","55.1","-24","Germaine Pratt","75","250","385","14","0.27","82","1.21","60.9"
"Sam LaPorta","75","245","269","9","52","25","20","15","0.37","78","1.45","69.1","34","Isaiah McDuffie","73","227","268","19","0.38","80","1.64","57.1"
"Tucker Kraft","77","259","318","6","55","32","12","14","0.38","82","1.51","65.3","-1","Brian Branch","72","203","367","12","0.15","56","0.63","87.2"
"Evan Engram","75","240","213","4","41","39","19","27","0.39","75","1.56","72.4","3","Jerome Baker","74","225","241","15","0.21","74","1.02","56.2"
"Travis Kelce","77","250","428","4","32","40","27","23","0.35","75","1.49","71","29","Troy Dye","75","225","74","14","0.24","100","1.01","77.2"
"Davis Allen","78","245","115","11","74","13","12","10","0.09","50","0.34","45.3","-1","Terrel Bernard","73","224","250","16","0.24","69","0.88","57.1"
"Will Dissly","76","265","228","9","51","29","18","22","0.38","80","1.75","69","6","Nick Bolton","71","237","355","12","0.23","84","0.88","66.6"
"Brock Bowers","76","240","405","5","26","55","18","27","0.48","78","2.18","86.4","42","K.J. Britt","72","235","300","11","0.19","75","0.91","46.1"
"Jonnu Smith","75","248","298","7","22","51","24","24","0.49","81","2.17","77.7","24","Quincy Williams","71","225","357","15","0.24","79","1.08","70.7"
"T.J. Hockenson","77","248","134","3","55","33","12","21","0.36","82","1.9","77.2","20","Kaden Elliss","75","238","359","13","0.27","83","1.09","66.5"
"Juwan Johnson","76","231","253","8","46","37","17","15","0.29","81","1.24","68.3","10","Isaiah Simmons","76","238","74","11","0.12","50","0.65","68.8"
"Daniel Bellinger","77","253","48","9","42","43","8","6","0.13","100","0.65","57.7","-43","Demario Davis","74","248","373","8","0.13","77","0.66","69.3"
"Tyler Conklin","75","254","386","5","40","49","11","12","0.19","73","0.74","54.9","-2","Tyrel Dodson","72","237","354","11","0.17","82","0.87","64.3"
"Grant Calcaterra","76","240","168","10","43","47","8","11","0.23","89","1.29","55.6","-21","Josey Jewell","74","236","281","12","0.24","79","1.27","60.8"
"Pat Freiermuth","77","258","311","5","33","48","19","14","0.34","91","1.36","68.3","13","Grant Delpit","75","208","336","10","0.16","81","0.78","65.2"
"Noah Fant","76","249","256","7","28","52","15","14","0.24","86","1.21","62","23","Kyzir White","74","234","344","12","0.24","88","1.2","51.6"
"George Kittle","76","250","279","13","58","30","10","22","0.58","83","2.33","89.9","53","T.J. Edwards","73","242","351","13","0.28","87","1.32","64.1"
"Cade Otton","77","247","409","9","50","33","17","19","0.31","70","1.24","59.5","20","Divine Deablo","75","223","212","15","0.32","87","1.32","52.8"
"Chigoziem Okonkwo","75","238","273","6","42","37","18","14","0.25","71","1.06","50.3","-28","Foyesade Oluokun","74","230","239","11","0.23","85","1.05","71"
