"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"61","Josh Reynolds",LAR,"vs. SEA","5 out of 5 stars","D+","5.5"
"62","T.Y. Hilton",IND,"at TEN","5 out of 5 stars","D+","5.4"
"63","Hunter Renfrow",LV,"vs. DEN","3 out of 5 stars","D","5.4"
"64","Damiere Byrd",NE,"vs. BAL","2 out of 5 stars","D-","5.1"
"65","Jakeem Grant",MIA,"vs. LAC","2 out of 5 stars","D-","5.1"
"66","Tre'Quan Smith",NO,"vs. SF","3 out of 5 stars","D-","4.9"
"67","Larry Fitzgerald",ARI,"vs. BUF","2 out of 5 stars","D-","4.9"
"68","David Moore",SEA,"at LAR","1 out of 5 stars","D-","4.8"
"69","Allen Lazard",GB,"vs. JAC","4 out of 5 stars","D","4.7"
"70","Marcus Johnson",IND,"at TEN","5 out of 5 stars","F","4.6"
"71","Andy Isabella",ARI,"vs. BUF","2 out of 5 stars","F","4.5"
"72","Chris Conley",JAC,"at GB","2 out of 5 stars","F","4.4"
"73","Cam Sims",WAS,"at DET","3 out of 5 stars","F","4.3"
"74","Marvin Hall",DET,"vs. WAS","1 out of 5 stars","F","4.3"
"75","Scotty Miller",TB,"at CAR","1 out of 5 stars","F","4.2"
"76","Jalen Guyton",LAC,"at MIA","3 out of 5 stars","F","4.1"
"77","Gabriel Davis",BUF,"at ARI","3 out of 5 stars","F","4.1"
"78","James Washington",PIT,"vs. CIN","5 out of 5 stars","F","4.0"
"79","Laviska Shenault Jr.",JAC,"at GB","2 out of 5 stars","F","3.9"
"80","Steven Sims",WAS,"at DET","3 out of 5 stars","F","3.8"
"81","Cordarrelle Patterson",CHI,"vs. MIN","5 out of 5 stars","F","3.7"
"82","Austin Mack",NYG,"vs. PHI","3 out of 5 stars","F","3.7"
"83","Willie Snead IV",BAL,"at NE","3 out of 5 stars","F","3.6"
"84","Deebo Samuel",SF,"at NO","4 out of 5 stars","F","3.6"
"85","Greg Ward",PHI,"at NYG","4 out of 5 stars","F","3.5"
"86","Alshon Jeffery",PHI,"at NYG","4 out of 5 stars","F","3.4"
"87","Devin Duvernay",BAL,"at NE","3 out of 5 stars","F","3.4"
"88","Golden Tate",NYG,"vs. PHI","3 out of 5 stars","F","3.2"
"89","Miles Boykin",BAL,"at NE","3 out of 5 stars","F","3.0"
"90","Quintez Cephus",DET,"vs. WAS","1 out of 5 stars","F","3.0"
"91","Kalif Raymond",TEN,"vs. IND","3 out of 5 stars","F","2.9"
"92","Trent Taylor",SF,"at NO","4 out of 5 stars","F","2.9"
"93","Isaiah Wright",WAS,"at DET","3 out of 5 stars","F","2.9"
"94","Dez Bryant",BAL,"at NE","3 out of 5 stars","F","2.8"
"95","Mack Hollins",MIA,"vs. LAC","2 out of 5 stars","F","2.8"
"96","Bryan Edwards",LV,"vs. DEN","3 out of 5 stars","F","2.7"
"97","KhaDarel Hodge",CLE,"vs. HOU","5 out of 5 stars","F","2.7"
"98","Kenny Stills",HOU,"at CLE","5 out of 5 stars","F","2.7"
"99","Marquez Callaway",NO,"vs. SF","3 out of 5 stars","F","2.6"
"100","River Cracraft",SF,"at NO","4 out of 5 stars","F","2.5"
"101","DaeSean Hamilton",DEN,"at LV","3 out of 5 stars","F","2.5"
"102","N'Keal Harry",NE,"vs. BAL","2 out of 5 stars","F","2.5"
"103","Deonte Harris",NO,"vs. SF","3 out of 5 stars","F","2.5"
"104","Chad Beebe",MIN,"at CHI","1 out of 5 stars","F","2.4"
"105","Isaiah Ford",NE,"vs. BAL","2 out of 5 stars","F","2.4"
"106","Collin Johnson",JAC,"at GB","2 out of 5 stars","F","2.4"
"107","Isaiah Zuber",NE,"vs. BAL","2 out of 5 stars","F","2.4"
"108","Ray-Ray McCloud",PIT,"vs. CIN","5 out of 5 stars","F","2.2"
"109","Equanimeous St. Brown",GB,"vs. JAC","4 out of 5 stars","F","2.1"
"110","Auden Tate",CIN,"at PIT","5 out of 5 stars","F","2.1"
"111","Isaiah McKenzie",BUF,"at ARI","3 out of 5 stars","F","2.0"
"112","Kenny Golladay",DET,"vs. WAS","1 out of 5 stars","F","1.9"
"113","Tyron Johnson",LAC,"at MIA","3 out of 5 stars","F","1.8"
"114","Antonio Callaway",MIA,"vs. LAC","2 out of 5 stars","F","1.7"
"115","Donovan Peoples-Jones",CLE,"vs. HOU","5 out of 5 stars","F","1.5"
"116","Freddie Swain",SEA,"at LAR","1 out of 5 stars","F","1.5"
"117","Cam Batson",TEN,"vs. IND","3 out of 5 stars","F","1.4"
"118","Van Jefferson",LAR,"vs. SEA","5 out of 5 stars","F","1.4"
"119","Darrius Shepherd",GB,"vs. JAC","4 out of 5 stars","F","1.3"
"120","Riley Ridley",CHI,"vs. MIN","5 out of 5 stars","F","1.3"
"121","Kevin White",SF,"at NO","4 out of 5 stars","F","1.1"
"122","Kendrick Bourne",SF,"at NO","4 out of 5 stars","F","1.1"
"123","Malcolm Perry",MIA,"vs. LAC","2 out of 5 stars","F","1.0"
"124","Tyler Johnson",TB,"at CAR","1 out of 5 stars","F","-"
"125","Gunner Olszewski",NE,"vs. BAL","2 out of 5 stars","F","-"
"126","C.J. Board",NYG,"vs. PHI","3 out of 5 stars","F","-"
"127","John Hightower",PHI,"at NYG","4 out of 5 stars","F","-"
"128","Malik Taylor",GB,"vs. JAC","4 out of 5 stars","F","-"
"129","DeMichael Harris",IND,"at TEN","5 out of 5 stars","F","-"
"130","Dontrelle Inman",WAS,"at DET","3 out of 5 stars","F","-"
"131","Olabisi Johnson",MIN,"at CHI","1 out of 5 stars","F","-"
"132","Brandon Zylstra",CAR,"vs. TB","3 out of 5 stars","F","-"
"133","Kirk Merritt",MIA,"vs. LAC","2 out of 5 stars","F","-"
"134","Mike Thomas",CIN,"at PIT","5 out of 5 stars","F","-"
"135","Zay Jones",LV,"vs. DEN","3 out of 5 stars","F","-"
"136","Nick Westbrook-Ikhine",TEN,"vs. IND","3 out of 5 stars","F","-"
"137","Keith Kirkwood",CAR,"vs. TB","3 out of 5 stars","F","-"
"138","Joe Reed",LAC,"at MIA","3 out of 5 stars","F","-"
"139","Taywan Taylor",CLE,"vs. HOU","5 out of 5 stars","F","-"
"140","Pharoh Cooper",CAR,"vs. TB","3 out of 5 stars","F","-"
"141","Daurice Fountain",IND,"at TEN","5 out of 5 stars","F","-"
"142","Alex Erickson",CIN,"at PIT","5 out of 5 stars","F","-"
"143","JJ Arcega-Whiteside",PHI,"at NYG","4 out of 5 stars","F","-"
"144","Tyrie Cleveland",DEN,"at LV","3 out of 5 stars","F","-"
"145","K.J. Hill",LAC,"at MIA","3 out of 5 stars","F","-"
"146","Antonio Gandy-Golden",WAS,"at DET","3 out of 5 stars","F","-"
"147","Jeff Badet",WAS,"at DET","3 out of 5 stars","F","-"
"148","James Proche",BAL,"at NE","3 out of 5 stars","F","-"
"149","Justin Watson",TB,"at CAR","1 out of 5 stars","F","-"
"150","Trent Sherfield",ARI,"vs. BUF","2 out of 5 stars","F","-"
"151","Andre Roberts",BUF,"at ARI","3 out of 5 stars","F","-"
"152","Jaydon Mickens",TB,"at CAR","1 out of 5 stars","F","-"
"153","DeAndre Carter",HOU,"at CLE","5 out of 5 stars","F","-"
"154","Austin Carr",NO,"vs. SF","3 out of 5 stars","F","-"
"155","John Ross",CIN,"at PIT","5 out of 5 stars","F","-"
"156","Diontae Spencer",DEN,"at LV","3 out of 5 stars","F","-"
"157","Seth Roberts",GB,"vs. JAC","4 out of 5 stars","F","-"
