"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Davante Adams",GB,"vs. JAC","4 out of 5 stars","A+","15.4"
"2","DeAndre Hopkins",ARI,"vs. BUF","2 out of 5 stars","A+","12.3"
"3","Stefon Diggs",BUF,"at ARI","3 out of 5 stars","A+","11.7"
"4","D.K. Metcalf",SEA,"at LAR","1 out of 5 stars","A+","11.5"
"5","Keenan Allen",LAC,"at MIA","3 out of 5 stars","A+","11.3"
"6","Terry McLaurin",WAS,"at DET","3 out of 5 stars","A","11.2"
"7","A.J. Brown",TEN,"vs. IND","3 out of 5 stars","A","11.1"
"8","Tyler Lockett",SEA,"at LAR","1 out of 5 stars","A","10.7"
"9","Allen Robinson II",CHI,"vs. MIN","5 out of 5 stars","A","10.7"
"10","Will Fuller V",HOU,"at CLE","5 out of 5 stars","A","10.6"
"11","Michael Thomas",NO,"vs. SF","3 out of 5 stars","A","10.3"
"12","Adam Thielen",MIN,"at CHI","1 out of 5 stars","A-","10.0"
"13","Robert Woods",LAR,"vs. SEA","5 out of 5 stars","A-","9.6"
"14","Robby Anderson",CAR,"vs. TB","3 out of 5 stars","A-","9.3"
"15","Cooper Kupp",LAR,"vs. SEA","5 out of 5 stars","A-","9.2"
"16","Brandin Cooks",HOU,"at CLE","5 out of 5 stars","A-","9.1"
"17","D.J. Chark Jr.",JAC,"at GB","2 out of 5 stars","A-","9.0"
"18","Chase Claypool",PIT,"vs. CIN","5 out of 5 stars","A-","9.0"
"19","Mike Evans",TB,"at CAR","1 out of 5 stars","B+","8.9"
"20","Chris Godwin",TB,"at CAR","1 out of 5 stars","B+","8.8"
"21","Justin Jefferson",MIN,"at CHI","1 out of 5 stars","B+","8.8"
"22","JuJu Smith-Schuster",PIT,"vs. CIN","5 out of 5 stars","B","8.8"
"23","Diontae Johnson",PIT,"vs. CIN","5 out of 5 stars","B","8.7"
"24","DeVante Parker",MIA,"vs. LAC","2 out of 5 stars","B","8.6"
"25","Tyler Boyd",CIN,"at PIT","5 out of 5 stars","B","8.6"
"26","Travis Fulgham",PHI,"at NYG","4 out of 5 stars","B","8.5"
"27","Jerry Jeudy",DEN,"at LV","3 out of 5 stars","B","8.4"
"28","D.J. Moore",CAR,"vs. TB","3 out of 5 stars","B","8.1"
"29","Mike Williams",LAC,"at MIA","3 out of 5 stars","B","8.2"
"30","Tee Higgins",CIN,"at PIT","5 out of 5 stars","B-","8.1"
"31","Jarvis Landry",CLE,"vs. HOU","5 out of 5 stars","B-","8.0"
"32","Christian Kirk",ARI,"vs. BUF","2 out of 5 stars","B-","8.0"
"33","Curtis Samuel",CAR,"vs. TB","3 out of 5 stars","C+","7.9"
"34","Marquise Brown",BAL,"at NE","3 out of 5 stars","B-","7.9"
"35","Brandon Aiyuk",SF,"at NO","4 out of 5 stars","C+","7.9"
"36","Antonio Brown",TB,"at CAR","1 out of 5 stars","C+","7.8"
"37","Darius Slayton",NYG,"vs. PHI","3 out of 5 stars","C+","7.5"
"38","John Brown",BUF,"at ARI","3 out of 5 stars","C+","7.5"
"39","Marvin Jones Jr.",DET,"vs. WAS","1 out of 5 stars","C+","7.4"
"40","Sterling Shepard",NYG,"vs. PHI","3 out of 5 stars","C+","7.4"
"41","Jakobi Meyers",NE,"vs. BAL","2 out of 5 stars","C+","7.3"
"42","Corey Davis",TEN,"vs. IND","3 out of 5 stars","C","7.3"
"43","Tim Patrick",DEN,"at LV","3 out of 5 stars","C","7.1"
"44","Emmanuel Sanders",NO,"vs. SF","3 out of 5 stars","C","6.8"
"45","Cole Beasley",BUF,"at ARI","3 out of 5 stars","C","6.8"
"46","Jalen Reagor",PHI,"at NYG","4 out of 5 stars","C","6.7"
"47","A.J. Green",CIN,"at PIT","5 out of 5 stars","C","6.5"
"48","Darnell Mooney",CHI,"vs. MIN","5 out of 5 stars","C","6.5"
"49","Randall Cobb",HOU,"at CLE","5 out of 5 stars","C","6.3"
"50","Rashard Higgins",CLE,"vs. HOU","5 out of 5 stars","C-","6.3"
"51","Henry Ruggs III",LV,"vs. DEN","3 out of 5 stars","C-","6.3"
"52","Anthony Miller",CHI,"vs. MIN","5 out of 5 stars","C-","6.2"
"53","Keelan Cole Sr.",JAC,"at GB","2 out of 5 stars","C-","6.2"
"54","KJ Hamler",DEN,"at LV","3 out of 5 stars","C-","6.0"
"55","Nelson Agholor",LV,"vs. DEN","3 out of 5 stars","C-","5.9"
"56","Michael Pittman Jr.",IND,"at TEN","5 out of 5 stars","C-","5.8"
"57","Marquez Valdes-Scantling",GB,"vs. JAC","4 out of 5 stars","D+","5.7"
"58","Richie James Jr.",SF,"at NO","4 out of 5 stars","D+","5.7"
"59","Zach Pascal",IND,"at TEN","5 out of 5 stars","D","5.7"
"60","Danny Amendola",DET,"vs. WAS","1 out of 5 stars","D","5.6"
