"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Aaron Rodgers",GB,"vs. CAR"," 4.6","A+","24.6","+3.0","68% (11/16)","1%","Great"
"2","Patrick Mahomes II",KC,"at NO"," 4.8","A","23.5","+0.4","47% (8/17)","2%","Good"
"3","Lamar Jackson",BAL,"vs. JAC"," 6.6","A","22.7","+1.2","57% (8/14)","6%","Good"
"4","Josh Allen",BUF,"at DEN"," 4.2","A-","21.9","+2.3","56% (9/16)","9%","Average"
"5","Kyler Murray",ARI,"vs. PHI"," 8.0","A","21.3","+3.2","62% (10/16)","11%","Great"
"6","Ryan Tannehill",TEN,"vs. DET"," 9.2","B+","20.7","+3.4","62% (10/16)","2%","Great"
"7","Russell Wilson",SEA,"at WAS"," 7.2","B+","20.3","+0.8","43% (7/16)","2%","Good"
"8","Tom Brady",TB,"at ATL"," 9.6","B","20.0","+1.1","43% (7/16)","3%","Good"
"9","Justin Herbert",LAC,"at LV"," 4.6","B","19.8","+4.2","66% (8/12)","6%","Average"
"10","Deshaun Watson",HOU,"at IND"," 4.2","B","19.6","+1.5","60% (9/15)","6%","Average"
"11","Jared Goff",LAR,"vs. NYJ"," 7.2","B","19.2","+1.5","56% (9/16)","6%","Average"
"12","Jalen Hurts",PHI,"at ARI"," 6.8","B-","18.9","+0.3","33% (4/12)","1%","Great"
"13","Philip Rivers",IND,"vs. HOU"," 8.6","B-","18.5","-0.2","56% (9/16)","1%","Awful"
"14","Ben Roethlisberger",PIT,"at CIN"," 9.8","C+","18.1","+0.8","53% (7/13)","2%","Average"
"15","Drew Brees",NO,"vs. KC","-","C","17.8","+2.0","66% (8/12)","3%","Average"
"16","Derek Carr",LV,"vs. LAC"," 7.0","C","17.6","+1.9","62% (10/16)","3%","Awful"
"17","Kirk Cousins",MIN,"vs. CHI"," 3.8","C-","17.3","+1.4","60% (9/15)","2%","Good"
"18","Mitchell Trubisky",CHI,"at MIN"," 6.4","C-","17.2","0.0","28% (4/14)","2%","Average"
"19","Teddy Bridgewater",CAR,"at GB"," 7.0","D+","16.8","+1.7","57% (8/14)","3%","Poor"
"20","Baker Mayfield",CLE,"at NYG"," 5.8","D","16.5","+1.6","50% (8/16)","3%","Average"
"21","Matt Ryan",ATL,"vs. TB"," 6.0","D","16.0","-2.1","35% (6/17)","1%","Awful"
"22","Matthew Stafford",DET,"at TEN"," 6.6","D-","15.7","+0.1","46% (6/13)","1%","Average"
"23","Drew Lock",DEN,"vs. BUF"," 6.2","F","15.2","-0.6","30% (4/13)","4%","Average"
"24","Cam Newton",NE,"at MIA"," 4.8","F","15.0","-1.2","66% (8/12)","23%","Awful"
"25","Nick Mullens",SF,"at DAL"," 6.8","F","14.6","0.0","40% (4/10)","1%","Awful"
"26","Andy Dalton",DAL,"vs. SF"," 7.8","F","14.5","+0.2","38% (5/13)","1%","Awful"
"27","Gardner Minshew II",JAC,"at BAL"," 4.4","F","14.2","+3.3","75% (9/12)","1%","Awful"
"28","Tua Tagovailoa",MIA,"vs. NE"," 6.0","F","13.7","-0.2","27% (3/11)","3%","Awful"
"29","Dwayne Haskins",WAS,"vs. SEA","-","F","12.8","+1.2","45% (5/11)","11%","Awful"
"30","Colt McCoy",NYG,"vs. CLE","-","F","11.8","-0.9","8% (1/12)","1%","Awful"
"31","Sam Darnold",NYJ,"at LAR"," 2.6","F","10.8","-0.8","25% (3/12)","1%","Awful"
"32","Ryan Finley",CIN,"vs. PIT","-","F","9.6","-0.6","14% (2/14)","0%","Awful"
"33","Taysom Hill",NO,"vs. KC"," 7.2","F","8.7","+4.1","80% (12/15)","8%","Average"
"34","Jacoby Brissett",IND,"vs. HOU","-","F","7.8","-0.1","26% (4/15)","6%","Great"
"35","Chase Daniel",DET,"at TEN"," 6.8","F","2.8","-0.3","14% (2/14)","0%","Awful"
"36","C.J. Beathard",SF,"at DAL","-","F","1.0","+0.1","12% (1/8)","0%","Awful"
"37","Ryan Fitzpatrick",MIA,"vs. NE"," 3.8","F","1.0","+1.8","56% (9/16)","5%","Average"
"38","Mike Glennon",JAC,"at BAL"," 4.8","F","0.9","-1.3","22% (2/9)","0%","Awful"
"39","Jarrett Stidham",NE,"at MIA","-","F","0.9","-0.4","30% (4/13)","1%","Good"
"40","Carson Wentz",PHI,"at ARI","-","F","0.9","+1.4","50% (8/16)","5%","Average"
"41","Tyler Huntley",BAL,"vs. JAC","-","F","0.9","-","-","0%","N/A"
"42","Joe Flacco",NYJ,"at LAR","-","F","0.9","-0.3","36% (4/11)","1%","Good"
