"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Derrick Henry",TEN,"vs. DET"," 9.2","A+","20.1","+2.3","46% (7/15)","22%","Great"
"2","Alvin Kamara",NO,"vs. KC"," 9.2","A+","19.5","+1.8","56% (9/16)","20%","Good"
"3","Dalvin Cook",MIN,"vs. CHI"," 4.4","A+","19.1","+3.1","53% (7/13)","28%","Good"
"4","Austin Ekeler",LAC,"at LV"," 7.0","A","17.9","-4.3","33% (4/12)","10%","Awful"
"5","Nick Chubb",CLE,"at NYG"," 6.4","A","16.4","+1.4","58% (7/12)","14%","Great"
"6","Aaron Jones",GB,"vs. CAR"," 7.8","A","16.4","+1.3","42% (6/14)","19%","Average"
"7","Jonathan Taylor",IND,"vs. HOU"," 9.4","A","15.0","+0.5","45% (5/11)","17%","Average"
"8","Cam Akers",LAR,"vs. NYJ"," 6.4","A-","14.8","+1.8","63% (7/11)","16%","Poor"
"9","James Robinson",JAC,"at BAL"," 4.8","A-","14.4","+1.9","46% (6/13)","15%","Great"
"10","Mike Davis",CAR,"at GB"," 8.6","A-","14.4","-0.2","40% (6/15)","15%","Average"
"11","David Montgomery",CHI,"at MIN"," 4.8","A-","14.2","+1.6","40% (6/15)","17%","Poor"
"12","Miles Sanders",PHI,"at ARI"," 5.4","B+","14.1","+0.2","38% (5/13)","10%","Good"
"13","Josh Jacobs",LV,"vs. LAC"," 8.2","B+","13.7","-1.6","23% (3/13)","19%","Average"
"14","Chris Carson",SEA,"at WAS"," 4.6","B+","13.3","+2.0","70% (7/10)","16%","Great"
"15","Kenyan Drake",ARI,"vs. PHI"," 6.4","B","12.7","+3.5","60% (9/15)","26%","Poor"
"16","J.K. Dobbins",BAL,"vs. JAC"," 4.8","B","12.6","+1.4","58% (7/12)","9%","Great"
"17","D'Andre Swift",DET,"at TEN"," 4.8","B","12.6","+3.1","70% (7/10)","16%","Great"
"18","Kareem Hunt",CLE,"at NYG"," 6.6","B","12.4","0.0","50% (8/16)","17%","Average"
"19","Wayne Gallman",NYG,"vs. CLE"," 5.4","B","11.9","+2.6","61% (8/13)","19%","Average"
"20","Melvin Gordon III",DEN,"vs. BUF"," 5.0","B-","11.8","-0.5","46% (7/15)","14%","Good"
"21","Clyde Edwards-Helaire",KC,"at NO"," 3.2","B-","11.5","-2.4","38% (5/13)","14%","Poor"
"22","Nyheim Hines",IND,"vs. HOU"," 8.6","B-","11.8","+2.6","50% (8/16)","12%","Good"
