player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
J.K. Dobbins,57366,HB,LAC,1,25,4,1,20.8,20,0,96,0,0,4,54,32.0,3,6,27,0,14,78.7,69.4,76.5,,39.4,57.6,71.2,60.0,20,0,6,2,14,30,0,0,2,27,1,96,54,2.16,3.8,0.43,10
Derrick Henry,10679,HB,BLT,1,24,2,2,31.8,42,0,132,0,0,2,87,30.2,3,6,3,0,16,78.2,78.3,74.7,,78.8,53.5,76.9,60.0,27,0,0,0,10,28,0,0,0,24,2,132,87,3.63,5.5,0.0,8
Ray Davis,101072,HB,BUF,1,20,7,1,15.5,15,0,97,0,0,7,69,105.0,2,5,4,0,8,77.6,69.5,76.2,,19.1,78.5,67.6,60.0,15,0,55,3,14,22,0,0,3,23,0,97,69,3.45,4.9,3.93,12
Saquon Barkley,45791,HB,PHI,1,18,3,0,0.0,0,0,47,0,1,3,41,45.6,1,1,24,0,5,76.9,53.4,79.4,,44.4,59.3,52.7,65.5,10,0,7,2,15,28,0,0,2,20,0,47,41,2.28,2.6,0.47,12
Josh Jacobs,45953,HB,GB,1,18,4,0,0.0,0,0,62,0,1,4,49,64.8,1,1,12,0,5,77.3,74.2,80.5,,27.7,72.3,73.1,60.0,14,0,28,3,22,21,0,0,3,21,0,62,49,2.72,3.4,1.27,13
Breece Hall,97636,HB,NYJ,1,18,1,2,58.4,66,0,113,1,2,1,51,37.0,4,4,22,0,7,77.3,58.3,78.7,,79.2,54.5,59.1,60.0,42,0,56,5,29,19,0,0,6,23,0,113,51,2.83,6.3,1.93,11
Trey Sermon,57372,HB,IND,1,18,1,0,0.0,0,0,29,0,0,1,36,11.1,1,3,14,0,7,76.5,41.2,76.4,,49.4,51.2,43.1,,11,0,0,0,15,18,0,0,0,18,0,29,36,2.0,1.6,0.0,11
Chuba Hubbard,57373,HB,CAR,1,18,4,2,37.0,34,0,92,0,1,4,52,62.8,3,6,5,1,6,26.5,58.5,77.6,,77.2,41.5,65.7,59.8,19,0,11,5,28,20,0,0,6,23,0,92,52,2.89,5.1,0.39,11
Tyler Allgeier,83639,HB,ATL,1,18,9,2,36.2,38,0,105,0,0,9,77,202.6,2,8,2,0,4,77.0,82.2,72.8,,76.9,62.1,78.6,60.0,20,0,3,1,4,22,0,0,1,19,1,105,77,4.28,5.8,0.75,14
Tony Pollard,27126,HB,TEN,1,17,2,1,24.7,23,0,93,0,1,2,67,59.1,2,5,31,0,9,77.2,77.9,78.6,,81.8,60.2,79.0,60.0,23,0,-5,3,18,19,0,0,3,20,1,93,67,3.94,5.5,-0.28,7
D'Andre Swift,57212,HB,CHI,1,17,2,2,39.6,36,0,91,0,1,2,52,43.7,4,5,6,1,7,25.6,59.2,76.3,,78.8,64.1,56.7,60.0,19,0,28,4,18,19,0,0,4,21,1,91,52,3.06,5.4,1.56,8
Tyrone Tracy,84226,HB,NYG,1,17,3,0,0.0,0,0,50,0,2,3,40,51.2,1,5,21,0,7,77.2,68.3,80.6,,38.0,76.0,64.4,59.1,11,0,57,6,31,26,0,0,6,23,1,50,40,2.35,2.9,1.84,9
Bijan Robinson,123126,HB,ATL,1,15,2,2,33.7,32,0,95,0,1,2,32,35.6,2,4,2,0,1,76.1,78.8,76.8,,82.5,58.4,80.4,,17,0,10,3,18,15,0,0,3,18,2,95,32,2.13,6.3,0.56,14
Alexander Mattison,45817,HB,LV,1,14,0,0,0.0,0,0,33,0,2,0,24,18.0,0,5,23,0,5,76.3,64.2,78.1,,74.5,72.2,60.3,,9,0,32,5,24,14,0,0,5,19,1,33,24,1.71,2.4,1.33,9
Sean Tucker,123056,HB,TB,1,14,1,2,39.7,54,0,136,0,3,1,43,72.3,6,7,30,0,9,76.7,92.4,73.8,,73.4,89.9,91.2,60.0,36,0,56,3,11,15,0,0,3,17,1,136,43,3.07,9.7,5.09,5
Kenneth Walker III,97199,HB,SEA,1,14,4,0,0.0,0,0,32,0,2,4,22,42.9,0,2,29,0,7,76.7,61.9,0.0,,63.3,66.7,61.7,60.0,8,1,37,8,30,15,0,0,8,22,1,32,22,1.57,2.3,1.23,7
Bucky Irving,144970,HB,TB,1,14,6,2,56.8,46,0,81,0,0,6,68,182.1,2,4,30,0,9,76.7,81.4,78.1,,44.4,60.4,88.7,60.0,31,0,24,2,27,16,0,0,2,16,1,81,68,4.86,5.8,0.89,4
Najee Harris,57121,HB,PIT,1,14,6,3,72.6,77,0,106,0,1,6,86,268.8,4,4,25,0,3,75.9,90.7,74.0,,70.1,68.3,90.4,59.8,36,0,16,2,12,17,0,0,2,16,1,106,86,6.14,7.6,1.33,11
