player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Alvin Kamara,11822,HB,NO,1,26,1,1,18.4,16,0,87,0,0,1,46,6.1,1,5,20,0,7,79.0,63.8,75.4,,78.5,81.8,56.4,,16,0,40,3,20,26,0,0,3,29,0,87,46,1.77,3.3,2.0,18
Derrick Henry,10679,HB,BLT,1,25,7,2,36.4,55,0,151,0,1,7,100,123.1,5,8,3,0,7,78.8,85.2,73.9,,,72.3,80.8,60.3,29,0,23,1,6,31,0,0,1,26,2,151,100,4.0,6.0,3.83,18
Kyren Williams,97118,HB,LA,1,24,1,0,0.0,0,0,89,0,0,1,47,7.5,1,7,26,0,16,78.4,69.3,78.0,,81.0,65.3,67.1,,13,0,27,2,19,24,0,0,2,26,2,89,47,1.96,3.7,1.42,6
David Montgomery,45719,HB,DET,1,23,2,1,15.1,16,0,106,0,0,2,78,26.1,3,7,11,0,7,78.3,78.3,73.5,,81.0,74.2,74.1,,16,0,17,3,9,23,0,0,3,26,1,106,78,3.39,4.6,1.89,15
Jonathan Taylor,57488,HB,IND,1,23,1,2,45.5,50,0,110,0,3,1,41,29.7,3,6,14,0,8,78.3,71.7,0.0,,,62.6,73.8,59.7,29,1,25,1,20,28,0,0,2,24,2,110,41,1.78,4.8,1.25,15
Chuba Hubbard,57373,HB,CAR,1,21,4,0,0.0,0,0,114,0,3,4,82,105.1,3,7,5,0,9,78.1,90.6,75.3,,81.5,90.5,82.7,62.1,14,0,55,5,11,23,0,0,5,26,0,114,82,3.9,5.4,5.0,11
Aaron Jones,11937,HB,MIN,1,19,6,1,38.2,39,0,102,0,0,6,73,96.1,1,4,18,0,7,77.6,78.5,0.0,,73.1,87.7,74.8,,39,1,46,5,16,19,0,0,6,24,0,102,73,3.84,5.4,2.88,12
Jordan Mason,62946,HB,SF,1,19,6,1,23.4,18,0,77,0,1,6,46,80.7,2,4,28,0,7,77.1,64.2,78.4,,78.4,56.1,65.8,60.0,18,0,11,2,27,22,0,0,2,21,0,77,46,2.42,4.1,0.41,12
Najee Harris,57121,HB,PIT,1,18,5,1,30.0,21,0,70,0,1,5,47,68.1,3,3,25,0,4,77.6,64.3,75.8,,71.4,62.9,63.4,60.0,21,0,16,5,16,21,0,0,5,23,0,70,47,2.61,3.9,1.0,14
Zach Charbonnet,97630,HB,SEA,1,18,9,0,0.0,0,0,91,0,2,9,77,224.1,5,6,29,0,8,77.6,74.5,78.3,,40.5,60.3,78.1,,13,0,16,3,28,20,0,0,4,21,2,91,77,4.28,5.1,0.57,9
Saquon Barkley,45791,HB,PHI,1,17,2,2,57.8,85,0,147,0,0,2,57,31.9,4,7,24,0,8,77.5,81.2,78.3,,82.5,57.9,85.0,60.0,65,0,9,4,32,21,0,0,4,21,2,147,57,3.35,8.6,0.28,8
Carson Steele,145632,HB,KC,1,17,2,0,0.0,0,0,72,0,0,2,52,34.0,0,6,16,0,12,76.4,64.3,79.2,,10.5,50.3,70.9,60.0,9,0,2,1,24,21,0,0,2,18,0,72,52,3.06,4.2,0.08,5
Breece Hall,97636,HB,NYJ,1,16,1,0,0.0,0,0,54,0,1,1,47,29.4,1,4,22,1,10,29.3,66.9,77.3,,35.9,60.5,68.4,81.3,10,0,29,4,25,17,0,0,5,20,1,54,47,2.94,3.4,1.16,6
Bijan Robinson,123126,HB,ATL,1,16,1,0,0.0,0,0,31,0,1,1,24,16.7,0,2,2,0,3,76.2,57.4,76.6,,43.8,60.2,56.4,60.0,7,1,21,2,18,17,0,0,2,18,1,31,24,1.5,1.9,1.17,13
Devin Singletary,40485,HB,NYG,1,16,5,1,66.2,43,0,65,0,1,5,74,138.8,2,4,21,1,10,25.2,59.9,76.8,,32.0,72.6,58.2,59.8,43,0,43,4,18,23,0,0,4,20,1,65,74,4.63,4.1,2.39,6
