player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,GB,1,26,12,1,17.0,18,0,106,0,0,12,83,147.3,3,8,12,0,11,78.4,86.3,75.2,,75.7,79.8,80.2,60.0,18,0,0,0,8,26,0,0,1,26,3,106,83,3.19,4.1,0.0,14
Saquon Barkley,45791,HB,PHI,1,26,4,2,55.7,142,0,255,0,1,4,156,100.0,3,7,24,0,14,79.1,87.9,77.1,,56.3,80.1,84.6,58.6,72,0,47,4,16,31,0,0,4,30,2,255,156,6.0,9.8,2.94,12
Derrick Henry,10679,HB,BLT,1,24,4,2,32.9,46,0,140,0,0,4,101,70.1,4,9,3,0,12,78.4,90.1,74.3,,56.0,56.0,86.4,59.9,27,0,0,0,4,30,0,0,0,24,0,140,101,4.21,5.8,0.0,12
Tony Pollard,27126,HB,TEN,1,24,3,2,37.0,44,0,119,1,0,3,65,30.1,5,5,31,0,14,78.6,53.2,0.0,,64.8,47.5,58.6,60.0,27,1,10,3,28,28,0,0,4,27,1,119,65,2.71,5.0,0.36,8
Aaron Jones,11937,HB,MIN,1,22,4,1,38.7,41,0,106,0,0,4,79,57.5,3,5,18,1,11,27.3,61.6,76.7,,82.1,68.0,57.7,60.0,41,0,23,3,22,25,0,0,3,25,1,106,79,3.59,4.8,1.05,11
Jahmyr Gibbs,122474,HB,DET,1,21,4,3,53.3,48,0,90,0,0,4,69,54.8,3,7,11,0,10,77.8,75.2,0.0,,77.2,71.2,78.9,,17,2,9,3,24,21,0,0,3,24,2,90,69,3.29,4.3,0.38,11
Nick Chubb,45783,HB,CLV,1,20,5,0,0.0,0,0,59,0,0,5,40,47.6,0,5,8,0,7,77.3,61.3,74.5,,22.7,57.5,64.1,60.0,7,0,1,1,9,22,0,0,1,21,2,59,40,2.0,3.0,0.11,12
Rico Dowdle,40693,HB,DAL,1,19,2,0,0.0,0,0,86,0,1,2,58,41.6,0,3,9,1,4,26.3,51.3,78.2,,15.9,66.5,51.3,60.0,9,0,12,3,14,24,0,0,3,22,0,86,58,3.05,4.5,0.86,15
Kenneth Walker III,97199,HB,SEA,1,16,10,0,0.0,0,0,41,0,6,10,46,230.0,1,2,29,0,5,76.9,88.2,77.5,,78.6,78.6,85.9,60.0,14,0,52,4,19,19,0,0,5,20,0,41,46,2.88,2.6,2.74,11
Chuba Hubbard,57373,HB,CAR,1,16,5,0,0.0,0,0,58,1,0,5,49,90.1,1,5,5,0,6,76.4,68.0,78.2,,70.3,39.0,77.9,,13,0,2,1,27,17,0,0,4,17,1,58,49,3.06,3.6,0.07,10
