player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Tank Bigsby,123974,HB,JAX,1,26,6,0,0.0,0,0,118,1,0,6,66,58.6,4,8,15,0,8,78.6,63.6,75.3,,74.1,28.9,68.0,60.0,13,0,0,0,9,29,0,0,1,26,2,118,66,2.54,4.5,0.0,18
Joe Mixon,11803,HB,HST,1,25,5,2,42.6,49,0,115,0,0,5,84,62.2,4,6,13,0,10,79.1,82.5,73.8,,77.0,67.7,79.6,,32,0,9,2,12,27,0,0,3,27,2,115,84,3.36,4.6,0.75,15
Alexander Mattison,45817,HB,LV,1,23,4,0,0.0,0,0,92,0,0,4,70,46.8,2,5,23,0,13,78.6,74.6,77.3,,24.0,60.6,78.7,59.9,13,0,31,3,19,25,0,0,3,26,0,92,70,3.04,4.0,1.63,10
Kareem Hunt,11841,HB,KC,1,22,1,0,0.0,0,0,78,0,1,1,59,22.3,1,5,16,0,8,78.3,57.9,77.7,,74.7,65.2,56.3,60.0,13,0,5,2,15,26,0,0,2,24,2,78,59,2.68,3.5,0.33,13
Kyren Williams,97118,HB,LA,1,21,5,0,0.0,0,0,76,0,0,5,54,61.2,2,5,26,0,12,77.7,53.8,76.0,,53.2,53.3,55.4,60.0,14,0,0,0,10,25,0,0,0,21,2,76,54,2.57,3.6,0.0,7
Bijan Robinson,123126,HB,ATL,1,21,5,1,25.2,26,0,103,0,2,5,80,111.1,1,5,2,0,3,77.8,84.0,76.6,,48.8,77.7,82.5,60.0,26,0,40,3,20,22,0,0,5,24,1,103,80,3.81,4.9,2.0,18
Najee Harris,57121,HB,PIT,1,21,8,2,51.0,52,0,102,0,0,8,72,130.6,3,4,25,0,12,77.4,74.4,72.6,,76.4,53.7,73.5,60.0,34,0,0,0,9,23,0,0,0,21,1,102,72,3.43,4.9,0.0,9
James Conner,11860,HB,ARZ,1,19,12,0,0.0,0,0,101,1,3,12,92,345.9,5,7,1,1,10,25.3,81.9,77.2,,79.3,29.2,91.1,60.0,14,0,51,2,19,24,0,0,4,21,0,101,92,4.84,5.3,2.68,8
Saquon Barkley,45791,HB,PHI,1,17,4,3,76.1,134,0,176,0,1,4,96,148.6,3,6,24,0,9,76.6,84.3,78.4,,78.4,57.6,85.2,60.0,55,0,11,2,13,20,0,0,2,19,1,176,96,5.65,10.4,0.85,8
Chuba Hubbard,57373,HB,CAR,1,17,2,0,0.0,0,0,52,0,0,2,39,27.0,0,2,5,0,7,75.8,63.7,75.8,,30.7,52.8,66.1,60.0,9,0,0,0,15,19,0,0,0,17,1,52,39,2.29,3.1,0.0,8
