"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Aaron Rodgers","QB","NYJ","DEN","6200","0.3%","0.4%","0.6%","7200","1.2%"
"Rhamondre Stevenson","RB","NE","@SF","6200","1.0%","2.2%","2.9%","6800","5.2%"
"Drake London","WR","ATL","NO","6200","12.4%","12.6%","12.7%","6600","16.4%"
"Brock Purdy","QB","SF","NE","6100","2.2%","3.0%","3.4%","7700","1.5%"
"Brian Robinson Jr.","RB","WAS","@ARI","6100","19.2%","17.9%","17.1%","7300","2.4%"
"Keenan Allen","WR","CHI","LA","6100","0.3%","0.4%","0.5%","6200","2.5%"
"Jordan Love","QB","GB","MIN","6000","2.7%","2.9%","3.0%","7200","3.0%"
"Rachaad White","RB","TB","PHI","6000","1.6%","2.7%","3.5%","6200","4.2%"
"Jayden Reed","WR","GB","MIN","6000","5.4%","6.6%","7.5%","6300","11.8%"
"Derek Carr","QB","NO","@ATL","5900","0.3%","0.4%","0.5%","7600","0.5%"
"Zack Moss","RB","CIN","@CAR","5900","11.3%","12.1%","12.6%","6900","8.9%"
"Tee Higgins","WR","CIN","@CAR","5900","0.3%","0.4%","0.6%","7200","0.5%"
"Kirk Cousins","QB","ATL","NO","5800","0.3%","0.4%","0.5%","7100","0.5%"
"Travis Kelce","TE","KC","@LAC","5800","0.8%","1.4%","1.8%","7100","6.2%"
"Terry McLaurin","WR","WAS","@ARI","5800","6.4%","8.5%","9.9%","6500","4.2%"
"Michael Pittman Jr.","WR","IND","PIT","5800","1.8%","2.4%","2.9%","5900","5.0%"
"Trevor Lawrence","QB","JAX","@HOU","5700","6.9%","6.3%","6.0%","6900","5.0%"
"Sam Darnold","QB","MIN","@GB","5700","1.9%","2.7%","3.2%","7300","1.2%"
"Chuba Hubbard","RB","CAR","CIN","5700","19.2%","19.3%","19.4%","6500","17.5%"
"Jerome Ford","RB","CLE","@LV","5700","3.2%","4.3%","4.9%","6400","10.1%"
"George Pickens","WR","PIT","@IND","5700","3.4%","4.3%","4.9%","6100","12.8%"
"Xavier Worthy","WR","KC","@LAC","5700","0.3%","0.4%","0.5%","6200","0.5%"
"Caleb Williams","QB","CHI","LA","5600","5.5%","5.4%","5.4%","7100","3.3%"
"Matthew Stafford","QB","LA","@CHI","5600","0.3%","0.4%","0.5%","6700","0.5%"
"Najee Harris","RB","PIT","@IND","5600","28.5%","25.0%","22.7%","6600","15.6%"
"Tank Bigsby","RB","JAX","@HOU","5600","0.0%","0.0%","0.0%","6000","0.0%"
"Brock Bowers","TE","LV","CLE","5600","3.1%","3.3%","3.5%","6500","7.4%"
"Diontae Johnson","WR","CAR","CIN","5600","39.1%","34.5%","31.5%","6200","27.8%"
"Jauan Jennings","WR","SF","NE","5600","11.2%","11.1%","11.0%","6800","1.4%"
"Justin Fields","QB","PIT","@IND","5500","7.3%","7.0%","6.9%","6800","7.6%"
"Justin Herbert","QB","LAC","KC","5500","0.3%","0.4%","0.5%","7000","0.5%"
"Carson Steele","RB","KC","@LAC","5500","0.3%","0.5%","0.6%","5800","3.2%"
"D'Andre Swift","RB","CHI","LA","5500","0.3%","0.4%","0.5%","5700","3.3%"
"George Kittle","TE","SF","NE","5500","3.9%","3.5%","3.3%","7000","0.5%"
"Rashid Shaheed","WR","NO","@ATL","5500","0.3%","0.7%","1.1%","6100","0.6%"
"Romeo Doubs","WR","GB","MIN","5500","0.5%","0.7%","0.9%","5100","8.5%"
"Jakobi Meyers","WR","LV","CLE","5500","0.3%","0.4%","0.5%","5400","1.1%"
"Deshaun Watson","QB","CLE","@LV","5400","3.4%","3.6%","3.7%","6900","2.9%"
"Braelon Allen","RB","NYJ","DEN","5400","0.3%","0.4%","0.5%","6200","0.5%"
"Samaje Perine","RB","KC","@LAC","5400","0.1%","0.2%","0.3%","5800","0.3%"
"Brian Thomas Jr.","WR","JAX","@HOU","5400","0.9%","2.3%","3.2%","5800","3.0%"
"Andy Dalton","QB","CAR","CIN","5300","2.5%","2.7%","2.9%","7000","0.6%"
"Cam Akers","RB","HOU","JAX","5300","17.4%","16.7%","16.2%","6100","21.9%"
"Zamir White","RB","LV","CLE","5300","0.3%","0.8%","1.1%","5500","4.7%"
"Bucky Irving","RB","TB","PHI","5300","0.3%","0.4%","0.5%","6000","0.5%"
"Courtland Sutton","WR","DEN","@NYJ","5300","0.3%","0.4%","0.5%","5500","2.0%"
"Gardner Minshew II","QB","LV","CLE","5200","0.4%","1.0%","1.3%","6500","0.6%"
"Javonte Williams","RB","DEN","@NYJ","5200","1.0%","1.1%","1.1%","5600","0.8%"
"Alexander Mattison","RB","LV","CLE","5200","0.1%","0.2%","0.3%","5900","0.3%"
"Kareem Hunt","RB","KC","@LAC","5200","0.0%","0.0%","0.0%","5500","0.3%"
"Christian Kirk","WR","JAX","@HOU","5200","8.7%","8.9%","9.1%","5600","5.7%"
"Rome Odunze","WR","CHI","LA","5200","1.2%","1.9%","2.4%","6400","0.5%"
"Jerry Jeudy","WR","CLE","@LV","5200","0.3%","0.9%","1.2%","5700","2.8%"
"Bo Nix","QB","DEN","@NYJ","5100","0.6%","0.5%","0.5%","6600","0.5%"
"Chase Brown","RB","CIN","@CAR","5100","0.3%","0.4%","0.5%","5600","0.5%"
"Ty Chandler","RB","MIN","@GB","5100","0.1%","0.2%","0.3%","5200","0.3%"
"Dallas Goedert","TE","PHI","@TB","5100","13.8%","12.7%","12.0%","7500","1.0%"
"Demarcus Robinson","WR","LA","@CHI","5100","0.3%","0.6%","0.8%","5500","3.7%"
"Jordan Addison","WR","MIN","@GB","5100","0.3%","0.4%","0.5%","5800","0.5%"
"Mike Williams","WR","NYJ","DEN","5100","0.1%","0.2%","0.3%","5400","0.3%"
"Jacoby Brissett","QB","NE","@SF","5000","0.3%","0.4%","0.5%","6400","0.5%"
"Drake Maye","QB","NE","@SF","5000","0.0%","0.0%","0.0%","6000","0.0%"
"Miles Sanders","RB","CAR","CIN","5000","0.3%","0.4%","0.5%","5300","0.5%"
"Christian Watson","WR","GB","MIN","5000","0.3%","0.4%","0.5%","5600","0.8%"
"Jahan Dotson","WR","PHI","@TB","5000","0.3%","0.4%","0.5%","5800","0.5%"
"Alec Pierce","WR","IND","PIT","5000","0.1%","0.2%","0.3%","5600","0.3%"
"Jameis Winston","QB","CLE","@LV","4900","0.0%","0.0%","0.0%","6000","0.0%"
"Tyler Allgeier","RB","ATL","NO","4900","0.1%","0.2%","0.3%","6300","0.3%"
"Kenneth Gainwell","RB","PHI","@TB","4900","0.0%","0.0%","0.0%","5100","0.0%"
"D'Ernest Johnson","RB","JAX","@HOU","4900","0.0%","0.0%","0.0%","5300","0.0%"
"Quentin Johnston","WR","LAC","KC","4900","0.3%","0.4%","0.5%","6000","0.5%"
"Jalen Nailor","WR","MIN","@GB","4900","0.1%","0.2%","0.3%","6300","0.3%"
"Khalil Herbert","RB","CHI","LA","4800","0.0%","0.0%","0.0%","5300","0.0%"
"Trey Benson","RB","ARI","WAS","4800","0.0%","0.0%","0.0%","4900","0.0%"
"Kyle Pitts","TE","ATL","NO","4800","0.8%","0.9%","1.0%","5900","6.6%"
"Ladd McConkey","WR","LAC","KC","4800","1.5%","1.7%","1.9%","5700","3.4%"
"Tutu Atwell","WR","LA","@CHI","4800","0.3%","0.7%","1.0%","5800","0.5%"
"Xavier Legette","WR","CAR","CIN","4800","0.3%","0.4%","0.5%","5200","2.7%"
"Antonio Gibson","RB","NE","@SF","4700","0.1%","0.2%","0.3%","5600","0.3%"
"Gus Edwards","RB","LAC","KC","4700","0.1%","0.2%","0.3%","5300","0.3%"
"Gabe Davis","WR","JAX","@HOU","4700","1.6%","2.4%","3.0%","5700","0.5%"
"Joshua Palmer","WR","LAC","KC","4700","0.3%","0.6%","0.8%","5200","0.5%"
"Blake Corum","RB","LA","@CHI","4600","0.0%","0.0%","0.0%","4700","0.0%"
"Josh Downs","WR","IND","PIT","4600","0.3%","0.4%","0.5%","5500","0.5%"
"Jaleel McLaughlin","RB","DEN","@NYJ","4500","0.1%","0.2%","0.3%","5100","0.3%"
"Dare Ogunbowale","RB","HOU","JAX","4500","0.0%","0.0%","0.0%","4900","0.0%"
"Trey Sermon","RB","IND","PIT","4500","0.0%","0.0%","0.0%","5000","0.0%"
"DeMario Douglas","WR","NE","@SF","4500","0.3%","0.4%","0.5%","5100","0.5%"
"Tyler Johnson","WR","LA","@CHI","4500","0.1%","0.2%","0.3%","5600","0.3%"
"Dontayvion Wicks","WR","GB","MIN","4500","0.1%","0.2%","0.3%","4600","0.3%"
"Emanuel Wilson","RB","GB","MIN","4400","0.1%","0.2%","0.3%","5400","0.3%"
"Jamaal Williams","RB","NO","@ATL","4400","0.0%","0.0%","0.0%","5000","0.0%"
"Cole Kmet","TE","CHI","LA","4400","0.6%","1.0%","1.3%","5300","8.1%"
"Darnell Mooney","WR","ATL","NO","4400","13.2%","12.8%","12.6%","5700","1.4%"
"Jordan Whittington","WR","LA","@CHI","4400","0.1%","0.2%","0.3%","5000","0.3%"
"Cordarrelle Patterson","RB","PIT","@IND","4300","0.1%","0.2%","0.3%","4700","0.3%"
"D'Onta Foreman","RB","CLE","@LV","4300","0.1%","0.2%","0.3%","5200","0.3%"
"Greg Dortch","WR","ARI","WAS","4300","16.8%","15.2%","14.1%","5000","5.8%"
"Allen Lazard","WR","NYJ","DEN","4300","0.7%","1.2%","1.5%","5800","0.3%"
"Josh Reynolds","WR","DEN","@NYJ","4300","0.1%","0.2%","0.3%","5100","0.3%"
"Isaac Guerendo","RB","SF","NE","4200","0.0%","0.0%","0.0%","5100","0.0%"
"Hunter Henry","TE","NE","@SF","4200","0.3%","0.5%","0.7%","5300","3.7%"
"Michael Wilson","WR","ARI","WAS","4200","10.9%","11.7%","12.2%","5300","3.5%"
"Roschon Johnson","RB","CHI","LA","4100","1.7%","1.5%","1.4%","5500","0.5%"
"Dalton Schultz","TE","HOU","JAX","4100","2.3%","2.7%","3.0%","5400","4.2%"
"Andrei Iosivas","WR","CIN","@CAR","4100","1.5%","2.1%","2.4%","5500","0.5%"
"Kyle Juszczyk","RB","SF","NE","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Tyler Badie","RB","DEN","@NYJ","4000","0.0%","0.0%","0.0%","5000","0.0%"
"Emari Demercado","RB","ARI","WAS","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Ameer Abdullah","RB","LV","CLE","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Ronnie Rivers","RB","LA","@CHI","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Michael Burton","RB","DEN","@NYJ","4000","0.0%","0.0%","0.0%","4000","0.0%"
"C.J. Ham","RB","MIN","@GB","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Tyler Goodson","RB","IND","PIT","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Jordan Mims","RB","NO","@ATL","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Hassan Haskins","RB","LAC","KC","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Brooks","RB","GB","MIN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Isaiah Davis","RB","NYJ","DEN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"JaMycal Hasty","RB","NE","@SF","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Sean Tucker","RB","TB","PHI","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Adam Prentice","RB","NO","@ATL","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Avery Williams","RB","ATL","NO","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Raheem Blackshear","RB","CAR","CIN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Trayveon Williams","RB","CIN","@CAR","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Jonathan Ward","RB","PIT","@IND","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Jeremy McNichols","RB","WAS","@ARI","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Chris Rodriguez Jr.","RB","WAS","@ARI","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Patrick Taylor Jr.","RB","SF","NE","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Gary Brightwell","RB","CLE","@LV","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Myles Gaskin","RB","MIN","@GB","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Ertz","TE","WAS","@ARI","4000","1.4%","2.2%","2.8%","5100","8.4%"
"Luke McCaffrey","WR","WAS","@ARI","4000","0.1%","0.2%","0.3%","4900","0.3%"
"Pat Freiermuth","TE","PIT","@IND","3900","4.3%","4.8%","5.1%","5000","14.6%"
"Ja'Lynn Polk","WR","NE","@SF","3900","0.1%","0.2%","0.3%","4900","0.3%"
"Adonai Mitchell","WR","IND","PIT","3900","0.0%","0.0%","0.0%","5100","0.0%"
"49ers ","DST","SF","NE","3800","5.8%","6.5%","7.0%","5000","3.3%"
"Taysom Hill","TE","NO","@ATL","3800","0.1%","0.3%","0.4%","5000","1.1%"
"Noah Brown","WR","WAS","@ARI","3800","0.3%","0.4%","0.5%","4900","0.5%"
"Johnny Wilson","WR","PHI","@TB","3800","0.1%","0.2%","0.3%","5200","0.3%"
"Jets ","DST","NYJ","DEN","3700","8.2%","7.6%","7.3%","4800","8.1%"
"Colby Parkinson","TE","LA","@CHI","3700","2.6%","3.3%","3.8%","5200","4.2%"
"Ray-Ray McCloud III","WR","ATL","NO","3700","9.8%","9.5%","9.3%","5400","0.5%"
"Dyami Brown","WR","WAS","@ARI","3700","0.0%","0.0%","0.0%","4500","0.0%"
"Chiefs ","DST","KC","@LAC","3600","1.1%","1.6%","1.9%","4600","2.1%"
"Tyler Conklin","TE","NYJ","DEN","3600","1.7%","2.0%","2.1%","5100","1.9%"
"Elijah Moore","WR","CLE","@LV","3600","7.0%","6.9%","6.8%","5000","0.6%"
"Tre Tucker","WR","LV","CLE","3600","0.3%","0.4%","0.5%","4800","0.5%"
"Jalen McMillan","WR","TB","PHI","3600","0.1%","0.1%","0.1%","4900","0.0%"
"Browns ","DST","CLE","@LV","3500","1.5%","2.4%","3.0%","4900","1.6%"
"Mike Gesicki","TE","CIN","@CAR","3500","10.4%","10.3%","10.2%","5600","0.9%"
"Olamide Zaccheaus","WR","WAS","@ARI","3500","0.0%","0.0%","0.0%","4700","0.0%"
"Cedrick Wilson Jr.","WR","NO","@ATL","3500","0.0%","0.0%","0.0%","4300","0.0%"
"Bengals ","DST","CIN","@CAR","3400","0.3%","0.4%","0.5%","4700","0.5%"
"Cade Otton","TE","TB","PHI","3400","1.2%","1.2%","1.2%","5100","0.4%"
"K.J. Osborn","WR","NE","@SF","3400","0.1%","0.2%","0.3%","4800","0.3%"
"Steelers ","DST","PIT","@IND","3300","1.5%","2.2%","2.6%","4500","1.6%"
"Juwan Johnson","TE","NO","@ATL","3300","0.0%","0.0%","0.0%","5000","0.0%"
"Jonathan Mingo","WR","CAR","CIN","3300","11.9%","10.7%","9.8%","4800","1.6%"
"Calvin Austin III","WR","PIT","@IND","3300","0.3%","0.1%","0.0%","4900","0.0%"
"Brandon Powell","WR","MIN","@GB","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Xavier Gipson","WR","NYJ","DEN","3300","0.0%","0.0%","0.0%","4200","0.0%"
"Parker Washington","WR","JAX","@HOU","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Raiders ","DST","LV","CLE","3200","12.0%","12.3%","12.5%","3700","18.9%"
"Colts ","DST","IND","PIT","3200","0.1%","0.6%","0.9%","4000","1.4%"
"Johnny Mundt","TE","MIN","@GB","3200","2.6%","2.9%","3.1%","4900","1.4%"
"Grant Calcaterra","TE","PHI","@TB","3200","0.0%","0.0%","0.0%","4500","0.0%"
"DeAndre Carter","WR","CHI","LA","3200","2.0%","1.8%","1.6%","5100","0.0%"
"Van Jefferson","WR","PIT","@IND","3200","0.0%","0.0%","0.1%","4600","0.0%"
"Justin Watson","WR","KC","@LAC","3200","0.0%","0.0%","0.1%","5000","0.0%"
"Marvin Mims Jr.","WR","DEN","@NYJ","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Roman Wilson","WR","PIT","@IND","3200","0.0%","0.0%","0.0%","4500","0.0%"
"JuJu Smith-Schuster","WR","KC","@LAC","3200","0.0%","0.0%","0.0%","4500","0.0%"
"Bears ","DST","CHI","LA","3100","4.8%","4.4%","4.2%","4200","3.4%"
"Saints ","DST","NO","@ATL","3100","0.1%","0.2%","0.3%","4400","0.3%"
"Brenton Strange","TE","JAX","@HOU","3100","6.8%","7.3%","7.6%","5200","1.0%"
"Elijah Higgins","TE","ARI","WAS","3100","8.4%","7.7%","7.3%","4900","0.5%"
"Lil'Jordan Humphrey","WR","DEN","@NYJ","3100","0.7%","0.9%","1.1%","5000","0.3%"
"Ashton Dulin","WR","IND","PIT","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Tyquan Thornton","WR","NE","@SF","3100","0.0%","0.0%","0.0%","4700","0.0%"
"Trent Sherfield Sr.","WR","MIN","@GB","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Texans ","DST","HOU","JAX","3000","11.1%","10.5%","10.2%","4100","10.0%"
"Packers ","DST","GB","MIN","3000","5.1%","5.6%","5.9%","3900","4.4%"
"Tucker Kraft","TE","GB","MIN","3000","13.7%","12.1%","11.0%","4800","2.3%"
"Jordan Akins","TE","CLE","@LV","3000","3.6%","4.2%","4.6%","5200","0.3%"
"Josh Oliver","TE","MIN","@GB","3000","0.0%","0.0%","0.0%","4700","0.0%"
"Robert Woods","WR","HOU","JAX","3000","1.8%","1.3%","1.0%","4700","0.3%"
"Parris Campbell","WR","PHI","@TB","3000","0.3%","0.3%","0.3%","5100","0.3%"
"Ronnie Bell","WR","SF","NE","3000","0.1%","0.1%","0.2%","4200","0.0%"
"Simi Fehoko","WR","LAC","KC","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Derius Davis","WR","LAC","KC","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Chris Conley","WR","SF","NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jermaine Burton","WR","CIN","@CAR","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Scotty Miller","WR","PIT","@IND","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Mason Tipton","WR","NO","@ATL","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Troy Franklin","WR","DEN","@NYJ","3000","0.0%","0.0%","0.0%","4700","0.0%"
"Jamison Crowder","WR","WAS","@ARI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Cedric Tillman","WR","CLE","@LV","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Kayshon Boutte","WR","NE","@SF","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Trey Palmer","WR","TB","PHI","3000","0.0%","0.0%","0.0%","4300","0.0%"
"David Moore","WR","CAR","CIN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"DJ Turner","WR","LV","CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Malachi Corley","WR","NYJ","DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Devin Duvernay","WR","JAX","@HOU","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Xavier Hutchinson","WR","HOU","JAX","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Charlie Jones","WR","CIN","@CAR","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Bo Melton","WR","GB","MIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"KhaDarel Hodge","WR","ATL","NO","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Jalen Coker","WR","CAR","CIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tyler Scott","WR","CHI","LA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tim Jones","WR","JAX","@HOU","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Steven Sims","WR","HOU","JAX","3000","0.0%","0.0%","0.0%","4000","0.0%"
"John Metchie III","WR","HOU","JAX","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Sterling Shepard","WR","TB","PHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Kameron Johnson","WR","TB","PHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Danny Gray","WR","PHI","@TB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Moore","WR","ARI","WAS","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Pascal","WR","ARI","WAS","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Javon Baker","WR","NE","@SF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Skyy Moore","WR","KC","@LAC","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Mecole Hardman","WR","KC","@LAC","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Tyreik McAllister","WR","LV","CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ramel Keyton","WR","LV","CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"James Proche II","WR","CLE","@LV","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Eagles ","DST","PHI","@TB","2900","6.9%","6.7%","6.7%","3900","2.8%"
"Vikings ","DST","MIN","@GB","2900","0.3%","0.4%","0.5%","4300","0.5%"
"Gerald Everett","TE","CHI","LA","2900","0.0%","0.0%","0.0%","4600","0.0%"
"Ben Sinnott","TE","WAS","@ARI","2900","0.0%","0.0%","0.0%","4500","0.0%"
"Rams ","DST","LA","@CHI","2800","17.5%","15.2%","13.6%","4100","4.8%"
"Cardinals ","DST","ARI","WAS","2800","5.8%","5.4%","5.1%","4000","2.2%"
"Hayden Hurst","TE","LAC","KC","2800","0.6%","1.1%","1.5%","4700","1.2%"
"Greg Dulcich","TE","DEN","@NYJ","2800","0.1%","0.3%","0.3%","4500","0.3%"
"Foster Moreau","TE","NO","@ATL","2800","0.0%","0.0%","0.1%","4800","0.0%"
"Drew Sample","TE","CIN","@CAR","2800","0.0%","0.0%","0.0%","4500","0.0%"
"Kylen Granson","TE","IND","PIT","2800","0.0%","0.0%","0.0%","4700","0.0%"
"Luke Farrell","TE","JAX","@HOU","2800","0.0%","0.0%","0.0%","4800","0.0%"
"Luke Musgrave","TE","GB","MIN","2800","0.0%","0.0%","0.0%","4800","0.0%"
"John Bates","TE","WAS","@ARI","2800","0.0%","0.0%","0.0%","4000","0.0%"
"Buccaneers ","DST","TB","PHI","2700","0.9%","1.2%","1.3%","3700","1.1%"
"Jaguars ","DST","JAX","@HOU","2700","0.4%","0.5%","0.5%","3600","1.5%"
"Tommy Tremble","TE","CAR","CIN","2700","16.0%","14.7%","13.9%","4900","2.1%"
"Eric Saubert","TE","SF","NE","2700","4.5%","3.9%","3.6%","4900","0.1%"
"Noah Gray","TE","KC","@LAC","2700","0.0%","0.0%","0.1%","4900","0.0%"
"Will Dissly","TE","LAC","KC","2700","0.0%","0.0%","0.1%","4800","0.0%"
"Austin Hooper","TE","NE","@SF","2700","0.0%","0.0%","0.1%","4500","0.1%"
"Falcons ","DST","ATL","NO","2600","5.5%","5.2%","5.0%","3300","7.4%"
"Chargers ","DST","LAC","KC","2600","1.9%","2.1%","2.2%","3200","3.3%"
"Jeremy Ruckert","TE","NYJ","DEN","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Cade Stover","TE","HOU","JAX","2600","0.0%","0.0%","0.0%","4200","0.0%"
"Adam Trautman","TE","DEN","@NYJ","2600","0.0%","0.0%","0.0%","4600","0.0%"
"Jake Tonges","TE","SF","NE","2600","0.0%","0.0%","0.0%","4200","0.0%"
"Blake Whiteheart","TE","CLE","@LV","2600","0.0%","0.0%","0.0%","4000","0.0%"
"Broncos ","DST","DEN","@NYJ","2500","2.4%","2.0%","1.7%","3400","2.8%"
"Commanders ","DST","WAS","@ARI","2500","1.4%","1.3%","1.3%","3500","1.9%"
"Erick All Jr.","TE","CIN","@CAR","2500","0.0%","0.2%","0.3%","4300","0.2%"
"Tip Reiman","TE","ARI","WAS","2500","0.0%","0.1%","0.2%","4600","0.0%"
"Ja'Tavion Sanders","TE","CAR","CIN","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Darnell Washington","TE","PIT","@IND","2500","0.0%","0.0%","0.0%","4700","0.0%"
"Mo Alie-Cox","TE","IND","PIT","2500","0.0%","0.0%","0.0%","4300","0.0%"
