"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Matthew Stafford","QB","LA","@ARI","6000","0.9%","1.4%","1.7%","7500","0.8%"
"David Montgomery","RB","DET","TB","6000","3.2%","4.3%","5.0%","7200","4.6%"
"Trey McBride","TE","ARI","LA","6000","7.2%","7.6%","7.8%","6200","27.8%"
"Chris Godwin","WR","TB","@DET","6000","22.0%","20.1%","18.9%","6200","22.4%"
"Jayden Reed","WR","GB","IND","6000","0.5%","0.5%","0.5%","5800","0.5%"
"Baker Mayfield","QB","TB","@DET","5900","6.7%","6.7%","6.8%","7400","5.9%"
"Aaron Rodgers","QB","NYJ","@TEN","5900","0.5%","0.5%","0.5%","7100","0.5%"
"Jerome Ford","RB","CLE","@JAX","5900","12.3%","12.2%","12.1%","6300","16.4%"
"Tony Pollard","RB","TEN","NYJ","5900","0.9%","1.9%","2.6%","6700","2.3%"
"Malik Nabers","WR","NYG","@WAS","5900","12.2%","13.6%","14.5%","6400","11.8%"
"DK Metcalf","WR","SEA","@NE","5900","4.6%","5.2%","5.5%","6600","4.1%"
"Justin Herbert","QB","LAC","@CAR","5800","0.5%","0.5%","0.5%","7600","0.5%"
"Brian Robinson Jr.","RB","WAS","NYG","5800","4.6%","5.3%","5.7%","6200","8.4%"
"Zach Charbonnet","RB","SEA","@NE","5800","15.0%","13.8%","13.0%","6300","19.0%"
"George Pickens","WR","PIT","@DEN","5800","0.5%","0.7%","0.8%","6600","0.5%"
"Calvin Ridley","WR","TEN","NYJ","5800","0.5%","0.5%","0.5%","6100","0.5%"
"Trevor Lawrence","QB","JAX","CLE","5700","2.2%","2.4%","2.6%","7200","1.3%"
"Devin Singletary","RB","NYG","@WAS","5700","2.5%","3.9%","4.8%","6100","8.0%"
"Austin Ekeler","RB","WAS","NYG","5700","0.5%","0.5%","0.5%","5900","0.5%"
"Ezekiel Elliott","RB","DAL","NO","5700","0.5%","0.5%","0.5%","6200","0.6%"
"Terry McLaurin","WR","WAS","NYG","5700","1.6%","1.8%","2.0%","6000","2.9%"
"Romeo Doubs","WR","GB","IND","5700","0.5%","0.5%","0.5%","5100","0.5%"
"Deshaun Watson","QB","CLE","@JAX","5600","0.8%","1.0%","1.2%","7100","0.7%"
"Zack Moss","RB","CIN","@KC","5600","2.4%","3.7%","4.6%","6300","5.3%"
"Zamir White","RB","LV","@BAL","5600","0.5%","0.5%","0.5%","6000","0.5%"
"Brandin Cooks","WR","DAL","NO","5600","0.5%","0.9%","1.2%","5600","3.9%"
"Mike Williams","WR","NYJ","@TEN","5600","0.3%","0.3%","0.3%","6100","0.3%"
"Geno Smith","QB","SEA","@NE","5500","1.5%","1.3%","1.2%","7300","0.5%"
"Najee Harris","RB","PIT","@DEN","5500","1.0%","1.8%","2.4%","6600","1.5%"
"Javonte Williams","RB","DEN","PIT","5500","0.5%","0.5%","0.5%","6000","0.5%"
"George Kittle","TE","SF","@MIN","5500","2.1%","2.2%","2.3%","6400","10.8%"
"Christian Kirk","WR","JAX","CLE","5500","2.1%","3.0%","3.6%","6000","3.0%"
"Justin Fields","QB","PIT","@DEN","5400","7.2%","7.0%","6.8%","7000","3.4%"
"J.K. Dobbins","RB","LAC","@CAR","5400","17.6%","16.4%","15.5%","6800","5.3%"
"Jaylen Warren","RB","PIT","@DEN","5400","0.3%","0.3%","0.3%","5600","0.3%"
"Evan Engram","TE","JAX","CLE","5400","0.7%","1.6%","2.2%","5900","9.0%"
"Courtland Sutton","WR","DEN","PIT","5400","1.3%","2.1%","2.6%","5400","5.9%"
"DeAndre Hopkins","WR","TEN","NYJ","5400","0.3%","0.3%","0.3%","5600","0.3%"
"Daniel Jones","QB","NYG","@WAS","5300","6.3%","6.4%","6.4%","6900","3.4%"
"Derek Carr","QB","NO","@DAL","5300","0.5%","0.5%","0.5%","7200","0.5%"
"Chuba Hubbard","RB","CAR","LAC","5300","1.5%","2.1%","2.6%","5900","3.4%"
"Alexander Mattison","RB","LV","@BAL","5300","0.5%","0.5%","0.5%","5800","0.5%"
"Ty Chandler","RB","MIN","SF","5300","0.5%","0.5%","0.5%","5300","0.5%"
"Jameson Williams","WR","DET","TB","5300","3.4%","5.1%","6.2%","5700","5.9%"
"Tyler Lockett","WR","SEA","@NE","5300","0.5%","0.5%","0.5%","6000","0.5%"
"Sam Darnold","QB","MIN","SF","5200","2.9%","3.3%","3.6%","6800","1.8%"
"Will Levis","QB","TEN","NYJ","5200","0.5%","0.5%","0.5%","6700","0.5%"
"Jordan Mason","RB","SF","@MIN","5200","62.0%","51.8%","45.0%","5500","50.0%"
"Gus Edwards","RB","LAC","@CAR","5200","0.5%","0.5%","0.5%","6100","0.5%"
"Justice Hill","RB","BAL","LV","5200","0.3%","0.3%","0.3%","5100","0.3%"
"Miles Sanders","RB","CAR","LAC","5200","0.3%","0.3%","0.3%","5100","0.3%"
"Adam Thielen","WR","CAR","LAC","5200","0.5%","0.5%","0.5%","5300","0.5%"
"Gardner Minshew II","QB","LV","@BAL","5100","0.5%","0.5%","0.5%","7000","0.5%"
"Bryce Young","QB","CAR","LAC","5100","0.5%","0.5%","0.5%","6500","0.5%"
"Tank Bigsby","RB","JAX","CLE","5100","0.3%","0.3%","0.3%","5500","0.5%"
"Trey Benson","RB","ARI","LA","5100","0.0%","0.0%","0.0%","4900","0.0%"
"Diontae Johnson","WR","CAR","LAC","5100","1.8%","2.3%","2.7%","5500","2.6%"
"Jakobi Meyers","WR","LV","@BAL","5100","0.5%","0.5%","0.5%","5200","0.5%"
"Jerry Jeudy","WR","CLE","@JAX","5100","0.5%","0.5%","0.5%","5800","0.5%"
"Malik Willis","QB","GB","IND","5000","2.7%","2.5%","2.4%","6800","1.1%"
"Bo Nix","QB","DEN","PIT","5000","0.5%","0.5%","0.5%","6700","0.5%"
"Jacoby Brissett","QB","NE","SEA","5000","0.5%","0.5%","0.5%","6600","0.5%"
"Tyjae Spears","RB","TEN","NYJ","5000","0.5%","0.5%","0.6%","5600","0.5%"
"Braelon Allen","RB","NYJ","@TEN","5000","0.0%","0.0%","0.0%","5400","0.0%"
"Mark Andrews","TE","BAL","LV","5000","2.6%","3.4%","4.0%","6800","1.5%"
"Joshua Palmer","WR","LAC","@CAR","5000","0.5%","0.5%","0.5%","5600","0.5%"
"Christian Watson","WR","GB","IND","5000","0.5%","0.5%","0.5%","5700","0.3%"
"Sean Clifford","QB","GB","IND","4900","0.0%","0.0%","0.0%","6000","0.0%"
"Bucky Irving","RB","TB","@DET","4900","0.5%","0.5%","0.5%","5300","0.5%"
"Ladd McConkey","WR","LAC","@CAR","4900","4.0%","4.8%","5.4%","5700","1.6%"
"Jaxon Smith-Njigba","WR","SEA","@NE","4900","0.5%","1.5%","2.1%","5400","0.7%"
"Rico Dowdle","RB","DAL","NO","4800","0.5%","0.5%","0.5%","5300","0.5%"
"Antonio Gibson","RB","NE","SEA","4800","0.3%","0.3%","0.3%","5400","0.3%"
"Jamaal Williams","RB","NO","@DAL","4800","0.0%","0.0%","0.0%","5800","0.0%"
"Isaiah Likely","TE","BAL","LV","4800","0.5%","0.5%","0.5%","5800","1.7%"
"Brian Thomas Jr.","WR","JAX","CLE","4800","4.2%","4.3%","4.4%","5800","0.8%"
"Chase Brown","RB","CIN","@KC","4700","0.5%","0.5%","0.5%","5400","0.5%"
"Blake Corum","RB","LA","@ARI","4700","0.0%","0.0%","0.0%","6000","0.0%"
"Xavier Legette","WR","CAR","LAC","4700","0.3%","0.3%","0.3%","4700","0.3%"
"Dontayvion Wicks","WR","GB","IND","4700","0.0%","0.0%","0.0%","4100","0.0%"
"Isaac Guerendo","RB","SF","@MIN","4600","0.0%","0.0%","0.0%","4300","0.0%"
"Rashid Shaheed","WR","NO","@DAL","4600","1.9%","2.5%","2.9%","5500","0.8%"
"Greg Dortch","WR","ARI","LA","4600","0.5%","0.5%","0.5%","4900","0.5%"
"Jaleel McLaughlin","RB","DEN","PIT","4500","2.5%","2.9%","3.2%","5200","1.5%"
"Samaje Perine","RB","KC","CIN","4500","0.0%","0.0%","0.0%","5100","0.0%"
"Emanuel Wilson","RB","GB","IND","4500","0.0%","0.0%","0.0%","5200","0.0%"
"Trey Sermon","RB","IND","@GB","4500","0.0%","0.0%","0.0%","4800","0.0%"
"Isaiah Davis","RB","NYJ","@TEN","4500","0.0%","0.0%","0.0%","4500","0.0%"
"Alec Pierce","WR","IND","@GB","4500","1.0%","1.2%","1.4%","5600","0.5%"
"DeMario Douglas","WR","NE","SEA","4500","0.5%","0.6%","0.7%","4900","0.5%"
"D'Onta Foreman","RB","CLE","@JAX","4400","0.0%","0.0%","0.0%","5000","0.0%"
"Emari Demercado","RB","ARI","LA","4400","0.0%","0.0%","0.0%","4600","0.0%"
"Cordarrelle Patterson","RB","PIT","@DEN","4400","0.0%","0.0%","0.0%","4500","0.0%"
"Brock Bowers","TE","LV","@BAL","4400","1.3%","1.7%","2.0%","5300","5.0%"
"Gabe Davis","WR","JAX","CLE","4400","0.5%","0.5%","0.5%","5900","0.5%"
"Tyler Boyd","WR","TEN","NYJ","4400","0.5%","0.5%","0.5%","5000","0.3%"
"Patrick Taylor Jr.","RB","SF","@MIN","4300","0.0%","0.0%","0.0%","4000","0.0%"
"Kenny McIntosh","RB","SEA","@NE","4300","0.0%","0.0%","0.0%","4000","0.3%"
"Tyrone Tracy Jr.","RB","NYG","@WAS","4300","0.0%","0.0%","0.0%","4900","0.0%"
"Wan'Dale Robinson","WR","NYG","@WAS","4300","6.3%","7.1%","7.7%","5400","0.5%"
"Michael Wilson","WR","ARI","LA","4300","0.5%","0.5%","0.5%","4900","0.5%"
"Josh Reynolds","WR","DEN","PIT","4300","0.5%","0.5%","0.5%","4900","0.5%"
"Jauan Jennings","WR","SF","@MIN","4300","0.3%","0.3%","0.3%","4900","0.3%"
"Sean Tucker","RB","TB","@DET","4200","0.0%","0.0%","0.0%","4100","0.0%"
"Eric Gray","RB","NYG","@WAS","4100","0.0%","0.0%","0.0%","4400","0.0%"
"Pat Freiermuth","TE","PIT","@DEN","4100","0.3%","0.3%","0.3%","5400","0.5%"
"Quentin Johnston","WR","LAC","@CAR","4100","0.6%","1.1%","1.4%","5100","0.5%"
"Darius Slayton","WR","NYG","@WAS","4100","0.5%","0.5%","0.5%","4800","0.5%"
"Cowboys ","DST","DAL","NO","4000","0.5%","0.5%","0.5%","4600","1.5%"
"Ronnie Rivers","RB","LA","@ARI","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Pierre Strong Jr.","RB","CLE","@JAX","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Kyle Juszczyk","RB","SF","@MIN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Deuce Vaughn","RB","DAL","NO","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Mike Boone","RB","CAR","LAC","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Patrick Ricard","RB","BAL","LV","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Hunter Luepke","RB","DAL","NO","4000","0.0%","0.0%","0.0%","4300","0.0%"
"C.J. Ham","RB","MIN","SF","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Michael Burton","RB","DEN","PIT","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Carson Steele","RB","KC","CIN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Jordan Mims","RB","NO","@DAL","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Sione Vaki","RB","DET","TB","4000","0.0%","0.0%","0.0%","#N/A","#N/A"
"Myles Gaskin","RB","MIN","SF","4000","0.0%","0.0%","0.0%","4100","0.0%"
"JaMycal Hasty","RB","NE","SEA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"George Holani","RB","SEA","@NE","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Blake Watson","RB","DEN","PIT","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Chig Okonkwo","TE","TEN","NYJ","4000","0.3%","0.3%","0.3%","5200","0.3%"
"Demarcus Robinson","WR","LA","@ARI","4000","25.7%","21.2%","18.1%","5200","5.8%"
"Adonai Mitchell","WR","IND","@GB","4000","0.5%","0.5%","0.5%","5300","0.5%"
"Taysom Hill","TE","NO","@DAL","3900","0.7%","0.9%","1.0%","5200","2.7%"
"K.J. Osborn","WR","NE","SEA","3900","0.3%","0.3%","0.3%","5100","0.3%"
"Rashod Bateman","WR","BAL","LV","3900","0.3%","0.3%","0.3%","4800","0.3%"
"Jalen Nailor","WR","MIN","SF","3900","0.3%","0.3%","0.3%","5300","0.3%"
"Jets ","DST","NYJ","@TEN","3800","2.1%","2.2%","2.3%","5000","2.2%"
"Hunter Henry","TE","NE","SEA","3800","0.3%","0.4%","0.4%","5000","0.4%"
"Andrei Iosivas","WR","CIN","@KC","3800","22.9%","20.6%","19.1%","5200","1.3%"
"Luke McCaffrey","WR","WAS","NYG","3800","0.3%","0.3%","0.3%","4300","0.3%"
"Ja'Lynn Polk","WR","NE","SEA","3800","0.0%","0.0%","0.0%","4700","0.0%"
"Ravens ","DST","BAL","LV","3700","1.8%","2.8%","3.5%","4800","2.2%"
"Juwan Johnson","TE","NO","@DAL","3700","0.3%","0.3%","0.3%","4900","0.3%"
"Trenton Irwin","WR","CIN","@KC","3700","0.3%","0.3%","0.3%","4500","0.3%"
"Tutu Atwell","WR","LA","@ARI","3700","0.0%","0.0%","0.0%","4600","0.0%"
"Chris Conley","WR","SF","@MIN","3700","0.0%","0.0%","0.0%","4200","0.0%"
"49ers ","DST","SF","@MIN","3600","0.6%","1.0%","1.4%","4700","1.1%"
"Noah Fant","TE","SEA","@NE","3600","0.5%","0.8%","1.0%","4800","1.3%"
"Cade Otton","TE","TB","@DET","3600","0.3%","0.6%","0.8%","4900","0.9%"
"Jalen McMillan","WR","TB","@DET","3600","3.5%","4.3%","4.9%","5200","0.3%"
"Elijah Moore","WR","CLE","@JAX","3600","0.5%","1.2%","1.6%","4700","0.5%"
"Nelson Agholor","WR","BAL","LV","3600","0.0%","0.0%","0.0%","4300","0.0%"
"Steelers ","DST","PIT","@DEN","3500","3.8%","4.4%","4.9%","4900","1.1%"
"Zach Ertz","TE","WAS","NYG","3500","3.8%","4.3%","4.6%","4800","2.8%"
"Tyler Conklin","TE","NYJ","@TEN","3500","1.2%","2.0%","2.6%","4800","2.2%"
"Kalif Raymond","WR","DET","TB","3500","0.7%","0.8%","1.0%","4900","0.3%"
"Jalen Tolbert","WR","DAL","NO","3500","0.3%","0.3%","0.3%","4500","0.3%"
"JuJu Smith-Schuster","WR","KC","CIN","3500","0.0%","0.0%","0.0%","4300","0.0%"
"Cedrick Wilson Jr.","WR","NO","@DAL","3500","0.0%","0.0%","0.0%","4400","0.0%"
"Jermaine Burton","WR","CIN","@KC","3500","0.0%","0.0%","0.0%","4300","0.0%"
"Jordan Whittington","WR","LA","@ARI","3500","0.0%","0.0%","0.0%","4300","0.0%"
"Chargers ","DST","LAC","@CAR","3400","8.2%","9.0%","9.4%","4400","7.0%"
"Luke Musgrave","TE","GB","IND","3400","0.0%","0.0%","0.0%","4800","0.0%"
"Josh Oliver","TE","MIN","SF","3400","0.0%","0.0%","0.0%","4700","0.0%"
"Tre Tucker","WR","LV","@BAL","3400","0.3%","0.3%","0.3%","4600","0.3%"
"Van Jefferson","WR","PIT","@DEN","3400","0.0%","0.1%","0.1%","5000","0.0%"
"A.T. Perry","WR","NO","@DAL","3400","0.0%","0.0%","0.0%","4200","0.0%"
"Xavier Gipson","WR","NYJ","@TEN","3400","0.0%","0.0%","0.0%","4600","0.0%"
"Treylon Burks","WR","TEN","NYJ","3400","0.0%","0.0%","0.0%","4600","0.0%"
"KaVontae Turpin","WR","DAL","NO","3400","0.0%","0.0%","0.0%","4200","0.0%"
"Colts ","DST","IND","@GB","3300","10.0%","9.1%","8.5%","4500","4.6%"
"Browns ","DST","CLE","@JAX","3300","0.5%","0.5%","0.5%","3900","1.3%"
"Tucker Kraft","TE","GB","IND","3300","0.3%","0.3%","0.3%","5000","0.3%"
"Tyler Johnson","WR","LA","@ARI","3300","20.2%","19.1%","18.3%","4000","7.4%"
"Allen Lazard","WR","NYJ","@TEN","3300","20.1%","16.6%","14.3%","4500","2.7%"
"Justin Watson","WR","KC","CIN","3300","0.0%","0.2%","0.4%","4600","0.0%"
"Brandon Powell","WR","MIN","SF","3300","0.3%","0.3%","0.3%","4200","0.3%"
"Tyquan Thornton","WR","NE","SEA","3300","0.3%","0.3%","0.3%","4800","0.3%"
"Trey Palmer","WR","TB","@DET","3300","0.0%","0.0%","0.0%","4500","0.0%"
"Marvin Mims Jr.","WR","DEN","PIT","3300","0.0%","0.0%","0.0%","4400","0.0%"
"Chiefs ","DST","KC","CIN","3200","1.3%","1.7%","2.0%","4300","0.6%"
"Johnny Mundt","TE","MIN","SF","3200","4.6%","4.7%","4.7%","4700","1.3%"
"Jake Tonges","TE","SF","@MIN","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Jonathan Mingo","WR","CAR","LAC","3200","0.3%","0.3%","0.3%","4600","0.3%"
"Noah Brown","WR","WAS","NYG","3200","0.0%","0.0%","0.0%","4400","0.0%"
"Bo Melton","WR","GB","IND","3200","0.0%","0.0%","0.0%","4100","0.0%"
"Nick Westbrook-Ikhine","WR","TEN","NYJ","3200","0.0%","0.0%","0.0%","4400","0.0%"
"Dyami Brown","WR","WAS","NYG","3200","0.0%","0.0%","0.0%","4100","0.0%"
"Jalen Brooks","WR","DAL","NO","3200","0.0%","0.0%","0.0%","4200","0.0%"
"Trent Sherfield Sr.","WR","MIN","SF","3200","0.0%","0.0%","0.0%","4000","0.0%"
"Ashton Dulin","WR","IND","@GB","3200","0.0%","0.0%","0.0%","4800","0.0%"
"Roman Wilson","WR","PIT","@DEN","3200","0.0%","0.0%","0.0%","5000","0.0%"
"Jaguars ","DST","JAX","CLE","3100","11.0%","11.1%","11.2%","3800","14.5%"
"Colby Parkinson","TE","LA","@ARI","3100","22.1%","20.8%","20.0%","4800","5.7%"
"Mike Gesicki","TE","CIN","@KC","3100","10.9%","9.1%","7.9%","5000","0.9%"
"Parker Washington","WR","JAX","CLE","3100","0.0%","0.0%","0.0%","4500","0.0%"
"Jalin Hyatt","WR","NYG","@WAS","3100","0.0%","0.0%","0.0%","4600","0.0%"
"Calvin Austin III","WR","PIT","@DEN","3100","0.0%","0.0%","0.0%","4400","0.0%"
"Cedric Tillman","WR","CLE","@JAX","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Seahawks ","DST","SEA","@NE","3000","10.6%","9.7%","9.0%","4000","5.5%"
"Commanders ","DST","WAS","NYG","3000","8.8%","7.8%","7.2%","3800","6.4%"
"Jordan Akins","TE","CLE","@JAX","3000","13.9%","11.8%","10.4%","4700","3.1%"
"Hayden Hurst","TE","LAC","@CAR","3000","4.5%","4.9%","5.1%","4600","0.7%"
"Austin Hooper","TE","NE","SEA","3000","0.3%","0.3%","0.3%","4900","0.0%"
"Eric Saubert","TE","SF","@MIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"David Moore","WR","CAR","LAC","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Chris Moore","WR","ARI","LA","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Skyy Moore","WR","KC","CIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jake Bobo","WR","SEA","@NE","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Lil'Jordan Humphrey","WR","DEN","PIT","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Laviska Shenault Jr.","WR","SEA","@NE","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Deonte Harty","WR","BAL","LV","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Scotty Miller","WR","PIT","@DEN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Derius Davis","WR","LAC","@CAR","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Olamide Zaccheaus","WR","WAS","NYG","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Jamison Crowder","WR","WAS","NYG","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Charlie Jones","WR","CIN","@KC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ronnie Bell","WR","SF","@MIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Simi Fehoko","WR","LAC","@CAR","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Tim Jones","WR","JAX","CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tylan Wallace","WR","BAL","LV","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Kayshon Boutte","WR","NE","SEA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Devin Duvernay","WR","JAX","CLE","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Zach Pascal","WR","ARI","LA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"DJ Turner","WR","LV","@BAL","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Brenden Rice","WR","LAC","@CAR","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bub Means","WR","NO","@DAL","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Mason Tipton","WR","NO","@DAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Kameron Johnson","WR","TB","@DET","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tom Kennedy","WR","DET","TB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Anthony Gould","WR","IND","@GB","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Dareke Young","WR","SEA","@NE","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Lions ","DST","DET","TB","2900","3.7%","4.1%","4.4%","4200","0.7%"
"Rams ","DST","LA","@ARI","2900","0.3%","0.3%","0.3%","3500","1.4%"
"Greg Dulcich","TE","DEN","PIT","2900","0.9%","1.0%","1.0%","4600","0.3%"
"Luke Schoonmaker","TE","DAL","NO","2900","1.1%","0.9%","0.8%","4800","0.3%"
"Kylen Granson","TE","IND","@GB","2900","0.1%","0.2%","0.3%","4800","0.0%"
"Will Dissly","TE","LAC","@CAR","2900","0.0%","0.0%","0.0%","4700","0.0%"
"Michael Mayer","TE","LV","@BAL","2900","0.0%","0.0%","0.0%","4700","0.0%"
"Blake Whiteheart","TE","CLE","@JAX","2900","0.0%","0.0%","0.0%","4000","0.0%"
"Broncos ","DST","DEN","PIT","2800","6.2%","6.2%","6.2%","3400","13.4%"
"Patriots ","DST","NE","SEA","2800","5.5%","5.8%","6.0%","3400","5.1%"
"Noah Gray","TE","KC","CIN","2800","0.3%","0.5%","0.6%","4600","0.0%"
"Brevyn Spann-Ford","TE","DAL","NO","2800","0.1%","0.2%","0.3%","4000","0.5%"
"Daniel Bellinger","TE","NYG","@WAS","2800","0.0%","0.0%","0.0%","4900","0.0%"
"Jeremy Ruckert","TE","NYJ","@TEN","2800","0.0%","0.0%","0.0%","4400","0.0%"
"Cameron Latu","TE","CLE","@JAX","2800","0.0%","0.0%","0.0%","4000","0.0%"
"Giants ","DST","NYG","@WAS","2700","6.0%","5.9%","5.8%","3500","5.8%"
"Titans ","DST","TEN","NYJ","2700","1.0%","1.5%","1.9%","3300","4.1%"
"Adam Trautman","TE","DEN","PIT","2700","0.0%","0.0%","0.0%","4000","0.0%"
"Packers ","DST","GB","IND","2600","4.5%","4.3%","4.2%","3700","2.8%"
"Bengals ","DST","CIN","@KC","2600","0.3%","0.3%","0.3%","3100","2.7%"
"Theo Johnson","TE","NYG","@WAS","2600","2.6%","3.0%","3.2%","4500","0.3%"
"Foster Moreau","TE","NO","@DAL","2600","1.6%","1.6%","1.7%","4700","0.3%"
"Ja'Tavion Sanders","TE","CAR","LAC","2600","0.1%","0.2%","0.2%","4600","0.0%"
"Brock Wright","TE","DET","TB","2600","0.0%","0.0%","0.0%","4600","0.0%"
