"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Jaxon Smith-Njigba","WR","SEA","@NYJ","6300","2.4%","3.7%","4.5%","7700","1.5%"
"Chase Brown","RB","CIN","PIT","6200","52.0%","42.3%","35.8%","7300","35.6%"
"Zay Flowers","WR","BAL","PHI","6200","10.4%","9.8%","9.4%","7100","9.5%"
"Kyler Murray","QB","ARI","@MIN","6100","2.7%","3.3%","3.7%","7700","3.4%"
"Brian Robinson Jr.","RB","WAS","TEN","6100","3.9%","5.6%","6.8%","7100","12.0%"
"Ladd McConkey","WR","LAC","@ATL","6100","20.5%","18.4%","16.9%","6300","32.1%"
"Kirk Cousins","QB","ATL","LAC","6000","0.8%","0.8%","0.8%","6900","4.9%"
"Najee Harris","RB","PIT","@CIN","6000","0.3%","0.7%","1.0%","6900","4.2%"
"Marvin Harrison Jr.","WR","ARI","@MIN","6000","0.9%","1.7%","2.2%","6900","2.3%"
"Sam Darnold","QB","MIN","ARI","5900","11.3%","9.9%","9.0%","7200","17.7%"
"Rhamondre Stevenson","RB","NE","IND","5900","1.5%","3.1%","4.1%","6400","14.9%"
"Tank Dell","WR","HOU","@JAX","5900","2.3%","2.6%","2.9%","6400","12.6%"
"Matthew Stafford","QB","LA","@NO","5800","15.3%","13.6%","12.5%","7400","7.2%"
"Bucky Irving","RB","TB","@CAR","5800","24.7%","22.4%","20.8%","7200","14.2%"
"Trey McBride","TE","ARI","@MIN","5800","5.7%","8.8%","10.9%","6900","6.9%"
"Russell Wilson","QB","PIT","@CIN","5700","0.3%","0.5%","0.7%","7500","0.5%"
"Travis Etienne Jr.","RB","JAX","HOU","5700","0.3%","0.4%","0.5%","6600","0.5%"
"Calvin Ridley","WR","TEN","@WAS","5700","18.7%","17.2%","16.3%","6800","12.8%"
"Justin Herbert","QB","LAC","@ATL","5600","21.8%","19.2%","17.4%","7900","10.6%"
"Drake Maye","QB","NE","IND","5600","3.8%","3.8%","3.8%","6800","7.2%"
"Darnell Mooney","WR","ATL","LAC","5600","8.6%","9.2%","9.6%","6500","12.2%"
"Anthony Richardson","QB","IND","@NE","5500","16.5%","14.0%","12.4%","7800","5.9%"
"Geno Smith","QB","SEA","@NYJ","5500","2.8%","3.3%","3.6%","7600","0.6%"
"Jaylen Warren","RB","PIT","@CIN","5500","0.3%","0.4%","0.5%","5800","3.7%"
"Brian Thomas Jr.","WR","JAX","HOU","5500","17.9%","16.2%","15.1%","6700","11.8%"
"Trevor Lawrence","QB","JAX","HOU","5400","0.8%","1.3%","1.6%","7100","0.7%"
"Jeremy McNichols","RB","WAS","TEN","5400","0.0%","0.0%","0.0%","6700","0.3%"
"Aaron Rodgers","QB","NYJ","SEA","5300","0.3%","0.4%","0.5%","7000","0.5%"
"Rachaad White","RB","TB","@CAR","5300","2.5%","4.0%","5.0%","6500","2.4%"
"Jordan Addison","WR","MIN","ARI","5300","6.2%","7.1%","7.7%","6300","9.7%"
"Justin Fields","QB","PIT","@CIN","5200","0.0%","0.0%","0.0%","6000","0.0%"
"Tank Bigsby","RB","JAX","HOU","5200","0.3%","0.4%","0.5%","6300","0.5%"
"Michael Pittman Jr.","WR","IND","@NE","5200","11.3%","11.3%","11.3%","6600","2.7%"
"Derek Carr","QB","NO","LA","5100","1.2%","1.8%","2.2%","7300","0.5%"
"Kenneth Gainwell","RB","PHI","@BAL","5100","0.0%","0.0%","0.0%","5400","0.0%"
"Xavier Legette","WR","CAR","TB","5100","3.7%","4.3%","4.7%","5800","9.1%"
"Will Levis","QB","TEN","@WAS","5000","2.4%","3.2%","3.8%","6700","4.1%"
"Tyler Allgeier","RB","ATL","LAC","5000","0.1%","0.2%","0.3%","5700","0.3%"
"Braelon Allen","RB","NYJ","SEA","5000","0.1%","0.2%","0.3%","5300","0.3%"
"Taysom Hill","TE","NO","LA","5000","27.5%","24.9%","23.1%","7000","11.1%"
"Quentin Johnston","WR","LAC","@ATL","5000","0.3%","0.8%","1.2%","6200","0.9%"
"Antonio Gibson","RB","NE","IND","4900","0.1%","0.2%","0.3%","5000","0.3%"
"Alec Pierce","WR","IND","@NE","4900","0.3%","0.4%","0.5%","5600","0.5%"
"Justice Hill","RB","BAL","PHI","4800","0.3%","0.4%","0.5%","5600","0.5%"
"Keaton Mitchell","RB","BAL","PHI","4800","0.0%","0.0%","0.0%","4400","0.0%"
"Evan Engram","TE","JAX","HOU","4800","16.1%","15.9%","15.9%","5800","15.2%"
"Adam Thielen","WR","CAR","TB","4800","0.5%","1.2%","1.6%","5800","4.9%"
"Bryce Young","QB","CAR","TB","4700","2.6%","2.8%","2.9%","6600","1.0%"
"Jonathon Brooks","RB","CAR","TB","4700","0.0%","0.0%","0.0%","5300","0.0%"
"DeMario Douglas","WR","NE","IND","4700","1.6%","2.4%","3.0%","5600","3.6%"
"Dameon Pierce","RB","HOU","@JAX","4600","0.0%","0.0%","0.0%","5100","0.0%"
"Kyle Pitts","TE","ATL","LAC","4600","0.3%","0.4%","0.5%","5400","4.6%"
"Cam Akers","RB","MIN","ARI","4500","0.1%","0.2%","0.3%","5500","0.3%"
"Sean Tucker","RB","TB","@CAR","4500","0.0%","0.0%","0.0%","5000","0.0%"
"Cade Otton","TE","TB","@CAR","4500","6.1%","7.5%","8.5%","6200","4.1%"
"Marquez Valdes-Scantling","WR","NO","LA","4500","2.5%","2.4%","2.3%","6000","1.3%"
"Tyler Lockett","WR","SEA","@NYJ","4500","0.3%","0.4%","0.5%","5600","0.3%"
"Tyjae Spears","RB","TEN","@WAS","4400","0.3%","0.4%","0.5%","5500","0.5%"
"Zach Charbonnet","RB","SEA","@NYJ","4400","0.1%","0.2%","0.3%","5400","0.3%"
"T.J. Hockenson","TE","MIN","ARI","4400","18.8%","18.5%","18.3%","6500","3.9%"
"Noah Brown","WR","WAS","TEN","4400","6.1%","8.0%","9.3%","5500","7.6%"
"Rashod Bateman","WR","BAL","PHI","4400","0.7%","0.9%","1.0%","5500","2.1%"
"Gus Edwards","RB","LAC","@ATL","4300","11.0%","11.2%","11.4%","5900","8.3%"
"Trey Benson","RB","ARI","@MIN","4300","0.0%","0.0%","0.0%","5200","0.0%"
"Dallas Goedert","TE","PHI","@BAL","4300","16.7%","15.6%","14.9%","6000","9.8%"
"Ray-Ray McCloud III","WR","ATL","LAC","4300","1.0%","1.4%","1.6%","5700","0.5%"
"Nick Westbrook-Ikhine","WR","TEN","@WAS","4300","1.2%","1.7%","2.1%","5900","0.6%"
"Joshua Palmer","WR","LAC","@ATL","4300","0.9%","1.7%","2.2%","5500","2.0%"
"Jamaal Williams","RB","NO","LA","4200","0.0%","0.0%","0.0%","4500","0.0%"
"Blake Corum","RB","LA","@NO","4200","0.0%","0.0%","0.0%","4800","0.0%"
"Hunter Henry","TE","NE","IND","4200","8.8%","9.6%","10.2%","5100","21.1%"
"Michael Wilson","WR","ARI","@MIN","4200","0.8%","1.2%","1.4%","5400","1.5%"
"Diontae Johnson","WR","BAL","PHI","4200","0.0%","0.0%","0.0%","5800","0.0%"
"Cedrick Wilson Jr.","WR","NO","LA","4200","0.0%","0.0%","0.0%","5000","0.0%"
"Dare Ogunbowale","RB","HOU","@JAX","4100","0.0%","0.0%","0.0%","4900","0.0%"
"Mike Gesicki","TE","CIN","PIT","4100","0.1%","0.2%","0.3%","5300","0.3%"
"John Metchie III","WR","HOU","@JAX","4100","0.1%","0.2%","0.3%","5000","0.3%"
"Kimani Vidal","RB","LAC","@ATL","4000","4.8%","4.0%","3.5%","4300","2.4%"
"Hassan Haskins","RB","LAC","@ATL","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Emari Demercado","RB","ARI","@MIN","4000","0.0%","0.0%","0.0%","4900","0.0%"
"Tyler Goodson","RB","IND","@NE","4000","0.0%","0.0%","0.0%","4700","0.0%"
"Trey Sermon","RB","IND","@NE","4000","0.0%","0.0%","0.0%","4700","0.0%"
"Cordarrelle Patterson","RB","PIT","@CIN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"D'Ernest Johnson","RB","JAX","HOU","4000","0.0%","0.0%","0.0%","5100","0.0%"
"Ty Chandler","RB","MIN","ARI","4000","0.0%","0.0%","0.0%","4600","0.0%"
"JaMycal Hasty","RB","NE","IND","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Jordan Mims","RB","NO","LA","4000","0.0%","0.0%","0.0%","4900","0.0%"
"Khalil Herbert","RB","CIN","PIT","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Patrick Ricard","RB","BAL","PHI","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Julius Chestnut","RB","TEN","@WAS","4000","0.0%","0.0%","0.0%","4300","0.0%"
"C.J. Ham","RB","MIN","ARI","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Ronnie Rivers","RB","LA","@NO","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Will Shipley","RB","PHI","@BAL","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Isaiah Davis","RB","NYJ","SEA","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Kenny McIntosh","RB","SEA","@NYJ","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Avery Williams","RB","ATL","LAC","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Trayveon Williams","RB","CIN","PIT","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Michael Wiley","RB","WAS","TEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Raheem Blackshear","RB","CAR","TB","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Adam Prentice","RB","NO","LA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Will Dissly","TE","LAC","@ATL","4000","13.3%","12.6%","12.2%","5200","14.3%"
"Demarcus Robinson","WR","LA","@NO","4000","0.3%","0.4%","0.5%","5700","0.5%"
"Sterling Shepard","WR","TB","@CAR","4000","0.3%","0.4%","0.5%","5500","0.5%"
"Mike Williams","WR","PIT","@CIN","4000","0.0%","0.0%","0.0%","5400","0.0%"
"Mark Andrews","TE","BAL","PHI","3900","1.8%","2.6%","3.2%","5600","1.1%"
"Adonai Mitchell","WR","IND","@NE","3900","15.0%","12.8%","11.4%","5000","12.8%"
"Parker Washington","WR","JAX","HOU","3900","0.1%","0.2%","0.3%","5500","0.3%"
"Zach Ertz","TE","WAS","TEN","3800","8.6%","8.1%","7.7%","5400","6.1%"
"Tyler Boyd","WR","TEN","@WAS","3800","0.1%","0.2%","0.3%","5000","0.3%"
"Jahan Dotson","WR","PHI","@BAL","3800","0.0%","0.0%","0.0%","5200","0.0%"
"Isaiah Likely","TE","BAL","PHI","3700","0.1%","0.2%","0.3%","5500","0.3%"
"Jalen McMillan","WR","TB","@CAR","3700","0.1%","0.2%","0.3%","5200","0.3%"
"Buccaneers ","DST","TB","@CAR","3600","0.3%","0.5%","0.7%","4900","0.5%"
"Noah Fant","TE","SEA","@NYJ","3600","0.1%","0.2%","0.3%","4900","0.3%"
"Tutu Atwell","WR","LA","@NO","3600","0.0%","0.0%","0.0%","4800","0.0%"
"Andrei Iosivas","WR","CIN","PIT","3600","0.0%","0.0%","0.0%","5200","0.0%"
"Trey Palmer","WR","TB","@CAR","3600","0.0%","0.0%","0.0%","5100","0.0%"
"Texans ","DST","HOU","@JAX","3500","0.3%","0.6%","0.8%","5000","0.5%"
"Pat Freiermuth","TE","PIT","@CIN","3500","0.1%","0.4%","0.5%","5100","0.4%"
"David Moore","WR","CAR","TB","3500","37.8%","33.4%","30.4%","5100","14.4%"
"Kendrick Bourne","WR","NE","IND","3500","0.4%","0.6%","0.7%","5000","0.3%"
"Jalen Nailor","WR","MIN","ARI","3500","0.0%","0.0%","0.0%","5200","0.0%"
"Commanders ","DST","WAS","TEN","3400","8.3%","8.9%","9.3%","4700","3.5%"
"Kayshon Boutte","WR","NE","IND","3400","2.6%","3.3%","3.7%","5100","0.5%"
"Greg Dortch","WR","ARI","@MIN","3400","0.0%","0.0%","0.0%","4900","0.0%"
"Tim Jones","WR","JAX","HOU","3400","0.0%","0.0%","0.0%","5300","0.0%"
"Vikings ","DST","MIN","ARI","3300","0.1%","0.5%","0.7%","4300","1.4%"
"Dalton Schultz","TE","HOU","@JAX","3300","5.5%","6.2%","6.6%","5200","1.5%"
"Calvin Austin III","WR","PIT","@CIN","3300","0.5%","0.7%","0.8%","5400","0.3%"
"Olamide Zaccheaus","WR","WAS","TEN","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Jordan Whittington","WR","LA","@NO","3300","0.0%","0.0%","0.0%","4500","0.0%"
"Seahawks ","DST","SEA","@NYJ","3200","0.7%","1.1%","1.3%","4400","0.5%"
"Austin Hooper","TE","NE","IND","3200","0.1%","0.2%","0.3%","5000","0.3%"
"Kevin Austin Jr.","WR","NO","LA","3200","0.1%","0.2%","0.3%","4700","0.3%"
"Van Jefferson","WR","PIT","@CIN","3200","0.0%","0.0%","0.0%","4600","0.0%"
"Nelson Agholor","WR","BAL","PHI","3200","0.0%","0.0%","0.0%","5000","0.0%"
"Ja'Lynn Polk","WR","NE","IND","3200","0.0%","0.0%","0.0%","4700","0.0%"
"Luke McCaffrey","WR","WAS","TEN","3200","0.0%","0.0%","0.0%","4700","0.0%"
"Chargers ","DST","LAC","@ATL","3100","0.2%","0.2%","0.3%","4100","0.3%"
"Juwan Johnson","TE","NO","LA","3100","1.5%","1.8%","2.0%","5300","0.3%"
"Chig Okonkwo","TE","TEN","@WAS","3100","0.1%","0.2%","0.3%","4900","0.3%"
"Dyami Brown","WR","WAS","TEN","3100","0.0%","0.0%","0.0%","4700","0.0%"
"Ryan Miller","WR","TB","@CAR","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Tylan Wallace","WR","BAL","PHI","3100","0.0%","0.0%","0.0%","4900","0.0%"
"Robert Woods","WR","HOU","@JAX","3100","0.0%","0.0%","0.0%","4700","0.0%"
"Dante Pettis","WR","NO","LA","3100","0.0%","0.0%","0.0%","4200","0.0%"
"Jermaine Burton","WR","CIN","PIT","3100","0.0%","0.0%","0.0%","4400","0.0%"
"Steelers ","DST","PIT","@CIN","3000","0.1%","0.3%","0.4%","4200","0.3%"
"Tyler Conklin","TE","NYJ","SEA","3000","0.1%","0.5%","0.8%","4800","0.3%"
"Foster Moreau","TE","NO","LA","3000","0.4%","0.6%","0.8%","4800","0.3%"
"AJ Barner","TE","SEA","@NYJ","3000","0.0%","0.0%","0.0%","4900","0.0%"
"Devin Duvernay","WR","JAX","HOU","3000","0.0%","0.1%","0.1%","4500","0.1%"
"Deven Thompkins","WR","CAR","TB","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Tyler Johnson","WR","LA","@NO","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Rakim Jarrett","WR","TB","@CAR","3000","0.0%","0.0%","0.0%","5000","0.0%"
"Parris Campbell","WR","PHI","@BAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Britain Covey","WR","PHI","@BAL","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Bryce Oliver","WR","TEN","@WAS","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Jalen Reagor","WR","LAC","@ATL","3000","0.0%","0.0%","0.0%","4300","0.1%"
"Cody White","WR","SEA","@NYJ","3000","0.0%","0.0%","0.0%","4100","0.0%"
"KhaDarel Hodge","WR","ATL","LAC","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Velus Jones Jr.","WR","JAX","HOU","3000","0.0%","0.0%","0.0%","4700","0.0%"
"Trent Sherfield Sr.","WR","MIN","ARI","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Jake Bobo","WR","SEA","@NYJ","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Ashton Dulin","WR","IND","@NE","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Derius Davis","WR","LAC","@ATL","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Xavier Gipson","WR","NYJ","SEA","3000","0.0%","0.0%","0.0%","4700","0.0%"
"Xavier Hutchinson","WR","HOU","@JAX","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Ainias Smith","WR","PHI","@BAL","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Brandon Powell","WR","MIN","ARI","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Malachi Corley","WR","NYJ","SEA","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Xavier Smith","WR","LA","@NO","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Trenton Irwin","WR","CIN","PIT","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Casey Washington","WR","ATL","LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ben Skowronek","WR","PIT","@CIN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Zay Jones","WR","ARI","@MIN","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Elijah Cooks","WR","JAX","HOU","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Jared Wayne","WR","HOU","@JAX","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Pascal","WR","ARI","@MIN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Javon Baker","WR","NE","IND","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Anthony Gould","WR","IND","@NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Laquon Treadwell","WR","IND","@NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jha'Quan Jackson","WR","TEN","@WAS","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dan Chisena","WR","CAR","TB","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Jermaine Jackson","WR","NO","LA","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Ravens ","DST","BAL","PHI","2900","0.2%","0.3%","0.4%","3900","0.9%"
"Darnell Washington","TE","PIT","@CIN","2900","0.1%","0.2%","0.3%","4700","0.3%"
"Colby Parkinson","TE","LA","@NO","2900","0.0%","0.0%","0.0%","4800","0.0%"
"Colts ","DST","IND","@NE","2800","28.9%","25.7%","23.6%","4600","2.1%"
"Bengals ","DST","CIN","PIT","2800","3.7%","4.5%","5.0%","3400","18.5%"
"Tommy Tremble","TE","CAR","TB","2800","1.0%","1.7%","2.2%","4600","0.5%"
"Rams ","DST","LA","@NO","2700","0.4%","1.3%","1.8%","4500","0.3%"
"Falcons ","DST","ATL","LAC","2700","0.1%","0.4%","0.6%","3100","12.2%"
"Davis Allen","TE","LA","@NO","2700","0.0%","0.1%","0.1%","4700","0.0%"
"Tanner Hudson","TE","CIN","PIT","2700","0.0%","0.0%","0.0%","4500","0.0%"
"Saints ","DST","NO","LA","2600","1.7%","1.6%","1.5%","3500","4.4%"
"Eagles ","DST","PHI","@BAL","2600","0.2%","0.4%","0.6%","3800","0.3%"
"Grant Calcaterra","TE","PHI","@BAL","2600","0.0%","0.0%","0.0%","4400","0.0%"
"Drew Sample","TE","CIN","PIT","2600","0.0%","0.0%","0.0%","4200","0.0%"
"Jeremy Ruckert","TE","NYJ","SEA","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Jets ","DST","NYJ","SEA","2500","21.4%","20.4%","19.7%","3700","11.3%"
"Patriots ","DST","NE","IND","2500","4.2%","5.1%","5.8%","3600","4.4%"
"Brenton Strange","TE","JAX","HOU","2500","0.0%","0.1%","0.2%","4700","0.0%"
"Cade Stover","TE","HOU","@JAX","2500","0.0%","0.0%","0.0%","4900","0.0%"
"Elijah Higgins","TE","ARI","@MIN","2500","0.0%","0.0%","0.0%","4700","0.0%"
"Kenny Yeboah","TE","NYJ","SEA","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Johnny Mundt","TE","MIN","ARI","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Nick Vannett","TE","TEN","@WAS","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Josh Whyle","TE","TEN","@WAS","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Mo Alie-Cox","TE","IND","@NE","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Drew Ogletree","TE","IND","@NE","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Kylen Granson","TE","IND","@NE","2500","0.0%","0.0%","0.0%","4200","0.1%"
"Luke Farrell","TE","JAX","HOU","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Connor Heyward","TE","PIT","@CIN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Pharaoh Brown","TE","SEA","@NYJ","2500","0.0%","0.0%","0.0%","4400","0.0%"
"John Bates","TE","WAS","TEN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Ben Sinnott","TE","WAS","TEN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Hunter Long","TE","LA","@NO","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Tucker Fisk","TE","LAC","@ATL","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Stone Smartt","TE","LAC","@ATL","2500","0.0%","0.0%","0.0%","4600","0.0%"
"MyCole Pruitt","TE","PIT","@CIN","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Cam Grandy","TE","CIN","PIT","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Payne Durham","TE","TB","@CAR","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Tip Reiman","TE","ARI","@MIN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ross Dwelley","TE","ATL","LAC","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Jaheim Bell","TE","NE","IND","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Irv Smith Jr.","TE","HOU","@JAX","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Nick Muse","TE","MIN","ARI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Jack Westover","TE","NE","IND","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Feleipe Franks","TE","CAR","TB","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Stephen Sullivan","TE","CAR","TB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ko Kieft","TE","TB","@CAR","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Dallin Holker","TE","NO","LA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Zaire Mitchell-Paden","TE","BAL","PHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"C.J. Uzomah","TE","PHI","@BAL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Cardinals ","DST","ARI","@MIN","2400","8.3%","8.4%","8.5%","3900","1.6%"
"Titans ","DST","TEN","@WAS","2400","3.5%","3.5%","3.6%","3300","8.3%"
"Jaguars ","DST","JAX","HOU","2300","15.9%","14.0%","12.8%","3200","16.7%"
"Panthers ","DST","CAR","TB","2300","1.4%","2.2%","2.7%","3000","13.0%"
