"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Jayden Daniels","WAS","CAR","QB","7600","26.0","2.6","20.5","25.3","36290724","14.0","39.1"
"Chuba Hubbard","CAR","@WAS","RB","6500","18.2","2.4","29.4","38.5","36290821","7.3","32.4"
"Drake London","ATL","SEA","WR","6900","18.8","2.1","27.6","36.4","36291037","6.9","33.1"
"Justin Jefferson","MIN","DET","WR","8500","21.9","2.1","20.7","21.4","36291011","8.3","38.4"
"Kyren Williams","LA","LV","RB","8100","21.0","2.0","20.2","24.0","36290793","6.4","41.8"
"Geno Smith","SEA","@ATL","QB","5800","19.7","1.7","12.6","14.8","36290738","10.2","29.9"
"Tony Pollard","TEN","@BUF","RB","6300","17.1","1.7","24.6","30.4","36290827","7.3","29.8"
"Bengals ","CIN","@CLE","DST","3300","9.0","1.5","14.4","17.6","36291616","2.7","16.8"
"Sam Darnold","MIN","DET","QB","6200","20.4","1.2","13.6","14.0","36290734","10.9","31.1"
"Aaron Jones","MIN","DET","RB","6500","17.1","1.2","19.5","23.4","36290819","6.4","31.2"
"Kenneth Walker III","SEA","@ATL","RB","7300","18.7","1.2","19.8","23.1","36290801","7.3","32.9"
"Bijan Robinson","ATL","SEA","RB","7100","18.0","1.0","18.5","21.2","36290805","6.4","32.7"
"Colby Parkinson","LA","LV","TE","3800","11.5","1.0","23.6","25.5","36291419","2.5","25.4"
"Daniel Jones","NYG","PHI","QB","5400","17.7","0.9","7.0","8.1","36290741","8.7","27.8"
"Rams ","LA","LV","DST","3000","7.8","0.8","10.9","14.7","36291621","0.5","17.9"
"David Njoku","CLE","CIN","TE","4100","11.9","0.7","18.7","21.2","36291415","4.2","21.5"
"Travis Kelce","KC","@SF","TE","6300","16.0","0.5","10.4","10.1","36291395","6.3","28.2"
"Terry McLaurin","WAS","CAR","WR","6800","16.8","0.4","10.2","9.0","36291039","5.5","32.3"
"Bills ","BUF","TEN","DST","3500","8.4","0.4","17.7","17.7","36291614","2.4","15.7"
"Deshaun Watson","CLE","CIN","QB","4900","15.6","0.3","3.5","4.1","36290747","7.8","24.7"
"Kirk Cousins","ATL","SEA","QB","6300","19.7","0.2","9.3","10.9","36290733","10.0","29.6"
"Browns ","CLE","CIN","DST","2500","6.2","0.2","10.9","14.0","36291630","0.4","13.2"
"Malik Nabers","NYG","PHI","WR","7500","17.9","0.1","18.1","19.1","36291023","6.7","31.8"
"Amon-Ra St. Brown","DET","@MIN","WR","8300","19.4","0.0","6.4","5.3","36291015","7.6","33.9"
"Eagles ","PHI","@NYG","DST","3600","8.1","0.0","2.5","1.0","36291613","2.1","15.5"
"Tank Dell","HOU","@GB","WR","6500","15.8","-0.1","7.9","7.9","36291047","5.2","30.0"
"Brock Bowers","LV","@LA","TE","5800","14.4","-0.1","14.5","16.7","36291399","3.9","30.0"
"Tyler Huntley","MIA","@IND","QB","5100","15.8","-0.1","3.8","2.9","36290744","7.4","25.6"
"Tee Higgins","CIN","@CLE","WR","6400","15.5","-0.2","11.0","10.8","36291049","5.2","29.2"
"Anthony Richardson","IND","MIA","QB","6000","18.3","-0.2","5.4","4.5","36290736","8.6","29.4"
"Packers ","GB","HOU","DST","2900","6.5","-0.2","4.3","3.0","36291623","0.7","13.7"
"Giants ","NYG","PHI","DST","2500","5.8","-0.2","10.2","11.1","36291629","0.2","12.6"
"Josh Jacobs","GB","HOU","RB","6400","15.3","-0.3","11.4","10.3","36290823","5.2","29.0"
"Joe Mixon","HOU","@GB","RB","7200","16.8","-0.4","11.0","9.5","36290803","6.4","30.1"
"Tre Tucker","LV","@LA","WR","4200","10.9","-0.4","17.7","20.5","36291117","1.6","27.2"
"Titans ","TEN","@BUF","DST","2300","5.2","-0.4","4.3","3.6","36291632","-0.3","11.9"
