"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Caleb Williams","QB","CHI","JAX","21.5","33.5","230.9","1.38","0.76","4.6","22.1","0.18",,"0.0",
"D'Andre Swift","RB","CHI","JAX",,"0.0",,,,"14.5","57.0","0.47","2.8","19.6","0.08"
"Roschon Johnson","RB","CHI","JAX",,"0.0",,,,"6.7","26.4","0.18","1.3","9.3","0.04"
"Khari Blasingame","RB","CHI","JAX",,"0.0",,,,"0.2","0.9","0.01","0.1","0.9","0.00"
"Khalil Herbert","RB","CHI","JAX",,"0.0",,,,"1.0","3.9","0.03","0.1","0.5","0.00"
"DJ Moore","WR","CHI","JAX",,"0.0",,,,"0.5","2.4","0.04","5.1","63.0","0.40"
"Keenan Allen","WR","CHI","JAX",,"0.0",,,,"0.0","0.0","0.00","4.4","51.6","0.31"
"Tyler Scott","WR","CHI","JAX",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Rome Odunze","WR","CHI","JAX",,"0.0",,,,"0.2","1.2","0.02","3.3","43.1","0.25"
"Cole Kmet","TE","CHI","JAX",,"0.0",,,,"0.0","0.0","0.00","3.3","32.7","0.23"
"Marcedes Lewis","TE","CHI","JAX",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Gerald Everett","TE","CHI","JAX",,"0.0",,,,"0.0","0.0","0.00","0.9","8.4","0.07"
"Joe Burrow","QB","CIN","@NYG","24.3","36.1","270.1","1.79","0.73","3.5","12.3","0.15",,"0.0",
"Zack Moss","RB","CIN","@NYG",,"0.0",,,,"10.8","47.4","0.38","3.0","22.8","0.13"
"Trayveon Williams","RB","CIN","@NYG",,"0.0",,,,"0.2","1.0","0.01",,"0.0",
"Chase Brown","RB","CIN","@NYG",,"0.0",,,,"10.3","46.5","0.34","2.2","16.2","0.08"
"Ja'Marr Chase","WR","CIN","@NYG",,"0.0",,,,"0.2","1.2","0.02","6.2","79.2","0.51"
"Jermaine Burton","WR","CIN","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.1","1.5","0.01"
"Tee Higgins","WR","CIN","@NYG",,"0.0",,,,"0.0","0.0","0.00","4.9","68.4","0.44"
"Charlie Jones","WR","CIN","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Andrei Iosivas","WR","CIN","@NYG",,"0.0",,,,"0.1","0.6","0.01","2.2","27.0","0.19"
"Mike Gesicki","TE","CIN","@NYG",,"0.0",,,,"0.0","0.0","0.00","2.6","27.4","0.24"
"Drew Sample","TE","CIN","@NYG",,"0.0",,,,"0.0","0.0","0.00","0.7","5.7","0.05"
"Erick All","TE","CIN","@NYG",,"0.0",,,,"0.0","0.0","0.00","2.2","20.6","0.13"
"Jameis Winston","QB","CLE","@PHI",,"0.0",,,,"0.3","0.0","0.02",,"0.0",
"Deshaun Watson","QB","CLE","@PHI","19.8","32.7","200.2","1.06","0.77","4.6","27.2","0.13",,"0.0",
"Pierre Strong","RB","CLE","@PHI",,"0.0",,,,"1.9","7.9","0.04","1.0","6.5","0.02"
"Jerome Ford","RB","CLE","@PHI",,"0.0",,,,"11.4","47.4","0.26","2.9","18.9","0.09"
"D'Onta Foreman","RB","CLE","@PHI",,"0.0",,,,"7.0","28.6","0.15","0.6","4.2","0.02"
"Elijah Moore","WR","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","2.4","22.5","0.12"
"Jaelon Darden","WR","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.01"
"Amari Cooper","WR","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","4.3","58.2","0.35"
"Jerry Jeudy","WR","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","3.4","42.2","0.19"
"Cedric Tillman","WR","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","0.5","4.9","0.03"
"Geoff Swaim","TE","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","0.1","0.8","0.01"
"David Njoku","TE","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","3.3","29.8","0.15"
"Jordan Akins","TE","CLE","@PHI",,"0.0",,,,"0.0","0.0","0.00","1.3","11.3","0.07"
"Dak Prescott","QB","DAL","DET","25.7","37.8","287.8","1.83","0.79","3.1","10.8","0.16",,"0.0",
"Hunter Luepke","RB","DAL","DET",,"0.0",,,,"1.2","5.1","0.05","1.3","10.2","0.06"
"Deuce Vaughn","RB","DAL","DET",,"0.0",,,,"0.2","0.9","0.01","0.1","1.0","0.00"
"Ezekiel Elliott","RB","DAL","DET",,"0.0",,,,"4.8","19.3","0.14","1.2","8.6","0.05"
"Rico Dowdle","RB","DAL","DET",,"0.0",,,,"13.1","55.2","0.40","2.2","16.0","0.09"
"Jalen Tolbert","WR","DAL","DET",,"0.0",,,,"0.0","0.0","0.00","3.9","51.0","0.32"
"Ryan Flournoy","WR","DAL","DET",,"0.0",,,,"0.0","0.0","0.00","0.1","1.6","0.01"
"CeeDee Lamb","WR","DAL","DET",,"0.0",,,,"1.2","6.4","0.09","6.9","88.7","0.55"
"KaVontae Turpin","WR","DAL","DET",,"0.0",,,,"1.0","5.2","0.06","2.4","27.6","0.21"
"Jalen Brooks","WR","DAL","DET",,"0.0",,,,"0.0","0.0","0.00","1.4","19.1","0.13"
"Brevyn Spann-Ford","TE","DAL","DET",,"0.0",,,,"0.0","0.0","0.00","0.3","2.6","0.02"
"Jake Ferguson","TE","DAL","DET",,"0.0",,,,"0.0","0.0","0.00","5.3","55.1","0.33"
"Luke Schoonmaker","TE","DAL","DET",,"0.0",,,,"0.0","0.0","0.00","0.6","6.3","0.06"
"Bo Nix","QB","DEN","LAC","18.6","29.9","186.3","0.87","0.75","5.8","26.3","0.23",,"0.0",
"Michael Burton","RB","DEN","LAC",,"0.0",,,,"0.2","1.0","0.01","0.5","3.1","0.01"
"Audric Estimé","RB","DEN","LAC",,"0.0",,,,"1.9","8.0","0.04","0.2","1.5","0.00"
"Jaleel McLaughlin","RB","DEN","LAC",,"0.0",,,,"6.8","27.6","0.12","1.7","10.9","0.03"
"Javonte Williams","RB","DEN","LAC",,"0.0",,,,"13.2","52.3","0.27","3.3","20.8","0.06"
"Courtland Sutton","WR","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","4.1","54.1","0.28"
"Troy Franklin","WR","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","1.7","20.6","0.09"
"Devaughn Vele","WR","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","0.8","7.5","0.03"
"Marvin Mims Jr.","WR","DEN","LAC",,"0.0",,,,"0.2","1.3","0.01","1.0","12.6","0.06"
"Lil'Jordan Humphrey","WR","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","2.4","26.8","0.12"
"Lucas Krull","TE","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","1.1","10.9","0.07"
"Nate Adkins","TE","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","0.8","7.6","0.05"
"Adam Trautman","TE","DEN","LAC",,"0.0",,,,"0.0","0.0","0.00","1.0","10.0","0.07"
"Jared Goff","QB","DET","@DAL","22.6","32.9","253.7","1.68","0.67","1.8","2.8","0.06",,"0.0",
"Jahmyr Gibbs","RB","DET","@DAL",,"0.0",,,,"12.9","61.0","0.58","3.0","22.6","0.12"
"David Montgomery","RB","DET","@DAL",,"0.0",,,,"14.0","64.4","0.69","1.6","12.5","0.06"
"Craig Reynolds","RB","DET","@DAL",,"0.0",,,,"0.1","0.6","0.01","0.1","0.5","0.00"
"Sione Vaki","RB","DET","@DAL",,"0.0",,,,"0.1","0.7","0.01","0.1","0.5","0.00"
"Kalif Raymond","WR","DET","@DAL",,"0.0",,,,"0.1","0.8","0.01","0.7","8.7","0.05"
"Jameson Williams","WR","DET","@DAL",,"0.0",,,,"0.7","4.1","0.06","3.4","51.7","0.30"
"Allen Robinson","WR","DET","@DAL",,"0.0",,,,"0.0","0.0","0.00","0.1","1.3","0.01"
"Tim Patrick","WR","DET","@DAL",,"0.0",,,,"0.0","0.0","0.00","1.7","23.9","0.15"
"Amon-Ra St. Brown","WR","DET","@DAL",,"0.0",,,,"0.3","1.6","0.04","7.1","81.9","0.60"
"Sam LaPorta","TE","DET","@DAL",,"0.0",,,,"0.0","0.0","0.00","4.0","42.4","0.33"
"Brock Wright","TE","DET","@DAL",,"0.0",,,,"0.0","0.0","0.00","0.7","7.0","0.07"
"Parker Hesse","TE","DET","@DAL",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Jordan Love","QB","GB","ARI","22.3","34.1","265.4","1.82","0.74","2.6","9.6","0.09",,"0.0",
"Chris Brooks","RB","GB","ARI",,"0.0",,,,"0.5","2.3","0.01",,"0.0",
"Josh Jacobs","RB","GB","ARI",,"0.0",,,,"15.7","69.6","0.57","2.2","16.3","0.09"
"Emanuel Wilson","RB","GB","ARI",,"0.0",,,,"7.9","35.5","0.22","1.2","8.4","0.05"
"Christian Watson","WR","GB","ARI",,"0.0",,,,"0.0","0.0","0.00","2.1","30.0","0.24"
"Jayden Reed","WR","GB","ARI",,"0.0",,,,"1.4","11.5","0.14","4.6","59.6","0.39"
"Dontayvion Wicks","WR","GB","ARI",,"0.0",,,,"0.0","0.0","0.00","3.2","44.3","0.30"
"Bo Melton","WR","GB","ARI",,"0.0",,,,"0.3","1.5","0.02","0.4","5.8","0.04"
"Romeo Doubs","WR","GB","ARI",,"0.0",,,,"0.0","0.0","0.00","3.2","41.6","0.29"
"Malik Heath","WR","GB","ARI",,"0.0",,,,"0.0","0.0","0.00","0.7","7.7","0.06"
"Ben Sims","TE","GB","ARI",,"0.0",,,,"0.0","0.0","0.00","0.9","8.7","0.09"
"Tucker Kraft","TE","GB","ARI",,"0.0",,,,"0.0","0.0","0.00","4.0","43.0","0.28"
"C.J. Stroud","QB","HOU","@NE","21.8","33.3","242.0","1.45","0.64","2.9","11.7","0.12",,"0.0",
"Dameon Pierce","RB","HOU","@NE",,"0.0",,,,"4.2","16.5","0.10","0.2","1.8","0.01"
"Joe Mixon","RB","HOU","@NE",,"0.0",,,,"15.8","63.3","0.47","2.5","18.3","0.08"
"Dare Ogunbowale","RB","HOU","@NE",,"0.0",,,,"1.6","6.6","0.03","1.4","10.5","0.05"
"Cam Akers","RB","HOU","@NE",,"0.0",,,,"1.5","6.1","0.04","0.2","1.8","0.01"
"Steven Sims","WR","HOU","@NE",,"0.0",,,,"0.0","0.0","0.00","0.2","2.2","0.01"
"John Metchie III","WR","HOU","@NE",,"0.0",,,,"0.0","0.0","0.00","0.6","7.6","0.05"
"Stefon Diggs","WR","HOU","@NE",,"0.0",,,,"0.6","3.3","0.03","5.8","67.7","0.40"
"Tank Dell","WR","HOU","@NE",,"0.0",,,,"1.4","7.0","0.05","4.4","61.8","0.34"
"Xavier Hutchinson","WR","HOU","@NE",,"0.0",,,,"0.0","0.0","0.00","2.1","26.1","0.17"
"Dalton Schultz","TE","HOU","@NE",,"0.0",,,,"0.0","0.0","0.00","3.3","33.6","0.25"
"Cade Stover","TE","HOU","@NE",,"0.0",,,,"0.0","0.0","0.00","1.0","10.6","0.09"
"Joe Flacco","QB","IND","@TEN","22.1","35.6","248.4","1.27","0.88","1.8","4.8","0.06",,"0.0",
"Trey Sermon","RB","IND","@TEN",,"0.0",,,,"13.6","51.6","0.42","2.4","18.0","0.06"
"Evan Hull","RB","IND","@TEN",,"0.0",,,,"0.7","2.5","0.02","0.1","0.5","0.00"
"Tyler Goodson","RB","IND","@TEN",,"0.0",,,,"6.9","27.4","0.22","2.1","16.0","0.07"
"Ashton Dulin","WR","IND","@TEN",,"0.0",,,,"0.4","2.3","0.04","0.4","6.1","0.03"
"Michael Pittman","WR","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","4.9","55.9","0.28"
"Alec Pierce","WR","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","2.2","37.6","0.17"
"Adonai Mitchell","WR","IND","@TEN",,"0.0",,,,"0.6","2.9","0.04","1.6","22.0","0.11"
"Josh Downs","WR","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","5.0","54.4","0.27"
"Kylen Granson","TE","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","0.8","9.2","0.05"
"Mo Alie-Cox","TE","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","1.1","13.4","0.11"
"Will Mallory","TE","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","0.8","8.8","0.05"
"Andrew Ogletree","TE","IND","@TEN",,"0.0",,,,"0.0","0.0","0.00","0.6","6.3","0.06"
"Trevor Lawrence","QB","JAX","@CHI","21.5","33.3","236.7","1.51","0.70","3.5","15.3","0.13",,"0.0",
"D'Ernest Johnson","RB","JAX","@CHI",,"0.0",,,,"1.4","6.0","0.04","0.4","3.0","0.01"
"Tank Bigsby","RB","JAX","@CHI",,"0.0",,,,"9.9","44.1","0.33","0.6","3.9","0.02"
"Travis Etienne","RB","JAX","@CHI",,"0.0",,,,"11.2","47.8","0.42","3.3","23.5","0.13"
"Brian Thomas Jr.","WR","JAX","@CHI",,"0.0",,,,"0.2","1.3","0.02","4.5","61.2","0.38"
"Christian Kirk","WR","JAX","@CHI",,"0.0",,,,"0.1","0.6","0.01","4.5","55.0","0.33"
"Gabe Davis","WR","JAX","@CHI",,"0.0",,,,"0.0","0.0","0.00","2.4","35.2","0.23"
"Parker Washington","WR","JAX","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.7","7.4","0.06"
"Tim Jones","WR","JAX","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Luke Farrell","TE","JAX","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Evan Engram","TE","JAX","@CHI",,"0.0",,,,"0.0","0.0","0.00","4.2","38.5","0.27"
"Brenton Strange","TE","JAX","@CHI",,"0.0",,,,"0.0","0.0","0.00","0.7","6.6","0.06"
"Aidan O'Connell","QB","LV","PIT","18.4","30.2","191.0","0.91","0.75","1.8","4.4","0.07",,"0.0",
"Dylan Laube","RB","LV","PIT",,"0.0",,,,"0.7","3.0","0.01","0.1","0.8","0.00"
"Ameer Abdullah","RB","LV","PIT",,"0.0",,,,"5.0","20.2","0.09","1.9","13.1","0.04"
"Alexander Mattison","RB","LV","PIT",,"0.0",,,,"15.5","62.0","0.29","1.8","12.9","0.05"
"Tre Tucker","WR","LV","PIT",,"0.0",,,,"1.0","4.9","0.04","3.4","44.0","0.18"
"Tyreik McAllister","WR","LV","PIT",,"0.0",,,,"0.7","3.7","0.04","1.3","15.5","0.07"
"Alex Bachman","WR","LV","PIT",,"0.0",,,,"0.0","0.0","0.00","0.6","7.2","0.03"
"DJ Turner","WR","LV","PIT",,"0.0",,,,"1.0","5.2","0.05","2.2","28.2","0.13"
"Kristian Wilkerson","WR","LV","PIT",,"0.0",,,,"0.0","0.0","0.00","0.2","2.1","0.01"
"Brock Bowers","TE","LV","PIT",,"0.0",,,,"0.4","1.8","0.11","5.3","52.1","0.27"
"Harrison Bryant","TE","LV","PIT",,"0.0",,,,"0.0","0.0","0.00","1.7","15.2","0.13"
"Justin Herbert","QB","LAC","@DEN","17.6","27.5","184.6","1.09","0.55","3.5","11.9","0.14",,"0.0",
"Hassan Haskins","RB","LAC","@DEN",,"0.0",,,,"4.7","19.4","0.10","0.7","4.7","0.02"
"J.K. Dobbins","RB","LAC","@DEN",,"0.0",,,,"18.0","77.9","0.45","2.5","17.7","0.07"
"Kimani Vidal","RB","LAC","@DEN",,"0.0",,,,"2.2","9.4","0.05","0.2","1.6","0.01"
"Josh Palmer","WR","LAC","@DEN",,"0.0",,,,"0.0","0.0","0.00","2.9","35.2","0.18"
"Ladd McConkey","WR","LAC","@DEN",,"0.0",,,,"0.3","1.4","0.02","4.2","49.6","0.30"
"Simi Fehoko","WR","LAC","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.2","3.0","0.02"
"Quentin Johnston","WR","LAC","@DEN",,"0.0",,,,"0.6","2.8","0.03","2.9","36.7","0.21"
"Derius Davis","WR","LAC","@DEN",,"0.0",,,,"1.0","5.2","0.05","0.1","0.8","0.01"
"Scott Matlock","TE","LAC","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.1","0.8","0.00"
"Eric Tomlinson","TE","LAC","@DEN",,,,,,"0.0","0.0","0.00","0.1","1.0","0.01"
"Hayden Hurst","TE","LAC","@DEN",,"0.0",,,,"0.0","0.0","0.00","2.3","20.6","0.18"
"Will Dissly","TE","LAC","@DEN",,"0.0",,,,"0.0","0.0","0.00","1.4","12.9","0.09"
"Drake Maye","QB","NE","HOU","17.3","28.4","175.2","0.83","0.68","5.9","29.8","0.22",,"0.0",
"Antonio Gibson","RB","NE","HOU",,"0.0",,,,"14.0","56.6","0.26","2.7","18.9","0.07"
"JaMycal Hasty","RB","NE","HOU",,"0.0",,,,"6.0","24.0","0.12","1.2","7.9","0.02"
"Terrell Jennings","RB","NE","HOU",,"0.0",,,,"2.0","8.2","0.04","0.2","1.5","0.00"
"Ja'Lynn Polk","WR","NE","HOU",,"0.0",,,,"0.2","1.2","0.01","2.6","31.8","0.16"
"Kendrick Bourne","WR","NE","HOU",,"0.0",,,,"0.0","0.0","0.00","1.3","14.9","0.07"
"Demario Douglas","WR","NE","HOU",,"0.0",,,,"0.2","1.3","0.01","3.0","32.6","0.12"
"Kayshon Boutte","WR","NE","HOU",,"0.0",,,,"0.0","0.0","0.00","0.6","7.6","0.04"
"K.J. Osborn","WR","NE","HOU",,"0.0",,,,"0.0","0.0","0.00","1.2","13.2","0.07"
"Austin Hooper","TE","NE","HOU",,"0.0",,,,"0.0","0.0","0.00","1.7","17.0","0.11"
"Hunter Henry","TE","NE","HOU",,"0.0",,,,"0.0","0.0","0.00","2.8","29.7","0.18"
"Spencer Rattler","QB","NO","TB","17.9","28.5","190.5","1.12","0.69","4.2","17.7","0.18",,"0.0",
"Alvin Kamara","RB","NO","TB",,"0.0",,,,"17.3","71.2","0.46","4.1","29.0","0.13"
"Jamaal Williams","RB","NO","TB",,"0.0",,,,"5.5","22.5","0.13","0.8","5.6","0.02"
"Jordan Mims","RB","NO","TB",,"0.0",,,,"0.8","3.2","0.02",,"0.0",
"Adam Prentice","RB","NO","TB",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Rashid Shaheed","WR","NO","TB",,"0.0",,,,"1.0","5.5","0.07","3.8","52.2","0.32"
"Cedrick Wilson","WR","NO","TB",,"0.0",,,,"0.0","0.0","0.00","0.3","3.0","0.02"
"Chris Olave","WR","NO","TB",,"0.0",,,,"0.3","1.4","0.02","4.3","54.2","0.28"
"Bub Means","WR","NO","TB",,"0.0",,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"Mason Tipton","WR","NO","TB",,,,,,"0.0","0.0","0.00","1.2","13.5","0.08"
"Juwan Johnson","TE","NO","TB",,"0.0",,,,"0.0","0.0","0.00","2.2","21.9","0.18"
"Foster Moreau","TE","NO","TB",,"0.0",,,,"0.0","0.0","0.00","1.0","9.5","0.08"
"Dallin Holker","TE","NO","TB",,,,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"Daniel Jones","QB","NYG","CIN","21.1","32.8","223.9","1.34","0.71","7.2","38.0","0.32",,"0.0",
"Dante Miller","RB","NYG","CIN",,"0.0",,,,"0.5","2.0","0.01",,"0.0",
"Eric Gray","RB","NYG","CIN",,"0.0",,,,"4.1","16.8","0.12","1.7","12.1","0.05"
"Tyrone Tracy Jr.","RB","NYG","CIN",,"0.0",,,,"13.9","60.5","0.36","2.4","17.6","0.09"
"Darius Slayton","WR","NYG","CIN",,"0.0",,,,"0.2","1.2","0.02","4.2","59.0","0.31"
"Wan'Dale Robinson","WR","NYG","CIN",,"0.0",,,,"0.7","3.9","0.05","6.4","57.9","0.38"
"Isaiah Hodgins","WR","NYG","CIN",,"0.0",,,,"0.0","0.0","0.00","1.0","11.4","0.08"
"Jalin Hyatt","WR","NYG","CIN",,"0.0",,,,"0.2","1.2","0.02","1.9","28.6","0.17"
"Daniel Bellinger","TE","NYG","CIN",,"0.0",,,,"0.0","0.0","0.00","0.5","4.8","0.04"
"Chris Manhertz","TE","NYG","CIN",,"0.0",,,,"0.0","0.0","0.00","0.1","1.2","0.01"
"Theo Johnson","TE","NYG","CIN",,"0.0",,,,"0.0","0.0","0.00","3.1","31.3","0.21"
"Jalen Hurts","QB","PHI","CLE","19.7","29.9","225.7","1.22","0.57","10.5","46.5","0.72",,"0.0",
"Saquon Barkley","RB","PHI","CLE",,"0.0",,,,"19.1","89.6","0.70","2.6","18.3","0.12"
"Will Shipley","RB","PHI","CLE",,"0.0",,,,"0.3","1.2","0.01",,"0.0",
"Kenneth Gainwell","RB","PHI","CLE",,"0.0",,,,"2.6","11.9","0.09","0.6","4.5","0.02"
"Parris Campbell","WR","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","0.1","0.9","0.01"
"Devonta Smith","WR","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","4.8","61.1","0.32"
"Johnny Wilson","WR","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","0.5","6.7","0.04"
"Jahan Dotson","WR","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","1.3","14.7","0.09"
"A.J. Brown","WR","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","5.2","71.1","0.39"
"Dallas Goedert","TE","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","3.8","41.2","0.19"
"Grant Calcaterra","TE","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","0.5","5.2","0.04"
"Jack Stoll","TE","PHI","CLE",,"0.0",,,,"0.0","0.0","0.00","0.2","1.9","0.01"
"Justin Fields","QB","PIT","@LV","17.0","26.4","177.3","0.98","0.60","9.6","45.0","0.44",,"0.0",
"Najee Harris","RB","PIT","@LV",,"0.0",,,,"15.8","65.0","0.38","2.6","18.4","0.07"
"Jaylen Warren","RB","PIT","@LV",,"0.0",,,,"6.6","28.8","0.14","1.9","13.0","0.05"
