"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Tyler Huntley","QB","MIA","@NE","5600","1.0%","1.0%","1.0%","6800","0.6%"
"Austin Ekeler","RB","WAS","CLE","5600","0.3%","0.4%","0.5%","6000","0.5%"
"Chase Brown","RB","CIN","BAL","5600","0.3%","0.4%","0.5%","6100","0.5%"
"George Kittle","TE","SF","ARI","5600","10.2%","10.7%","11.0%","7000","8.7%"
"Wan'Dale Robinson","WR","NYG","@SEA","5600","21.0%","18.9%","17.5%","6100","12.9%"
"Jauan Jennings","WR","SF","ARI","5600","0.3%","0.8%","1.1%","5900","1.1%"
"Joe Flacco","QB","IND","@JAX","5500","5.0%","4.7%","4.5%","6800","2.8%"
"Matthew Stafford","QB","LA","GB","5500","1.0%","1.1%","1.3%","6700","1.0%"
"Cam Akers","RB","HOU","BUF","5500","0.3%","0.4%","0.5%","6200","1.2%"
"Brock Bowers","TE","LV","@DEN","5500","6.5%","7.4%","8.0%","6300","11.5%"
"Courtland Sutton","WR","DEN","LV","5500","3.8%","5.4%","6.4%","5700","7.4%"
"Jakobi Meyers","WR","LV","@DEN","5500","2.2%","4.0%","5.1%","5800","4.1%"
"Andy Dalton","QB","CAR","@CHI","5400","0.3%","0.4%","0.5%","7100","0.5%"
"Tyler Goodson","RB","IND","@JAX","5400","0.3%","0.4%","0.5%","4700","0.5%"
"Tank Dell","WR","HOU","BUF","5400","1.3%","2.3%","3.0%","6000","2.5%"
"Deshaun Watson","QB","CLE","@WAS","5300","5.2%","5.4%","5.5%","6900","3.2%"
"Justice Hill","RB","BAL","@CIN","5300","0.3%","0.4%","0.5%","5900","0.5%"
"Dalton Kincaid","TE","BUF","@HOU","5300","6.0%","7.8%","9.0%","6100","11.2%"
"Rome Odunze","WR","CHI","CAR","5300","0.3%","0.4%","0.5%","5600","0.5%"
"Daniel Jones","QB","NYG","@SEA","5200","2.0%","2.3%","2.5%","6700","0.6%"
"Alexander Mattison","RB","LV","@DEN","5200","12.0%","12.0%","12.0%","5800","11.8%"
"Javonte Williams","RB","DEN","LV","5200","9.0%","9.0%","9.0%","5900","8.1%"
"Jerry Jeudy","WR","CLE","@WAS","5200","0.6%","2.1%","3.1%","5900","1.5%"
"Tyler Lockett","WR","SEA","NYG","5200","0.3%","0.9%","1.2%","6200","0.5%"
"Gardner Minshew II","QB","LV","@DEN","5100","0.1%","0.2%","0.2%","6600","0.1%"
"Antonio Gibson","RB","NE","MIA","5100","3.9%","5.2%","6.0%","5400","5.6%"
"Josh Downs","WR","IND","@JAX","5100","21.8%","19.2%","17.5%","6000","7.3%"
"Xavier Legette","WR","CAR","@CHI","5100","0.3%","0.5%","0.7%","6000","0.5%"
"Bo Nix","QB","DEN","LV","5000","1.0%","1.4%","1.7%","6600","0.4%"
"Drake Maye","QB","NE","MIA","5000","0.0%","0.0%","0.0%","6000","0.0%"
"Jameis Winston","QB","CLE","@WAS","5000","0.0%","0.0%","0.0%","6000","0.0%"
"David Njoku","TE","CLE","@WAS","5000","0.7%","1.1%","1.4%","5500","2.9%"
"Dontayvion Wicks","WR","GB","@LA","5000","29.0%","24.9%","22.1%","5900","14.9%"
"Jacoby Brissett","QB","NE","MIA","4900","0.1%","0.1%","0.1%","6500","0.1%"
"Miles Sanders","RB","CAR","@CHI","4900","0.3%","0.4%","0.5%","5300","0.5%"
"Roschon Johnson","RB","CHI","CAR","4900","0.1%","0.2%","0.3%","5800","0.5%"
"Tutu Atwell","WR","LA","GB","4900","5.0%","6.2%","7.0%","5600","3.9%"
"Alec Pierce","WR","IND","@JAX","4900","0.1%","0.2%","0.3%","5400","0.3%"
"Dare Ogunbowale","RB","HOU","BUF","4800","0.0%","0.0%","0.0%","5000","0.0%"
"D'Ernest Johnson","RB","JAX","IND","4800","0.0%","0.0%","0.0%","4400","0.0%"
"Demarcus Robinson","WR","LA","GB","4800","0.4%","0.5%","0.6%","5500","0.5%"
"Trey Benson","RB","ARI","@SF","4700","0.0%","0.0%","0.0%","4900","0.0%"
"Jaylen Wright","RB","MIA","@NE","4700","0.0%","0.0%","0.0%","4700","0.0%"
"Keon Coleman","WR","BUF","@HOU","4700","0.3%","0.7%","1.0%","5400","0.5%"
"Jeremy McNichols","RB","WAS","CLE","4600","0.0%","0.0%","0.0%","5500","0.0%"
"Jordan Whittington","WR","LA","GB","4600","25.0%","22.6%","21.0%","5400","13.7%"
"Khalil Herbert","RB","CHI","CAR","4500","0.0%","0.0%","0.0%","4800","0.0%"
"Blake Corum","RB","LA","GB","4500","0.0%","0.0%","0.0%","4600","0.0%"
"Gabe Davis","WR","JAX","IND","4500","0.5%","0.6%","0.7%","5900","0.5%"
"Greg Dortch","WR","ARI","@SF","4500","0.3%","0.4%","0.5%","5200","0.5%"
"Emanuel Wilson","RB","GB","@LA","4400","0.3%","0.4%","0.5%","5200","0.5%"
"Kenny McIntosh","RB","SEA","NYG","4400","0.0%","0.0%","0.0%","4200","0.0%"
"Isaiah Likely","TE","BAL","@CIN","4400","0.1%","0.2%","0.3%","5700","0.3%"
"Michael Wilson","WR","ARI","@SF","4400","0.9%","1.2%","1.5%","5200","0.8%"
"DeMario Douglas","WR","NE","MIA","4400","0.3%","0.4%","0.5%","4700","0.3%"
"Tyrone Tracy Jr.","RB","NYG","@SEA","4300","24.5%","23.0%","22.0%","4800","12.7%"
"Jaleel McLaughlin","RB","DEN","LV","4300","0.3%","0.4%","0.5%","5100","0.5%"
"Ty Johnson","RB","BUF","@HOU","4300","0.0%","0.0%","0.0%","5200","0.0%"
"Cole Kmet","TE","CHI","CAR","4300","1.6%","3.0%","3.9%","5200","2.8%"
"Tyler Johnson","WR","LA","GB","4300","0.0%","0.0%","0.0%","4900","0.0%"
"Odell Beckham Jr.","WR","MIA","@NE","4300","0.0%","0.0%","0.0%","4000","0.0%"
"D'Onta Foreman","RB","CLE","@WAS","4200","0.1%","0.2%","0.3%","5100","0.3%"
"Ray Davis","RB","BUF","@HOU","4200","0.0%","0.0%","0.0%","5700","0.0%"
"Curtis Samuel","WR","BUF","@HOU","4200","1.8%","2.7%","3.2%","5400","0.5%"
"JaMycal Hasty","RB","NE","MIA","4100","0.0%","0.0%","0.0%","4300","0.0%"
"Isaac Guerendo","RB","SF","ARI","4100","0.0%","0.0%","0.0%","4600","0.0%"
"Dalton Schultz","TE","HOU","BUF","4100","0.2%","0.2%","0.3%","5400","0.3%"
"Tre Tucker","WR","LV","@DEN","4100","4.5%","5.5%","6.2%","5800","0.5%"
"Josh Reynolds","WR","DEN","LV","4100","0.1%","0.2%","0.3%","5100","0.3%"
"J.J. Taylor","RB","HOU","BUF","4000","0.1%","0.2%","0.3%","4500","0.3%"
"Kyle Juszczyk","RB","SF","ARI","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Emari Demercado","RB","ARI","@SF","4000","0.0%","0.0%","0.0%","4900","0.0%"
"Alec Ingold","RB","MIA","@NE","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Ronnie Rivers","RB","LA","GB","4000","0.0%","0.0%","0.0%","5000","0.0%"
"Ameer Abdullah","RB","LV","@DEN","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Michael Burton","RB","DEN","LV","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Eric Gray","RB","NYG","@SEA","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Chris Brooks","RB","GB","@LA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"British Brooks","RB","HOU","BUF","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Raheem Blackshear","RB","CAR","@CHI","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Patrick Ricard","RB","BAL","@CIN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Trayveon Williams","RB","CIN","BAL","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Reggie Gilliam","RB","BUF","@HOU","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Evan Hull","RB","IND","@JAX","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Gary Brightwell","RB","CLE","@WAS","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Dylan Laube","RB","LV","@DEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Sincere McCormick","RB","LV","@DEN","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Blake Watson","RB","DEN","LV","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Patrick Taylor Jr.","RB","SF","ARI","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Andrew Beck","RB","GB","@LA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Dante Miller","RB","NYG","@SEA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Mark Andrews","TE","BAL","@CIN","4000","0.1%","0.2%","0.3%","5900","0.3%"
"Andrei Iosivas","WR","CIN","BAL","4000","0.3%","0.4%","0.5%","5500","0.5%"
"Rashod Bateman","WR","BAL","@CIN","4000","0.3%","0.4%","0.5%","5600","0.5%"
"Hunter Henry","TE","NE","MIA","3900","1.7%","2.6%","3.2%","5200","0.9%"
"Darius Slayton","WR","NYG","@SEA","3900","3.5%","3.9%","4.2%","5000","0.5%"
"Zach Ertz","TE","WAS","CLE","3800","2.5%","2.8%","3.1%","5000","1.6%"
"Kendrick Bourne","WR","NE","MIA","3800","0.1%","0.2%","0.3%","4000","0.3%"
"Adonai Mitchell","WR","IND","@JAX","3800","0.0%","0.0%","0.0%","4900","0.0%"
"Braxton Berrios","WR","MIA","@NE","3800","0.0%","0.0%","0.0%","4300","0.0%"
"49ers ","DST","SF","ARI","3700","0.7%","0.9%","1.1%","5000","0.9%"
"Colby Parkinson","TE","LA","GB","3700","18.9%","16.7%","15.2%","5100","8.3%"
"Ja'Lynn Polk","WR","NE","MIA","3700","0.1%","0.2%","0.3%","5000","0.3%"
"Luke McCaffrey","WR","WAS","CLE","3700","0.1%","0.2%","0.3%","4700","0.3%"
"Nelson Agholor","WR","BAL","@CIN","3700","0.0%","0.0%","0.0%","5100","0.0%"
"Bears ","DST","CHI","CAR","3600","1.3%","2.2%","2.9%","4600","5.0%"
"Noah Fant","TE","SEA","NYG","3600","0.1%","0.2%","0.3%","5000","0.3%"
"Jonathan Mingo","WR","CAR","@CHI","3600","0.1%","0.2%","0.3%","5300","0.3%"
"Olamide Zaccheaus","WR","WAS","CLE","3600","0.2%","0.2%","0.3%","5200","0.3%"
"Seahawks ","DST","SEA","NYG","3500","9.3%","11.1%","12.3%","4800","7.2%"
"Tucker Kraft","TE","GB","@LA","3500","43.0%","37.0%","33.0%","5300","15.8%"
"Elijah Moore","WR","CLE","@WAS","3500","0.1%","0.2%","0.3%","4900","0.3%"
"Dyami Brown","WR","WAS","CLE","3500","0.0%","0.0%","0.0%","4300","0.0%"
"Mike Gesicki","TE","CIN","BAL","3400","2.3%","3.3%","3.9%","5300","0.5%"
"DJ Turner","WR","LV","@DEN","3400","0.0%","0.0%","0.0%","4400","0.0%"
"Trenton Irwin","WR","CIN","BAL","3400","0.0%","0.0%","0.0%","4300","0.0%"
"Dolphins ","DST","MIA","@NE","3300","6.1%","6.2%","6.3%","4200","6.3%"
"Elijah Higgins","TE","ARI","@SF","3300","0.0%","0.0%","0.0%","4900","0.0%"
"Bo Melton","WR","GB","@LA","3300","7.2%","7.4%","7.5%","4300","2.3%"
"Raiders ","DST","LV","@DEN","3200","3.1%","3.9%","4.4%","4300","3.8%"
"Brenton Strange","TE","JAX","IND","3200","2.2%","2.6%","2.9%","5100","0.4%"
"Jonnu Smith","TE","MIA","@NE","3200","0.0%","0.0%","0.0%","4900","0.0%"
"Malik Heath","WR","GB","@LA","3200","1.5%","1.2%","1.0%","4000","0.0%"
"Lil'Jordan Humphrey","WR","DEN","LV","3200","0.1%","0.2%","0.3%","4900","0.3%"
"Parker Washington","WR","JAX","IND","3200","0.0%","0.0%","0.0%","4600","0.0%"
"Ravens ","DST","BAL","@CIN","3100","0.7%","1.0%","1.2%","4500","0.5%"
"Jordan Akins","TE","CLE","@WAS","3100","0.0%","0.0%","0.1%","5000","0.0%"
"Mack Hollins","WR","BUF","@HOU","3100","0.3%","0.4%","0.5%","5300","0.3%"
"Jalin Hyatt","WR","NYG","@SEA","3100","0.1%","0.3%","0.4%","4200","0.3%"
"DeAndre Carter","WR","CHI","CAR","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Robert Woods","WR","HOU","BUF","3100","0.0%","0.0%","0.0%","4800","0.0%"
"Marvin Mims Jr.","WR","DEN","LV","3100","0.0%","0.0%","0.0%","4100","0.0%"
"Commanders ","DST","WAS","CLE","3000","6.7%","7.0%","7.2%","3500","15.3%"
"Packers ","DST","GB","@LA","3000","0.3%","0.6%","0.7%","4700","0.3%"
"Pharaoh Brown","TE","SEA","NYG","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dawson Knox","TE","BUF","@HOU","3000","0.0%","0.0%","0.0%","5100","0.0%"
"Ashton Dulin","WR","IND","@JAX","3000","0.0%","0.0%","0.0%","4200","0.0%"
"John Metchie III","WR","HOU","BUF","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Kayshon Boutte","WR","NE","MIA","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Troy Franklin","WR","DEN","LV","3000","0.0%","0.0%","0.0%","4800","0.0%"
"Marquez Valdes-Scantling","WR","BUF","@HOU","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Jermaine Burton","WR","CIN","BAL","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Laviska Shenault Jr.","WR","SEA","NYG","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Tyquan Thornton","WR","NE","MIA","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Jake Bobo","WR","SEA","NYG","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Cedric Tillman","WR","CLE","@WAS","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Ronnie Bell","WR","SF","ARI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"David Moore","WR","CAR","@CHI","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Tyreik McAllister","WR","LV","@DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Devin Duvernay","WR","JAX","IND","3000","0.0%","0.0%","0.0%","4300","0.0%"
"James Proche II","WR","CLE","@WAS","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Xavier Hutchinson","WR","HOU","BUF","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Charlie Jones","WR","CIN","BAL","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Jalen Coker","WR","CAR","@CHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tylan Wallace","WR","BAL","@CIN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Deonte Harty","WR","BAL","@CIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tyrell Shavers","WR","BUF","@HOU","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tim Jones","WR","JAX","IND","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Javon Baker","WR","NE","MIA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Malik Washington","WR","MIA","@NE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Brycen Tremayne","WR","WAS","CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Alex Bachman","WR","LV","@DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jacob Cowing","WR","SF","ARI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Moore","WR","ARI","@SF","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Zach Pascal","WR","ARI","@SF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Xavier Smith","WR","LA","GB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bryce Ford-Wheaton","WR","NYG","@SEA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ihmir Smith-Marsette","WR","NYG","@SEA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Isaiah Hodgins","WR","NYG","@SEA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Steven Sims","WR","HOU","BUF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Broncos ","DST","DEN","LV","2900","25.4%","22.7%","20.8%","4000","16.0%"
"Patriots ","DST","NE","MIA","2900","8.6%","8.0%","7.6%","4100","4.7%"
"Tommy Tremble","TE","CAR","@CHI","2900","0.6%","0.7%","0.8%","4700","0.3%"
"Austin Hooper","TE","NE","MIA","2900","0.0%","0.0%","0.0%","4600","0.0%"
"Jaguars ","DST","JAX","IND","2800","5.6%","5.7%","5.7%","3900","2.3%"
"Bills ","DST","BUF","@HOU","2800","0.6%","1.0%","1.2%","4400","0.5%"
"Blake Whiteheart","TE","CLE","@WAS","2800","0.0%","0.0%","0.0%","4400","0.0%"
"Luke Farrell","TE","JAX","IND","2800","0.0%","0.0%","0.0%","4300","0.0%"
"Durham Smythe","TE","MIA","@NE","2800","0.0%","0.0%","0.0%","4200","0.0%"
"Gerald Everett","TE","CHI","CAR","2800","0.0%","0.0%","0.0%","4500","0.0%"
"Browns ","DST","CLE","@WAS","2700","10.3%","8.8%","7.8%","3800","6.0%"
"Bengals ","DST","CIN","BAL","2700","0.1%","0.2%","0.3%","3200","1.6%"
"Erick All Jr.","TE","CIN","BAL","2700","0.6%","0.8%","0.9%","4400","0.3%"
"Greg Dulcich","TE","DEN","LV","2700","0.1%","0.1%","0.1%","4400","0.0%"
"Julian Hill","TE","MIA","@NE","2700","0.0%","0.0%","0.0%","4100","0.0%"
"Cade Stover","TE","HOU","BUF","2700","0.0%","0.0%","0.0%","4400","0.0%"
"John Bates","TE","WAS","CLE","2700","0.0%","0.0%","0.0%","4100","0.0%"
"Colts ","DST","IND","@JAX","2600","2.6%","2.2%","1.9%","3700","1.4%"
"Texans ","DST","HOU","BUF","2600","1.0%","1.3%","1.5%","3600","1.2%"
"Theo Johnson","TE","NYG","@SEA","2600","3.0%","3.0%","3.0%","4700","0.3%"
"Kylen Granson","TE","IND","@JAX","2600","0.0%","0.0%","0.1%","4600","0.0%"
"Drew Sample","TE","CIN","BAL","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Adam Trautman","TE","DEN","LV","2600","0.0%","0.0%","0.0%","4600","0.0%"
"Ben Sinnott","TE","WAS","CLE","2600","0.0%","0.0%","0.0%","4400","0.0%"
"Rams ","DST","LA","GB","2500","0.3%","0.7%","0.9%","3400","0.5%"
"Harrison Bryant","TE","LV","@DEN","2500","0.0%","0.2%","0.3%","4300","0.0%"
"Mo Alie-Cox","TE","IND","@JAX","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Tanner Hudson","TE","CIN","BAL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Drew Ogletree","TE","IND","@JAX","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Eric Saubert","TE","SF","ARI","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ja'Tavion Sanders","TE","CAR","@CHI","2500","0.0%","0.0%","0.0%","4800","0.0%"
"Charlie Kolar","TE","BAL","@CIN","2500","0.0%","0.0%","0.0%","4500","0.0%"
"AJ Barner","TE","SEA","NYG","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Daniel Bellinger","TE","NYG","@SEA","2500","0.0%","0.0%","0.0%","4600","0.0%"
"Nate Adkins","TE","DEN","LV","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Tanner Conner","TE","MIA","@NE","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Feleipe Franks","TE","CAR","@CHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Marcedes Lewis","TE","CHI","CAR","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Quintin Morris","TE","BUF","@HOU","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Jake Tonges","TE","SF","ARI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Tip Reiman","TE","ARI","@SF","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Davis Allen","TE","LA","GB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Hunter Long","TE","LA","GB","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ben Sims","TE","GB","@LA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Brady Russell","TE","SEA","NYG","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Chris Manhertz","TE","NYG","@SEA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Panthers ","DST","CAR","@CHI","2400","14.3%","13.5%","13.0%","3100","13.1%"
"Giants ","DST","NYG","@SEA","2400","2.8%","3.0%","3.1%","3000","5.7%"
"Cardinals ","DST","ARI","@SF","2300","0.1%","0.1%","0.1%","3300","0.3%"
