"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Bucky Irving","RB","TB","@LAC","6300","3.3%","2.5%","2.0%","7400","0.5%"
"Ladd McConkey","WR","LAC","TB","6300","17.9%","16.3%","15.2%","7100","14.3%"
"C.J. Stroud","QB","HOU","MIA","6200","6.2%","6.8%","7.1%","7400","9.5%"
"Brian Robinson Jr.","RB","WAS","@NO","6200","16.7%","16.2%","15.8%","7300","14.1%"
"Jerry Jeudy","WR","CLE","KC","6200","16.8%","16.4%","16.1%","6900","18.8%"
"Tua Tagovailoa","QB","MIA","@HOU","6100","8.2%","7.2%","6.6%","8300","1.1%"
"Rico Dowdle","RB","DAL","@CAR","6100","31.0%","28.2%","26.3%","7100","23.7%"
"Khalil Shakir","WR","BUF","@DET","6100","8.8%","7.3%","6.4%","7000","4.4%"
"Kyler Murray","QB","ARI","NE","6000","20.5%","17.8%","16.0%","7800","12.0%"
"Isiah Pacheco","RB","KC","@CLE","6000","1.7%","3.6%","4.8%","7000","4.2%"
"Trey McBride","TE","ARI","NE","6000","22.1%","20.5%","19.4%","7500","11.5%"
"Zay Flowers","WR","BAL","@NYG","6000","5.9%","5.9%","5.9%","7300","2.4%"
"Justin Herbert","QB","LAC","TB","5900","14.6%","11.7%","9.8%","7500","6.1%"
"Rhamondre Stevenson","RB","NE","@ARI","5900","7.1%","7.6%","7.9%","6600","12.1%"
"Najee Harris","RB","PIT","@PHI","5900","0.3%","0.9%","1.4%","6900","0.8%"
"Calvin Ridley","WR","TEN","CIN","5900","15.8%","14.3%","13.3%","6000","28.6%"
"Anthony Richardson","QB","IND","@DEN","5800","4.9%","5.8%","6.5%","7500","2.6%"
"Rachaad White","RB","TB","@LAC","5800","7.9%","6.8%","6.1%","7200","2.9%"
"Brian Thomas Jr.","WR","JAX","NYJ","5800","21.9%","20.7%","19.9%","6800","17.1%"
"Russell Wilson","QB","PIT","@PHI","5700","0.1%","0.3%","0.5%","7300","0.5%"
"Tyrone Tracy Jr.","RB","NYG","BAL","5700","1.0%","1.2%","1.4%","6500","1.8%"
"Travis Kelce","TE","KC","@CLE","5700","1.0%","2.9%","4.1%","6700","8.1%"
"Jaylen Waddle","WR","MIA","@HOU","5700","7.4%","7.2%","7.1%","6200","16.0%"
"Drake Maye","QB","NE","@ARI","5600","3.5%","4.6%","5.3%","6900","5.1%"
"Travis Etienne Jr.","RB","JAX","NYJ","5600","0.3%","0.4%","0.5%","6200","0.5%"
"Jameson Williams","WR","DET","BUF","5600","5.5%","6.3%","6.8%","6400","11.0%"
"Jameis Winston","QB","CLE","KC","5500","5.2%","4.6%","4.1%","7000","3.3%"
"Nick Chubb","RB","CLE","KC","5500","0.3%","0.4%","0.5%","6300","0.5%"
"Marvin Harrison Jr.","WR","ARI","NE","5500","15.4%","14.6%","14.0%","6600","10.8%"
"DeVonta Smith","WR","PHI","PIT","5500","1.1%","2.1%","2.8%","7700","0.5%"
"Aaron Rodgers","QB","NYJ","@JAX","5400","1.3%","1.9%","2.4%","7100","0.7%"
"Jaylen Warren","RB","PIT","@PHI","5400","0.3%","0.4%","0.5%","5800","0.5%"
"Braelon Allen","RB","NYJ","@JAX","5400","0.3%","0.3%","0.3%","6400","0.5%"
"Jonnu Smith","TE","MIA","@HOU","5400","1.7%","3.0%","3.9%","6900","2.9%"
"Adam Thielen","WR","CAR","DAL","5400","17.0%","16.1%","15.5%","6100","11.3%"
"Tank Dell","WR","HOU","MIA","5400","2.6%","3.2%","3.6%","6100","7.0%"
"Bryce Young","QB","CAR","DAL","5300","1.4%","2.5%","3.3%","6800","1.5%"
"Gus Edwards","RB","LAC","TB","5300","0.3%","0.4%","0.5%","6000","0.6%"
"Jeremy McNichols","RB","WAS","@NO","5300","0.0%","0.0%","0.0%","5400","0.3%"
"DeAndre Hopkins","WR","KC","@CLE","5300","5.4%","5.0%","4.7%","6500","2.3%"
"Amari Cooper","WR","BUF","@DET","5300","5.9%","5.5%","5.3%","5900","6.9%"
"Cooper Rush","QB","DAL","@CAR","5200","0.1%","0.4%","0.6%","6800","0.5%"
"Javonte Williams","RB","DEN","IND","5200","0.3%","0.4%","0.5%","5900","0.5%"
"Khalil Herbert","RB","CIN","@TEN","5200","0.0%","0.0%","0.0%","5700","0.0%"
"Michael Pittman Jr.","WR","IND","@DEN","5200","0.3%","0.5%","0.7%","6300","0.5%"
"Jake Haener","QB","NO","WAS","5100","0.1%","0.3%","0.5%","6700","0.5%"
"Tank Bigsby","RB","JAX","NYJ","5100","0.5%","1.5%","2.1%","5700","8.0%"
"Ezekiel Elliott","RB","DAL","@CAR","5100","0.0%","0.0%","0.0%","5300","0.0%"
"Josh Downs","WR","IND","@DEN","5100","3.9%","4.2%","4.4%","6300","0.8%"
"Xavier Worthy","WR","KC","@CLE","5100","2.2%","1.9%","1.7%","6000","2.4%"
"Will Levis","QB","TEN","CIN","5000","3.2%","3.9%","4.3%","6600","2.2%"
"Isaiah Davis","RB","NYJ","@JAX","5000","0.0%","0.2%","0.3%","5500","0.0%"
"Kareem Hunt","RB","KC","@CLE","5000","0.1%","0.2%","0.3%","6100","0.3%"
"Elijah Moore","WR","CLE","KC","5000","18.9%","17.3%","16.2%","4700","42.9%"
"Quentin Johnston","WR","LAC","TB","5000","0.9%","1.6%","2.1%","5900","3.0%"
"Mac Jones","QB","JAX","NYJ","4900","0.1%","0.3%","0.5%","6500","0.5%"
"Jerome Ford","RB","CLE","KC","4900","0.3%","0.4%","0.5%","5500","0.5%"
"Raheem Mostert","RB","MIA","@HOU","4900","0.1%","0.2%","0.3%","5000","0.3%"
"Antonio Gibson","RB","NE","@ARI","4900","0.0%","0.0%","0.0%","5200","0.3%"
"Dalton Kincaid","TE","BUF","@DET","4900","0.3%","0.4%","0.5%","5700","0.8%"
"Nick Westbrook-Ikhine","WR","TEN","CIN","4900","0.3%","0.4%","0.5%","5800","1.4%"
"Justice Hill","RB","BAL","@NYG","4800","0.3%","0.4%","0.5%","5600","0.5%"
"Kimani Vidal","RB","LAC","TB","4800","0.3%","0.4%","0.5%","5200","0.5%"
"Keaton Mitchell","RB","BAL","@NYG","4800","0.0%","0.0%","0.0%","4100","0.0%"
"Alec Pierce","WR","IND","@DEN","4800","0.1%","0.2%","0.3%","5900","0.3%"
"Keon Coleman","WR","BUF","@DET","4800","0.5%","0.4%","0.3%","5400","1.5%"
"Justin Fields","QB","PIT","@PHI","4700","0.0%","0.0%","0.0%","6000","0.0%"
"Trey Lance","QB","DAL","@CAR","4700","0.0%","0.0%","0.0%","6000","0.0%"
"Jaleel McLaughlin","RB","DEN","IND","4700","0.3%","0.4%","0.5%","5000","0.5%"
"Devin Singletary","RB","NYG","BAL","4700","0.0%","0.0%","0.0%","5300","0.0%"
"Ray Davis","RB","BUF","@DET","4700","0.0%","0.0%","0.0%","5300","0.0%"
"Xavier Legette","WR","CAR","DAL","4700","0.4%","0.8%","1.1%","5500","2.4%"
"Brandin Cooks","WR","DAL","@CAR","4700","0.3%","0.4%","0.5%","5700","0.3%"
"Trey Benson","RB","ARI","NE","4600","0.0%","0.0%","0.0%","5000","0.3%"
"Kenneth Gainwell","RB","PHI","PIT","4600","0.0%","0.0%","0.0%","4900","0.0%"
"Joshua Palmer","WR","LAC","TB","4600","1.8%","2.2%","2.5%","5500","1.7%"
"Wan'Dale Robinson","WR","NYG","BAL","4600","0.3%","0.4%","0.5%","5400","0.3%"
"Kendre Miller","RB","NO","WAS","4500","0.1%","0.2%","0.3%","4900","0.3%"
"Audric Estime","RB","DEN","IND","4500","0.0%","0.0%","0.0%","5500","0.0%"
"Trayveon Williams","RB","CIN","@TEN","4500","0.0%","0.0%","0.0%","5100","0.0%"
"Cade Otton","TE","TB","@LAC","4500","0.5%","0.7%","0.9%","5500","4.2%"
"DeMario Douglas","WR","NE","@ARI","4500","2.9%","3.1%","3.1%","5300","5.8%"
"Marquez Valdes-Scantling","WR","NO","WAS","4500","0.3%","0.5%","0.7%","5700","0.5%"
"Tommy DeVito","QB","NYG","BAL","4400","0.3%","0.7%","1.0%","6200","0.5%"
"Ty Johnson","RB","BUF","@DET","4400","0.0%","0.0%","0.0%","5200","0.0%"
"Jaylen Wright","RB","MIA","@HOU","4400","0.0%","0.0%","0.0%","4800","0.0%"
"Sam LaPorta","TE","DET","BUF","4400","5.9%","7.0%","7.7%","6000","3.6%"
"Michael Wilson","WR","ARI","NE","4400","0.6%","0.9%","1.0%","5400","2.3%"
"Rashod Bateman","WR","BAL","@NYG","4400","0.3%","0.4%","0.5%","5800","0.5%"
"Tyjae Spears","RB","TEN","CIN","4300","0.1%","0.2%","0.3%","5400","0.3%"
"Sean Tucker","RB","TB","@LAC","4300","0.0%","0.0%","0.0%","5600","0.0%"
"Dameon Pierce","RB","HOU","MIA","4300","0.0%","0.0%","0.0%","5000","0.0%"
"Hunter Henry","TE","NE","@ARI","4300","13.4%","13.8%","14.1%","5000","31.1%"
"Tim Patrick","WR","DET","BUF","4300","0.5%","0.5%","0.5%","5300","0.5%"
"Allen Lazard","WR","NYJ","@JAX","4300","0.1%","0.2%","0.3%","5000","0.3%"
"Jamaal Williams","RB","NO","WAS","4200","0.0%","0.0%","0.0%","4600","0.0%"
"Hassan Haskins","RB","LAC","TB","4200","0.0%","0.0%","0.0%","4800","0.0%"
"Devaughn Vele","WR","DEN","IND","4200","1.9%","2.4%","2.8%","5400","0.9%"
"Mark Andrews","TE","BAL","@NYG","4100","0.5%","0.7%","0.8%","6300","0.5%"
"Parker Washington","WR","JAX","NYJ","4100","0.3%","0.6%","0.9%","5500","0.5%"
"Darius Slayton","WR","NYG","BAL","4100","0.1%","0.2%","0.3%","5100","0.3%"
"Samaje Perine","RB","KC","@CLE","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Chris Rodriguez Jr.","RB","WAS","@NO","4000","0.0%","0.0%","0.0%","5100","0.0%"
"Dare Ogunbowale","RB","HOU","MIA","4000","0.0%","0.0%","0.0%","4700","0.0%"
"Trey Sermon","RB","IND","@DEN","4000","0.0%","0.0%","0.0%","4600","0.0%"
"Tyler Goodson","RB","IND","@DEN","4000","0.0%","0.0%","0.0%","4700","0.0%"
"Cordarrelle Patterson","RB","PIT","@PHI","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Pierre Strong Jr.","RB","CLE","KC","4000","0.0%","0.0%","0.0%","4600","0.0%"
"JaMycal Hasty","RB","NE","@ARI","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Hunter Luepke","RB","DAL","@CAR","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Alec Ingold","RB","MIA","@HOU","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Carson Steele","RB","KC","@CLE","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Michael Burton","RB","DEN","IND","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Eric Gray","RB","NYG","BAL","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Patrick Ricard","RB","BAL","@NYG","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Julius Chestnut","RB","TEN","CIN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"DeeJay Dallas","RB","ARI","NE","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Mike Boone","RB","CAR","DAL","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Craig Reynolds","RB","DET","BUF","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Will Shipley","RB","PHI","PIT","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Keilan Robinson","RB","JAX","NYJ","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Adam Prentice","RB","NO","WAS","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Zach Ertz","TE","WAS","@NO","4000","7.9%","9.0%","9.8%","5200","12.1%"
"Sterling Shepard","WR","TB","@LAC","4000","1.8%","2.6%","3.1%","5800","0.5%"
"Marvin Mims Jr.","WR","DEN","IND","4000","0.3%","0.4%","0.5%","5300","0.5%"
"Adonai Mitchell","WR","IND","@DEN","4000","0.0%","0.0%","0.0%","5100","0.0%"
"Ravens ","DST","BAL","@NYG","3900","17.7%","16.9%","16.4%","5000","15.2%"
"Pat Freiermuth","TE","PIT","@PHI","3900","0.3%","0.7%","1.0%","5300","0.5%"
"Jalen Tolbert","WR","DAL","@CAR","3900","0.1%","0.2%","0.3%","5200","0.3%"
"David Moore","WR","CAR","DAL","3900","0.1%","0.2%","0.3%","5200","0.3%"
"John Metchie III","WR","HOU","MIA","3900","0.1%","0.2%","0.3%","4900","0.3%"
"Jake Ferguson","TE","DAL","@CAR","3800","4.5%","4.9%","5.2%","5400","1.5%"
"Andrei Iosivas","WR","CIN","@TEN","3800","0.1%","0.2%","0.3%","5600","0.3%"
"Mack Hollins","WR","BUF","@DET","3800","0.0%","0.0%","0.0%","5600","0.0%"
"Mike Williams","WR","PIT","@PHI","3800","0.0%","0.0%","0.0%","5300","0.3%"
"Chiefs ","DST","KC","@CLE","3700","2.7%","3.4%","3.8%","4600","6.5%"
"Jalen McMillan","WR","TB","@LAC","3700","2.2%","2.4%","2.5%","5500","0.5%"
"Jalen Coker","WR","CAR","DAL","3700","0.0%","0.0%","0.0%","4900","0.0%"
"JuJu Smith-Schuster","WR","KC","@CLE","3700","0.0%","0.0%","0.0%","5100","0.0%"
"Isaiah Likely","TE","BAL","@NYG","3600","0.1%","0.2%","0.3%","5800","0.3%"
"Kendrick Bourne","WR","NE","@ARI","3600","0.1%","0.4%","0.6%","5000","0.3%"
"Calvin Austin III","WR","PIT","@PHI","3600","0.2%","0.3%","0.4%","5600","0.3%"
"KaVontae Turpin","WR","DAL","@CAR","3600","0.0%","0.0%","0.0%","5000","0.0%"
"Curtis Samuel","WR","BUF","@DET","3600","0.0%","0.0%","0.0%","5300","0.0%"
"Bengals ","DST","CIN","@TEN","3500","0.5%","1.0%","1.4%","4000","7.2%"
"Mike Gesicki","TE","CIN","@TEN","3500","0.1%","0.2%","0.3%","5100","0.3%"
"Grant Calcaterra","TE","PHI","PIT","3500","0.1%","0.2%","0.3%","4900","0.3%"
"Kayshon Boutte","WR","NE","@ARI","3500","2.9%","3.8%","4.5%","5000","1.1%"
"Van Jefferson","WR","PIT","@PHI","3500","0.1%","0.2%","0.3%","5000","0.3%"
"Cedrick Wilson Jr.","WR","NO","WAS","3500","0.0%","0.0%","0.0%","4800","0.0%"
"Commanders ","DST","WAS","@NO","3400","2.2%","2.4%","2.6%","4700","1.3%"
"Juwan Johnson","TE","NO","WAS","3400","3.8%","5.5%","6.6%","5500","0.5%"
"Dawson Knox","TE","BUF","@DET","3400","0.0%","0.0%","0.0%","5100","0.0%"
"Tyler Boyd","WR","TEN","CIN","3400","0.4%","0.5%","0.5%","4800","0.3%"
"Troy Franklin","WR","DEN","IND","3400","0.1%","0.2%","0.3%","5100","0.3%"
"Justin Watson","WR","KC","@CLE","3400","0.0%","0.0%","0.0%","4900","0.0%"
"Texans ","DST","HOU","MIA","3300","0.1%","0.2%","0.3%","4100","0.7%"
"Dalton Schultz","TE","HOU","MIA","3300","10.1%","10.8%","11.3%","5300","1.0%"
"Luke Schoonmaker","TE","DAL","@CAR","3300","0.0%","0.0%","0.0%","4800","0.0%"
"Nelson Agholor","WR","BAL","@NYG","3300","0.0%","0.0%","0.0%","5100","0.0%"
"Josh Reynolds","WR","JAX","NYJ","3300","0.0%","0.0%","0.0%","4500","0.0%"
"Jonathan Mingo","WR","DAL","@CAR","3300","0.0%","0.0%","0.0%","4600","0.0%"
"Jahan Dotson","WR","PHI","PIT","3300","0.0%","0.0%","0.0%","4700","0.0%"
"DJ Chark","WR","LAC","TB","3300","0.0%","0.0%","0.0%","4200","0.0%"
"Broncos ","DST","DEN","IND","3200","2.7%","2.5%","2.3%","4800","0.5%"
"Noah Gray","TE","KC","@CLE","3200","0.5%","0.4%","0.4%","5400","0.3%"
"Austin Hooper","TE","NE","@ARI","3200","0.1%","0.2%","0.3%","4900","0.3%"
"Michael Woods II","WR","CLE","KC","3200","0.7%","1.5%","2.0%","4600","1.1%"
"Olamide Zaccheaus","WR","WAS","@NO","3200","0.7%","1.2%","1.5%","4800","0.3%"
"Kevin Austin Jr.","WR","NO","WAS","3200","0.1%","0.2%","0.3%","4700","0.3%"
"Tylan Wallace","WR","BAL","@NYG","3200","0.0%","0.0%","0.0%","4900","0.0%"
"Trey Palmer","WR","TB","@LAC","3200","0.0%","0.0%","0.0%","4800","0.0%"
"Eagles ","DST","PHI","PIT","3100","9.1%","9.1%","9.1%","4500","3.3%"
"Ja'Tavion Sanders","TE","CAR","DAL","3100","0.1%","0.2%","0.3%","4700","0.3%"
"Dyami Brown","WR","WAS","@NO","3100","10.8%","9.8%","9.2%","4900","0.8%"
"Luke McCaffrey","WR","WAS","@NO","3100","0.0%","0.0%","0.0%","4700","0.0%"
"Greg Dortch","WR","ARI","NE","3100","0.0%","0.0%","0.0%","4700","0.0%"
"Ja'Lynn Polk","WR","NE","@ARI","3100","0.0%","0.0%","0.0%","4600","0.0%"
"Jamari Thrash","WR","CLE","KC","3100","0.0%","0.0%","0.0%","4200","0.0%"
"Jalin Hyatt","WR","NYG","BAL","3100","0.0%","0.0%","0.0%","4500","0.0%"
"Tim Jones","WR","JAX","NYJ","3100","0.0%","0.0%","0.0%","4600","0.0%"
"Cardinals ","DST","ARI","NE","3000","14.4%","12.7%","11.6%","4400","4.2%"
"Jets ","DST","NYJ","@JAX","3000","7.9%","7.4%","7.1%","4900","0.5%"
"Foster Moreau","TE","NO","WAS","3000","0.1%","0.2%","0.3%","5000","0.3%"
"Tommy Tremble","TE","CAR","DAL","3000","0.0%","0.0%","0.0%","4900","0.0%"
"Devin Duvernay","WR","JAX","NYJ","3000","0.1%","0.2%","0.3%","4700","0.3%"
"Lil'Jordan Humphrey","WR","DEN","IND","3000","0.0%","0.1%","0.1%","4800","0.0%"
"Derius Davis","WR","LAC","TB","3000","0.0%","0.1%","0.1%","4400","0.0%"
"Ryan Miller","WR","TB","@LAC","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Rakim Jarrett","WR","TB","@LAC","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Malik Washington","WR","MIA","@HOU","3000","0.0%","0.0%","0.0%","4300","0.2%"
"Robert Woods","WR","HOU","MIA","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Velus Jones Jr.","WR","CAR","DAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bryce Oliver","WR","TEN","CIN","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Dante Pettis","WR","NO","WAS","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Jermaine Burton","WR","CIN","@TEN","3000","0.0%","0.0%","0.0%","4600","0.0%"
"Deven Thompkins","WR","CAR","DAL","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Grant DuBose","WR","MIA","@HOU","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Xavier Hutchinson","WR","HOU","MIA","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Xavier Gipson","WR","NYJ","@JAX","3000","0.0%","0.0%","0.0%","4500","0.0%"
"Laviska Shenault Jr.","WR","LAC","TB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Scotty Miller","WR","PIT","@PHI","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Ryan Flournoy","WR","DAL","@CAR","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Dee Eskridge","WR","MIA","@HOU","3000","0.0%","0.0%","0.0%","4000","0.0%"
"James Proche II","WR","CLE","KC","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Isaiah Williams","WR","CIN","@TEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jamison Crowder","WR","WAS","@NO","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Johnny Wilson","WR","PHI","PIT","3000","0.0%","0.0%","0.0%","4800","0.0%"
"Ainias Smith","WR","PHI","PIT","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Ben Skowronek","WR","PIT","@PHI","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Zay Jones","WR","ARI","NE","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Allen Robinson II","WR","DET","BUF","3000","0.0%","0.0%","0.0%","4300","0.0%"
"Nikko Remigio","WR","KC","@CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"River Cracraft","WR","MIA","@HOU","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Joshua Cephus","WR","JAX","NYJ","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Devontez Walker","WR","BAL","@NYG","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Mason Kinsey","WR","TEN","CIN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Zach Pascal","WR","ARI","NE","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Laquon Treadwell","WR","IND","@DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Chargers ","DST","LAC","TB","2900","1.9%","3.1%","3.8%","4100","1.4%"
"Lions ","DST","DET","BUF","2900","0.1%","0.2%","0.3%","4000","0.4%"
"Chig Okonkwo","TE","TEN","CIN","2900","0.5%","1.4%","2.0%","4900","0.3%"
"Brock Wright","TE","DET","BUF","2900","0.0%","0.0%","0.0%","4300","0.0%"
"Jalen Brooks","WR","DAL","@CAR","2900","0.0%","0.0%","0.0%","4500","0.0%"
"Cowboys ","DST","DAL","@CAR","2800","1.2%","1.8%","2.2%","3700","5.0%"
"Steelers ","DST","PIT","@PHI","2800","0.5%","0.6%","0.7%","4300","0.3%"
"Daniel Bellinger","TE","NYG","BAL","2800","0.0%","0.0%","0.0%","4800","0.0%"
"Panthers ","DST","CAR","DAL","2700","6.4%","6.8%","7.1%","3400","16.8%"
"Jaguars ","DST","JAX","NYJ","2700","1.1%","1.4%","1.7%","3300","10.3%"
"Jordan Akins","TE","CLE","KC","2700","13.9%","13.4%","13.0%","4800","2.1%"
"Darnell Washington","TE","PIT","@PHI","2700","0.0%","0.0%","0.0%","4600","0.0%"
"Buccaneers ","DST","TB","@LAC","2600","1.7%","1.9%","2.1%","3800","0.7%"
"Bills ","DST","BUF","@DET","2600","0.0%","0.0%","0.1%","3900","0.0%"
"Stone Smartt","TE","LAC","TB","2600","32.1%","28.0%","25.2%","4500","10.2%"
"Tanner Hudson","TE","CIN","@TEN","2600","0.0%","0.0%","0.0%","4500","0.0%"
"Brevyn Spann-Ford","TE","DAL","@CAR","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Dolphins ","DST","MIA","@HOU","2500","4.0%","4.3%","4.4%","3800","1.1%"
"Colts ","DST","IND","@DEN","2500","1.0%","1.6%","2.0%","3700","0.8%"
"Brenton Strange","TE","JAX","NYJ","2500","23.2%","20.4%","18.6%","4600","4.7%"
"Cade Stover","TE","HOU","MIA","2500","0.0%","0.0%","0.0%","4700","0.0%"
"Tucker Fisk","TE","LAC","TB","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Elijah Higgins","TE","ARI","NE","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Josh Whyle","TE","TEN","CIN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Lucas Krull","TE","DEN","IND","2500","0.0%","0.0%","0.0%","4700","0.0%"
"Nick Vannett","TE","TEN","CIN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Adam Trautman","TE","DEN","IND","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Kenny Yeboah","TE","NYJ","@JAX","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Mo Alie-Cox","TE","IND","@DEN","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Blake Whiteheart","TE","CLE","KC","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Drew Sample","TE","CIN","@TEN","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Julian Hill","TE","MIA","@HOU","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Drew Ogletree","TE","IND","@DEN","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Nate Adkins","TE","DEN","IND","2500","0.0%","0.0%","0.0%","4600","0.0%"
"Jeremy Ruckert","TE","NYJ","@JAX","2500","0.0%","0.0%","0.0%","4000","0.0%"
