"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Khalil Shakir","BUF","@LA","WR","5900","14.6","-0.1","11.7","11.1","36869908","5.2","27.1"
"Jameis Winston","CLE","@PIT","QB","5400","16.7","-0.1","5.2","4.3","36869611","8.3","26.6"
"Evan Engram","JAX","@TEN","TE","4800","12.4","-0.1","10.3","9.6","36870276","4.7","21.8"
"Cooper Kupp","LA","BUF","WR","7000","16.8","-0.1","11.0","12.0","36869886","6.3","30.4"
"Russell Wilson","PIT","CLE","QB","5900","18.1","-0.1","2.3","1.7","36869605","9.3","28.2"
"Deebo Samuel Sr.","SF","CHI","WR","5900","14.6","-0.1","8.9","8.9","36869906","4.3","28.8"
"DK Metcalf","SEA","@ARI","WR","6200","15.2","-0.1","10.7","9.3","36869900","4.9","28.8"
"Dolphins ","MIA","NYJ","DST","3200","7.3","-0.1","3.7","1.5","36870483","1.5","14.3"
"Keenan Allen","CHI","@SF","WR","5600","13.9","-0.2","10.2","10.3","36869920","4.7","26.1"
"Falcons ","ATL","@MIN","DST","2500","5.8","-0.2","3.3","2.3","36870493","0.0","12.8"
"D'Andre Swift","CHI","@SF","RB","5700","14.0","-0.3","15.7","13.3","36869702","4.9","25.8"
"Matthew Stafford","LA","BUF","QB","5700","17.4","-0.3","3.5","2.5","36869607","8.7","27.4"
"Browns ","CLE","@PIT","DST","2400","5.5","-0.3","4.0","5.6","36870494","-0.2","12.3"
"De'Von Achane","MIA","NYJ","RB","8200","18.8","-0.4","5.5","5.5","36869668","7.2","33.4"
"Jonnu Smith","MIA","NYJ","TE","5300","13.1","-0.4","9.6","6.1","36870270","4.6","24.1"
"Aaron Jones","MIN","ATL","RB","6500","15.5","-0.4","7.1","3.3","36869690","5.3","28.5"
"Raiders ","LV","@TB","DST","2300","5.1","-0.4","3.1","1.9","36870496","-0.5","11.9"
"Elijah Moore","CLE","@PIT","WR","4800","12.0","-0.5","11.0","10.8","36869944","3.8","23.3"
"T.J. Hockenson","MIN","ATL","TE","4300","11.0","-0.5","16.1","19.7","36870284","3.4","20.8"
"Brock Purdy","SF","CHI","QB","6200","18.7","-0.5","4.8","3.1","36869602","10.0","28.7"
"Buccaneers ","TB","LV","DST","3600","7.6","-0.5","0.5","0.3","36870479","1.7","14.9"
"Tyrone Tracy Jr.","NYG","NO","RB","5800","13.9","-0.6","8.1","5.0","36869700","5.0","26.1"
"Seahawks ","SEA","@ARI","DST","2800","5.9","-0.6","0.3","0.1","36870488","0.3","12.8"
"Drew Lock","NYG","NO","QB","4700","13.9","-0.7","1.8","1.9","36869621","6.6","22.4"
"Aaron Rodgers","NYJ","@MIA","QB","5300","15.8","-0.7","1.2","0.4","36869612","7.8","25.1"
"Jalen Hurts","PHI","CAR","QB","7800","23.3","-0.7","4.6","4.0","36869599","12.1","37.0"
"Vikings ","MIN","ATL","DST","3400","7.0","-0.8","2.1","2.4","36870481","1.2","14.1"
"Giants ","NYG","NO","DST","2600","5.4","-0.8","0.6","0.1","36870491","0.0","12.0"
"George Pickens","PIT","CLE","WR","6800","15.5","-1.0","6.1","5.8","36869890","4.7","29.7"
"Rams ","LA","BUF","DST","2500","5.0","-1.0","0.1","0.4","36870492","-0.6","11.7"
"Kyren Williams","LA","BUF","RB","7300","16.3","-1.1","1.5","0.3","36869678","5.9","29.7"
"Tua Tagovailoa","MIA","NYJ","QB","6300","18.4","-1.1","3.1","1.8","36869601","9.5","28.4"
"Darnell Mooney","ATL","@MIN","WR","5500","12.7","-1.2","6.7","3.8","36869924","3.9","24.7"
"Sterling Shepard","TB","LV","WR","4000","9.6","-1.3","4.5","3.7","36869974","2.3","20.3"
"Bills ","BUF","@LA","DST","3300","6.2","-1.3","0.3","0.1","36870482","0.5","13.3"
"Jets ","NYJ","@MIA","DST","2700","5.1","-1.3","0.8","0.1","36870489","-0.3","11.8"
"Josh Allen","BUF","@LA","QB","8000","23.2","-1.5","2.0","0.4","36869598","12.7","35.2"
"Brian Thomas Jr.","JAX","@TEN","WR","5800","13.0","-1.5","4.1","1.8","36869910","3.9","25.9"
"Malik Nabers","NYG","NO","WR","6900","15.2","-1.5","8.1","7.6","36869888","5.8","28.6"
"Garrett Wilson","NYJ","@MIA","WR","6600","14.6","-1.5","3.0","1.0","36869894","5.2","26.9"
"Marvin Harrison Jr.","ARI","SEA","WR","6000","13.3","-1.6","8.0","4.7","36869904","3.8","26.1"
"Kirk Cousins","ATL","@MIN","QB","5500","15.4","-1.6","2.2","1.2","36869609","7.5","24.8"
"Derek Carr","NO","@NYG","QB","5100","14.3","-1.6","1.7","0.8","36869614","6.8","22.7"
"David Moore","CAR","@PHI","WR","4000","9.2","-1.7","3.1","2.3","36869972","2.3","18.8"
"Rome Odunze","CHI","@SF","WR","5000","11.2","-1.7","1.6","0.7","36869940","3.1","22.5"
"Mac Jones","JAX","@TEN","QB","5000","13.9","-1.7","0.6","0.3","36869616","6.6","22.3"
"Jordan Addison","MIN","ATL","WR","5300","11.8","-1.7","8.9","7.7","36869930","3.1","24.1"
"Juwan Johnson","NO","@NYG","TE","3400","8.0","-1.7","14.0","15.0","36870298","1.9","16.3"
"George Kittle","SF","CHI","TE","5800","12.7","-1.8","3.0","1.6","36870268","3.9","23.8"
"Amari Cooper","BUF","@LA","WR","5100","11.2","-1.9","0.6","0.3","36869934","2.7","23.0"
"DJ Moore","CHI","@SF","WR","6100","13.1","-1.9","3.9","2.5","36869902","4.3","25.3"
"A.J. Brown","PHI","CAR","WR","8100","17.1","-1.9","2.1","0.9","36869876","5.7","31.5"
"Panthers ","CAR","@PHI","DST","2200","3.4","-2.0","0.2","0.1","36870497","-1.7","9.6"
"Cole Kmet","CHI","@SF","TE","3700","8.0","-2.3","4.7","3.5","36870292","2.0","15.9"
"Rachaad White","TB","LV","RB","5300","11.2","-2.3","4.6","2.6","36869710","3.1","22.7"
"Chuba Hubbard","CAR","@PHI","RB","6200","12.9","-2.4","2.2","0.9","36869694","4.6","23.9"
"Nick Westbrook-Ikhine","TEN","JAX","WR","4700","9.9","-2.4","7.0","6.0","36869948","2.2","20.2"
"James Cook","BUF","@LA","RB","7400","15.2","-2.5","1.1","0.3","36869676","5.1","28.6"
"Dawson Knox","BUF","@LA","TE","3900","8.2","-2.5","0.7","0.3","36870288","1.7","16.6"
"Bryce Young","CAR","@PHI","QB","5200","13.6","-2.5","0.5","0.3","36869613","6.4","21.8"
"DeVonta Smith","PHI","CAR","WR","5800","12.0","-2.5","2.2","1.5","36869912","3.4","23.3"
"Adam Thielen","CAR","@PHI","WR","5300","10.8","-2.7","0.5","0.3","36869928","3.3","20.8"
"Foster Moreau","NO","@NYG","TE","3100","6.5","-2.7","2.5","3.0","36870306","1.1","13.6"
"Tyler Conklin","NYJ","@MIA","TE","2900","6.0","-2.8","6.1","5.8","36870312","1.1","12.4"
"Michael Wilson","ARI","SEA","WR","4100","8.3","-2.9","6.5","5.8","36869968","1.7","17.4"
"Tyreek Hill","MIA","NYJ","WR","7100","14.1","-2.9","1.6","0.8","36869884","4.3","27.6"
"Jaylen Warren","PIT","CLE","RB","5500","11.0","-2.9","1.5","0.5","36869706","3.2","22.3"
"Pat Freiermuth","PIT","CLE","TE","3800","7.7","-2.9","2.5","1.8","36870290","1.6","15.4"
"Noah Fant","SEA","@ARI","TE","3600","7.2","-2.9","0.5","0.3","36870294","1.6","14.6"
"Chig Okonkwo","TEN","JAX","TE","3000","6.1","-2.9","2.9","2.1","36870310","1.0","12.8"
"Jaylen Waddle","MIA","NYJ","WR","5400","10.7","-3.0","1.2","0.3","36869926","2.7","22.0"
"Wan'Dale Robinson","NYG","NO","WR","4800","9.4","-3.1","1.6","0.5","36869946","3.0","18.8"
"Xavier Legette","CAR","@PHI","WR","4900","9.5","-3.2","0.5","0.3","36869942","2.4","19.4"
"Josh Oliver","MIN","ATL","TE","2700","5.1","-3.2","1.0","1.0","36870322","0.6","11.3"
"Travis Etienne Jr.","JAX","@TEN","RB","5600","10.8","-3.3","0.5","0.3","36869704","3.3","21.2"
"Grant Calcaterra","PHI","CAR","TE","3500","6.7","-3.3","2.4","1.3","36870296","1.2","13.8"
"Ray-Ray McCloud III","ATL","@MIN","WR","4500","8.6","-3.4","1.6","1.5","36869956","2.1","17.9"
"Kyle Pitts","ATL","@MIN","TE","4100","7.7","-3.4","1.0","0.4","36870286","1.6","15.8"
"Kevin Austin Jr.","NO","@NYG","WR","3300","5.9","-3.7","2.0","3.5","36870002","0.7","13.7"
"Tyler Lockett","SEA","@ARI","WR","4300","7.9","-3.7","0.5","0.3","36869964","1.6","16.6"
"Darnell Washington","PIT","CLE","TE","2800","4.8","-3.8","0.1","0.1","36870318","0.4","10.8"
"Jalen McMillan","TB","LV","WR","3500","6.2","-3.8","0.5","0.2","36869990","0.7","14.5"
"Marquez Valdes-Scantling","NO","@NYG","WR","4600","8.3","-3.9","2.5","2.1","36869952","1.3","18.0"
"Michael Woods II","CLE","@PIT","WR","3000","4.9","-4.0","0.6","0.5","36870162","0.3","11.5"
"Parker Washington","JAX","@TEN","WR","4400","7.8","-4.0","0.5","0.3","36869960","1.6","16.1"
"Calvin Austin III","PIT","CLE","WR","3300","5.6","-4.0","1.6","2.0","36870000","0.4","13.0"
"Tyler Boyd","TEN","JAX","WR","3600","6.1","-4.0","1.2","1.1","36869984","1.0","13.3"
"Michael Mayer","LV","@TB","TE","2700","4.2","-4.2","0.0","0.0","36870320","0.2","9.7"
"Demarcus Robinson","LA","BUF","WR","4200","7.1","-4.2","0.5","0.3","36869966","1.1","15.4"
"Tre Tucker","LV","@TB","WR","4600","7.8","-4.3","0.8","0.3","36869950","1.4","17.2"
"Jordan Akins","CLE","@PIT","TE","2900","4.2","-4.5","0.0","0.0","36870314","0.3","9.8"
"Daniel Bellinger","NYG","NO","TE","2700","3.9","-4.5","0.0","0.0","36870324","0.2","9.2"
"Devin Duvernay","JAX","@TEN","WR","3000","4.4","-4.6","0.1","0.4","36870086","0.3","10.5"
"Darius Slayton","NYG","NO","WR","4300","6.9","-4.6","0.3","0.1","36869962","1.2","15.6"
"Elijah Higgins","ARI","SEA","TE","2500","3.3","-4.7","0.0","0.0","36870370","0.0","8.3"
"Tommy Tremble","CAR","@PHI","TE","3000","4.2","-4.8","0.2","0.1","36870308","0.4","9.3"
"Malik Washington","MIA","NYJ","WR","3000","4.2","-4.8","0.0","0.0","36870246","0.0","11.3"
"Jerome Ford","CLE","@PIT","RB","4900","7.8","-4.9","0.5","0.3","36869722","1.9","16.4"
"Brenton Strange","JAX","@TEN","TE","2500","3.1","-4.9","0.3","0.1","36870378","0.0","7.6"
"Jeremy Ruckert","NYJ","@MIA","TE","2500","3.0","-5.0","0.0","0.0","36870334","0.0","7.2"
"Jalen Nailor","MIN","ATL","WR","3400","4.6","-5.1","0.0","0.0","36869996","0.1","11.5"
"Tank Bigsby","JAX","@TEN","RB","5100","8.0","-5.2","0.5","0.3","36869716","1.8","16.9"
"Ameer Abdullah","LV","@TB","RB","4700","7.2","-5.2","3.3","2.5","36869732","1.6","15.1"
"Julian Hill","MIA","NYJ","TE","2500","2.7","-5.2","0.0","0.0","36870468","0.0","7.1"
"Van Jefferson","PIT","CLE","WR","3200","4.1","-5.2","0.1","0.0","36870008","0.0","10.4"
"Alexander Mattison","LV","@TB","RB","5100","7.8","-5.3","0.5","0.3","36869714","1.8","16.6"
"Odell Beckham Jr.","MIA","NYJ","WR","3100","3.9","-5.3","0.0","0.0","36870016","0.0","9.9"
"Josh Whyle","TEN","JAX","TE","2500","2.7","-5.3","0.0","0.0","36870390","0.0","6.9"
"Isaiah Davis","NYJ","@MIA","RB","4000","5.5","-5.4","0.4","0.1","36869862","0.9","12.6"
"Tyjae Spears","TEN","JAX","RB","4400","6.3","-5.4","0.3","0.1","36869744","1.2","14.2"
"Sincere McCormick","LV","@TB","RB","4600","6.6","-5.5","1.0","0.7","36869736","1.2","14.8"
"Tutu Atwell","LA","BUF","WR","3400","4.3","-5.5","0.0","0.0","36869994","0.0","10.9"
"Davis Allen","LA","BUF","TE","2600","2.7","-5.5","0.1","0.0","36870326","0.0","6.9"
"Jonathon Brooks","CAR","@PHI","RB","4700","6.7","-5.6","0.3","0.1","36869730","1.4","14.5"
"Terrace Marshall Jr.","LV","@TB","WR","3000","3.4","-5.6","0.0","0.0","36870130","0.0","8.6"
"Nick Chubb","CLE","@PIT","RB","5900","8.9","-5.8","0.5","0.3","36869698","2.2","18.3"
"AJ Barner","SEA","@ARI","TE","3100","3.4","-5.8","0.0","0.0","36870304","0.0","8.2"
"Colby Parkinson","LA","BUF","TE","2800","2.7","-5.9","0.0","0.0","36870316","0.0","6.9"
"Kendre Miller","NO","@NYG","RB","4000","5.1","-5.9","0.3","0.1","36869838","0.5","12.7"
"Allen Lazard","NYJ","@MIA","WR","4400","5.8","-5.9","0.3","0.1","36869958","0.7","13.2"
"Ja'Tavion Sanders","CAR","@PHI","TE","3300","3.6","-6.0","0.3","0.0","36870300","0.2","8.2"
"Cam Akers","MIN","ATL","RB","4600","6.1","-6.0","0.3","0.1","36869734","0.9","14.4"
"Quintin Morris","BUF","@LA","TE","2500","1.9","-6.1","0.0","0.0","36870358","0.0","5.7"
"Cedrick Wilson Jr.","NO","@NYG","WR","3700","4.3","-6.1","0.0","0.0","36869980","0.1","10.5"
"Nick Vannett","TEN","JAX","TE","2500","1.9","-6.1","0.0","0.0","36870388","0.0","5.4"
"Luke Farrell","JAX","@TEN","TE","2500","1.8","-6.2","0.0","0.0","36870380","0.0","5.1"
"Keon Coleman","BUF","@LA","WR","5000","6.6","-6.3","0.3","0.1","36869938","0.8","14.8"
"Chris Manhertz","NYG","NO","TE","2600","1.9","-6.3","0.0","0.0","36870328","0.0","5.6"
"Greg Dortch","ARI","SEA","WR","3200","3.0","-6.4","0.0","0.0","36870010","0.0","8.2"
"Durham Smythe","MIA","NYJ","TE","2500","1.6","-6.4","0.0","0.0","36870470","0.0","4.8"
"MyCole Pruitt","PIT","CLE","TE","2500","1.6","-6.4","0.0","0.0","36870416","0.0","4.9"
"Ricky Pearsall","SF","CHI","WR","4500","5.5","-6.4","0.3","0.1","36869954","0.5","12.9"
"Mack Hollins","BUF","@LA","WR","3500","3.3","-6.6","0.1","0.1","36869988","0.0","8.9"
"Hunter Long","LA","BUF","TE","2500","1.4","-6.6","0.0","0.0","36870354","0.0","4.3"
"Devin Singletary","NYG","NO","RB","4800","5.7","-6.8","0.3","0.1","36869726","1.0","13.5"
"Patrick Taylor Jr.","SF","CHI","RB","4000","4.1","-6.8","0.0","0.0","36869766","0.2","10.4"
"Kyle Juszczyk","SF","CHI","RB","4000","4.1","-6.8","0.0","0.0","36869764","0.3","9.8"
"Zay Jones","ARI","SEA","WR","3000","2.1","-6.9","0.0","0.0","36870076","0.0","6.1"
"Charlie Woerner","ATL","@MIN","TE","2500","1.1","-6.9","0.0","0.0","36870456","0.0","3.7"
"Dante Pettis","NO","@NYG","WR","3100","2.2","-7.0","0.0","0.0","36870014","0.0","6.4"
"Eric Saubert","SF","CHI","TE","2500","0.8","-7.1","0.0","0.0","36870336","0.0","3.0"
"Tyler Allgeier","ATL","@MIN","RB","4500","4.7","-7.2","0.0","0.0","36869738","0.6","11.5"
"Travis Homer","CHI","@SF","RB","4000","3.7","-7.2","0.0","0.0","36869768","0.2","9.4"
"Blake Corum","LA","BUF","RB","4200","4.1","-7.2","0.0","0.0","36869754","0.3","10.6"
"Raheem Mostert","MIA","NYJ","RB","4900","5.5","-7.2","0.3","0.1","36869724","0.6","12.9"
"Jahan Dotson","PHI","CAR","WR","3500","2.7","-7.2","0.0","0.0","36869992","0.0","7.5"
"Harrison Bryant","LV","@TB","TE","2500","0.6","-7.3","0.0","0.0","36870408","0.0","2.4"
"Tyler Johnson","LA","BUF","WR","3000","1.7","-7.3","0.0","0.0","36870048","0.0","5.0"
"Tip Reiman","ARI","SEA","TE","2500","0.6","-7.4","0.0","0.0","36870372","0.0","2.3"
"Curtis Samuel","BUF","@LA","WR","3900","3.4","-7.4","0.1","0.0","36869976","0.0","9.0"
"Pharaoh Brown","SEA","@ARI","TE","2500","0.6","-7.4","0.0","0.0","36870362","0.0","2.4"
"C.J. Uzomah","PHI","CAR","TE","2500","0.5","-7.5","0.0","0.0","36870434","0.0","1.9"
"E.J. Jenkins","PHI","CAR","TE","2500","0.5","-7.5","0.0","0.0","36870436","0.0","1.9"
"Ty Johnson","BUF","@LA","RB","4100","3.6","-7.6","0.0","0.0","36869752","0.1","9.2"
"Johnny Mundt","MIN","ATL","TE","2600","0.6","-7.6","0.0","0.0","36870330","0.0","2.3"
"Payne Durham","TB","LV","TE","2500","0.3","-7.6","0.0","0.0","36870396","0.0","1.3"
"Zach Davidson","BUF","@LA","TE","2500","0.3","-7.7","0.0","0.0","36870360","0.0","1.2"
"Feleipe Franks","CAR","@PHI","TE","2500","0.3","-7.7","0.0","0.0","36870426","0.0","1.0"
"Blake Whiteheart","CLE","@PIT","TE","2500","0.3","-7.7","0.0","0.0","36870420","0.0","1.2"
"Dallin Holker","NO","@NYG","TE","2500","0.3","-7.7","0.0","0.0","36870442","0.0","1.0"
"Malachi Corley","NYJ","@MIA","WR","3000","1.2","-7.7","0.0","0.0","36870232","0.0","4.9"
"Kenny Yeboah","NYJ","@MIA","TE","2500","0.3","-7.7","0.0","0.0","36870462","0.0","1.2"
"Ben Skowronek","PIT","CLE","WR","3000","1.3","-7.7","0.0","0.0","36870142","0.0","4.3"
"Rakim Jarrett","TB","LV","WR","3000","1.2","-7.7","0.0","0.0","36870118","0.0","4.3"
"Ross Dwelley","ATL","@MIN","TE","2500","0.1","-7.8","0.0","0.0","36870458","0.0","0.5"
"Marcedes Lewis","CHI","@SF","TE","2500","0.1","-7.8","0.0","0.0","36870346","0.0","0.5"
"Gerald Everett","CHI","@SF","TE","2500","0.1","-7.8","0.0","0.0","36870344","0.0","0.5"
"Connor Heyward","PIT","CLE","TE","2500","0.1","-7.8","0.0","0.0","36870414","0.0","0.6"
"Brady Russell","SEA","@ARI","TE","2500","0.2","-7.8","0.0","0.0","36870364","0.0","0.6"
"Ko Kieft","TB","LV","TE","2500","0.2","-7.8","0.0","0.0","36870398","0.0","0.7"
"Emari Demercado","ARI","SEA","RB","4000","3.0","-7.9","0.0","0.0","36869786","0.0","7.7"
"Jamari Thrash","CLE","@PIT","WR","3100","1.2","-7.9","0.0","0.0","36870012","0.0","4.2"
"Jalin Hyatt","NYG","NO","WR","3300","1.7","-7.9","0.0","0.0","36870004","0.0","5.4"
"Greg Dulcich","NYG","NO","TE","2500","0.0","-8.0","0.0","0.0","36870438","0.0","0.0"
"Johnny Wilson","PHI","CAR","WR","3000","0.9","-8.0","0.0","0.0","36870174","0.0","3.5"
"Deven Thompkins","CAR","@PHI","WR","3000","0.9","-8.1","0.0","0.0","36870164","0.0","3.4"
"Jaylen Wright","MIA","NYJ","RB","4000","2.9","-8.1","0.0","0.0","36869760","0.0","8.2"
"Kenneth Gainwell","PHI","CAR","RB","5000","4.7","-8.2","0.0","0.0","36869718","0.4","12.2"
"Jake Bobo","SEA","@ARI","WR","3000","0.7","-8.2","0.0","0.0","36870064","0.0","2.8"
"Cody White","SEA","@ARI","WR","3000","0.7","-8.2","0.0","0.0","36870068","0.0","2.8"
"Trey Benson","ARI","SEA","RB","4500","3.6","-8.3","0.0","0.0","36869740","0.2","9.8"
"Kadarius Toney","CLE","@PIT","WR","3000","0.7","-8.3","0.0","0.0","36870160","0.0","3.0"
"KhaDarel Hodge","ATL","@MIN","WR","3000","0.6","-8.4","0.0","0.0","36870216","0.0","2.4"
"Trent Sherfield Sr.","MIN","ATL","WR","3000","0.6","-8.4","0.0","0.0","36870206","0.0","2.3"
"Brandon Powell","MIN","ATL","WR","3000","0.6","-8.4","0.0","0.0","36870204","0.0","2.2"
"Ray Davis","BUF","@LA","RB","5200","4.8","-8.5","0.0","0.0","36869712","0.5","12.0"
"Kenny McIntosh","SEA","@ARI","RB","4000","2.5","-8.5","0.0","0.0","36869782","0.0","7.0"
"Tim Jones","JAX","@TEN","WR","3200","0.7","-8.6","0.0","0.0","36870006","0.0","2.8"
"Dan Chisena","CAR","@PHI","WR","3000","0.2","-8.7","0.0","0.0","36870166","0.0","1.0"
"Elijah Cooks","JAX","@TEN","WR","3000","0.2","-8.7","0.0","0.0","36870088","0.0","1.0"
"Alex Bachman","LV","@TB","WR","3000","0.3","-8.7","0.0","0.0","36870140","0.0","1.1"
"Xavier Gipson","NYJ","@MIA","WR","3000","0.3","-8.7","0.0","0.0","36870230","0.0","1.1"
"Mike Williams","PIT","CLE","WR","3800","1.9","-8.7","0.0","0.0","36869978","0.0","5.8"
"Jaelon Darden","SEA","@ARI","WR","3000","0.3","-8.7","0.0","0.0","36870154","0.0","1.1"
"Ryan Miller","TB","LV","WR","3000","0.3","-8.7","0.0","0.0","36870020","0.0","1.2"
"Trey Palmer","TB","LV","WR","3400","1.1","-8.7","0.0","0.0","36869998","0.0","3.8"
"Zach Pascal","ARI","SEA","WR","3000","0.1","-8.8","0.0","0.0","36870080","0.0","0.5"
"DeAndre Carter","CHI","@SF","WR","3000","0.1","-8.8","0.0","0.0","36870034","0.0","0.5"
"Collin Johnson","CHI","@SF","WR","3000","0.1","-8.8","0.0","0.0","36870036","0.0","0.5"
"Jordan Whittington","LA","BUF","WR","3000","0.1","-8.8","0.0","0.0","36870018","0.0","0.6"
"Xavier Smith","LA","BUF","WR","3000","0.1","-8.8","0.0","0.0","36870050","0.0","0.5"
"River Cracraft","MIA","NYJ","WR","3000","0.1","-8.8","0.0","0.0","36870248","0.0","0.6"
"Ihmir Smith-Marsette","NYG","NO","WR","3000","0.1","-8.8","0.0","0.0","36870186","0.0","0.5"
"Bryce Ford-Wheaton","NYG","NO","WR","3000","0.1","-8.8","0.0","0.0","36870188","0.0","0.5"
"Chris Conley","SF","CHI","WR","3000","0.1","-8.8","0.0","0.0","36870022","0.0","0.5"
"Jacob Cowing","SF","CHI","WR","3000","0.1","-8.8","0.0","0.0","36870024","0.0","0.5"
"Jha'Quan Jackson","TEN","JAX","WR","3000","0.1","-8.8","0.0","0.0","36870106","0.0","0.5"
"Bryce Oliver","TEN","JAX","WR","3000","0.1","-8.8","0.0","0.0","36870104","0.0","0.5"
"Jamaal Williams","NO","@NYG","RB","4400","2.8","-8.9","0.0","0.0","36869742","0.0","7.6"
"Ainias Smith","PHI","CAR","WR","3000","0.1","-8.9","0.0","0.0","36870176","0.0","0.5"
"Alec Ingold","MIA","NYJ","RB","4000","1.9","-9.1","0.0","0.0","36869872","0.0","5.2"
"Cordarrelle Patterson","PIT","CLE","RB","4100","1.6","-9.5","0.0","0.0","36869756","0.0","5.0"
"Eric Gray","NYG","NO","RB","4000","1.0","-10.0","0.0","0.0","36869830","0.0","3.4"
"Sean Tucker","TB","LV","RB","4300","1.3","-10.3","0.0","0.0","36869748","0.0","4.3"
"Ty Chandler","MIN","ATL","RB","4000","0.6","-10.4","0.0","0.0","36869846","0.0","2.0"
"Pierre Strong Jr.","CLE","@PIT","RB","4000","0.5","-10.5","0.0","0.0","36869758","0.0","1.8"
"Adam Prentice","NO","@NYG","RB","4000","0.5","-10.5","0.0","0.0","36869844","0.0","1.9"
"Will Shipley","PHI","CAR","RB","4000","0.4","-10.5","0.0","0.0","36869826","0.0","1.6"
"Julius Chestnut","TEN","JAX","RB","4000","0.4","-10.5","0.0","0.0","36869796","0.0","1.7"
