"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Kyler Murray","QB","ARI","@MIN","20.4","31.4","218.4","1.27","0.69","5.1","31.0","0.23",,"0.0",
"James Conner","RB","ARI","@MIN",,"0.0",,,,"14.2","59.6","0.46","3.1","21.8","0.10"
"Emari Demercado","RB","ARI","@MIN",,"0.0",,,,"2.0","8.4","0.06","0.9","6.4","0.03"
"Trey Benson","RB","ARI","@MIN",,"0.0",,,,"5.2","21.7","0.14","0.5","3.4","0.01"
"Marvin Harrison Jr.","WR","ARI","@MIN",,"0.0",,,,"0.0","0.0","0.00","4.0","56.2","0.36"
"Greg Dortch","WR","ARI","@MIN",,"0.0",,,,"0.1","0.6","0.01","1.0","10.1","0.06"
"Zach Pascal","WR","ARI","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.0","0.6","0.00"
"Michael Wilson","WR","ARI","@MIN",,"0.0",,,,"0.0","0.0","0.00","2.8","36.9","0.21"
"Zay Jones","WR","ARI","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.9","10.5","0.06"
"Tip Reiman","TE","ARI","@MIN",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Elijah Higgins","TE","ARI","@MIN",,"0.0",,,,"0.0","0.0","0.00","1.3","12.4","0.10"
"Trey McBride","TE","ARI","@MIN",,"0.0",,,,"0.1","0.4","0.01","5.8","59.6","0.32"
"Kirk Cousins","QB","ATL","LAC","22.2","33.7","252.0","1.51","0.70","1.3","1.2","0.05",,"0.0",
"Bijan Robinson","RB","ATL","LAC",,"0.0",,,,"16.2","72.9","0.64","4.4","31.7","0.20"
"Avery Williams","RB","ATL","LAC",,"0.0",,,,"0.5","2.3","0.02",,"0.0",
"Tyler Allgeier","RB","ATL","LAC",,"0.0",,,,"7.9","35.0","0.25","0.7","4.9","0.03"
"Casey Washington","WR","ATL","LAC",,"0.0",,,,"0.0","0.0","0.00","0.1","0.7","0.00"
"Drake London","WR","ATL","LAC",,"0.0",,,,"0.0","0.0","0.00","5.6","72.1","0.43"
"KhaDarel Hodge","WR","ATL","LAC",,"0.0",,,,"0.0","0.0","0.00","0.2","2.9","0.02"
"Ray-Ray McCloud","WR","ATL","LAC",,"0.0",,,,"0.8","4.3","0.04","3.1","32.7","0.17"
"Darnell Mooney","WR","ATL","LAC",,"0.0",,,,"0.0","0.0","0.00","4.7","64.0","0.37"
"Ross Dwelley","TE","ATL","LAC",,"0.0",,,,"0.0","0.0","0.00","0.2","2.5","0.02"
"Kyle Pitts","TE","ATL","LAC",,"0.0",,,,"0.0","0.0","0.00","3.3","40.4","0.28"
"Lamar Jackson","QB","BAL","PHI","20.2","29.9","237.0","1.64","0.59","8.8","50.3","0.32",,"0.0",
"Justice Hill","RB","BAL","PHI",,"0.0",,,,"3.0","14.3","0.10","2.7","20.6","0.11"
"Derrick Henry","RB","BAL","PHI",,"0.0",,,,"18.6","96.8","0.93","0.8","6.8","0.03"
"Keaton Mitchell","RB","BAL","PHI",,"0.0",,,,"0.5","2.8","0.02","0.1","0.4","0.00"
"Patrick Ricard","RB","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","0.2","1.8","0.01"
"Zay Flowers","WR","BAL","PHI",,"0.0",,,,"0.5","3.3","0.04","5.1","68.9","0.42"
"Nelson Agholor","WR","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","0.9","12.4","0.09"
"Tylan Wallace","WR","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","0.5","6.6","0.05"
"Diontae Johnson","WR","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","0.9","11.6","0.09"
"Rashod Bateman","WR","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","2.9","43.1","0.27"
"Zaire Mitchell-Paden","TE","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","0.2","2.1","0.02"
"Mark Andrews","TE","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","3.1","34.4","0.33"
"Isaiah Likely","TE","BAL","PHI",,"0.0",,,,"0.0","0.0","0.00","2.7","28.3","0.22"
"Josh Allen","QB","BUF","SF","21.3","32.2","236.1","1.54","0.70","8.0","40.7","0.54",,"0.0",
"Ty Johnson","RB","BUF","SF",,"0.0",,,,"1.4","6.2","0.04","0.9","6.6","0.04"
"Ray Davis","RB","BUF","SF",,"0.0",,,,"5.0","21.6","0.13","0.7","5.6","0.03"
"James Cook","RB","BUF","SF",,"0.0",,,,"13.9","61.5","0.45","2.5","21.5","0.10"
"Amari Cooper","WR","BUF","SF",,"0.0",,,,"0.0","0.0","0.00","3.4","48.8","0.33"
"Khalil Shakir","WR","BUF","SF",,"0.0",,,,"0.1","0.6","0.01","5.7","62.9","0.33"
"Mack Hollins","WR","BUF","SF",,"0.0",,,,"0.0","0.0","0.00","1.7","22.8","0.14"
"Curtis Samuel","WR","BUF","SF",,"0.0",,,,"0.2","1.2","0.01","2.3","23.4","0.16"
"Jalen Virgil","WR","BUF","SF",,"0.0",,,,"0.0","0.0","0.00","0.0","0.7","0.01"
"Dawson Knox","TE","BUF","SF",,"0.0",,,,"0.0","0.0","0.00","3.2","33.9","0.31"
"Quintin Morris","TE","BUF","SF",,"0.0",,,,"0.0","0.0","0.00","0.7","7.5","0.07"
