"Player","Position","Team","Opponent","Completions","Attempts","Pass Yards","Pass TDs","Pass INTs","Carries","Rush Yards","Rush TDs","Receptions","Receiving Yards","Receiving TDs"
"Kirk Cousins","QB","ATL","@DEN","22.2","33.8","243.5","1.36","0.73","1.5","2.1","0.05",,"0.0",
"Bijan Robinson","RB","ATL","@DEN",,"0.0",,,,"15.2","68.2","0.54","4.4","30.9","0.17"
"Avery Williams","RB","ATL","@DEN",,"0.0",,,,"0.2","1.1","0.01",,"0.0",
"Tyler Allgeier","RB","ATL","@DEN",,"0.0",,,,"8.3","36.7","0.24","0.8","5.9","0.03"
"Drake London","WR","ATL","@DEN",,"0.0",,,,"0.0","0.0","0.00","5.5","68.0","0.38"
"KhaDarel Hodge","WR","ATL","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.2","2.8","0.01"
"Ray-Ray McCloud","WR","ATL","@DEN",,"0.0",,,,"0.9","4.9","0.05","2.9","31.1","0.15"
"Darnell Mooney","WR","ATL","@DEN",,"0.0",,,,"0.0","0.0","0.00","4.6","60.2","0.32"
"Ross Dwelley","TE","ATL","@DEN",,"0.0",,,,"0.0","0.0","0.00","0.2","2.5","0.02"
"Kyle Pitts","TE","ATL","@DEN",,"0.0",,,,"0.0","0.0","0.00","3.6","42.3","0.27"
"Lamar Jackson","QB","BAL","@PIT","19.8","29.8","237.5","1.59","0.61","8.2","47.6","0.26",,"0.0",
"Justice Hill","RB","BAL","@PIT",,"0.0",,,,"2.6","11.9","0.08","2.5","19.6","0.10"
"Derrick Henry","RB","BAL","@PIT",,"0.0",,,,"17.7","90.6","0.83","0.9","8.4","0.04"
"Keaton Mitchell","RB","BAL","@PIT",,"0.0",,,,"2.6","13.0","0.08","0.1","0.9","0.00"
"Patrick Ricard","RB","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.2","1.7","0.01"
"Zay Flowers","WR","BAL","@PIT",,"0.0",,,,"0.7","4.1","0.05","4.9","65.2","0.37"
"Nelson Agholor","WR","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","1.0","13.3","0.09"
"Tylan Wallace","WR","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.2","2.6","0.02"
"Diontae Johnson","WR","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","1.3","16.9","0.12"
"Rashod Bateman","WR","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","2.9","42.5","0.25"
"Mark Andrews","TE","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","2.9","34.5","0.31"
"Isaiah Likely","TE","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","2.3","24.9","0.19"
"Charlie Kolar","TE","BAL","@PIT",,"0.0",,,,"0.0","0.0","0.00","0.6","7.0","0.07"
"Josh Allen","QB","BUF","KC","22.5","34.2","250.3","1.51","0.76","7.9","40.1","0.48",,"0.0",
"Ty Johnson","RB","BUF","KC",,"0.0",,,,"1.3","5.8","0.04","1.0","7.8","0.05"
"Ray Davis","RB","BUF","KC",,"0.0",,,,"4.6","20.0","0.11","0.9","6.7","0.03"
"James Cook","RB","BUF","KC",,"0.0",,,,"13.2","58.1","0.40","2.5","21.5","0.09"
"Amari Cooper","WR","BUF","KC",,"0.0",,,,"0.0","0.0","0.00","3.2","45.0","0.29"
"Khalil Shakir","WR","BUF","KC",,"0.0",,,,"0.2","0.9","0.01","5.8","65.4","0.30"
"Mack Hollins","WR","BUF","KC",,"0.0",,,,"0.0","0.0","0.00","2.3","31.5","0.18"
"Curtis Samuel","WR","BUF","KC",,"0.0",,,,"0.3","1.4","0.01","2.2","22.7","0.14"
"Jalen Virgil","WR","BUF","KC",,"0.0",,,,"0.0","0.0","0.00","0.2","2.7","0.02"
"Dawson Knox","TE","BUF","KC",,"0.0",,,,"0.0","0.0","0.00","3.5","38.0","0.31"
"Quintin Morris","TE","BUF","KC",,"0.0",,,,"0.0","0.0","0.00","0.9","9.0","0.08"
"Caleb Williams","QB","CHI","GB","18.9","30.9","195.9","1.04","0.80","4.7","25.4","0.14",,"0.0",
"Travis Homer","RB","CHI","GB",,"0.0",,,,"0.1","0.5","0.00",,"0.0",
"D'Andre Swift","RB","CHI","GB",,"0.0",,,,"17.1","70.3","0.42","2.6","18.3","0.06"
"Roschon Johnson","RB","CHI","GB",,"0.0",,,,"4.6","18.7","0.10","1.5","9.9","0.04"
"DeAndre Carter","WR","CHI","GB",,"0.0",,,,"0.0","0.0","0.00","0.1","1.0","0.01"
"DJ Moore","WR","CHI","GB",,"0.0",,,,"0.7","3.7","0.03","3.8","43.5","0.25"
"Keenan Allen","WR","CHI","GB",,"0.0",,,,"0.0","0.0","0.00","4.3","48.2","0.27"
"Tyler Scott","WR","CHI","GB",,"0.0",,,,"0.0","0.0","0.00","0.0","0.5","0.00"
"Rome Odunze","WR","CHI","GB",,"0.0",,,,"0.4","1.9","0.02","3.2","42.4","0.21"
"Cole Kmet","TE","CHI","GB",,"0.0",,,,"0.0","0.0","0.00","2.6","25.4","0.16"
"Marcedes Lewis","TE","CHI","GB",,"0.0",,,,"0.0","0.0","0.00","0.1","0.5","0.00"
"Gerald Everett","TE","CHI","GB",,"0.0",,,,"0.0","0.0","0.00","0.7","6.1","0.05"
"Joe Burrow","QB","CIN","@LAC","24.4","37.2","273.3","1.78","0.78","3.2","11.4","0.13",,"0.0",
"Khalil Herbert","RB","CIN","@LAC",,"0.0",,,,"3.3","14.7","0.09","0.1","0.5","0.00"
"Trayveon Williams","RB","CIN","@LAC",,"0.0",,,,"0.1","0.4","0.00","0.1","0.5","0.00"
"Chase Brown","RB","CIN","@LAC",,"0.0",,,,"16.4","70.9","0.55","4.1","29.6","0.16"
"Ja'Marr Chase","WR","CIN","@LAC",,"0.0",,,,"0.2","1.1","0.01","6.5","81.7","0.53"
"Jermaine Burton","WR","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","0.5","7.2","0.04"
"Tee Higgins","WR","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","5.4","71.3","0.46"
"Trenton Irwin","WR","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","0.1","1.4","0.01"
"Andrei Iosivas","WR","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","1.8","22.8","0.17"
"Mike Gesicki","TE","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","2.6","29.2","0.20"
"Drew Sample","TE","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","1.3","10.3","0.08"
"Cam Grandy","TE","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.01"
"Tanner Hudson","TE","CIN","@LAC",,"0.0",,,,"0.0","0.0","0.00","1.9","18.1","0.12"
"Jameis Winston","QB","CLE","@NO","22.5","35.9","250.5","1.63","0.92","3.3","13.5","0.12",,"0.0",
"Nick Chubb","RB","CLE","@NO",,"0.0",,,,"16.6","72.5","0.57","1.3","9.6","0.06"
"Pierre Strong","RB","CLE","@NO",,"0.0",,,,"1.5","6.4","0.04","0.3","1.9","0.01"
"Jerome Ford","RB","CLE","@NO",,"0.0",,,,"4.1","17.6","0.11","2.0","14.3","0.10"
"Elijah Moore","WR","CLE","@NO",,"0.0",,,,"0.0","0.0","0.00","4.0","45.4","0.30"
"Jaelon Darden","WR","CLE","@NO",,"0.0",,,,"0.0","0.0","0.00","0.1","0.6","0.00"
"Kadarius Toney","WR","CLE","@NO",,"0.0",,,,"0.2","1.2","0.01","0.1","0.6","0.00"
