"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Breece Hall","NYJ","DEN","RB","7800","21.1","2.7","17.5","19.0","36039505","9.6","35.9"
"Diontae Johnson","CAR","CIN","WR","5600","16.4","2.3","32.9","41.6","36039825","5.7","30.2"
"Nico Collins","HOU","JAX","WR","7200","19.6","2.3","23.0","32.7","36039785","7.1","35.0"
"Jordan Mason","SF","NE","RB","6700","18.5","2.2","22.7","27.6","36039523","7.2","32.9"
"Bijan Robinson","ATL","NO","RB","7400","19.7","2.1","21.5","23.4","36039513","8.8","33.4"
"Najee Harris","PIT","@IND","RB","5600","16.2","2.1","25.0","34.0","36039547","6.7","28.9"
"Jayden Daniels","WAS","@ARI","QB","6500","21.8","1.7","20.5","25.0","36039429","11.4","33.4"
"Rashee Rice","KC","@LAC","WR","7300","18.9","1.4","22.5","28.7","36039783","7.2","33.2"
"Kyren Williams","LA","@CHI","RB","7300","18.7","1.3","17.0","19.8","36039515","8.1","31.9"
"Chuba Hubbard","CAR","CIN","RB","5700","15.4","1.1","19.9","20.8","36039543","6.3","27.7"
"Aaron Jones","MIN","@GB","RB","6400","16.8","1.1","15.5","19.3","36039529","7.1","29.5"
"Cam Akers","HOU","JAX","RB","5300","14.5","1.0","15.0","18.0","36039567","0.9","11.7"
"Brian Robinson Jr.","WAS","@ARI","RB","6100","16.1","1.0","18.3","22.2","36039535","6.5","29.5"
"Rams ","LA","@CHI","DST","2800","7.6","1.0","15.6","18.7","36040516","1.4","15.2"
"James Conner","ARI","WAS","RB","6500","16.8","0.9","14.8","14.0","36039527","6.7","30.5"
"Eagles ","PHI","@TB","DST","2900","7.7","0.9","7.3","6.8","36040513","1.6","15.1"
"Kyler Murray","ARI","WAS","QB","6800","21.8","0.8","16.0","20.0","36039427","11.7","33.6"
"Justin Fields","PIT","@IND","QB","5500","17.9","0.8","9.0","9.0","36039442","8.9","28.0"
"49ers ","SF","NE","DST","3800","9.4","0.8","5.0","6.1","36040501","3.1","16.9"
"Texans ","HOU","JAX","DST","3000","7.7","0.7","10.2","14.6","36040511","1.7","14.9"
"Zack Moss","CIN","@CAR","RB","5900","15.3","0.6","9.8","9.2","36039539","5.9","28.0"
"Chris Godwin","TB","PHI","WR","6800","17.0","0.6","13.8","14.2","36039797","6.4","30.9"
"Browns ","CLE","@LV","DST","3500","8.5","0.6","6.1","4.8","36040504","2.3","16.1"
"Jets ","NYJ","DEN","DST","3700","8.9","0.6","7.6","7.5","36040502","2.7","16.6"
"Stefon Diggs","HOU","JAX","WR","6600","16.6","0.5","16.1","17.1","36039801","6.0","30.4"
"Saquon Barkley","PHI","@TB","RB","8000","19.4","0.5","14.2","15.5","36039503","8.5","33.5"
"Cardinals ","ARI","WAS","DST","2800","7.1","0.5","7.0","6.6","36040515","1.1","14.4"
"Packers ","GB","MIN","DST","3000","7.4","0.5","5.3","5.3","36040507","1.4","14.8"
"Dallas Goedert","PHI","@TB","TE","5100","13.4","0.3","22.2","27.0","36040235","4.9","24.3"
"Raiders ","LV","CLE","DST","3200","7.7","0.3","4.4","4.5","36040508","1.6","15.1"
"Caleb Williams","CHI","LA","QB","5600","17.5","0.2","5.2","6.0","36039439","8.9","27.4"
"Falcons ","ATL","NO","DST","2600","6.3","0.1","8.0","8.1","36040521","0.8","13.2"
"Bears ","CHI","LA","DST","3100","7.1","0.0","5.5","3.8","36040510","1.3","14.2"
"Steelers ","PIT","@IND","DST","3300","7.6","0.0","3.1","1.7","36040506","1.6","14.9"
"Andy Dalton","CAR","CIN","QB","5300","16.3","-0.2","2.4","1.4","36039445","8.1","25.7"
"Josh Jacobs","GB","MIN","RB","6600","15.9","-0.2","5.4","3.1","36039525","6.1","28.6"
"Joe Burrow","CIN","@CAR","QB","6600","20.1","-0.3","8.4","9.5","36039428","10.8","30.6"
"Buccaneers ","TB","PHI","DST","2700","6.1","-0.3","1.6","0.8","36040517","0.4","13.0"
"Alvin Kamara","NO","@ATL","RB","7600","17.6","-0.4","12.7","11.2","36039509","7.7","30.2"
"Panthers ","CAR","CIN","DST","2400","5.4","-0.4","4.3","4.0","36040524","-0.2","12.1"
"Ja'Marr Chase","CIN","@CAR","WR","7700","17.7","-0.5","11.4","10.3","36039777","6.5","32.3"
"Colts ","IND","PIT","DST","3200","6.9","-0.5","0.8","0.2","36040512","1.1","13.9"
"Chiefs ","KC","@LAC","DST","3600","7.7","-0.5","0.8","0.6","36040503","1.8","14.9"
"Vikings ","MIN","@GB","DST","2900","6.3","-0.5","0.5","0.1","36040514","0.5","13.4"
"Deshaun Watson","CLE","@LV","QB","5400","16.2","-0.6","5.0","3.4","36039443","8.1","25.6"
"Patriots ","NE","@SF","DST","2400","5.2","-0.6","1.4","1.7","36040523","-0.3","11.9"
"Bengals ","CIN","@CAR","DST","3400","7.0","-0.7","0.5","0.3","36040505","1.1","14.3"
"Broncos ","DEN","@NYJ","DST","2500","5.3","-0.7","1.2","1.6","36040519","-0.1","11.8"
"Marvin Harrison Jr.","ARI","WAS","WR","7500","17.1","-0.8","12.0","11.4","36039779","5.6","32.0"
"Drake London","ATL","NO","WR","6200","14.4","-0.8","11.0","7.9","36039809","4.8","27.4"
"Garrett Wilson","NYJ","DEN","WR","6900","15.9","-0.8","6.4","4.0","36039793","5.4","29.4"
"Deebo Samuel Sr.","SF","NE","WR","7000","16.1","-0.8","4.5","3.5","36039789","5.4","30.4"
"Chargers ","LAC","KC","DST","2600","5.4","-0.8","1.5","0.9","36040520","-0.1","12.0"
"Greg Dortch","ARI","WAS","WR","4300","10.7","-0.9","14.0","18.5","36039889","3.1","21.1"
