"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Drake Maye","NE","IND","QB","5600","17.5","0.1","3.8","3.8","36784189","9.2","26.9"
"A.J. Brown","PHI","@BAL","WR","8300","19.5","0.1","8.0","10.4","36784455","7.2","34.5"
"Patriots ","NE","IND","DST","2500","6.1","0.1","5.8","4.2","36785069","0.4","13.0"
"David Moore","CAR","TB","WR","3500","9.9","0.0","30.4","37.8","36784567","2.6","20.3"
"Justin Jefferson","MIN","ARI","WR","8100","18.9","-0.1","11.9","10.2","36784457","7.0","34.0"
"Hunter Henry","NE","IND","TE","4200","11.2","-0.1","10.2","8.8","36784849","3.4","21.2"
"Bengals ","CIN","PIT","DST","2800","6.5","-0.1","5.0","3.7","36785063","0.7","13.5"
"Darnell Mooney","ATL","LAC","WR","5600","13.9","-0.2","9.6","8.6","36784497","4.3","26.4"
"Michael Pittman Jr.","IND","@NE","WR","5200","13.1","-0.2","11.3","11.3","36784505","4.1","25.3"
"Calvin Ridley","TEN","@WAS","WR","5700","14.1","-0.2","16.3","18.7","36784495","4.2","27.2"
"Zach Ertz","WAS","TEN","TE","3800","10.4","-0.2","7.7","8.6","36784857","3.1","19.6"
"Trey McBride","ARI","@MIN","TE","5800","14.2","-0.3","10.9","5.7","36784835","5.4","25.1"
"Breece Hall","NYJ","SEA","RB","7500","17.5","-0.3","5.3","1.5","36784251","7.2","31.3"
"Geno Smith","SEA","@NYJ","QB","5500","16.8","-0.3","3.6","2.8","36784190","8.6","26.6"
"Brian Robinson Jr.","WAS","TEN","RB","6100","14.7","-0.3","6.8","3.9","36784273","4.8","28.5"
"Titans ","TEN","@WAS","DST","2400","5.5","-0.3","3.6","3.5","36785072","-0.1","12.3"
"Derrick Henry","BAL","PHI","RB","7800","18.1","-0.4","4.2","2.8","36784247","5.6","32.9"
"C.J. Stroud","HOU","@JAX","QB","6400","19.3","-0.4","3.5","1.9","36784182","10.3","29.7"
"Nico Collins","HOU","@JAX","WR","7900","18.3","-0.4","14.8","16.5","36784459","6.6","33.0"
"Brian Thomas Jr.","JAX","HOU","WR","5500","13.5","-0.4","15.1","17.9","36784499","4.1","26.4"
"George Pickens","PIT","@CIN","WR","6800","16.1","-0.4","9.6","7.3","36784471","5.4","30.7"
"Noah Brown","WAS","TEN","WR","4400","11.3","-0.5","9.3","6.1","36784523","3.0","22.8"
"Buccaneers ","TB","@CAR","DST","3600","7.7","-0.5","0.7","0.3","36785055","1.6","15.1"
"Joe Burrow","CIN","PIT","QB","7000","21.0","-0.6","5.2","3.6","36784180","11.6","32.2"
"Gus Edwards","LAC","@ATL","RB","4300","10.9","-0.6","11.4","11.0","36784319","2.9","21.9"
"Tony Pollard","TEN","@WAS","RB","6300","14.9","-0.6","5.2","1.8","36784269","5.4","27.2"
"Panthers ","CAR","TB","DST","2300","5.0","-0.6","2.7","1.4","36785073","-0.6","11.8"
"Vikings ","MIN","ARI","DST","3300","7.0","-0.6","0.7","0.1","36785058","1.2","14.1"
"Ladd McConkey","LAC","@ATL","WR","6100","14.4","-0.7","16.9","20.5","36784485","4.6","27.4"
"Derek Carr","NO","LA","QB","5100","15.2","-0.7","2.2","1.2","36784195","7.6","24.7"
"Rachaad White","TB","@CAR","RB","5300","12.8","-0.7","5.0","2.5","36784289","3.9","25.0"
"Baker Mayfield","TB","@CAR","QB","6600","19.6","-0.8","3.9","3.5","36784181","10.2","29.9"
"Falcons ","ATL","LAC","DST","2700","5.6","-0.8","0.6","0.1","36785066","0.0","12.4"
"Seahawks ","SEA","@NYJ","DST","3200","6.6","-0.8","1.3","0.7","36785059","1.0","13.4"
"Kyler Murray","ARI","@MIN","QB","6100","18.0","-0.9","3.7","2.7","36784183","9.1","28.4"
"Will Dissly","LAC","@ATL","TE","4000","10.0","-0.9","12.2","13.3","36784853","3.0","18.9"
"Ravens ","BAL","PHI","DST","2900","5.9","-0.9","0.4","0.2","36785062","0.1","12.9"
"Aaron Rodgers","NYJ","SEA","QB","5300","15.5","-1.0","0.5","0.3","36784193","7.8","24.7"
"Saints ","NO","LA","DST","2600","5.2","-1.0","1.5","1.7","36785067","-0.5","11.9"
"James Conner","ARI","@MIN","RB","6600","15.0","-1.1","3.3","1.6","36784265","5.6","27.9"
"Trevor Lawrence","JAX","HOU","QB","5400","15.7","-1.1","1.6","0.8","36784192","7.8","24.9"
"Rhamondre Stevenson","NE","IND","RB","5900","13.6","-1.1","4.1","1.5","36784277","4.9","25.4"
"Texans ","HOU","@JAX","DST","3500","6.9","-1.1","0.8","0.3","36785056","1.1","14.0"
"Rams ","LA","@NO","DST","2700","5.2","-1.1","1.8","0.4","36785065","-0.2","11.9"
"Tank Dell","HOU","@JAX","WR","5900","13.5","-1.2","2.9","2.3","36784491","4.1","26.7"
"Steelers ","PIT","@CIN","DST","3000","5.7","-1.2","0.4","0.1","36785061","0.0","12.7"
"Dalton Schultz","HOU","@JAX","TE","3300","8.2","-1.3","6.6","5.5","36784867","1.9","16.6"
"Chargers ","LAC","@ATL","DST","3100","5.7","-1.4","0.3","0.2","36785060","0.2","12.5"
"Eagles ","PHI","@BAL","DST","2600","4.8","-1.4","0.6","0.2","36785068","-0.7","11.5"
"Lamar Jackson","BAL","PHI","QB","8000","23.1","-1.6","3.5","2.4","36784177","12.2","35.7"
"Garrett Wilson","NYJ","SEA","WR","6900","15.0","-1.6","3.9","1.9","36784469","5.5","28.1"
"Russell Wilson","PIT","@CIN","QB","5700","16.1","-1.6","0.7","0.3","36784187","8.2","26.1"
"Adonai Mitchell","IND","@NE","WR","3900","9.1","-1.7","11.4","15.0","36784549","1.9","19.3"
"Jalen Hurts","PHI","@BAL","QB","7700","22.0","-1.7","2.8","2.4","36784178","11.4","34.3"
"Jaxon Smith-Njigba","SEA","@NYJ","WR","6300","13.7","-1.7","4.5","2.4","36784481","4.7","26.2"
"Cade Otton","TB","@CAR","TE","4500","10.2","-1.7","8.5","6.1","36784843","2.9","19.4"
"Najee Harris","PIT","@CIN","RB","6000","12.9","-1.9","1.0","0.3","36784275","4.1","25.4"
"Kirk Cousins","ATL","LAC","QB","6000","16.6","-2.0","0.8","0.8","36784184","8.2","26.2"
"Jordan Addison","MIN","ARI","WR","5300","11.5","-2.0","7.7","6.2","36784503","2.9","23.5"
"Mark Andrews","BAL","PHI","TE","3900","8.6","-2.1","3.2","1.8","36784855","1.9","17.2"
"Adam Thielen","CAR","TB","WR","4800","10.4","-2.1","1.6","0.5","36784513","3.0","20.8"
"Xavier Legette","CAR","TB","WR","5100","10.9","-2.2","4.7","3.7","36784507","3.1","22.5"
"Juwan Johnson","NO","LA","TE","3100","7.0","-2.2","2.0","1.5","36784873","1.2","14.5"
"Kayshon Boutte","NE","IND","WR","3400","7.3","-2.4","3.7","2.6","36784573","1.2","16.0"
"DK Metcalf","SEA","@NYJ","WR","6400","13.3","-2.4","1.5","0.5","36784479","3.9","26.3"
"Demarcus Robinson","LA","@NO","WR","4000","8.5","-2.5","0.5","0.3","36784543","1.6","18.1"
"Marvin Harrison Jr.","ARI","@MIN","WR","6000","12.2","-2.7","2.2","0.9","36784489","3.4","24.4"
"Rashod Bateman","BAL","PHI","WR","4400","9.1","-2.7","1.0","0.7","36784525","1.7","19.2"
"Tommy Tremble","CAR","TB","TE","2800","5.8","-2.8","2.2","1.0","36784887","0.9","12.5"
"Quentin Johnston","LAC","@ATL","WR","5000","10.0","-2.9","1.2","0.3","36784509","2.2","21.1"
"Kyle Pitts","ATL","LAC","TE","4600","9.2","-3.0","0.5","0.3","36784841","2.2","18.2"
"Tyler Conklin","NYJ","SEA","TE","3000","5.9","-3.0","0.8","0.1","36784881","1.1","12.4"
"Calvin Austin III","PIT","@CIN","WR","3300","6.4","-3.1","0.8","0.5","36784579","0.9","14.6"
"Joshua Palmer","LAC","@ATL","WR","4300","8.3","-3.2","2.2","0.9","36784531","1.5","17.8"
"Marquez Valdes-Scantling","NO","LA","WR","4500","8.8","-3.2","2.3","2.5","36784519","1.5","18.9"
"DeMario Douglas","NE","IND","WR","4700","9.0","-3.3","3.0","1.6","36784515","2.4","18.2"
"Pat Freiermuth","PIT","@CIN","TE","3500","6.6","-3.3","0.5","0.1","36784863","1.2","13.8"
"Sterling Shepard","TB","@CAR","WR","4000","7.6","-3.3","0.5","0.3","36784547","1.4","17.0"
"Michael Wilson","ARI","@MIN","WR","4200","8.0","-3.4","1.4","0.8","36784537","1.6","16.9"
"Ray-Ray McCloud III","ATL","LAC","WR","4300","8.1","-3.4","1.6","1.0","36784529","1.9","17.7"
"Isaiah Likely","BAL","PHI","TE","3700","6.9","-3.5","0.3","0.1","36784859","1.2","14.3"
"Kendrick Bourne","NE","IND","WR","3500","6.4","-3.6","0.7","0.4","36784571","1.0","13.9"
"Austin Hooper","NE","IND","TE","3200","5.7","-3.6","0.3","0.1","36784871","0.8","12.4"
"Foster Moreau","NO","LA","TE","3000","5.4","-3.6","0.8","0.4","36784879","0.5","11.9"
"Darnell Washington","PIT","@CIN","TE","2900","5.1","-3.6","0.3","0.1","36784885","0.7","11.3"
"Nick Westbrook-Ikhine","TEN","@WAS","WR","4300","7.9","-3.6","2.1","1.2","36784527","1.4","16.9"
"Travis Etienne Jr.","JAX","HOU","RB","5700","10.6","-3.7","0.5","0.3","36784281","3.1","20.9"
"Jaylen Warren","PIT","@CIN","RB","5500","10.1","-3.8","0.5","0.3","36784285","2.9","20.7"
"Chig Okonkwo","TEN","@WAS","TE","3100","5.3","-3.8","0.3","0.1","36784875","0.7","11.5"
"Kimani Vidal","LAC","@ATL","RB","4000","7.1","-3.9","3.5","4.8","36784439","1.4","15.3"
"Jalen McMillan","TB","@CAR","WR","3700","6.3","-4.0","0.3","0.1","36784557","0.7","14.6"
"Cade Stover","HOU","@JAX","TE","2500","3.9","-4.1","0.0","0.0","36785017","0.1","9.3"
"Terry McLaurin","WAS","TEN","WR","7100","12.9","-4.1","0.5","0.3","36784465","3.8","26.0"
"Davis Allen","LA","@NO","TE","2700","4.2","-4.2","0.1","0.0","36784893","0.2","9.8"
"Noah Fant","SEA","@NYJ","TE","3600","5.9","-4.3","0.3","0.1","36784861","0.9","12.6"
"Brenton Strange","JAX","HOU","TE","2500","3.6","-4.4","0.2","0.0","36784901","0.0","8.8"
"Kevin Austin Jr.","NO","LA","WR","3200","4.9","-4.5","0.3","0.1","36784595","0.2","11.7"
"Kylen Granson","IND","@NE","TE","2500","3.4","-4.6","0.0","0.0","36784983","0.0","8.5"
"Tyjae Spears","TEN","@WAS","RB","4400","7.1","-4.6","0.5","0.3","36784313","1.6","15.5"
"Tyler Lockett","SEA","@NYJ","WR","4500","7.3","-4.7","0.5","0.3","36784521","1.3","15.6"
"Elijah Higgins","ARI","@MIN","TE","2500","3.2","-4.8","0.0","0.0","36784903","0.0","7.9"
"Alec Pierce","IND","@NE","WR","4900","8.0","-4.8","0.5","0.3","36784511","1.2","17.6"
"Tyler Boyd","TEN","@WAS","WR","3800","5.6","-4.9","0.3","0.1","36784553","0.8","12.5"
"Justice Hill","BAL","PHI","RB","4800","7.5","-5.0","0.5","0.3","36784301","1.7","15.7"
"Mike Gesicki","CIN","PIT","TE","4100","6.0","-5.2","0.3","0.1","36784851","0.9","12.8"
"Jalen Nailor","MIN","ARI","WR","3500","4.7","-5.2","0.0","0.0","36784569","0.1","11.8"
"Jeremy Ruckert","NYJ","SEA","TE","2600","3.0","-5.2","0.0","0.0","36784895","0.0","7.4"
"Devin Duvernay","JAX","HOU","WR","3000","3.7","-5.3","0.1","0.0","36784761","0.0","9.4"
"Johnny Mundt","MIN","ARI","TE","2500","2.7","-5.3","0.0","0.0","36784999","0.0","6.9"
"Olamide Zaccheaus","WAS","TEN","WR","3300","4.1","-5.4","0.0","0.0","36784583","0.1","10.3"
"Jalen Reagor","LAC","@ATL","WR","3000","3.4","-5.5","0.0","0.0","36784809","0.0","9.5"
"Josh Whyle","TEN","@WAS","TE","2500","2.4","-5.5","0.0","0.0","36784955","0.0","6.5"
"Cam Akers","MIN","ARI","RB","4500","6.3","-5.6","0.3","0.1","36784311","1.0","14.6"
"Zach Charbonnet","SEA","@NYJ","RB","4400","6.1","-5.6","0.3","0.1","36784315","1.1","13.8"
"Dyami Brown","WAS","TEN","WR","3100","3.5","-5.6","0.0","0.0","36784599","0.0","9.8"
"Andrei Iosivas","CIN","PIT","WR","3600","4.5","-5.7","0.0","0.0","36784561","0.1","11.1"
"John Metchie III","HOU","@JAX","WR","4100","5.4","-5.7","0.3","0.1","36784541","0.6","12.3"
"Parker Washington","JAX","HOU","WR","3900","5.0","-5.7","0.3","0.1","36784551","0.5","11.7"
"Tucker Fisk","LAC","@ATL","TE","2500","2.2","-5.8","0.0","0.0","36785043","0.0","6.2"
"Deven Thompkins","CAR","TB","WR","3000","3.0","-5.9","0.0","0.0","36784657","0.0","8.1"
"Drew Sample","CIN","PIT","TE","2600","2.3","-5.9","0.0","0.0","36784897","0.0","6.2"
"Mo Alie-Cox","IND","@NE","TE","2500","2.1","-5.9","0.0","0.0","36784981","0.0","6.1"
"Luke Farrell","JAX","HOU","TE","2500","2.0","-5.9","0.0","0.0","36785009","0.0","5.6"
"Colby Parkinson","LA","@NO","TE","2900","2.9","-5.9","0.0","0.0","36784883","0.0","7.5"
"Tanner Hudson","CIN","PIT","TE","2700","2.3","-6.0","0.0","0.0","36784891","0.0","6.3"
"Jahan Dotson","PHI","@BAL","WR","3800","4.5","-6.0","0.0","0.0","36784555","0.2","11.1"
"Nick Vannett","TEN","@WAS","TE","2500","1.9","-6.0","0.0","0.0","36784953","0.0","5.5"
"Tank Bigsby","JAX","HOU","RB","5200","7.2","-6.1","0.5","0.3","36784291","1.4","16.3"
"Grant Calcaterra","PHI","@BAL","TE","2600","2.1","-6.1","0.0","0.0","36784899","0.0","5.6"
"Feleipe Franks","CAR","TB","TE","2500","1.7","-6.2","0.0","0.0","36784925","0.0","5.3"
"Jermaine Burton","CIN","PIT","WR","3100","3.0","-6.2","0.0","0.0","36784603","0.0","8.4"
"Derius Davis","LAC","@ATL","WR","3000","2.8","-6.2","0.0","0.0","36784811","0.0","8.3"
"Drew Ogletree","IND","@NE","TE","2500","1.7","-6.3","0.0","0.0","36784985","0.0","5.2"
"AJ Barner","SEA","@NYJ","TE","3000","2.7","-6.3","0.0","0.0","36784877","0.0","6.9"
"Tyler Allgeier","ATL","LAC","RB","5000","6.4","-6.5","0.3","0.1","36784297","0.9","15.3"
"Xavier Gipson","NYJ","SEA","WR","3000","2.4","-6.5","0.0","0.0","36784707","0.0","6.8"
"Nelson Agholor","BAL","PHI","WR","3200","2.7","-6.6","0.0","0.0","36784591","0.0","7.7"
"Van Jefferson","PIT","@CIN","WR","3200","2.8","-6.6","0.0","0.0","36784587","0.0","7.9"
"John Bates","WAS","TEN","TE","2500","1.4","-6.6","0.0","0.0","36784943","0.0","4.3"
"Zay Jones","ARI","@MIN","WR","3000","2.3","-6.7","0.0","0.0","36784615","0.0","6.6"
"Ja'Lynn Polk","NE","IND","WR","3200","2.6","-6.8","0.0","0.0","36784589","0.0","7.3"
"MyCole Pruitt","PIT","@CIN","TE","2500","1.1","-6.8","0.0","0.0","36785029","0.0","3.8"
"Luke McCaffrey","WAS","TEN","WR","3200","2.5","-6.9","0.0","0.0","36784593","0.0","7.0"
"Hunter Long","LA","@NO","TE","2500","1.0","-7.0","0.0","0.0","36784921","0.0","3.5"
"Stone Smartt","LAC","@ATL","TE","2500","0.9","-7.1","0.0","0.0","36785045","0.0","3.4"
"Antonio Gibson","NE","IND","RB","4900","5.6","-7.1","0.3","0.1","36784299","0.9","13.1"
"Malachi Corley","NYJ","SEA","WR","3000","1.9","-7.1","0.0","0.0","36784709","0.0","6.0"
"Pharaoh Brown","SEA","@NYJ","TE","2500","0.9","-7.1","0.0","0.0","36784961","0.0","3.2"
"Tutu Atwell","LA","@NO","WR","3600","3.0","-7.2","0.0","0.0","36784565","0.0","8.3"
"Rakim Jarrett","TB","@CAR","WR","3000","1.8","-7.2","0.0","0.0","36784613","0.0","5.6"
"Greg Dortch","ARI","@MIN","WR","3400","2.4","-7.3","0.0","0.0","36784575","0.0","6.9"
"Braelon Allen","NYJ","SEA","RB","5000","5.6","-7.3","0.3","0.1","36784295","0.9","13.4"
"Kenny Yeboah","NYJ","SEA","TE","2500","0.6","-7.3","0.0","0.0","36784969","0.0","2.5"
"Ross Dwelley","ATL","LAC","TE","2500","0.6","-7.4","0.0","0.0","36785051","0.0","2.3"
"Zaire Mitchell-Paden","BAL","PHI","TE","2500","0.5","-7.4","0.0","0.0","36784907","0.0","2.1"
"Stephen Sullivan","CAR","TB","TE","2500","0.6","-7.4","0.0","0.0","36784931","0.0","2.2"
"Tyler Johnson","LA","@NO","WR","3000","1.5","-7.4","0.0","0.0","36784649","0.0","4.8"
"Ben Sinnott","WAS","TEN","TE","2500","0.6","-7.4","0.0","0.0","36784945","0.0","2.2"
"Robert Woods","HOU","@JAX","WR","3100","1.7","-7.5","0.0","0.0","36784597","0.0","5.3"
"Britain Covey","PHI","@BAL","WR","3000","1.5","-7.5","0.0","0.0","36784633","0.0","4.5"
"Trey Benson","ARI","@MIN","RB","4300","3.9","-7.6","0.0","0.0","36784317","0.3","10.3"
"Anthony Gould","IND","@NE","WR","3000","1.4","-7.6","0.0","0.0","36784733","0.0","4.8"
"Ainias Smith","PHI","@BAL","WR","3000","1.4","-7.6","0.0","0.0","36784631","0.0","4.6"
"Tylan Wallace","BAL","PHI","WR","3100","1.4","-7.7","0.0","0.0","36784605","0.0","4.8"
"Dallin Holker","NO","LA","TE","2500","0.3","-7.7","0.0","0.0","36784913","0.0","1.1"
"Connor Heyward","PIT","@CIN","TE","2500","0.3","-7.7","0.0","0.0","36785027","0.0","1.0"
"Payne Durham","TB","@CAR","TE","2500","0.3","-7.7","0.0","0.0","36784933","0.0","1.2"
"Tip Reiman","ARI","@MIN","TE","2500","0.1","-7.8","0.0","0.0","36784993","0.0","0.5"
"Cam Grandy","CIN","PIT","TE","2500","0.2","-7.8","0.0","0.0","36785035","0.0","0.7"
"Xavier Hutchinson","HOU","@JAX","WR","3000","1.2","-7.8","0.0","0.0","36784611","0.0","4.3"
"Irv Smith Jr.","HOU","@JAX","TE","2500","0.1","-7.8","0.0","0.0","36785025","0.0","0.6"
"Nick Muse","MIN","ARI","TE","2500","0.1","-7.8","0.0","0.0","36785001","0.0","0.6"
"Jaheim Bell","NE","IND","TE","2500","0.1","-7.8","0.0","0.0","36784975","0.0","0.5"
"Jack Westover","NE","IND","TE","2500","0.1","-7.8","0.0","0.0","36784977","0.0","0.5"
"Jamaal Williams","NO","LA","RB","4200","3.5","-7.8","0.0","0.0","36784323","0.1","9.5"
"C.J. Uzomah","PHI","@BAL","TE","2500","0.1","-7.8","0.0","0.0","36784909","0.0","0.5"
"Ko Kieft","TB","@CAR","TE","2500","0.2","-7.8","0.0","0.0","36784935","0.0","0.5"
"Parris Campbell","PHI","@BAL","WR","3000","1.0","-8.0","0.0","0.0","36784635","0.0","3.3"
"Emari Demercado","ARI","@MIN","RB","4000","2.9","-8.1","0.0","0.0","36784451","0.0","7.4"
"Trent Sherfield Sr.","MIN","ARI","WR","3000","0.9","-8.1","0.0","0.0","36784751","0.0","3.5"
"Brandon Powell","MIN","ARI","WR","3000","0.8","-8.1","0.0","0.0","36784749","0.0","3.2"
"Blake Corum","LA","@NO","RB","4200","3.0","-8.3","0.0","0.0","36784321","0.0","8.3"
"Dante Pettis","NO","LA","WR","3100","0.8","-8.3","0.0","0.0","36784607","0.0","3.3"
"Jake Bobo","SEA","@NYJ","WR","3000","0.7","-8.3","0.0","0.0","36784697","0.0","2.6"
"Cody White","SEA","@NYJ","WR","3000","0.7","-8.3","0.0","0.0","36784703","0.0","2.6"
"KhaDarel Hodge","ATL","LAC","WR","3000","0.6","-8.4","0.0","0.0","36784821","0.0","2.3"
"Laquon Treadwell","IND","@NE","WR","3000","0.6","-8.4","0.0","0.0","36784739","0.0","2.3"
"Tim Jones","JAX","HOU","WR","3400","1.4","-8.4","0.0","0.0","36784577","0.0","4.4"
"Cedrick Wilson Jr.","NO","LA","WR","4200","2.9","-8.4","0.0","0.0","36784535","0.0","7.8"
"Ashton Dulin","IND","@NE","WR","3000","0.5","-8.5","0.0","0.0","36784731","0.0","2.7"
"Elijah Cooks","JAX","HOU","WR","3000","0.5","-8.5","0.0","0.0","36784773","0.0","2.0"
"Javon Baker","NE","IND","WR","3000","0.5","-8.5","0.0","0.0","36784721","0.0","2.0"
"Khalil Herbert","CIN","PIT","RB","4000","2.3","-8.6","0.0","0.0","36784425","0.0","6.7"
"Hassan Haskins","LAC","@ATL","RB","4000","2.4","-8.6","0.0","0.0","36784437","0.0","6.8"
"Ryan Miller","TB","@CAR","WR","3100","0.6","-8.6","0.0","0.0","36784601","0.0","2.2"
"Dare Ogunbowale","HOU","@JAX","RB","4100","2.4","-8.7","0.0","0.0","36784325","0.0","6.3"
"Jermaine Jackson","NO","LA","WR","3000","0.3","-8.7","0.0","0.0","36784647","0.0","1.5"
"Ben Skowronek","PIT","@CIN","WR","3000","0.2","-8.7","0.0","0.0","36784787","0.0","1.0"
"Trey Palmer","TB","@CAR","WR","3600","1.5","-8.7","0.0","0.0","36784563","0.0","4.7"
"Zach Pascal","ARI","@MIN","WR","3000","0.1","-8.8","0.0","0.0","36784743","0.0","0.5"
"Casey Washington","ATL","LAC","WR","3000","0.1","-8.8","0.0","0.0","36784823","0.0","0.6"
"Diontae Johnson","BAL","PHI","WR","4200","2.6","-8.8","0.0","0.0","36784533","0.0","7.4"
"Jonathon Brooks","CAR","TB","RB","4700","3.6","-8.8","0.0","0.0","36784305","0.2","9.2"
"Dan Chisena","CAR","TB","WR","3000","0.1","-8.8","0.0","0.0","36784659","0.0","0.5"
"Trenton Irwin","CIN","PIT","WR","3000","0.2","-8.8","0.0","0.0","36784799","0.0","0.6"
"Jared Wayne","HOU","@JAX","WR","3000","0.1","-8.8","0.0","0.0","36784781","0.0","0.6"
"D'Ernest Johnson","JAX","HOU","RB","4000","2.1","-8.8","0.0","0.0","36784407","0.0","5.9"
"Xavier Smith","LA","@NO","WR","3000","0.2","-8.8","0.0","0.0","36784651","0.0","0.6"
"Mike Williams","PIT","@CIN","WR","4000","2.1","-8.8","0.0","0.0","36784545","0.0","6.5"
"Jha'Quan Jackson","TEN","@WAS","WR","3000","0.1","-8.8","0.0","0.0","36784687","0.0","0.5"
"Bryce Oliver","TEN","@WAS","WR","3000","0.1","-8.8","0.0","0.0","36784685","0.0","0.4"
"Velus Jones Jr.","JAX","HOU","WR","3000","0.1","-8.9","0.0","0.0","36784775","0.0","0.6"
"JaMycal Hasty","NE","IND","RB","4000","1.9","-9.1","0.0","0.0","36784383","0.0","5.5"
"Jeremy McNichols","WAS","TEN","RB","5400","4.6","-9.1","0.0","0.0","36784287","0.4","11.8"
"Kenneth Gainwell","PHI","@BAL","RB","5100","3.9","-9.2","0.0","0.0","36784293","0.2","9.8"
"Cordarrelle Patterson","PIT","@CIN","RB","4000","1.6","-9.3","0.0","0.0","36784419","0.0","5.3"
"Jordan Whittington","LA","@NO","WR","3300","0.2","-9.4","0.0","0.0","36784581","0.0","0.6"
"Sean Tucker","TB","@CAR","RB","4500","2.4","-9.6","0.0","0.0","36784309","0.0","7.1"
"C.J. Ham","MIN","ARI","RB","4000","0.7","-10.2","0.0","0.0","36784405","0.0","2.6"
"Raheem Blackshear","CAR","TB","RB","4000","0.6","-10.3","0.0","0.0","36784353","0.0","2.4"
"Trey Sermon","IND","@NE","RB","4000","0.7","-10.3","0.0","0.0","36784389","0.0","2.5"
"Tyler Goodson","IND","@NE","RB","4000","0.7","-10.3","0.0","0.0","36784327","0.0","2.5"
"Adam Prentice","NO","LA","RB","4000","0.5","-10.4","0.0","0.0","36784345","0.0","1.9"
