"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Alvin Kamara","NO","ATL","RB","8100","22.6","3.6","26.0","30.7","36532012","9.8","38.2"
"Aaron Jones","MIN","@JAX","RB","6700","19.6","3.3","31.4","36.6","36532032","8.0","34.2"
"Breece Hall","NYJ","@ARI","RB","7600","21.0","2.9","20.5","21.8","36532018","9.0","35.9"
"Bears ","CHI","NE","DST","3000","9.4","2.4","31.6","43.0","36532858","3.0","17.1"
"Bijan Robinson","ATL","@NO","RB","7700","20.5","2.3","21.6","24.4","36532016","8.1","35.8"
"Christian McCaffrey","SF","@TB","RB","8000","20.8","2.0","10.5","9.2","36532014","7.8","36.9"
"Saquon Barkley","PHI","@DAL","RB","8300","21.3","1.9","16.0","17.8","36532010","8.5","36.9"
"Justin Herbert","LAC","TEN","QB","5200","17.5","1.4","11.5","15.5","36531963","9.0","26.9"
"James Conner","ARI","NYJ","RB","6500","17.2","1.3","21.9","27.5","36532036","6.4","31.1"
"Josh Downs","IND","BUF","WR","6200","16.6","1.3","29.7","37.3","36532256","6.5","30.2"
"Brock Purdy","SF","@TB","QB","6500","21.3","1.2","17.2","20.5","36531948","11.7","32.3"
"Austin Ekeler","WAS","PIT","RB","5800","15.7","1.2","15.6","13.0","36532056","5.3","29.7"
"D'Andre Swift","CHI","NE","RB","6500","16.8","1.0","18.8","21.3","36532038","6.3","30.5"
"Jonathan Taylor","IND","BUF","RB","7500","18.8","0.9","16.5","15.6","36532020","7.8","32.7"
"Travis Kelce","KC","DEN","TE","6000","15.7","0.8","11.8","12.8","36532626","6.1","27.2"
"Cade Otton","TB","SF","TE","5500","14.7","0.8","20.7","23.4","36532632","5.7","26.0"
"Patriots ","NE","@CHI","DST","2500","6.7","0.8","15.6","17.7","36532867","0.9","13.8"
"Davante Adams","NYJ","@ARI","WR","7000","17.5","0.6","15.0","14.9","36532240","6.3","31.8"
"Dalton Kincaid","BUF","@IND","TE","4900","13.1","0.4","9.3","10.1","36532638","4.5","24.1"
"Mac Jones","JAX","MIN","QB","4400","14.2","0.4","7.8","9.4","36531975","6.8","22.7"
"Aaron Rodgers","NYJ","@ARI","QB","5700","18.1","0.4","10.1","13.5","36531957","9.2","28.0"
"George Kittle","SF","@TB","TE","5800","14.9","0.4","17.2","17.8","36532628","4.9","27.8"
"Chargers ","LAC","TEN","DST","3800","8.9","0.4","4.2","2.7","36532850","2.8","16.5"
"Justin Jefferson","MIN","@JAX","WR","8800","20.7","0.3","8.9","5.7","36532226","7.7","36.6"
"Garrett Wilson","NYJ","@ARI","WR","7200","17.6","0.3","15.1","16.0","36532236","6.4","32.1"
"Chiefs ","KC","DEN","DST","3600","8.5","0.3","4.8","3.8","36532852","2.3","16.1"
"DeAndre Hopkins","KC","DEN","WR","5300","13.7","0.2","27.1","33.9","36532278","4.3","26.4"
"Sam Darnold","MIN","@JAX","QB","6200","19.4","0.2","11.8","11.9","36531951","10.3","29.6"
"Khalil Shakir","BUF","@IND","WR","6000","15.0","0.1","28.1","33.8","36532262","5.3","27.9"
"Jaguars ","JAX","MIN","DST","2500","5.9","-0.1","9.6","8.3","36532866","0.1","12.9"
"Eagles ","PHI","@DAL","DST","3500","7.8","-0.1","5.4","4.3","36532853","1.8","15.2"
"Caleb Williams","CHI","NE","QB","5600","17.1","-0.3","5.5","4.0","36531958","8.8","27.0"
"Bills ","BUF","@IND","DST","3200","7.1","-0.3","2.9","1.4","36532856","1.1","14.4"
"Vikings ","MIN","@JAX","DST","3700","8.0","-0.3","1.7","0.6","36532851","1.9","15.5"
"49ers ","SF","@TB","DST","3300","7.3","-0.3","1.9","1.5","36532855","1.1","14.8"
