"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"DJ Moore","WR","CHI","TEN","6500","2.7%","4.2%","5.2%","6900","4.5%"
"Kyler Murray","QB","ARI","BUF","6400","2.7%","2.9%","3.0%","7900","2.6%"
"Raheem Mostert","RB","MIA","JAX","6400","2.3%","2.6%","2.8%","6600","1.7%"
"Amari Cooper","WR","CLE","DAL","6400","0.5%","1.0%","1.4%","6600","1.4%"
"Anthony Richardson","QB","IND","HOU","6300","22.9%","20.0%","18.0%","8300","11.8%"
"Rachaad White","RB","TB","WAS","6300","33.6%","30.2%","28.0%","7700","17.9%"
"Jaylen Waddle","WR","MIA","JAX","6300","18.0%","18.1%","18.2%","7200","10.2%"
"Trevor Lawrence","QB","JAX","MIA","6200","9.2%","8.2%","7.6%","7400","8.9%"
"James Conner","RB","ARI","BUF","6200","1.5%","2.9%","3.8%","6100","12.5%"
"DK Metcalf","WR","SEA","DEN","6200","8.8%","9.3%","9.7%","6900","7.5%"
"Kirk Cousins","QB","ATL","PIT","6100","0.5%","0.5%","0.5%","7500","0.6%"
"Kenneth Walker III","RB","SEA","DEN","6100","24.3%","22.5%","21.3%","7400","17.3%"
"Trey McBride","TE","ARI","BUF","6100","7.0%","7.5%","7.8%","6400","17.2%"
"Deshaun Watson","QB","CLE","DAL","6000","1.0%","1.4%","1.6%","7100","2.0%"
"D'Andre Swift","RB","CHI","TEN","6000","1.2%","1.6%","1.9%","6500","2.3%"
"Austin Ekeler","RB","WAS","TB","6000","0.5%","0.5%","0.5%","5900","0.5%"
"Drake London","WR","ATL","PIT","6000","28.6%","25.0%","22.6%","6700","17.3%"
"Caleb Williams","QB","CHI","TEN","5900","7.5%","7.2%","7.0%","7100","5.9%"
"Rhamondre Stevenson","RB","NE","CIN","5900","6.3%","7.3%","8.0%","6200","10.1%"
"Tony Pollard","RB","TEN","CHI","5900","0.5%","0.8%","0.9%","6300","0.9%"
"Malik Nabers","WR","NYG","MIN","5900","20.9%","18.9%","17.5%","6300","13.7%"
"Justin Herbert","QB","LAC","LV","5800","0.7%","1.2%","1.6%","7600","0.7%"
"Zack Moss","RB","CIN","NE","5800","1.3%","2.1%","2.7%","6900","0.7%"
"Ezekiel Elliott","RB","DAL","CLE","5800","0.5%","0.5%","0.5%","5800","0.5%"
"Dalton Kincaid","TE","BUF","ARI","5800","10.7%","10.1%","9.7%","6800","9.2%"
"Chris Godwin","WR","TB","WAS","5800","17.2%","16.6%","16.2%","5600","20.5%"
"Calvin Ridley","WR","TEN","CHI","5800","1.8%","3.4%","4.4%","6200","2.6%"
"Jayden Daniels","QB","WAS","TB","5700","12.0%","10.2%","9.0%","7000","8.7%"
"Zamir White","RB","LV","LAC","5700","8.7%","9.2%","9.5%","6400","11.2%"
"Devin Singletary","RB","NYG","MIN","5700","8.1%","9.4%","10.2%","6300","9.4%"
"George Pickens","WR","PIT","ATL","5700","1.5%","2.4%","3.0%","6500","1.3%"
"DeAndre Hopkins","WR","TEN","CHI","5700","0.5%","0.5%","0.5%","5900","0.5%"
"Baker Mayfield","QB","TB","WAS","5600","5.0%","5.5%","5.8%","7200","2.9%"
"Najee Harris","RB","PIT","ATL","5600","1.2%","1.5%","1.8%","6700","0.5%"
"Jaylen Warren","RB","PIT","ATL","5600","0.5%","0.5%","0.5%","5700","0.5%"
"David Njoku","TE","CLE","DAL","5600","1.6%","2.0%","2.3%","5900","10.4%"
"Terry McLaurin","WR","WAS","TB","5600","9.3%","10.0%","10.4%","6200","4.5%"
"Courtland Sutton","WR","DEN","SEA","5600","0.5%","0.7%","0.8%","5500","1.7%"
"Geno Smith","QB","SEA","DEN","5500","3.6%","4.2%","4.6%","7000","2.7%"
"Javonte Williams","RB","DEN","SEA","5500","13.2%","13.1%","13.0%","6100","9.8%"
"Jerome Ford","RB","CLE","DAL","5500","8.0%","8.8%","9.3%","6200","7.7%"
"Zach Charbonnet","RB","SEA","DEN","5500","0.5%","0.5%","0.5%","5300","0.5%"
"Evan Engram","TE","JAX","MIA","5500","18.7%","17.7%","17.0%","6200","19.3%"
"Christian Kirk","WR","JAX","MIA","5500","16.2%","15.4%","14.9%","6100","8.6%"
"Tank Dell","WR","HOU","IND","5500","12.4%","12.7%","12.9%","6400","5.6%"
"Daniel Jones","QB","NYG","MIN","5400","4.3%","4.7%","4.9%","6800","3.8%"
"Ty Chandler","RB","MIN","NYG","5400","0.5%","0.5%","0.5%","5100","0.5%"
"Tyler Lockett","WR","SEA","DEN","5400","0.5%","0.6%","0.7%","6000","0.5%"
"Brandin Cooks","WR","DAL","CLE","5400","0.5%","0.5%","0.5%","5300","0.5%"
"Will Levis","QB","TEN","CHI","5300","0.7%","1.5%","2.0%","6900","0.5%"
"Derek Carr","QB","NO","CAR","5300","0.5%","0.5%","0.5%","7000","0.5%"
"Gardner Minshew II","QB","LV","LAC","5300","0.3%","0.4%","0.5%","6800","0.5%"
"Chuba Hubbard","RB","CAR","NO","5300","14.5%","14.1%","13.9%","5600","19.7%"
"Gus Edwards","RB","LAC","LV","5300","1.0%","0.7%","0.5%","6000","0.5%"
"Diontae Johnson","WR","CAR","NO","5300","9.5%","9.9%","10.1%","5600","9.0%"
"Jordan Addison","WR","MIN","NYG","5300","0.5%","0.5%","0.5%","5700","0.5%"
"Sam Darnold","QB","MIN","NYG","5200","1.9%","2.6%","3.0%","6700","1.2%"
"Bryce Young","QB","CAR","NO","5200","0.3%","0.4%","0.5%","6700","0.5%"
"Brian Robinson Jr.","RB","WAS","TB","5200","0.9%","1.3%","1.6%","5900","0.7%"
"Khalil Herbert","RB","CHI","TEN","5200","0.5%","0.5%","0.5%","5900","0.5%"
"Jake Ferguson","TE","DAL","CLE","5200","2.7%","2.8%","2.8%","6000","4.5%"
"Joshua Palmer","WR","LAC","LV","5200","12.0%","13.0%","13.7%","5000","18.6%"
"Adam Thielen","WR","CAR","NO","5200","0.5%","0.5%","0.5%","5400","0.5%"
"Jacoby Brissett","QB","NE","CIN","5100","0.0%","0.3%","0.5%","6500","0.5%"
"Tyjae Spears","RB","TEN","CHI","5100","1.4%","2.7%","3.6%","5400","2.5%"
"Trey Benson","RB","ARI","BUF","5100","0.0%","0.0%","0.0%","5000","0.0%"
"Khalil Shakir","WR","BUF","ARI","5100","0.5%","0.6%","0.6%","5400","0.8%"
"Jerry Jeudy","WR","CLE","DAL","5100","0.5%","0.5%","0.5%","5700","0.5%"
"Justin Fields","QB","PIT","ATL","5000","8.0%","7.4%","7.0%","6900","4.0%"
"Bo Nix","QB","DEN","SEA","5000","0.5%","0.5%","0.5%","6600","0.5%"
"Chase Brown","RB","CIN","NE","5000","1.1%","2.0%","2.6%","5400","2.4%"
"Tyler Allgeier","RB","ATL","PIT","5000","0.1%","0.2%","0.3%","5500","0.3%"
"Tank Bigsby","RB","JAX","MIA","5000","0.0%","0.0%","0.0%","4900","0.0%"
"Jakobi Meyers","WR","LV","LAC","5000","0.5%","0.5%","0.5%","5100","0.7%"
"Keon Coleman","WR","BUF","ARI","5000","0.5%","0.5%","0.5%","6000","0.3%"
"J.K. Dobbins","RB","LAC","LV","4900","1.1%","2.4%","3.2%","5500","0.5%"
"Antonio Gibson","RB","NE","CIN","4900","0.5%","0.5%","0.5%","5300","0.5%"
"D'Onta Foreman","RB","CLE","DAL","4900","0.0%","0.0%","0.0%","5200","0.3%"
"Dalton Schultz","TE","HOU","IND","4900","0.5%","0.8%","1.0%","5600","2.0%"
"Jaxon Smith-Njigba","WR","SEA","DEN","4900","3.6%","4.8%","5.6%","5200","2.2%"
"Curtis Samuel","WR","BUF","ARI","4900","0.5%","0.5%","0.5%","5200","0.5%"
"Alexander Mattison","RB","LV","LAC","4800","0.1%","0.2%","0.3%","5200","0.3%"
"Jamaal Williams","RB","NO","CAR","4800","0.1%","0.2%","0.3%","5000","0.3%"
"Bucky Irving","RB","TB","WAS","4800","0.1%","0.2%","0.3%","5000","0.3%"
"DeMario Douglas","WR","NE","CIN","4800","0.5%","0.5%","0.5%","4000","6.3%"
"Samaje Perine","RB","KC","BAL","4700","0.0%","0.0%","0.0%","4400","0.0%"
"D'Ernest Johnson","RB","JAX","MIA","4700","0.0%","0.0%","0.0%","4800","0.0%"
"Kimani Vidal","RB","LAC","LV","4700","0.0%","0.0%","0.0%","4900","0.0%"
"Ladd McConkey","WR","LAC","LV","4700","9.0%","8.7%","8.6%","5300","4.4%"
"Brian Thomas Jr.","WR","JAX","MIA","4700","6.7%","6.7%","6.6%","5100","4.9%"
"Rico Dowdle","RB","DAL","CLE","4600","1.5%","0.9%","0.5%","5200","0.5%"
"Dameon Pierce","RB","HOU","IND","4600","0.0%","0.0%","0.0%","5100","0.0%"
"Ty Johnson","RB","BUF","ARI","4600","0.0%","0.0%","0.0%","4400","0.0%"
"Kyle Pitts","TE","ATL","PIT","4600","28.0%","26.5%","25.5%","6300","11.7%"
"Xavier Legette","WR","CAR","NO","4600","0.0%","0.0%","0.0%","4900","0.0%"
"Miles Sanders","RB","CAR","NO","4500","0.3%","0.3%","0.3%","5300","0.3%"
"Ray Davis","RB","BUF","ARI","4500","0.0%","0.0%","0.0%","4900","0.3%"
"Cordarrelle Patterson","RB","PIT","ATL","4500","0.0%","0.0%","0.0%","4700","0.0%"
"Ameer Abdullah","RB","LV","LAC","4500","0.0%","0.0%","0.0%","4900","0.0%"
"Trey Sermon","RB","IND","HOU","4500","0.0%","0.0%","0.0%","4800","0.0%"
"Eric Gray","RB","NYG","MIN","4500","0.0%","0.0%","0.0%","4400","0.0%"
"Brock Bowers","TE","LV","LAC","4500","3.5%","2.6%","2.0%","5400","3.0%"
"Gabe Davis","WR","JAX","MIA","4500","0.6%","1.2%","1.5%","6100","0.5%"
"Tyler Boyd","WR","TEN","CHI","4500","0.1%","0.2%","0.3%","4900","0.3%"
"Roschon Johnson","RB","CHI","TEN","4400","0.0%","0.0%","0.0%","5000","0.0%"
"Tyrone Tracy Jr.","RB","NYG","MIN","4400","0.0%","0.0%","0.0%","5000","0.0%"
"Pat Freiermuth","TE","PIT","ATL","4400","0.3%","0.3%","0.3%","5300","0.3%"
"Rashid Shaheed","WR","NO","CAR","4400","0.6%","1.1%","1.3%","5200","0.5%"
"Darius Slayton","WR","NYG","MIN","4400","0.1%","0.2%","0.3%","4200","0.3%"
"Jaleel McLaughlin","RB","DEN","SEA","4300","2.0%","1.7%","1.5%","5000","0.5%"
"Cam Akers","RB","HOU","IND","4300","0.0%","0.0%","0.0%","4200","0.0%"
"Taysom Hill","TE","NO","CAR","4300","2.3%","2.7%","3.0%","5500","5.3%"
"Michael Wilson","WR","ARI","BUF","4300","0.5%","0.5%","0.5%","4500","0.5%"
"Deuce Vaughn","RB","DAL","CLE","4200","0.0%","0.0%","0.0%","4700","0.0%"
"Hunter Henry","TE","NE","CIN","4200","0.3%","0.3%","0.3%","4900","1.3%"
"Darnell Mooney","WR","ATL","PIT","4200","0.5%","0.8%","1.0%","4800","0.5%"
"Josh Reynolds","WR","DEN","SEA","4200","0.5%","0.5%","0.5%","4800","0.5%"
"Cole Kmet","TE","CHI","TEN","4100","0.3%","0.3%","0.3%","5100","0.3%"
"Wan'Dale Robinson","WR","NYG","MIN","4100","2.0%","2.4%","2.7%","4700","0.6%"
"Quentin Johnston","WR","LAC","LV","4100","0.1%","0.2%","0.3%","4900","0.3%"
"Jahan Dotson","WR","PHI","GB","4100","0.0%","0.0%","0.0%","5000","0.0%"
"Emari Demercado","RB","ARI","BUF","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Tyler Goodson","RB","IND","HOU","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Pierre Strong Jr.","RB","CLE","DAL","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Alec Ingold","RB","MIA","JAX","4000","0.0%","0.0%","0.0%","4400","0.0%"
"Raheem Blackshear","RB","CAR","NO","4000","0.0%","0.0%","0.0%","4500","0.0%"
"Hunter Luepke","RB","DAL","CLE","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Dare Ogunbowale","RB","HOU","IND","4000","0.0%","0.0%","0.0%","4400","0.0%"
"DeeJay Dallas","RB","ARI","BUF","4000","0.0%","0.0%","0.0%","4000","0.0%"
"C.J. Ham","RB","MIN","NYG","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Sean Tucker","RB","TB","WAS","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Michael Burton","RB","DEN","SEA","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Reggie Gilliam","RB","BUF","ARI","4000","0.0%","0.0%","0.0%","4400","0.0%"
"John Kelly Jr.","RB","BAL","KC","4000","0.0%","0.0%","0.0%","4000","0.0%"
"Travis Homer","RB","CHI","TEN","4000","0.0%","0.0%","0.0%","4500","0.0%"
"JaMycal Hasty","RB","NE","CIN","4000","0.0%","0.0%","0.0%","4200","0.0%"
"Jaylen Wright","RB","MIA","JAX","4000","0.0%","0.0%","0.0%","4700","0.0%"
"Jordan Mims","RB","NO","CAR","4000","0.0%","0.0%","0.0%","4100","0.0%"
"Dylan Laube","RB","LV","LAC","4000","0.0%","0.0%","0.0%","4300","0.0%"
"Audric Estime","RB","DEN","SEA","4000","0.0%","0.0%","0.0%","4800","0.0%"
"Noah Fant","TE","SEA","DEN","4000","0.5%","0.7%","0.9%","5000","0.8%"
"Rome Odunze","WR","CHI","TEN","4000","13.0%","13.1%","13.2%","5800","0.5%"
"Alec Pierce","WR","IND","HOU","4000","0.1%","0.2%","0.3%","5100","0.3%"
"Cowboys ","DST","DAL","CLE","3900","0.7%","0.6%","0.6%","4500","1.7%"
"Chig Okonkwo","TE","TEN","CHI","3900","0.3%","0.3%","0.3%","4800","0.3%"
"Ja'Lynn Polk","WR","NE","CIN","3900","0.8%","0.9%","1.0%","4800","0.3%"
"Greg Dortch","WR","ARI","BUF","3900","0.5%","0.5%","0.5%","4600","0.3%"
"Trenton Irwin","WR","CIN","NE","3900","0.1%","0.2%","0.3%","4400","0.3%"
"Bengals ","DST","CIN","NE","3800","2.4%","2.8%","3.0%","4800","2.9%"
"Cade Otton","TE","TB","WAS","3800","0.8%","1.4%","1.8%","5200","0.5%"
"Adonai Mitchell","WR","IND","HOU","3800","3.2%","4.0%","4.5%","5500","0.5%"
"Saints ","DST","NO","CAR","3700","3.7%","4.9%","5.7%","4700","3.2%"
"Juwan Johnson","TE","NO","CAR","3700","0.5%","0.9%","1.1%","4700","1.2%"
"Cedrick Wilson Jr.","WR","NO","CAR","3700","0.1%","0.2%","0.3%","4300","0.3%"
"Jermaine Burton","WR","CIN","NE","3700","0.0%","0.0%","0.0%","4800","0.0%"
"Marquez Valdes-Scantling","WR","BUF","ARI","3700","0.0%","0.0%","0.0%","4900","0.0%"
"Vikings ","DST","MIN","NYG","3600","4.9%","4.5%","4.3%","5000","1.8%"
"Zach Ertz","TE","WAS","TB","3600","1.6%","2.9%","3.7%","4800","1.4%"
"Elijah Moore","WR","CLE","DAL","3600","0.0%","0.0%","0.1%","4500","0.0%"
"Van Jefferson","WR","PIT","ATL","3600","0.0%","0.0%","0.0%","5000","0.0%"
"A.T. Perry","WR","NO","CAR","3600","0.0%","0.0%","0.0%","4200","0.0%"
"Buccaneers ","DST","TB","WAS","3500","6.4%","6.4%","6.4%","4900","2.8%"
"Jonnu Smith","TE","MIA","JAX","3500","1.6%","2.2%","2.7%","4600","1.6%"
"K.J. Osborn","WR","NE","CIN","3500","0.1%","0.2%","0.3%","4600","0.3%"
"Tre Tucker","WR","LV","LAC","3500","0.0%","0.0%","0.1%","4500","0.0%"
"JuJu Smith-Schuster","WR","KC","BAL","3500","0.0%","0.0%","0.0%","4200","0.0%"
"Marvin Mims Jr.","WR","DEN","SEA","3500","0.0%","0.0%","0.0%","4300","0.0%"
"Seahawks ","DST","SEA","DEN","3400","8.7%","8.4%","8.1%","4400","7.4%"
"Bears ","DST","CHI","TEN","3400","3.7%","4.7%","5.3%","4000","8.8%"
"Dawson Knox","TE","BUF","ARI","3400","0.0%","0.0%","0.0%","4800","0.0%"
"Gerald Everett","TE","CHI","TEN","3400","0.0%","0.0%","0.0%","4600","0.0%"
"Jalen Tolbert","WR","DAL","CLE","3400","0.1%","0.2%","0.3%","4700","0.3%"
"Jonathan Mingo","WR","CAR","NO","3400","0.1%","0.2%","0.3%","4400","0.3%"
"Trey Palmer","WR","TB","WAS","3400","0.0%","0.0%","0.0%","4500","0.0%"
"Tim Patrick","WR","DET","LA","3400","0.0%","0.0%","0.0%","4100","0.0%"
"Treylon Burks","WR","TEN","CHI","3400","0.0%","0.0%","0.0%","4500","0.0%"
"Falcons ","DST","ATL","PIT","3300","7.7%","7.6%","7.6%","3600","20.1%"
"Giants ","DST","NYG","MIN","3300","0.5%","0.5%","0.5%","3800","3.4%"
"Josh Oliver","TE","MIN","NYG","3300","0.0%","0.0%","0.0%","4300","0.0%"
"Jalen McMillan","WR","TB","WAS","3300","0.5%","0.9%","1.1%","5000","0.3%"
"Parker Washington","WR","JAX","MIA","3300","0.0%","0.0%","0.0%","4400","0.0%"
"Laviska Shenault Jr.","WR","SEA","DEN","3300","0.0%","0.0%","0.0%","4500","0.0%"
"Luke McCaffrey","WR","WAS","TB","3300","0.0%","0.0%","0.0%","4200","0.0%"
"Dolphins ","DST","MIA","JAX","3200","0.3%","0.6%","0.8%","4200","0.7%"
"Durham Smythe","TE","MIA","JAX","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Noah Brown","WR","WAS","TB","3200","0.0%","0.0%","0.1%","4200","0.0%"
"Brandon Powell","WR","MIN","NYG","3200","0.0%","0.0%","0.0%","4300","0.0%"
"Nick Westbrook-Ikhine","WR","TEN","CHI","3200","0.0%","0.0%","0.0%","4700","0.0%"
"Cedric Tillman","WR","CLE","DAL","3200","0.0%","0.0%","0.0%","4200","0.0%"
"Trent Sherfield Sr.","WR","MIN","NYG","3200","0.0%","0.0%","0.0%","4100","0.0%"
"Browns ","DST","CLE","DAL","3100","12.7%","10.8%","9.6%","4100","9.4%"
"Will Dissly","TE","LAC","LV","3100","0.3%","0.3%","0.4%","4300","0.3%"
"Michael Mayer","TE","LV","LAC","3100","0.0%","0.0%","0.0%","4900","0.0%"
"Adam Trautman","TE","DEN","SEA","3100","0.0%","0.0%","0.0%","4100","0.0%"
"Austin Hooper","TE","NE","CIN","3100","0.0%","0.0%","0.0%","4500","0.0%"
"Jalin Hyatt","WR","NYG","MIN","3100","0.1%","0.2%","0.3%","4800","0.3%"
"Robert Woods","WR","HOU","IND","3100","0.0%","0.0%","0.0%","4500","0.0%"
"KaVontae Turpin","WR","DAL","CLE","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Calvin Austin III","WR","PIT","ATL","3100","0.0%","0.0%","0.0%","4200","0.0%"
"KhaDarel Hodge","WR","ATL","PIT","3100","0.0%","0.0%","0.0%","4300","0.0%"
"Bills ","DST","BUF","ARI","3000","11.3%","10.9%","10.6%","4600","1.2%"
"Mike Gesicki","TE","CIN","NE","3000","7.0%","6.6%","6.4%","4900","0.8%"
"Hayden Hurst","TE","LAC","LV","3000","3.1%","3.2%","3.3%","4800","0.3%"
"Greg Dulcich","TE","DEN","SEA","3000","0.1%","0.2%","0.3%","4600","0.1%"
"Daniel Bellinger","TE","NYG","MIN","3000","0.0%","0.0%","0.0%","5000","0.0%"
"Andrei Iosivas","WR","CIN","NE","3000","52.5%","45.0%","40.0%","4300","10.8%"
"Ray-Ray McCloud III","WR","ATL","PIT","3000","0.1%","0.4%","0.6%","4300","0.3%"
"Olamide Zaccheaus","WR","WAS","TB","3000","0.1%","0.2%","0.3%","4400","0.3%"
"Tyquan Thornton","WR","NE","CIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jalen Nailor","WR","MIN","NYG","3000","0.0%","0.0%","0.0%","4200","0.0%"
"David Moore","WR","CAR","NO","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Chris Moore","WR","ARI","BUF","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Braxton Berrios","WR","MIA","JAX","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Mack Hollins","WR","BUF","ARI","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Jake Bobo","WR","SEA","DEN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Steven Sims","WR","HOU","IND","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Lil'Jordan Humphrey","WR","DEN","SEA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Scotty Miller","WR","PIT","ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"John Metchie III","WR","HOU","IND","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Tyler Scott","WR","CHI","TEN","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Derius Davis","WR","LAC","LV","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Jamison Crowder","WR","WAS","TB","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dyami Brown","WR","WAS","TB","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Charlie Jones","WR","CIN","NE","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Jalen Brooks","WR","DAL","CLE","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Xavier Hutchinson","WR","HOU","IND","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Ben Skowronek","WR","PIT","ATL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Simi Fehoko","WR","LAC","LV","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Tim Jones","WR","JAX","MIA","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Velus Jones Jr.","WR","CHI","TEN","3000","0.0%","0.0%","0.0%","4400","0.0%"
"Kayshon Boutte","WR","NE","CIN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Elijah Cooks","WR","JAX","MIA","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Trishton Jackson","WR","MIN","NYG","3000","0.0%","0.0%","0.0%","4000","0.0%"
"DeAndre Carter","WR","CHI","TEN","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Devin Duvernay","WR","JAX","MIA","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Zach Pascal","WR","ARI","BUF","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jamari Thrash","WR","CLE","DAL","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Casey Washington","WR","ATL","PIT","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Jha'Quan Jackson","WR","TEN","CHI","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Javon Baker","WR","NE","CIN","3000","0.0%","0.0%","0.0%","4900","0.0%"
"Ashton Dulin","WR","IND","HOU","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Anthony Gould","WR","IND","HOU","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Bub Means","WR","NO","CAR","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Brenden Rice","WR","LAC","LV","3000","0.0%","0.0%","0.0%","4000","0.0%"
"DJ Turner","WR","LV","LAC","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Dareke Young","WR","SEA","DEN","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Troy Franklin","WR","DEN","SEA","3000","0.0%","0.0%","0.0%","4200","0.0%"
"Devaughn Vele","WR","DEN","SEA","3000","0.0%","0.0%","0.0%","4100","0.0%"
"Kameron Johnson","WR","TB","WAS","3000","0.0%","0.0%","0.0%","4000","0.0%"
"Chargers ","DST","LAC","LV","2900","14.7%","12.5%","11.0%","4000","5.3%"
"Steelers ","DST","PIT","ATL","2900","0.7%","1.1%","1.5%","4300","0.5%"
"Johnny Mundt","TE","MIN","NYG","2900","4.9%","4.6%","4.4%","4400","0.5%"
"Kylen Granson","TE","IND","HOU","2900","1.0%","1.4%","1.7%","4700","0.3%"
"Tanner Hudson","TE","CIN","NE","2900","0.0%","0.0%","0.0%","4300","0.0%"
"Titans ","DST","TEN","CHI","2800","4.6%","4.7%","4.7%","3700","4.5%"
"Raiders ","DST","LV","LAC","2800","0.7%","1.1%","1.4%","3800","0.7%"
"Brevin Jordan","TE","HOU","IND","2800","0.0%","0.0%","0.0%","4200","0.0%"
"Elijah Higgins","TE","ARI","BUF","2800","0.0%","0.0%","0.0%","4200","0.0%"
"Texans ","DST","HOU","IND","2700","3.8%","3.8%","3.7%","3900","1.6%"
"Jaguars ","DST","JAX","MIA","2700","0.1%","0.3%","0.4%","3700","0.4%"
"Ben Sinnott","TE","WAS","TB","2700","0.1%","0.2%","0.3%","4400","0.0%"
"Drew Sample","TE","CIN","NE","2700","0.0%","0.0%","0.0%","4200","0.0%"
"Patriots ","DST","NE","CIN","2600","1.4%","1.5%","1.6%","3100","5.5%"
"Colts ","DST","IND","HOU","2600","1.1%","1.3%","1.5%","3500","1.7%"
"Lucas Krull","TE","DEN","SEA","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Commanders ","DST","WAS","TB","2500","5.3%","5.0%","4.8%","3400","4.5%"
"Broncos ","DST","DEN","SEA","2500","1.5%","2.0%","2.3%","3400","2.8%"
"Ja'Tavion Sanders","TE","CAR","NO","2500","3.6%","4.3%","4.8%","4500","0.3%"
"Theo Johnson","TE","NYG","MIN","2500","1.2%","1.4%","1.5%","4400","0.3%"
